CuspID,Origin_time,Record,Mw,MwUncert,TectClass,Mech,PreferredFaultPlane,Strike,Dip,Rake,Location,HypLat,HypLon,StationLat,StationLon,HypN,HypE,StationN,StationE,LENGTH_km,WIDTH_km,Repi_km,Rhyp_km,Rjb_km,Rrup_km,Rx_km,Ry_km,Rvol_km,HypDepth_km,ZTOR_km,HWFW,SiteCode,SiteClass1170,Vs30,Vs30Uncert,Tsite,TsiteUncert,Z1,Z1Uncertainty,Directivity,Pulse_or,Pulse_T,S_Trigger_Flag,fcButterHP,f_iniLP,fmin,fmax,References,f100.0000SA_Vert,f50.0000SA_Vert,f33.3333SA_Vert,f25.0000SA_Vert,f20.0000SA_Vert,f13.3333SA_Vert,f10.0000SA_Vert,f6.6667SA_Vert,f5.0000SA_Vert,f4.0000SA_Vert,f3.3333SA_Vert,f2.5000SA_Vert,f2.0000SA_Vert,f1.3333SA_Vert,f1.0000SA_Vert,f0.6667SA_Vert,f0.5000SA_Vert,f0.3333SA_Vert,f0.2500SA_Vert,f0.2000SA_Vert,f0.1333SA_Vert,f0.1000SA_Vert,PGA,PGV
2567873,2006-05-14T17:32:37.615999Z,20060514_173238_SNZO,4.54,0.1,Slab,S,0,219,82,-1.68E+02,simulps,-40.914,174.4445,-41.3087,174.7042,6031501.19,2631663.43,5987272,2652730,1.7,1.7,48.99,78.31,48.42,77.55,-99999,-99999,0,60.99,60.15,nu,SNZO,B,1000,Q3,-1,Q3,0,Q3,0,-99999,-99999,0,0.43,80,0.731,80,Ristau2013,0.002603599,0.002882945,0.004237601,0.00606119,0.010280294,0.012519851,0.008580339,0.00396143,0.003308086,0.003458932,0.003361233,0.002254876,0.001084829,0.000551621,0.000278519,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.002654,0.000565
2567873,2006-05-14T17:32:37.615999Z,20060514_173238_SOCS,4.54,0.1,Slab,S,0,219,82,-1.68E+02,simulps,-40.914,174.4445,-41.2043,174.9159,6031501.19,2631663.43,5998505,2670660,1.7,1.7,51.04,79.56,50.55,78.78,-99999,-99999,0,60.99,60.15,nu,SOCS,D,300,Q3,1.2,Q3,140,Q3,0,-99999,-99999,0,0.4,60,0.68,60,Ristau2013,0.003805262,0.003911569,0.006524522,0.005090987,0.008064739,0.012678849,0.012195027,0.013498833,0.007017403,0.004255055,0.003939637,0.003647147,0.002457942,0.000606002,0.000322354,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.003734,0.001042
2567873,2006-05-14T17:32:37.615999Z,20060514_173238_TEPS,4.54,0.1,Slab,S,0,219,82,-1.68E+02,simulps,-40.914,174.4445,-41.2906,174.7811,6031501.19,2631663.43,5989166,2659155,1.7,1.7,50.49,79.26,49.94,78.49,-99999,-99999,0,60.99,60.15,nu,TEPS,D,267,Q1,1.2,Q1,120,Q2,0,-99999,-99999,0,0.55,55,0.935,55,Ristau2013,0.00284685,0.002982475,0.002965255,0.003517582,0.004963258,0.004303179,0.008216702,0.007265995,0.008916224,0.005758427,0.007350869,0.006658696,0.002669615,0.000871862,0.000524809,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.002835,0.001294
2567873,2006-05-14T17:32:37.615999Z,20060514_173238_TFSS,4.54,0.1,Slab,S,0,219,82,-1.68E+02,simulps,-40.914,174.4445,-41.2754,174.7831,6031501.19,2631663.43,5990846,2659356,1.7,1.7,49.19,78.36,48.65,77.59,-99999,-99999,0,60.99,60.15,nu,TFSS,D,274,Q1,1.3,Q2,110,Q2,0,-99999,-99999,0,0.33,60,0.561,60,Ristau2013,0.00408827,0.004303163,0.004757477,0.004681153,0.005681619,0.009925474,0.017498099,0.01423098,0.007199742,0.009734238,0.005218768,0.003180458,0.003356996,0.001731553,0.000998138,0.000317639,-9999,-9999,-9999,-9999,-9999,-9999,0.00406,0.001284
2567873,2006-05-14T17:32:37.615999Z,20060514_173238_TMDS,4.54,0.1,Slab,S,0,219,82,-1.68E+02,simulps,-40.914,174.4445,-41.0781,175.1554,6031501.19,2631663.43,6012053,2691088,1.7,1.7,62.39,87.47,61.83,86.69,-99999,-99999,0,60.99,60.15,nu,TMDS,B,800,Q3,0.35,Q2,10,Q3,0,-99999,-99999,0,0.52,24,0.884,24,Ristau2013,0.002859712,0.002969786,0.003185676,0.003891014,0.004479935,0.010422629,0.011955608,0.004658684,0.00394335,0.002550276,0.001645283,0.000757605,0.000564133,0.000246955,0.000137991,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.002832,0.000547
2567873,2006-05-14T17:32:37.615999Z,20060514_173238_UHCS,4.54,0.1,Slab,S,0,219,82,-1.68E+02,simulps,-40.914,174.4445,-41.1268,175.0409,6031501.19,2631663.43,6006873,2681342,1.7,1.7,55.35,82.47,54.83,81.68,-99999,-99999,0,60.99,60.15,nu,UHCS,D,210,Q3,2,Q2,120,Q3,0,-99999,-99999,0,0.4,38,0.68,38,Ristau2013,0.012287063,0.013198992,0.014471375,0.023696852,0.015312979,0.02262582,0.026285756,0.018614236,0.010264507,0.006064711,0.005594061,0.004017369,0.001941859,0.000883769,0.000291861,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.01212,0.001708
2567873,2006-05-14T17:32:37.615999Z,20060514_173238_WDAS,4.54,0.1,Slab,S,0,219,82,-1.68E+02,simulps,-40.914,174.4445,-41.2574,174.9485,6031501.19,2631663.43,5992552,2673256,1.7,1.7,56.94,83.53,56.45,82.76,-99999,-99999,0,60.99,60.15,nu,WDAS,E,120,Q1,1.6,Q2,62,Q2,0,-99999,-99999,0,0.58,43,0.986,43,Ristau2013,0.004831333,0.00566735,0.012654926,0.020377503,0.01773113,0.011191093,0.013791327,0.010543253,0.009966925,0.005728539,0.00696292,0.01026408,0.004640007,0.001562014,0.000601729,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.004687,0.001445
2567873,2006-05-14T17:32:37.615999Z,20060514_173238_WEL,4.54,0.1,Slab,S,0,219,82,-1.68E+02,simulps,-40.914,174.4445,-41.284,174.7682,6031501.19,2631663.43,5989908,2658140,1.7,1.7,49.28,78.53,48.73,77.76,-99999,-99999,0,60.99,60.15,nu,WEL,B,1000,Q3,0.3,Q1,0,Q2,0,-99999,-99999,0,0.4,22,0.68,22,Ristau2013,0.003999917,0.004127235,0.004361262,0.005058556,0.005866713,0.014030084,0.019549948,0.00612913,0.005142274,0.004275771,0.00316984,0.002197629,0.002425753,0.000500263,0.000326994,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.004003,0.000952
2567873,2006-05-14T17:32:37.615999Z,20060514_173238_WEMS,4.54,0.1,Slab,S,0,219,82,-1.68E+02,simulps,-40.914,174.4445,-41.2743,174.7793,6031501.19,2631663.43,5990979,2659042,1.7,1.7,48.91,78.2,48.36,77.43,-99999,-99999,0,60.99,60.15,nu,WEMS,D,265,Q1,0.8,Q2,80,Q2,0,-99999,-99999,0,0.36,55,0.612,55,Ristau2013,0.003171777,0.003449305,0.003745394,0.004717349,0.004554706,0.005460348,0.00676544,0.007772671,0.007458561,0.007415854,0.006924178,0.003016017,0.004071068,0.001104352,0.000370405,0.000202431,-9999,-9999,-9999,-9999,-9999,-9999,0.003156,0.001242
2567873,2006-05-14T17:32:37.615999Z,20060514_173238_WNAS,4.54,0.1,Slab,S,0,219,82,-1.68E+02,simulps,-40.914,174.4445,-41.3264,174.809,6031501.19,2631663.43,5985141,2661416,1.7,1.7,55.09,82.19,54.55,81.43,-99999,-99999,0,60.99,60.15,nu,WNAS,D,239,Q2,0.78,Q2,64,Q2,0,-99999,-99999,0,0.45,26,0.765,26,Ristau2013,0.002634486,0.002668759,0.002736985,0.003154187,0.003766941,0.004588326,0.007648793,0.008332895,0.00495472,0.004228836,0.004524919,0.003180983,0.002434403,0.000624249,0.000358897,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.002626,0.000758
2567873,2006-05-14T17:32:37.615999Z,20060514_173238_WNHS,4.54,0.1,Slab,S,0,219,82,-1.68E+02,simulps,-40.914,174.4445,-41.3008,174.7755,6031501.19,2631663.43,5988044,2658668,1.7,1.7,51.17,79.64,50.62,78.87,-99999,-99999,0,60.99,60.15,nu,WNHS,B,1000,Q3,<0.1,Q3,3,Q3,0,-99999,-99999,0,0.52,55,0.884,55,Ristau2013,0.003169403,0.003362409,0.004009678,0.004066692,0.006300738,0.009800254,0.007762922,0.009998615,0.005118416,0.004638309,0.003032709,0.002909105,0.001178618,0.000617342,0.000222042,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.003122,0.000814
2567873,2006-05-14T17:32:37.615999Z,20060514_173238_WNKS,4.54,0.1,Slab,S,0,219,82,-1.68E+02,simulps,-40.914,174.4445,-41.2848,174.7421,6031501.19,2631663.43,5989873,2655901,1.7,1.7,48.19,77.86,47.63,77.09,-99999,-99999,0,60.99,60.15,nu,WNKS,C,270,Q3,0.38,Q1,50,Q3,0,-99999,-99999,0,0.58,43,0.986,43,Ristau2013,0.005710257,0.005928367,0.006102326,0.006968129,0.008338484,0.020431074,0.012528333,0.015760328,0.009485619,0.004548711,0.003283861,0.001406819,0.000980825,0.000275244,0.00016456,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.005657,0.001149
2577713,2006-06-04T23:48:37.835000Z,20060604_234838_DVHS,4.39,0.1,Slab,U,0,2,82,54,simulps,-40.3908,176.3383,-40.2017,176.1014,6085216.96,2793342.94,6106936,2773970,1.4,1.4,29.09,37,28.52,36.52,-99999,-99999,0,22.63,22.06,nu,DVHS,C,360,Q3,0.58,Q3,55,Q3,0,-99999,-99999,0,0.25,40,0.425,40,Ristau2013,0.018764269,0.01991278,0.021761175,0.032496771,0.044948779,0.036334621,0.036825523,0.025825109,0.013630727,0.00561229,0.003766045,0.003047367,0.003461586,0.001408417,0.001056217,0.000542265,0.00021052,-9999,-9999,-9999,-9999,-9999,0.018226,0.003051
2577713,2006-06-04T23:48:37.835000Z,20060604_234838_EKTS,4.39,0.1,Slab,U,0,2,82,54,simulps,-40.3908,176.3383,-40.6495,175.7088,6085216.96,2793342.94,6058336,2739041,1.4,1.4,60.49,64.76,59.96,64.18,-99999,-99999,0,22.63,22.06,nu,EKTS,C,800,Q3,0.1,Q1,6,Q3,0,-99999,-99999,0,0.35,40,0.595,40,Ristau2013,0.001572159,0.001773076,0.001848453,0.004953933,0.005699061,0.003605006,0.006141327,0.002864888,0.003855618,0.004988058,0.003059785,0.001787749,0.001267757,0.000671715,0.000222758,0.00014396,-9999,-9999,-9999,-9999,-9999,-9999,0.001544,0.000509
2577713,2006-06-04T23:48:37.835000Z,20060604_234838_PGFS,4.39,0.1,Slab,U,0,2,82,54,simulps,-40.3908,176.3383,-40.3022,176.6118,6085216.96,2793342.94,6094139,2816941,1.4,1.4,25.18,33.9,24.68,33.4,-99999,-99999,0,22.63,22.06,nu,PGFS,D,210,Q3,0.67,Q1,50,Q3,0,-99999,-99999,0,0.28,38,0.476,38,Ristau2013,0.002106294,0.002230931,0.003164813,0.003526969,0.004388273,0.009176385,0.007069257,0.003871738,0.00547417,0.005645836,0.004898297,0.003682927,0.003946044,0.001738535,0.000947982,0.0003417,0.000125407,-9999,-9999,-9999,-9999,-9999,0.002058,0.000875
2577713,2006-06-04T23:48:37.835000Z,20060604_234838_TSZ,4.39,0.1,Slab,U,0,2,82,54,simulps,-40.3908,176.3383,-40.0586,175.9611,6085216.96,2793342.94,6123223,2762619,1.4,1.4,48.89,54.08,48.31,53.57,-99999,-99999,0,22.63,22.06,nu,TSZ,B,800,Q3,0.4,Q1,0,Q3,0,-99999,-99999,0,0.35,41,0.595,41,Ristau2013,0.001449509,0.001475319,0.00153895,0.001747705,0.002042491,0.002637998,0.003087368,0.005281862,0.004959287,0.00238588,0.001850588,0.001026678,0.000935528,0.000510011,0.000269179,0.000074457,-9999,-9999,-9999,-9999,-9999,-9999,0.001444,0.000451
2577713,2006-06-04T23:48:37.835000Z,20060604_234838_WBFS,4.39,0.1,Slab,U,0,2,82,54,simulps,-40.3908,176.3383,-40.4009,176.3111,6085216.96,2793342.94,6084187,2790992,1.4,1.4,2.56,22.9,2.08,22.32,-99999,-99999,0,22.63,22.06,nu,WBFS,B,800,Q3,<0.1,Q3,3,Q3,0,-99999,-99999,0,0.32,45,0.544,45,Ristau2013,0.006065469,0.006168335,0.011901787,0.014662385,0.01887408,0.01135429,0.01231479,0.008099084,0.007581976,0.007936827,0.009202999,0.00807033,0.007603269,0.002897848,0.00175559,0.000531414,-9999,-9999,-9999,-9999,-9999,-9999,0.006014,0.00157
2577713,2006-06-04T23:48:37.835000Z,20060604_234838_WDPS,4.39,0.1,Slab,U,0,2,82,54,simulps,-40.3908,176.3383,-40.3382,175.8698,6085216.96,2793342.94,6092451,2753774,1.4,1.4,40.12,46.2,39.7,45.68,-99999,-99999,0,22.63,22.06,nu,WDPS,D,270,Q3,1,Q3,100,Q3,0,-99999,-99999,0,0.3,48,0.51,48,Ristau2013,0.002883251,0.003356809,0.00465569,0.00565997,0.008516517,0.007939894,0.006466195,0.007137239,0.003931458,0.003461175,0.003014683,0.002015877,0.001487604,0.000658642,0.000399924,0.000159845,-9999,-9999,-9999,-9999,-9999,-9999,0.002817,0.000619
2577713,2006-06-04T23:48:37.835000Z,20060604_234838_WEL,4.39,0.1,Slab,U,0,2,82,54,simulps,-40.3908,176.3383,-41.284,174.7682,6085216.96,2793342.94,5989908,2658140,1.4,1.4,165.26,166.98,164.69,166.39,-99999,-99999,0,22.63,22.06,nu,WEL,B,1000,Q3,0.3,Q1,0,Q2,0,-99999,-99999,0,0.38,25,0.646,25,Ristau2013,0.000178787,0.000188945,0.000210071,0.000261345,0.000306043,0.000435507,0.000519515,0.000300558,0.000236732,0.000263274,0.000223407,0.000241423,0.000174336,0.000106373,0.000070677,0.000033415,-9999,-9999,-9999,-9999,-9999,-9999,0.000168,0.000055
2582851,2006-06-15T07:54:41.722999Z,20060615_075441_SNZO,4.49,0.1,Slab,U,0,40,55,118,simulps,-38.4698,175.7507,-41.3087,174.7042,6300075.06,2750101.46,5987272,2652730,1.6,1.6,328.05,368.7,327.27,368.02,-99999,-99999,0,169.04,168.43,nu,SNZO,B,1000,Q3,-1,Q3,0,Q3,0,-99999,-99999,0,0.7,22,1.19,22,Ristau2013,0.000469118,0.000542119,0.000708599,0.001303658,0.002383298,0.000664872,0.000341991,0.000282986,0.000524853,0.000381124,0.00032066,0.00019041,0.000136385,0.000046359,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.000481,0.000067
2582851,2006-06-15T07:54:41.722999Z,20060615_075441_TSZ,4.49,0.1,Slab,U,0,40,55,118,simulps,-38.4698,175.7507,-40.0586,175.9611,6300075.06,2750101.46,6123223,2762619,1.6,1.6,177.59,245.33,176.85,244.74,-99999,-99999,0,169.04,168.43,nu,TSZ,B,800,Q3,0.4,Q1,0,Q3,0,-99999,-99999,0,0.3,40,0.51,40,Ristau2013,0.001339931,0.001463394,0.002241873,0.001899257,0.003309403,0.002701359,0.002878851,0.001629581,0.001292265,0.000953594,0.000722023,0.000459955,0.000252107,0.000185216,0.000048778,0.00001995,-9999,-9999,-9999,-9999,-9999,-9999,0.00129,0.000181
2592080,2006-07-05T21:32:23.663000Z,20060705_213223_MANS,4.21,0.1,Slab,N,0,23,76,-1.01E+02,simulps,-45.1452,166.851,-45.5212,167.2781,5544456.92,2026808.33,5505204,2063228,1.2,1.2,53.51,65.87,53.09,65.45,-99999,-99999,0,38.11,37.74,nu,MANS,A,1500,Q3,-1,Q3,0,Q3,0,-99999,-99999,0,0.5,40,0.85,40,Ristau2013,0.005565959,0.005677781,0.00580014,0.006727731,0.006550457,0.007632914,0.00952263,0.013299659,0.019838462,0.013477931,0.009210554,0.007147148,0.003889102,0.001378248,0.000509261,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.005543,0.002102
2592080,2006-07-05T21:32:23.663000Z,20060705_213223_TAFS,4.21,0.1,Slab,N,0,23,76,-1.01E+02,simulps,-45.1452,166.851,-45.4167,167.7191,5544456.92,2026808.33,5519112,2096857,1.2,1.2,74.33,83.78,73.97,83.42,-99999,-99999,0,38.11,37.74,nu,TAFS,D,298,Q3,1.4,Q3,200,Q3,0,-99999,-99999,0,0.6,45,1.02,45,Ristau2013,0.002105679,0.002239295,0.00467362,0.005115971,0.003937566,0.005043164,0.003866064,0.008063,0.006109084,0.003091005,0.003033071,0.002643718,0.002187171,0.002178054,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.002083,0.000768
2593170,2006-07-08T11:27:16.783999Z,20060708_112717_BKZ,5.23,0.1,Slab,N,0,360,60,-1.21E+02,simulps,-39.1905,176.8485,-39.1657,176.4925,6216613.3,2842386.94,6220624,2811820,3.8,3.8,30.81,44.25,29.51,42.89,-99999,-99999,0,31.04,29.59,nu,BKZ,B,1000,Q3,-1,Q2,0,Q1,0,-99999,-99999,0,0.12,57,0.204,57,Ristau2013,0.005233771,0.005486841,0.006115604,0.007447545,0.008679102,0.010069764,0.014643085,0.013169854,0.010791382,0.016494575,0.010114553,0.007519059,0.006897037,0.002888044,0.001666402,0.000643994,0.000371612,0.000144348,0.000091288,-9999,-9999,-9999,0.005138,0.002191
2593170,2006-07-08T11:27:16.783999Z,20060708_112717_HCDS,5.23,0.1,Slab,N,0,360,60,-1.21E+02,simulps,-39.1905,176.8485,-39.6458,176.8429,6216613.3,2842386.94,6166127,2839726,3.8,3.8,50.63,59.33,48.86,57.47,-99999,-99999,0,31.04,29.59,nu,HCDS,D,182,Q2,>2,Q3,1000,Q3,0,-99999,-99999,0,0.29,35,0.493,35,Ristau2013,0.00297316,0.003004695,0.003138559,0.003119266,0.003188869,0.004732103,0.005052167,0.007545717,0.012137049,0.006728058,0.005386802,0.007525357,0.004935548,0.004157495,0.002030769,0.000990153,0.000560262,-9999,-9999,-9999,-9999,-9999,0.002965,0.001249
2593170,2006-07-08T11:27:16.783999Z,20060708_112717_KFHS,5.23,0.1,Slab,N,0,360,60,-1.21E+02,simulps,-39.1905,176.8485,-39.4334,176.467,6216613.3,2842386.94,6191022,2808405,3.8,3.8,42.51,52.91,40.88,51.17,-99999,-99999,0,31.04,29.59,nu,KFHS,C,760,Q3,1.25,Q2,10,Q3,0,-99999,-99999,0,0.4,20,0.68,20,Ristau2013,0.007457496,0.007643581,0.00801419,0.008696662,0.009961632,0.015851907,0.016089549,0.021079448,0.016997474,0.015017851,0.016722016,0.017163986,0.009768214,0.002907829,0.001440819,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00736,0.002956
2593170,2006-07-08T11:27:16.783999Z,20060708_112717_NAMS,5.23,0.1,Slab,N,0,360,60,-1.21E+02,simulps,-39.1905,176.8485,-39.4884,176.9189,6216613.3,2842386.94,6183307,2847012,3.8,3.8,33.67,45.77,31.95,43.98,-99999,-99999,0,31.04,29.59,nu,NAMS,C,268,Q3,0.4,Q3,20,Q3,0,-99999,-99999,0,0.2,40,0.34,40,Ristau2013,0.004226383,0.004279396,0.004389054,0.005861687,0.006685789,0.006204563,0.006626347,0.009020882,0.008544773,0.01447636,0.009170003,0.004361862,0.003238414,0.002432159,0.001397463,0.000399334,0.000370547,-9999,-9999,-9999,-9999,-9999,0.00419,0.001488
2593170,2006-07-08T11:27:16.783999Z,20060708_112717_NCDS,5.23,0.1,Slab,N,0,360,60,-1.21E+02,simulps,-39.1905,176.8485,-39.4984,176.8761,6216613.3,2842386.94,6182359,2843283,3.8,3.8,34.32,46.24,32.56,44.41,-99999,-99999,0,31.04,29.59,nu,NCDS,E,162,Q3,1.25,Q2,110,Q3,0,-99999,-99999,0,0.3,20,0.51,20,Ristau2013,0.008527261,0.008548172,0.008571337,0.008624446,0.008907323,0.010206338,0.013544108,0.016713091,0.024774021,0.015986323,0.013133464,0.017860856,0.02601855,0.008518613,0.003270462,0.000779195,-9999,-9999,-9999,-9999,-9999,-9999,0.008512,0.003788
2593170,2006-07-08T11:27:16.783999Z,20060708_112717_NCHS,5.23,0.1,Slab,N,0,360,60,-1.21E+02,simulps,-39.1905,176.8485,-39.5066,176.8968,6216613.3,2842386.94,6181368,2845019,3.8,3.8,35.4,47.04,33.66,45.22,-99999,-99999,0,31.04,29.59,nu,NCHS,E,200,Q3,2.2,Q3,200,Q3,0,-99999,-99999,0,0.15,50,0.255,50,Ristau2013,0.001907224,0.001970846,0.002448462,0.003783001,0.003114711,0.003737435,0.005873262,0.005601523,0.006170686,0.005806062,0.004294623,0.004172352,0.004788891,0.002265894,0.00207576,0.000612166,0.000452703,0.000206968,-9999,-9999,-9999,-9999,0.001886,0.001114
2593170,2006-07-08T11:27:16.783999Z,20060708_112717_NSPS,5.23,0.1,Slab,N,0,360,60,-1.21E+02,simulps,-39.1905,176.8485,-39.4896,176.9159,6216613.3,2842386.94,6183187,2846745,3.8,3.8,33.76,45.83,32.03,44.03,-99999,-99999,0,31.04,29.59,nu,NSPS,B,900,Q3,1,Q2,2,Q3,0,-99999,-99999,0,0.22,40,0.374,40,Ristau2013,0.002689944,0.003019296,0.005584897,0.009364184,0.008438461,0.008365804,0.011500445,0.005135896,0.006617056,0.006080605,0.004211797,0.003799389,0.003043194,0.001678549,0.000893725,0.000328382,0.000264431,-9999,-9999,-9999,-9999,-9999,0.002592,0.001011
2593170,2006-07-08T11:27:16.783999Z,20060708_112717_TPPS,5.23,0.1,Slab,N,0,360,60,-1.21E+02,simulps,-39.1905,176.8485,-38.6863,176.0675,6216613.3,2842386.94,6275156,2776899,3.8,3.8,87.78,93.29,86.35,91.99,-99999,-99999,10,31.04,29.59,nu,TPPS,C,454,Q3,0.15,Q3,10,Q3,0,-99999,-99999,0,0.13,18,0.221,18,Ristau2013,0.002118916,0.002125676,0.002137243,0.002284907,0.002758078,0.006999383,0.006883443,0.00396906,0.005903968,0.006368717,0.008015064,0.005346531,0.004624739,0.005656609,0.003376973,0.001522746,0.00129367,0.000362242,0.0001741,-9999,-9999,-9999,0.002115,0.00205
2593170,2006-07-08T11:27:16.783999Z,20060708_112717_WEL,5.23,0.1,Slab,N,0,360,60,-1.21E+02,simulps,-39.1905,176.8485,-41.284,174.7682,6216613.3,2842386.94,5989908,2658140,3.8,3.8,292.16,293.79,290.43,292.02,-99999,-99999,0,31.04,29.59,nu,WEL,B,1000,Q3,0.3,Q1,0,Q2,0,-99999,-99999,0,0.19,16,0.323,16,Ristau2013,0.000103653,0.000104926,0.000106824,0.000109816,0.000120397,0.00017022,0.000254647,0.0002739,0.000207532,0.000223113,0.000182991,0.000238914,0.000190671,0.000222015,0.000152916,0.000131717,0.000073399,0.000017606,-9999,-9999,-9999,-9999,0.000104,0.000088
2599831,2006-07-23T00:37:38.848999Z,20060723_003738_FKPS,4.63,0.1,Slab,N,0,81,58,-7.10E+01,simulps,-40.5443,173.152,-41.2879,174.7788,6073547.81,2522866.67,5989464,2658969,1.9,1.9,159.75,244.75,158.97,243.98,-99999,-99999,0,185.22,184.53,nu,FKPS,D,250,Q3,0.9,Q2,60,Q2,0,-99999,-99999,0,0.5,28,0.85,28,Ristau2013,0.001171827,0.001238869,0.001398731,0.001994593,0.002584378,0.00200207,0.002878841,0.004618506,0.002523787,0.002386701,0.001930649,0.001916307,0.00064294,0.000190301,0.000093095,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.001157,0.000401
2599831,2006-07-23T00:37:38.848999Z,20060723_003738_MGCS,4.63,0.1,Slab,N,0,81,58,-7.10E+01,simulps,-40.5443,173.152,-41.5077,173.9444,6073547.81,2522866.67,5966153,2588825,1.9,1.9,126.07,224.04,125.39,223.37,-99999,-99999,0,185.22,184.53,nu,MGCS,E,150,Q3,1,Q3,70,Q3,0,-99999,-99999,0,0.65,35,1.105,35,Ristau2013,0.000710816,0.000750964,0.001184103,0.001590071,0.00241914,0.001380367,0.002057615,0.001985997,0.001476582,0.001277983,0.001073878,0.000644312,0.000427871,0.000170934,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.000699,0.000196
2599831,2006-07-23T00:37:38.848999Z,20060723_003738_NNZ,4.63,0.1,Slab,N,0,81,58,-7.10E+01,simulps,-40.5443,173.152,-41.2171,173.3795,6073547.81,2522866.67,5998774,2541856,1.9,1.9,77.21,200.76,76.56,200.09,-99999,-99999,0,185.22,184.53,nu,NNZ,B,1200,Q3,-1,Q1,0,Q3,0,-99999,-99999,0,0.23,47,0.391,47,Ristau2013,0.001577206,0.001778798,0.002155015,0.002777961,0.00606192,0.003986777,0.003964271,0.003600283,0.0024471,0.003102716,0.003183988,0.001999199,0.000707513,0.000282898,0.000227985,0.00008289,0.000037082,-9999,-9999,-9999,-9999,-9999,0.001562,0.000483
2599831,2006-07-23T00:37:38.848999Z,20060723_003738_QRZ,4.63,0.1,Slab,N,0,81,58,-7.10E+01,simulps,-40.5443,173.152,-40.8255,172.5291,6073547.81,2522866.67,6042222,2470314,1.9,1.9,61.12,195.31,60.2,194.65,-99999,-99999,0,185.22,184.53,nu,QRZ,B,1000,Q3,-1,Q1,0,Q3,0,-99999,-99999,0,0.4,40,0.68,40,Ristau2013,0.007026079,0.007782018,0.009985023,0.014487519,0.025312802,0.015949642,0.007645949,0.00404322,0.004843368,0.004132383,0.002472253,0.001082307,0.00061041,0.000256451,0.000154766,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.006848,0.000891
2599831,2006-07-23T00:37:38.848999Z,20060723_003738_SNZO,4.63,0.1,Slab,N,0,81,58,-7.10E+01,simulps,-40.5443,173.152,-41.3087,174.7042,6073547.81,2522866.67,5987272,2652730,1.9,1.9,155.66,242.19,154.89,241.43,-99999,-99999,0,185.22,184.53,nu,SNZO,B,1000,Q3,-1,Q3,0,Q3,0,-99999,-99999,0,0.45,22,0.765,22,Ristau2013,0.001082409,0.001177066,0.001373291,0.00191843,0.003601717,0.00278095,0.003020819,0.002146967,0.000882265,0.000838116,0.000856633,0.000700124,0.000344078,0.000120766,0.000058621,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.001029,0.000179
2599831,2006-07-23T00:37:38.848999Z,20060723_003738_WDAS,4.63,0.1,Slab,N,0,81,58,-7.10E+01,simulps,-40.5443,173.152,-41.2574,174.9485,6073547.81,2522866.67,5992552,2673256,1.9,1.9,170.53,252.03,169.74,251.24,-99999,-99999,0,185.22,184.53,nu,WDAS,E,120,Q1,1.6,Q2,62,Q2,0,-99999,-99999,0,0.75,36,1.275,36,Ristau2013,0.003089071,0.003452635,0.005257967,0.007354978,0.010510777,0.006457656,0.007137671,0.004272649,0.003564928,0.006460005,0.006752626,0.004698957,0.001480859,0.000601445,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.003008,0.000658
2599831,2006-07-23T00:37:38.848999Z,20060723_003738_WEL,4.63,0.1,Slab,N,0,81,58,-7.10E+01,simulps,-40.5443,173.152,-41.284,174.7682,6073547.81,2522866.67,5989908,2658140,1.9,1.9,158.77,244.24,157.99,243.47,-99999,-99999,0,185.22,184.53,nu,WEL,B,1000,Q3,0.3,Q1,0,Q2,0,-99999,-99999,0,0.4,25,0.68,25,Ristau2013,0.002217987,0.00231008,0.00247539,0.003152518,0.004464441,0.006927248,0.007075192,0.005763503,0.001793208,0.001611085,0.001883374,0.001186576,0.000383413,0.000186759,0.000088424,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00219,0.000361
