SEGMENT,lat,lon,NORTHING,EASTING,DEPTH,SLIP,STRIKE,DIP,RAKE,WIDTH,LENGTH,RUPTURE TIME
1,-43.5037,172.7885,-1215.62695,-10538.0137,1171.40479,0,57,51,127.079,1000,1000,3.285
1,-43.5037,172.7885,-670.987976,-9699.34277,1171.40479,0,57,51,127.079,1000,1000,3.184
1,-43.5037,172.7885,-126.348999,-8860.67285,1171.40479,0.01,57,51,127.079,1000,1000,3.089
1,-43.5037,172.7885,418.290039,-8022.00195,1171.40479,0.03,57,51,127.079,1000,1000,3
1,-43.5037,172.7885,962.928955,-7183.33105,1171.40479,0.06,57,51,127.079,1000,1000,2.919
1,-43.5037,172.7885,1507.56787,-6344.66064,1171.40479,0.13,57,51,127.079,1000,1000,2.846
1,-43.5037,172.7885,2052.20703,-5505.99023,1171.40479,0.23,57,51,127.079,1000,1000,2.781
1,-43.5037,172.7885,2596.84595,-4667.31934,1171.40479,0.37,57,51,127.079,1000,1000,2.725
1,-43.5037,172.7885,3141.48486,-3828.64893,1171.40479,0.52,57,51,127.079,1000,1000,2.679
1,-43.5037,172.7885,3686.12402,-2989.97852,1171.40479,0.64,57,51,127.079,1000,1000,2.643
1,-43.5037,172.7885,4230.7627,-2151.30762,1171.40479,0.69,57,51,127.079,1000,1000,2.618
1,-43.5037,172.7885,4775.40186,-1312.63672,1171.40479,0.67,57,51,127.079,1000,1000,2.604
1,-43.5037,172.7885,5320.04102,-473.966797,1171.40479,0.57,57,51,127.079,1000,1000,2.6
1,-43.5037,172.7885,5864.67969,364.704102,1171.40479,0.43,57,51,127.079,1000,1000,2.608
1,-43.5037,172.7885,6409.31885,1203.375,1171.40479,0.28,57,51,127.079,1000,1000,2.627
1,-43.5037,172.7885,6953.95752,2042.04492,1171.40479,0.17,57,51,127.079,1000,1000,2.657
1,-43.5037,172.7885,7498.59668,2880.71582,1171.40479,0.09,57,51,127.079,1000,1000,2.697
1,-43.5037,172.7885,8043.23535,3719.38672,1171.40479,0.04,57,51,127.079,1000,1000,2.747
1,-43.5037,172.7885,8587.875,4558.05664,1171.40479,0.02,57,51,127.079,1000,1000,2.806
1,-43.5037,172.7885,9132.51367,5396.72754,1171.40479,0,57,51,127.079,1000,1000,2.874
1,-43.5037,172.7885,-1743.41943,-10195.2617,1948.55078,0,57,51,127.079,1000,1000,3.152
1,-43.5037,172.7885,-1198.78052,-9356.59082,1948.55078,0,57,51,127.079,1000,1000,3.046
1,-43.5037,172.7885,-654.141479,-8517.9209,1948.55078,0.01,57,51,127.079,1000,1000,2.947
1,-43.5037,172.7885,-109.502441,-7679.24951,1948.55078,0.03,57,51,127.079,1000,1000,2.854
1,-43.5037,172.7885,435.136475,-6840.57861,1948.55078,0.07,57,51,127.079,1000,1000,2.769
1,-43.5037,172.7885,979.775391,-6001.9082,1948.55078,0.14,57,51,127.079,1000,1000,2.691
1,-43.5037,172.7885,1524.41455,-5163.23779,1948.55078,0.25,57,51,127.079,1000,1000,2.623
1,-43.5037,172.7885,2069.05347,-4324.56689,1948.55078,0.4,57,51,127.079,1000,1000,2.564
1,-43.5037,172.7885,2613.69238,-3485.89648,1948.55078,0.55,57,51,127.079,1000,1000,2.515
1,-43.5037,172.7885,3158.33154,-2647.22607,1948.55078,0.68,57,51,127.079,1000,1000,2.476
1,-43.5037,172.7885,3702.97021,-1808.55518,1948.55078,0.74,57,51,127.079,1000,1000,2.449
1,-43.5037,172.7885,4247.60938,-969.884338,1948.55078,0.72,57,51,127.079,1000,1000,2.434
1,-43.5037,172.7885,4792.24854,-131.214417,1948.55078,0.61,57,51,127.079,1000,1000,2.43
1,-43.5037,172.7885,5336.88721,707.456482,1948.55078,0.46,57,51,127.079,1000,1000,2.439
1,-43.5037,172.7885,5881.52637,1546.12744,1948.55078,0.3,57,51,127.079,1000,1000,2.459
1,-43.5037,172.7885,6426.16504,2384.79736,1948.55078,0.18,57,51,127.079,1000,1000,2.49
1,-43.5037,172.7885,6970.8042,3223.46826,1948.55078,0.09,57,51,127.079,1000,1000,2.533
1,-43.5037,172.7885,7515.44287,4062.13916,1948.55078,0.04,57,51,127.079,1000,1000,2.586
1,-43.5037,172.7885,8060.08252,4900.80908,1948.55078,0.02,57,51,127.079,1000,1000,2.649
1,-43.5037,172.7885,8604.7207,5739.47998,1948.55078,0,57,51,127.079,1000,1000,2.721
1,-43.5037,172.7885,-2271.21191,-9852.50879,2725.69678,0,57,51,127.079,1000,1000,3.023
1,-43.5037,172.7885,-1726.573,-9013.83789,2725.69678,0,57,51,127.079,1000,1000,2.912
1,-43.5037,172.7885,-1181.93396,-8175.16797,2725.69678,0.01,57,51,127.079,1000,1000,2.808
1,-43.5037,172.7885,-637.294922,-7336.49707,2725.69678,0.03,57,51,127.079,1000,1000,2.711
1,-43.5037,172.7885,-92.656006,-6497.82617,2725.69678,0.07,57,51,127.079,1000,1000,2.621
