CuspID,Origin_time,Record,Mw,MwUncert,TectClass,Mech,PreferredFaultPlane,Strike,Dip,Rake,Location,HypLat,HypLon,StationLat,StationLon,HypN,HypE,StationN,StationE,LENGTH_km,WIDTH_km,Repi_km,Rhyp_km,Rjb_km,Rrup_km,Rx_km,Ry_km,Rvol_km,HypDepth_km,ZTOR_km,HWFW,SiteCode,SiteClass1170,Vs30,Vs30Uncert,Tsite,TsiteUncert,Z1,Z1Uncertainty,Directivity,Pulse_or,Pulse_T,S_Trigger_Flag,fcButterHP,f_iniLP,fmin,fmax,References,TotalDuration,D5_75_H1_sec,D5_75_H2_sec,D5_75_GM_sec,D5_95_H1_sec,D5_95_H2_sec,D5_95_GM_sec,D20_80_H1_sec,D20_80_H2_sec,D20_80_GM_sec
2013p473965,2013-06-25T08:48:58.680999Z,20130625_084939_WHAS_20,4.06,0.1,Crustal,U,0,180,81,62,geonet,-44.6857,167.8604,-43.316,170.3268,5600884.22,2102807.94,5762240,2293196,1,1,249.21,249.75,248.8,249.35,-99999,-99999,0,9.45,9.09,nu,WHAS,C,270,Q3,0.4,Q3,40,Q3,0,-99999,-99999,0,0.55,29,0.935,29,Ristau2013,145.995,30.48,29.665,30.07,40.12,37.31,38.69,11.025,10.46,10.74
2013p473965,2013-06-25T08:48:58.680999Z,20130625_084946_WVAS_20,4.06,0.1,Crustal,U,0,180,81,62,geonet,-44.6857,167.8604,-43.0716,170.7372,5600884.22,2102807.94,5790373,2325738,1,1,292.16,292.74,291.76,292.33,-99999,-99999,0,9.45,9.09,nu,WVAS,D,270,Q3,0.6,Q3,60,Q3,0,-99999,-99999,0,0.33,20,0.561,20,Ristau2013,160.995,37.99,39.14,38.56,52.645,53.4,53.02,24.37,32.49,28.14
2013p538215,2013-07-19T03:21:14.814999Z,20130719_032128_WNKS_20,4.47,0.1,Crustal,R,0,345,51,76,geonet,-41.5361,174.4299,-41.2848,174.7421,5962446.79,2629302.36,5989873,2655901,1.6,1.6,38.19,41.1,37.53,40.5,-99999,-99999,0,14.96,14.39,nu,WNKS,C,270,Q3,0.38,Q1,50,Q3,0,-99999,-99999,0,0.33,26,0.561,26,Ristau2013,45.995,4.065,2.48,3.18,10.755,10.205,10.48,4.155,2.185,3.01
2013p538215,2013-07-19T03:21:14.814999Z,20130719_032118_SOMS_20,4.47,0.1,Crustal,R,0,345,51,76,geonet,-41.5361,174.4299,-41.2575,174.865,5962446.79,2629302.36,5992698,2666263,1.6,1.6,47.72,50.06,47.09,49.48,-99999,-99999,0,14.96,14.39,nu,SOMS,B,1000,Q3,<0.1,Q3,0,Q3,0,-99999,-99999,0,0.23,45,0.391,45,Ristau2013,134.995,7.505,7.76,7.63,12.4,13.8,13.08,3.06,3.16,3.11
2013p538215,2013-07-19T03:21:14.814999Z,20130719_032123_BWRS_20,4.47,0.1,Crustal,R,0,345,51,76,geonet,-41.5361,174.4299,-41.4395,173.9051,5962446.79,2629302.36,5973754,2585625,1.6,1.6,45.01,47.56,44.43,47.01,-99999,-99999,0,14.96,14.39,nu,BWRS,B,760,Q3,0.2,Q1,5,Q3,0,-99999,-99999,0,0.2,33,0.34,33,Ristau2013,137.995,9.03,11.22,10.07,18.395,22.41,20.3,8.505,10.405,9.41
2013p538215,2013-07-19T03:21:14.814999Z,20130719_032123_MKBS_20,4.47,0.1,Crustal,R,0,345,51,76,geonet,-41.5361,174.4299,-41.2259,174.6981,5962446.79,2629302.36,5996487,2652347,1.6,1.6,41.12,43.82,40.42,43.18,-99999,-99999,0,14.96,14.39,nu,MKBS,B,1000,Q3,0,Q2,0,Q3,0,-99999,-99999,0,0.26,40,0.442,40,Ristau2013,136.995,5.42,5.255,5.34,16.84,14.485,15.62,4.87,3.33,4.03
2013p538215,2013-07-19T03:21:14.814999Z,20130719_032123_WDFS_20,4.47,0.1,Crustal,R,0,345,51,76,geonet,-41.5361,174.4299,-41.8274,174.1384,5962446.79,2629302.36,5930455,2604558,1.6,1.6,40.44,43.13,39.76,42.45,-99999,-99999,0,14.96,14.39,nu,WDFS,D,270,Q3,70,Q3,60,Q3,0,-99999,-99999,0,0.42,28,0.714,28,Ristau2013,40.995,6.895,4.24,5.41,12.16,9.58,10.79,5.78,3.975,4.79
2013p538215,2013-07-19T03:21:14.814999Z,20130719_032123_WNAS_20,4.47,0.1,Crustal,R,0,345,51,76,geonet,-41.5361,174.4299,-41.3264,174.809,5962446.79,2629302.36,5985141,2661416,1.6,1.6,39.28,42.08,38.67,41.53,-99999,-99999,0,14.96,14.39,nu,WNAS,D,239,Q2,0.78,Q2,64,Q2,0,-99999,-99999,0,0.36,26,0.612,26,Ristau2013,49.995,8.38,10.695,9.47,16.915,15.785,16.34,7.33,9.515,8.35
2013p538215,2013-07-19T03:21:14.814999Z,20130719_032123_WNHS_20,4.47,0.1,Crustal,R,0,345,51,76,geonet,-41.5361,174.4299,-41.3008,174.7755,5962446.79,2629302.36,5988044,2658668,1.6,1.6,38.93,41.75,38.29,41.17,-99999,-99999,0,14.96,14.39,nu,WNHS,B,1000,Q3,<0.1,Q3,3,Q3,0,-99999,-99999,0,0.28,25,0.476,25,Ristau2013,67.995,8.225,8.38,8.3,16.13,16.79,16.46,4.975,4.84,4.91
2013p538215,2013-07-19T03:21:14.814999Z,20130719_032124_NEWS_20,4.47,0.1,Crustal,R,0,345,51,76,geonet,-41.5361,174.4299,-41.232,174.8218,5962446.79,2629302.36,5995597,2662701,1.6,1.6,47.03,49.44,46.38,48.84,-99999,-99999,0,14.96,14.39,nu,NEWS,B,1000,Q3,0,Q2,0,Q3,0,-99999,-99999,0,0.25,45,0.425,45,Ristau2013,143.995,8.255,8.97,8.61,17.1,22.19,19.48,4.79,5.295,5.04
2013p538215,2013-07-19T03:21:14.814999Z,20130719_032125_ARKS_20,4.47,0.1,Crustal,R,0,345,51,76,geonet,-41.5361,174.4299,-41.2421,174.9441,5962446.79,2629302.36,5994261,2672928,1.6,1.6,53.93,56.05,53.32,55.48,-99999,-99999,0,14.96,14.39,nu,ARKS,C,270,Q3,0.33,Q1,20,Q2,0,-99999,-99999,0,0.45,32,0.765,32,Ristau2013,66.995,8.91,11,9.9,13.775,16.96,15.28,6.31,6.475,6.39
2013p538215,2013-07-19T03:21:14.814999Z,20130719_032125_BMTS_20,4.47,0.1,Crustal,R,0,345,51,76,geonet,-41.5361,174.4299,-41.1914,174.926,5962446.79,2629302.36,5999924,2671538,1.6,1.6,56.42,58.44,55.79,57.84,-99999,-99999,0,14.96,14.39,nu,BMTS,B,1000,Q3,-1,Q2,0,Q2,0,-99999,-99999,0,0.28,38,0.476,38,Ristau2013,129.995,10.85,11.7,11.27,21.45,23.41,22.41,9.365,9.355,9.36
2013p538215,2013-07-19T03:21:14.814999Z,20130719_032125_FAIS_20,4.47,0.1,Crustal,R,0,345,51,76,geonet,-41.5361,174.4299,-41.2074,174.9401,5962446.79,2629302.36,5998119,2672679,1.6,1.6,56.11,58.13,55.48,57.55,-99999,-99999,0,14.96,14.39,nu,FAIS,B,760,Q3,0.27,Q1,0,Q2,0,-99999,-99999,0,0.26,42,0.442,42,Ristau2013,137.995,7.995,10.435,9.13,14.925,18.99,16.84,3.7,5.345,4.45
2013p538215,2013-07-19T03:21:14.814999Z,20130719_032125_INSS_20,4.47,0.1,Crustal,R,0,345,51,76,geonet,-41.5361,174.4299,-41.2335,174.9211,5962446.79,2629302.36,5995254,2671023,1.6,1.6,53.02,55.15,52.4,54.57,-99999,-99999,0,14.96,14.39,nu,INSS,B,800,Q3,0.5,Q2,0,Q3,0,-99999,-99999,0,0.47,24.5,0.799,24.5,Ristau2013,63.995,8.355,6.505,7.37,13.18,11.43,12.27,3.365,2.69,3.01
2013p538215,2013-07-19T03:21:14.814999Z,20130719_032125_PWES_20,4.47,0.1,Crustal,R,0,345,51,76,geonet,-41.5361,174.4299,-41.1275,174.8259,5962446.79,2629302.36,6007201,2663285,1.6,1.6,56.19,58.15,55.51,57.51,-99999,-99999,0,14.96,14.39,nu,PWES,B,1000,Q3,<0.1,Q3,5,Q3,0,-99999,-99999,0,0.25,28,0.425,28,Ristau2013,124.995,3.335,5.065,4.11,13.125,14.485,13.79,3.135,4.64,3.81
2013p538215,2013-07-19T03:21:14.814999Z,20130719_032125_WANS_20,4.47,0.1,Crustal,R,0,345,51,76,geonet,-41.5361,174.4299,-41.2312,174.931,5962446.79,2629302.36,5995492,2671859,1.6,1.6,53.83,56.02,53.2,55.44,-99999,-99999,0,14.96,14.39,nu,WANS,B,1000,Q3,0.2,Q2,0,Q3,0,-99999,-99999,0,0.28,37,0.476,37,Ristau2013,125.995,11.15,9.275,10.17,17.655,16.59,17.11,10.535,5.79,7.81
2013p538215,2013-07-19T03:21:14.814999Z,20130719_032126_KEKS_20,4.47,0.1,Crustal,R,0,345,51,76,geonet,-41.5361,174.4299,-41.9557,173.9814,5962446.79,2629302.36,5916366,2591355,1.6,1.6,59.68,61.62,59,60.94,-99999,-99999,0,14.96,14.39,nu,KEKS,B,1000,Q3,<0.1,Q3,0,Q3,0,-99999,-99999,0,0.22,15,0.374,15,Ristau2013,141.995,10.97,11.885,11.42,22.225,21.95,22.09,5.845,5.665,5.75
2013p538215,2013-07-19T03:21:14.814999Z,20130719_032126_SOCS_20,4.47,0.1,Crustal,R,0,345,51,76,geonet,-41.5361,174.4299,-41.2043,174.9159,5962446.79,2629302.36,5998505,2670660,1.6,1.6,54.83,56.88,54.19,56.28,-99999,-99999,0,14.96,14.39,nu,SOCS,D,300,Q3,1.2,Q3,140,Q3,0,-99999,-99999,0,0.31,25,0.527,25,Ristau2013,69.995,8.435,7.665,8.04,15.955,15.525,15.74,7.17,7.055,7.11
2013p538215,2013-07-19T03:21:14.814999Z,20130719_032129_FKPS_20,4.47,0.1,Crustal,R,0,345,51,76,geonet,-41.5361,174.4299,-41.2879,174.7788,5962446.79,2629302.36,5989464,2658969,1.6,1.6,40.1,42.83,39.46,42.24,-99999,-99999,0,14.96,14.39,nu,FKPS,D,250,Q3,0.9,Q2,60,Q2,0,-99999,-99999,0,0.29,26,0.493,26,Ristau2013,45.995,8.68,6.965,7.78,16.215,17.375,16.78,7.99,7.14,7.55
2013p538215,2013-07-19T03:21:14.814999Z,20130719_032129_MGCS_20,4.47,0.1,Crustal,R,0,345,51,76,geonet,-41.5361,174.4299,-41.5077,173.9444,5962446.79,2629302.36,5966153,2588825,1.6,1.6,40.54,43.32,39.98,42.79,-99999,-99999,0,14.96,14.39,nu,MGCS,E,150,Q3,1,Q3,70,Q3,0,-99999,-99999,0,0.32,26,0.544,26,Ristau2013,32.995,3.6,1.725,2.49,9.395,8.085,8.72,2.19,2.39,2.29
2013p538215,2013-07-19T03:21:14.814999Z,20130719_032129_MISS_20,4.47,0.1,Crustal,R,0,345,51,76,geonet,-41.5361,174.4299,-41.3149,174.8184,5962446.79,2629302.36,5986404,2662229,1.6,1.6,40.67,43.38,40.06,42.83,-99999,-99999,0,14.96,14.39,nu,MISS,D,200,Q1,1,Q1,60,Q1,0,-99999,-99999,0,0.45,60,0.765,60,Ristau2013,67.995,9.775,10.33,10.05,19.75,21.225,20.47,9.44,9.71,9.57
2013p538215,2013-07-19T03:21:14.814999Z,20130719_032129_QCCS_20,4.47,0.1,Crustal,R,0,345,51,76,geonet,-41.5361,174.4299,-41.2796,174.0231,5962446.79,2629302.36,5991403,2595696,1.6,1.6,44.32,46.82,43.64,46.19,-99999,-99999,0,14.96,14.39,nu,QCCS,D,270,Q3,0.28,Q1,20,Q3,0,-99999,-99999,0,0.5,37,0.85,37,Ristau2013,36.995,5.7,8.88,7.11,12.625,14.655,13.6,6.09,5.975,6.03
2013p538215,2013-07-19T03:21:14.814999Z,20130719_032129_WEMS_20,4.47,0.1,Crustal,R,0,345,51,76,geonet,-41.5361,174.4299,-41.2743,174.7793,5962446.79,2629302.36,5990979,2659042,1.6,1.6,41.19,43.86,40.54,43.26,-99999,-99999,0,14.96,14.39,nu,WEMS,D,265,Q1,0.8,Q2,80,Q2,0,-99999,-99999,0,0.23,20,0.391,20,Ristau2013,65.995,7.74,5.4,6.46,14.885,14.29,14.58,7.925,5.54,6.63
2013p538215,2013-07-19T03:21:14.814999Z,20130719_032132_LHES_20,4.47,0.1,Crustal,R,0,345,51,76,geonet,-41.5361,174.4299,-41.2117,174.9033,5962446.79,2629302.36,5997711,2669586,1.6,1.6,53.5,55.59,52.86,55,-99999,-99999,0,14.96,14.39,nu,LHES,D,240,Q3,1.16,Q3,280,Q3,0,-99999,-99999,0,0.4,24,0.68,24,Ristau2013,57.995,6.275,7.28,6.76,14.41,12.81,13.59,5.665,5.235,5.45
2013p538215,2013-07-19T03:21:14.814999Z,20130719_032132_NNZ_20,4.47,0.1,Crustal,R,0,345,51,76,geonet,-41.5361,174.4299,-41.2171,173.3795,5962446.79,2629302.36,5998774,2541856,1.6,1.6,94.55,95.89,93.94,95.29,-99999,-99999,0,14.96,14.39,nu,NNZ,B,1200,Q3,-1,Q1,0,Q3,0,-99999,-99999,0,0.34,24,0.578,24,Ristau2013,126.995,7.425,12.5,9.63,19.415,23.665,21.43,2.25,6.08,3.7
2013p538215,2013-07-19T03:21:14.814999Z,20130719_032133_LHBS_20,4.47,0.1,Crustal,R,0,345,51,76,geonet,-41.5361,174.4299,-41.1966,174.8923,5962446.79,2629302.36,5999401,2668698,1.6,1.6,53.98,56.11,53.34,55.51,-99999,-99999,0,14.96,14.39,nu,LHBS,B,700,Q3,0.6,Q2,0,Q3,0,-99999,-99999,0,0.46,36,0.782,36,Ristau2013,57.995,7.91,9.605,8.72,12.815,14.78,13.76,3.445,5.22,4.24
2013p538215,2013-07-19T03:21:14.814999Z,20130719_032133_LHRS_20,4.47,0.1,Crustal,R,0,345,51,76,geonet,-41.5361,174.4299,-41.2047,174.8932,5962446.79,2629302.36,5998501,2668751,1.6,1.6,53.41,55.53,52.77,54.93,-99999,-99999,0,14.96,14.39,nu,LHRS,B,760,Q3,1.4,Q2,0,Q2,0,-99999,-99999,0,0.35,40,0.595,40,Ristau2013,32.995,7.37,6.475,6.91,12.46,11.42,11.93,3.63,4.49,4.04
2013p538215,2013-07-19T03:21:14.814999Z,20130719_032135_POLS_20,4.47,0.1,Crustal,R,0,345,51,76,geonet,-41.5361,174.4299,-41.1314,174.8391,5962446.79,2629302.36,6006740,2664387,1.6,1.6,56.5,58.45,55.82,57.81,-99999,-99999,0,14.96,14.39,nu,POLS,C,250,Q2,0.4,Q1,25,Q2,0,-99999,-99999,0,0.45,22,0.765,22,Ristau2013,34.995,4.275,3.755,4.01,11.85,9.455,10.58,3.11,3.42,3.26
2013p538215,2013-07-19T03:21:14.814999Z,20130719_032146_KHLS_20,4.47,0.1,Crustal,R,0,345,51,76,geonet,-41.5361,174.4299,-40.557,172.6119,5962446.79,2629302.36,6072077,2477115,1.6,1.6,187.33,188.16,186.67,187.51,-99999,-99999,0,14.96,14.39,nu,KHLS,B,900,Q3,0.1,Q3,10,Q3,0,-99999,-99999,0,0.22,19,0.374,19,Ristau2013,146.995,21.48,24.245,22.82,31.01,33.39,32.18,7.49,8.96,8.19
2013p542711,2013-07-20T19:17:10.749000Z,20130720_191718_WDFS_20,5.74,0.06,Crustal,U,0,212,56,122,geonet,-41.5564,174.4046,-41.8274,174.1384,5960226.91,2627155.12,5930455,2604558,6.8,6.8,37.37,42.32,34.28,39.05,-99999,-99999,0,19.82,17.19,nu,WDFS,D,270,Q3,70,Q3,60,Q3,0,-99999,-99999,0,0.04,36,0.068,36,Ristau2013&HarvardCMT,74.995,3.32,1.705,2.38,14.62,15.79,15.19,3.715,2.315,2.93
2013p542711,2013-07-20T19:17:10.749000Z,20130720_191710_GOVS_20,5.74,0.06,Crustal,U,0,212,56,122,geonet,-41.5564,174.4046,-43.6324,172.6357,5960226.91,2627155.12,5730495,2480615,6.8,6.8,272.48,273.22,269.34,270.04,-99999,-99999,0,19.82,17.19,nu,GOVS,C,690,Q3,0.28,Q1,10,Q3,0,-99999,-99999,0,0.05,34,0.085,34,Ristau2013&HarvardCMT,153.995,35.43,34.45,34.94,54.775,57.33,56.04,29.505,15.845,21.62
2013p542711,2013-07-20T19:17:10.749000Z,20130720_191714_DHSS_20,5.74,0.06,Crustal,U,0,212,56,122,geonet,-41.5564,174.4046,-43.6303,172.7272,5960226.91,2627155.12,5730763,2488000,6.8,6.8,268.37,269.1,265.22,265.9,-99999,-99999,0,19.82,17.19,nu,DHSS,C,690,Q3,0.1,Q3,8,Q3,0,-99999,-99999,0,0.05,26,0.085,26,Ristau2013&HarvardCMT,179.995,46.745,34.775,40.32,78.275,65.705,71.72,32.33,24.085,27.9
2013p542711,2013-07-20T19:17:10.749000Z,20130720_191719_BWRS_20,5.74,0.06,Crustal,U,0,212,56,122,geonet,-41.5564,174.4046,-41.4395,173.9051,5960226.91,2627155.12,5973754,2585625,6.8,6.8,43.58,48,41.22,45.96,-99999,-99999,0,19.82,17.19,nu,BWRS,B,760,Q3,0.2,Q1,5,Q3,0,-99999,-99999,0,0.04,45,0.068,45,Ristau2013&HarvardCMT,139.995,6.27,7.73,6.96,16.695,21.535,18.96,7.195,7.085,7.14
2013p542711,2013-07-20T19:17:10.749000Z,20130720_191719_MGCS_20,5.74,0.06,Crustal,U,0,212,56,122,geonet,-41.5564,174.4046,-41.5077,173.9444,5960226.91,2627155.12,5966153,2588825,6.8,6.8,38.69,43.56,36.32,41.37,-99999,-99999,0,19.82,17.19,nu,MGCS,E,150,Q3,1,Q3,70,Q3,0,-99999,-99999,0,0.04,30,0.068,30,Ristau2013&HarvardCMT,73.995,8.335,6.46,7.34,22.3,19.745,20.98,7.81,6.765,7.27
2013p542711,2013-07-20T19:17:10.749000Z,20130720_191719_MKBS_20,5.74,0.06,Crustal,U,0,212,56,122,geonet,-41.5564,174.4046,-41.2259,174.6981,5960226.91,2627155.12,5996487,2652347,6.8,6.8,44.16,48.49,41.05,45.83,-99999,-99999,0,19.82,17.19,nu,MKBS,B,1000,Q3,0,Q2,0,Q3,0,-99999,-99999,0,0.03,50,0.051,50,Ristau2013&HarvardCMT,144.995,6.56,6.15,6.35,16.36,17.675,17,5.42,3.81,4.54
2013p542711,2013-07-20T19:17:10.749000Z,20130720_191720_FKPS_20,5.74,0.06,Crustal,U,0,212,56,122,geonet,-41.5564,174.4046,-41.2879,174.7788,5960226.91,2627155.12,5989464,2658969,6.8,6.8,43.18,47.54,40.22,45.06,-99999,-99999,0,19.82,17.19,nu,FKPS,D,250,Q3,0.9,Q2,60,Q2,0,-99999,-99999,0,0.04,30,0.068,30,Ristau2013&HarvardCMT,109.995,5.055,5.86,5.44,18.535,22.41,20.38,5.345,6.92,6.08
2013p542711,2013-07-20T19:17:10.749000Z,20130720_191720_MISS_20,5.74,0.06,Crustal,U,0,212,56,122,geonet,-41.5564,174.4046,-41.3149,174.8184,5960226.91,2627155.12,5986404,2662229,6.8,6.8,43.72,48.05,40.84,45.65,-99999,-99999,0,19.82,17.19,nu,MISS,D,200,Q1,1,Q1,60,Q1,0,-99999,-99999,0,0.06,36,0.102,36,Ristau2013&HarvardCMT,159.995,13.01,13.39,13.2,29.425,33.05,31.18,13.035,12.43,12.73
2013p542711,2013-07-20T19:17:10.749000Z,20130720_191720_NEWS_20,5.74,0.06,Crustal,U,0,212,56,122,geonet,-41.5564,174.4046,-41.232,174.8218,5960226.91,2627155.12,5995597,2662701,6.8,6.8,50.12,54,47.13,51.42,-99999,-99999,0,19.82,17.19,nu,NEWS,B,1000,Q3,0,Q2,0,Q3,0,-99999,-99999,0,0.05,52,0.085,52,Ristau2013&HarvardCMT,158.995,7.775,9.055,8.39,20.405,28.61,24.16,5.595,5.475,5.53
2013p542711,2013-07-20T19:17:10.749000Z,20130720_191720_POTS_20,5.74,0.06,Crustal,U,0,212,56,122,geonet,-41.5564,174.4046,-41.2722,174.7746,5960226.91,2627155.12,5991217,2658659,6.8,6.8,44.17,48.45,41.18,45.93,-99999,-99999,0,19.82,17.19,nu,POTS,B,1000,Q3,-1,Q1,0,Q2,0,-99999,-99999,0,0.06,32,0.102,32,Ristau2013&HarvardCMT,93.995,5.99,8.255,7.03,18.345,21.06,19.66,5.12,5.41,5.26
2013p542711,2013-07-20T19:17:10.749000Z,20130720_191720_QCCS_20,5.74,0.06,Crustal,U,0,212,56,122,geonet,-41.5564,174.4046,-41.2796,174.0231,5960226.91,2627155.12,5991403,2595696,6.8,6.8,44.26,48.54,41.67,46.45,-99999,-99999,0,19.82,17.19,nu,QCCS,D,270,Q3,0.28,Q1,20,Q3,0,-99999,-99999,0,0.06,45,0.102,45,Ristau2013&HarvardCMT,78.995,7.665,7.965,7.81,21.025,22.055,21.53,7.025,7.415,7.22
2013p542711,2013-07-20T19:17:10.749000Z,20130720_191720_RQGS_20,5.74,0.06,Crustal,U,0,212,56,122,geonet,-41.5564,174.4046,-41.2965,174.7812,5960226.91,2627155.12,5988507,2659150,6.8,6.8,42.67,47.09,39.73,44.63,-99999,-99999,0,19.82,17.19,nu,RQGS,D,246,Q1,0.6,Q1,46,Q1,0,-99999,-99999,0,0.06,46,0.102,46,Ristau2013&HarvardCMT,82.995,8.975,8.075,8.51,21.675,25.105,23.33,7.87,8.72,8.28
2013p542711,2013-07-20T19:17:10.749000Z,20130720_191720_SOMS_20,5.74,0.06,Crustal,U,0,212,56,122,geonet,-41.5564,174.4046,-41.2575,174.865,5960226.91,2627155.12,5992698,2666263,6.8,6.8,50.79,54.58,47.87,52.07,-99999,-99999,0,19.82,17.19,nu,SOMS,B,1000,Q3,<0.1,Q3,0,Q3,0,-99999,-99999,0,0.04,58,0.068,58,Ristau2013&HarvardCMT,147.995,8.975,9.37,9.17,20.77,23.235,21.97,7.06,7.415,7.24
2013p542711,2013-07-20T19:17:10.749000Z,20130720_191720_TEPS_20,5.74,0.06,Crustal,U,0,212,56,122,geonet,-41.5564,174.4046,-41.2906,174.7811,5960226.91,2627155.12,5989166,2659155,6.8,6.8,43.11,47.53,40.16,45.06,-99999,-99999,0,19.82,17.19,nu,TEPS,D,267,Q1,1.2,Q1,120,Q2,0,-99999,-99999,0,0.04,33,0.068,33,Ristau2013&HarvardCMT,157.995,9.085,12.165,10.51,21.865,29.28,25.3,8.2,13.835,10.65
2013p542711,2013-07-20T19:17:10.749000Z,20130720_191720_TFSS_20,5.74,0.06,Crustal,U,0,212,56,122,geonet,-41.5564,174.4046,-41.2754,174.7831,5960226.91,2627155.12,5990846,2659356,6.8,6.8,44.41,48.66,41.44,46.15,-99999,-99999,0,19.82,17.19,nu,TFSS,D,274,Q1,1.3,Q2,110,Q2,0,-99999,-99999,0,0.06,27,0.102,27,Ristau2013&HarvardCMT,158.995,9.065,7.405,8.19,28.555,24.475,26.44,9.785,6.905,8.22
2013p542711,2013-07-20T19:17:10.749000Z,20130720_191720_WEMS_20,5.74,0.06,Crustal,U,0,212,56,122,geonet,-41.5564,174.4046,-41.2743,174.7793,5960226.91,2627155.12,5990979,2659042,6.8,6.8,44.27,48.55,41.3,46.03,-99999,-99999,0,19.82,17.19,nu,WEMS,D,265,Q1,0.8,Q2,80,Q2,0,-99999,-99999,0,0.04,29,0.068,29,Ristau2013&HarvardCMT,145.995,9.76,6.15,7.75,25.96,24.395,25.17,9.24,6.7,7.87
2013p542711,2013-07-20T19:17:10.749000Z,20130720_191720_WNAS_20,5.74,0.06,Crustal,U,0,212,56,122,geonet,-41.5564,174.4046,-41.3264,174.809,5960226.91,2627155.12,5985141,2661416,6.8,6.8,42.31,46.78,39.45,44.41,-99999,-99999,0,19.82,17.19,nu,WNAS,D,239,Q2,0.78,Q2,64,Q2,0,-99999,-99999,0,0.04,43,0.068,43,Ristau2013&HarvardCMT,134.995,11.065,10.77,10.92,27.46,29.18,28.31,12.02,12.4,12.21
2013p542711,2013-07-20T19:17:10.749000Z,20130720_191720_WNHS_20,5.74,0.06,Crustal,U,0,212,56,122,geonet,-41.5564,174.4046,-41.3008,174.7755,5960226.91,2627155.12,5988044,2658668,6.8,6.8,42,46.49,39.06,44.04,-99999,-99999,0,19.82,17.19,nu,WNHS,B,1000,Q3,<0.1,Q3,3,Q3,0,-99999,-99999,0,0.09,38,0.153,38,Ristau2013&HarvardCMT,155.995,6.275,9.155,7.58,19.16,23.995,21.44,5.48,6.655,6.04
2013p542711,2013-07-20T19:17:10.749000Z,20130720_191720_WNKS_20,5.74,0.06,Crustal,U,0,212,56,122,geonet,-41.5564,174.4046,-41.2848,174.7421,5960226.91,2627155.12,5989873,2655901,6.8,6.8,41.28,45.88,38.27,43.38,-99999,-99999,0,19.82,17.19,nu,WNKS,C,270,Q3,0.38,Q1,50,Q3,0,-99999,-99999,0,0.06,39,0.102,39,Ristau2013&HarvardCMT,155.995,5.695,5.14,5.41,13.76,12.29,13,3.945,4.185,4.06
2013p542711,2013-07-20T19:17:10.749000Z,20130720_191721_KEKS_20,5.74,0.06,Crustal,U,0,212,56,122,geonet,-41.5564,174.4046,-41.9557,173.9814,5960226.91,2627155.12,5916366,2591355,6.8,6.8,56.6,60.1,53.54,56.87,-99999,-99999,0,19.82,17.19,nu,KEKS,B,1000,Q3,<0.1,Q3,0,Q3,0,-99999,-99999,0,0.03,28,0.051,28,Ristau2013&HarvardCMT,145.995,5.915,6.855,6.37,18.03,17.38,17.7,4.335,5.73,4.98
2013p542711,2013-07-20T19:17:10.749000Z,20130720_191722_ARKS_20,5.74,0.06,Crustal,U,0,212,56,122,geonet,-41.5564,174.4046,-41.2421,174.9441,5960226.91,2627155.12,5994261,2672928,6.8,6.8,56.98,60.42,54.1,57.9,-99999,-99999,0,19.82,17.19,nu,ARKS,C,270,Q3,0.33,Q1,20,Q2,0,-99999,-99999,0,0.1,31,0.17,31,Ristau2013&HarvardCMT,122.995,8.335,6.855,7.56,25.22,19.89,22.4,5.945,4.85,5.37
2013p542711,2013-07-20T19:17:10.749000Z,20130720_191722_BMTS_20,5.74,0.06,Crustal,U,0,212,56,122,geonet,-41.5564,174.4046,-41.1914,174.926,5960226.91,2627155.12,5999924,2671538,6.8,6.8,59.5,62.79,56.55,60.18,-99999,-99999,0,19.82,17.19,nu,BMTS,B,1000,Q3,-1,Q2,0,Q2,0,-99999,-99999,0,0.04,40,0.068,40,Ristau2013&HarvardCMT,157.995,13.48,12.39,12.92,32.705,31.865,32.28,8.33,8.94,8.63
2013p542711,2013-07-20T19:17:10.749000Z,20130720_191722_EBPS_20,5.74,0.06,Crustal,U,0,212,56,122,geonet,-41.5564,174.4046,-41.2894,174.9002,5960226.91,2627155.12,5989085,2669138,6.8,6.8,50.88,54.67,48.04,52.23,-99999,-99999,0,19.82,17.19,nu,EBPS,C,540,Q2,0.38,Q3,7,Q2,0,-99999,-99999,0,0.12,45,0.204,45,Ristau2013&HarvardCMT,87.995,9.04,9.105,9.07,16.145,15.535,15.84,5.985,5.415,5.69
2013p542711,2013-07-20T19:17:10.749000Z,20130720_191722_FAIS_20,5.74,0.06,Crustal,U,0,212,56,122,geonet,-41.5564,174.4046,-41.2074,174.9401,5960226.91,2627155.12,5998119,2672679,6.8,6.8,59.18,62.48,56.26,59.9,-99999,-99999,0,19.82,17.19,nu,FAIS,B,760,Q3,0.27,Q1,0,Q2,0,-99999,-99999,0,0.04,46,0.068,46,Ristau2013&HarvardCMT,146.995,10.975,8.89,9.88,25.025,20.57,22.69,6.8,5.985,6.38
