CuspID,Origin_time,Record,Mw,MwUncert,TectClass,Mech,PreferredFaultPlane,Strike,Dip,Rake,Location,HypLat,HypLon,StationLat,StationLon,HypN,HypE,StationN,StationE,LENGTH_km,WIDTH_km,Repi_km,Rhyp_km,Rjb_km,Rrup_km,Rx_km,Ry_km,Rvol_km,HypDepth_km,ZTOR_km,HWFW,SiteCode,SiteClass1170,Vs30,Vs30Uncert,Tsite,TsiteUncert,Z1,Z1Uncertainty,Directivity,Pulse_or,Pulse_T,S_Trigger_Flag,fcButterHP,f_iniLP,fmin,fmax,References,TotalDuration,D5_75_H1_sec,D5_75_H2_sec,D5_75_GM_sec,D5_95_H1_sec,D5_95_H2_sec,D5_95_GM_sec,D20_80_H1_sec,D20_80_H2_sec,D20_80_GM_sec
2808461,2007-10-15T21:28:23.411000Z,20071015_212822_LPLS,6.08,0.06,Interface,R,1,4,42,62,nlloc,-44.7817,167.434,-43.7147,169.4231,5588036.01,2069799.66,5715230,2221845,13.68,13.68,197.93,198.3,191.95,192.41,147.88,137.49,0,5.12,0.54,nu,LPLS,D,400,Q3,0.71,Q1,70,Q3,0,-99999,-99999,0,0.18,41,0.306,41,Ristau2013&HarvardCMT,75.995,16.21,17.41,16.8,22.245,24.61,23.4,5.3,4.605,4.94
2808461,2007-10-15T21:28:23.411000Z,20071015_212822_MANS,6.08,0.06,Interface,R,1,4,42,62,nlloc,-44.7817,167.434,-45.5212,167.2781,5588036.01,2069799.66,5505204,2063228,13.68,13.68,83.14,83.27,76.29,76.43,4.3,-83.09,0,5.12,0.54,nu,MANS,A,1500,Q3,-1,Q3,0,Q3,0,-99999,-99999,0,0.14,40,0.238,40,Ristau2013&HarvardCMT,56.995,10.56,10.405,10.48,20.59,18.665,19.6,8.62,9.11,8.86
2808461,2007-10-15T21:28:23.411000Z,20071015_212822_MCPS,6.08,0.06,Interface,R,1,4,42,62,nlloc,-44.7817,167.434,-43.7332,170.0952,5588036.01,2069799.66,5715291,2276042,13.68,13.68,241.87,242.41,236.14,236.79,201.95,141.33,0,5.12,0.54,nu,MCPS,D,270,Q3,0.6,Q3,330,Q3,0,-99999,-99999,1,0.22,20,0.374,20,Ristau2013&HarvardCMT,50.995,8.64,7.77,8.19,19.27,18.25,18.75,6.16,7.08,6.6
2808461,2007-10-15T21:28:23.411000Z,20071015_212822_MECS,6.08,0.06,Interface,R,1,4,42,62,nlloc,-44.7817,167.434,-44.2304,169.2329,5588036.01,2069799.66,5657300,2209145,13.68,13.68,155.27,155.71,149.7,150.31,139.26,78.82,0,5.12,0.54,nu,MECS,C,270,Q3,0.4,Q3,30,Q3,0,-99999,-99999,1,0.32,38,0.544,38,Ristau2013&HarvardCMT,64.995,16.855,22.3,19.39,31.105,33.315,32.19,11.51,14.15,12.76
2808461,2007-10-15T21:28:23.411000Z,20071015_212822_MLZ,6.08,0.06,Interface,R,1,4,42,62,nlloc,-44.7817,167.434,-45.3665,168.1184,5588036.01,2069799.66,5526603,2127761,13.68,13.68,84.36,84.65,78.42,78.99,67.19,-57.24,0,5.12,0.54,nu,MLZ,B,1200,Q3,-1,Q1,0,Q1,0,-99999,-99999,0,0.05,40,0.085,40,Ristau2013&HarvardCMT,91.915,14.775,15.13,14.95,31.445,32.215,31.83,9.715,11.05,10.36
2808461,2007-10-15T21:28:23.411000Z,20071015_212822_MOSS,6.08,0.06,Interface,R,1,4,42,62,nlloc,-44.7817,167.434,-45.6678,168.2378,5588036.01,2069799.66,5493734,2138997,13.68,13.68,116.92,117.09,110.77,111.09,80.69,-89.25,0,5.12,0.54,nu,MOSS,C,400,Q3,0.4,Q3,40,Q3,0,-99999,-99999,0,0.08,42,0.136,42,Ristau2013&HarvardCMT,84.995,6.845,14.435,9.94,20.715,27.96,24.07,6.4,6.335,6.37
2808461,2007-10-15T21:28:23.411000Z,20071015_212822_MSZ,6.08,0.06,Interface,R,1,4,42,62,nlloc,-44.7817,167.434,-44.6733,167.9264,5588036.01,2069799.66,5602577,2107989,13.68,13.68,40.72,41.19,35.33,36.59,42.16,17.17,0,5.12,0.54,hw,MSZ,A,1500,Q3,-1,Q1,0,Q1,0,-99999,-99999,0,0.16,18,0.272,18,Ristau2013&HarvardCMT,116.32,6.56,7.44,6.99,16.32,16.88,16.6,5.76,6.08,5.92
2808461,2007-10-15T21:28:23.411000Z,20071015_212822_NSBS,6.08,0.06,Interface,R,1,4,42,62,nlloc,-44.7817,167.434,-43.9962,168.6609,5588036.01,2069799.66,5681049,2162132,13.68,13.68,130.89,131.16,124.76,125.15,90.7,99.23,0,5.12,0.54,nu,NSBS,D,210,Q3,1,Q1,100,Q3,0,-99999,-99999,0,0.18,43,0.306,43,Ristau2013&HarvardCMT,104.995,12.575,13.495,13.03,23,25.145,24.05,5.735,6.42,6.07
2808461,2007-10-15T21:28:23.411000Z,20071015_212822_QTPS,6.08,0.06,Interface,R,1,4,42,62,nlloc,-44.7817,167.434,-45.0322,168.6629,5588036.01,2069799.66,5566104,2168345,13.68,13.68,100.71,101.1,95.59,96.34,104.92,-15,0,5.12,0.54,nu,QTPS,D,350,Q3,0.95,Q1,90,Q3,0,-99999,-99999,0,0.08,25,0.136,25,Ristau2013&HarvardCMT,104.995,15.185,17.295,16.21,31.06,31.81,31.43,7.825,8.42,8.12
2808461,2007-10-15T21:28:23.411000Z,20071015_212822_RRKS,6.08,0.06,Interface,R,1,4,42,62,nlloc,-44.7817,167.434,-46.1474,167.4725,5588036.01,2069799.66,5436809,2083081,13.68,13.68,151.89,151.9,145.09,145.12,28.88,-149.93,0,5.12,0.54,nu,RRKS,D,270,Q3,0.9,Q2,80,Q3,0,-99999,-99999,0,0.13,38,0.221,38,Ristau2013&HarvardCMT,104.995,22.745,17.73,20.08,44.27,36.155,40.01,15.355,11.54,13.31
2808461,2007-10-15T21:28:23.411000Z,20071015_212822_SKFS,6.08,0.06,Interface,R,1,4,42,62,nlloc,-44.7817,167.434,-45.8986,170.5097,5588036.01,2069799.66,5475848,2316608,13.68,13.68,270.55,271.16,265.24,265.94,259.12,-94.7,0,5.12,0.54,nu,SKFS,D,140,Q2,0.8,Q3,25,Q3,0,-99999,-99999,1,0.22,17,0.374,17,Ristau2013&HarvardCMT,92.995,21.2,25.65,23.32,36.675,39.09,37.86,10.78,16.775,13.45
2808461,2007-10-15T21:28:23.411000Z,20071015_212822_TAFS,6.08,0.06,Interface,R,1,4,42,62,nlloc,-44.7817,167.434,-45.4167,167.7191,5588036.01,2069799.66,5519112,2096857,13.68,13.68,74.07,74.24,67.52,67.85,36.88,-66.87,0,5.12,0.54,nu,TAFS,D,298,Q3,1.4,Q3,200,Q3,0,-99999,-99999,0,0.05,38,0.085,38,Ristau2013&HarvardCMT,140.995,19.725,18.11,18.9,46.99,51.41,49.15,23,19.785,21.33
2808461,2007-10-15T21:28:23.411000Z,20071015_212822_TMBS,6.08,0.06,Interface,R,1,4,42,62,nlloc,-44.7817,167.434,-46.0718,170.1957,5588036.01,2069799.66,5455833,2292897,13.68,13.68,258.88,259.38,253.4,254.01,236.86,-116.32,0,5.12,0.54,nu,TMBS,C,330,Q3,0.1,Q3,5,Q3,0,-99999,-99999,0,0.2,25,0.34,25,Ristau2013&HarvardCMT,71.195,30.72,34.355,32.49,38.13,44.085,41,11.64,29.645,18.58
2808461,2007-10-15T21:28:23.411000Z,20071015_212822_TWAS,6.08,0.06,Interface,R,1,4,42,62,nlloc,-44.7817,167.434,-44.2546,170.0983,5588036.01,2069799.66,5657402,2278320,13.68,13.68,219.21,219.83,213.85,214.6,208.26,83.74,0,5.12,0.54,nu,TWAS,D,210,Q3,2,Q3,150,Q3,0,-99999,-99999,1,0.22,15,0.374,15,Ristau2013&HarvardCMT,57.995,9.62,10.07,9.84,23.045,25.945,24.45,9.17,10.16,9.65
2808461,2007-10-15T21:28:23.411000Z,20071015_212822_WNPS,6.08,0.06,Interface,R,1,4,42,62,nlloc,-44.7817,167.434,-44.6946,169.143,5588036.01,2069799.66,5605452,2204373,13.68,13.68,135.33,135.8,130.18,130.91,138.11,26.76,0,5.12,0.54,nu,WNPS,D,330,Q3,2.1,Q3,300,Q3,0,-99999,-99999,0,0.08,35,0.136,35,Ristau2013&HarvardCMT,112.995,23.09,23.815,23.45,47.945,52.085,49.97,16.445,13.45,14.87
2808461,2007-10-15T21:28:23.411000Z,20071015_212822_WVAS,6.08,0.06,Interface,R,1,4,42,62,nlloc,-44.7817,167.434,-43.0716,170.7372,5588036.01,2069799.66,5790373,2325738,13.68,13.68,325.75,326.3,319.81,320.42,246.28,219.7,0,5.12,0.54,nu,WVAS,D,270,Q3,0.6,Q3,60,Q3,0,-99999,-99999,1,0.26,20,0.442,20,Ristau2013&HarvardCMT,53.995,15.04,15.02,15.03,27.425,27.755,27.59,10.57,9.305,9.92
2808838,2007-10-16T16:38:48.331000Z,20071016_163848_HDWS,4.88,0.1,Interface,O,1,40,54,139,nlloc,-44.7825,167.373,-43.883,169.0441,5587617.82,2064989.01,5695156,2192230,3.44,3.44,166.34,166.68,164.64,164.98,29.36,164.17,0,5.12,3.73,nu,HDWS,D,210,Q3,0.87,Q1,100,Q3,0,-99999,-99999,0,0.3,32,0.51,32,Ristau2013,61.995,9.16,7.045,8.03,13.59,11.195,12.33,3.93,4.065,4
2808838,2007-10-16T16:38:48.331000Z,20071016_163848_LPLS,4.88,0.1,Interface,O,1,40,54,139,nlloc,-44.7825,167.373,-43.7147,169.4231,5587617.82,2064989.01,5715230,2221845,3.44,3.44,201.89,202.27,200.19,200.58,39.14,198.58,0,5.12,3.73,nu,LPLS,D,400,Q3,0.71,Q1,70,Q3,0,-99999,-99999,1,0.3,40,0.51,40,Ristau2013,36.995,5.185,4.69,4.93,8.975,8.76,8.87,3.735,4.155,3.94
2808838,2007-10-16T16:38:48.331000Z,20071016_163848_NSBS,4.88,0.1,Interface,O,1,40,54,139,nlloc,-44.7825,167.373,-43.9962,168.6609,5587617.82,2064989.01,5681049,2162132,3.44,3.44,134.6,134.88,132.89,133.17,15.37,134.01,0,5.12,3.73,nu,NSBS,D,210,Q3,1,Q1,100,Q3,0,-99999,-99999,0,0.3,40,0.51,40,Ristau2013,61.995,14.5,15.705,15.09,20.895,22.005,21.44,5.875,6.155,6.01
2808838,2007-10-16T16:38:48.331000Z,20071016_163848_QTPS,4.88,0.1,Interface,O,1,40,54,139,nlloc,-44.7825,167.373,-45.0322,168.6629,5587617.82,2064989.01,5566104,2168345,3.44,3.44,105.31,105.71,104.11,104.57,94.01,49.96,0,5.12,3.73,nu,QTPS,D,350,Q3,0.95,Q1,90,Q3,0,-99999,-99999,0,0.44,33,0.748,33,Ristau2013,61.995,16.86,16.755,16.81,26.385,23.995,25.16,9.79,6.12,7.74
2808838,2007-10-16T16:38:48.331000Z,20071016_163848_TAFS,4.88,0.1,Interface,O,1,40,54,139,nlloc,-44.7825,167.373,-45.4167,167.7191,5587617.82,2064989.01,5519112,2096857,3.44,3.44,75.57,75.74,74.4,74.66,69.46,-31.99,0,5.12,3.73,nu,TAFS,D,298,Q3,1.4,Q3,200,Q3,0,-99999,-99999,1,0.17,38,0.289,38,Ristau2013,53.995,12.56,10.05,11.24,26.885,22.875,24.8,13.345,13.405,13.37
2808838,2007-10-16T16:38:48.331000Z,20071016_163848_WNPS,4.88,0.1,Interface,O,1,40,54,139,nlloc,-44.7825,167.373,-44.6946,169.143,5587617.82,2064989.01,5605452,2204373,3.44,3.44,140.14,140.62,138.71,139.22,96.32,103.26,0,5.12,3.73,nu,WNPS,D,330,Q3,2.1,Q3,300,Q3,0,-99999,-99999,0,0.25,26,0.425,26,Ristau2013,50.995,19.735,21.41,20.56,26.22,28.395,27.29,12.575,18.045,15.06
2812053,2007-10-24T01:12:29.817000Z,20071024_011231_APPS,4.52,0.1,Crustal,U,0,141,89,-6.20E+01,simulps,-42.154,172.0428,-42.9489,171.5677,5894340.85,2430893.22,5805487,2393135,1.7,1.7,96.58,97.19,95.98,96.58,-99999,-99999,0,10.46,9.85,nu,APPS,C,300,Q2,0.4,Q1,30,Q2,0,-99999,-99999,1,0.5,30,0.85,30,Ristau2013,35.995,10.545,10.545,10.54,15.4,14.855,15.13,4.915,4.945,4.93
2812053,2007-10-24T01:12:29.817000Z,20071024_011231_DSZ,4.52,0.1,Crustal,U,0,141,89,-6.20E+01,simulps,-42.154,172.0428,-41.745,171.8046,5894340.85,2430893.22,5939515,2410609,1.7,1.7,49.56,50.75,48.79,50.03,-99999,-99999,0,10.46,9.85,nu,DSZ,C,450,Q3,0.33,Q2,40,Q2,0,-99999,-99999,0,0.15,48,0.255,48,Ristau2013,84.395,6.475,7.435,6.94,21.715,23,22.35,7.54,8.5,8.01
2812053,2007-10-24T01:12:29.817000Z,20071024_011231_GLWS,4.52,0.1,Crustal,U,0,141,89,-6.20E+01,simulps,-42.154,172.0428,-42.5942,172.511,5894340.85,2430893.22,5845781,2469876,1.7,1.7,62.25,63.22,61.46,62.4,-99999,-99999,0,10.46,9.85,nu,GLWS,D,270,Q3,1,Q1,100,Q3,0,-99999,-99999,0,0.33,38,0.561,38,Ristau2013,36.995,5.065,5.08,5.07,10.73,10.905,10.82,4.3,5.19,4.72
2812053,2007-10-24T01:12:29.817000Z,20071024_011231_GMTS,4.52,0.1,Crustal,U,0,141,89,-6.20E+01,simulps,-42.154,172.0428,-42.4492,171.2104,5894340.85,2430893.22,5860432,2362789,1.7,1.7,75.92,76.8,75.42,76.29,-99999,-99999,0,10.46,9.85,nu,GMTS,D,210,Q3,1,Q1,70,Q3,0,-99999,-99999,0,0.26,35,0.442,35,Ristau2013,36.995,5.01,5.45,5.23,11.49,12.93,12.19,5.32,5.205,5.26
2812053,2007-10-24T01:12:29.817000Z,20071024_011231_HMCS,4.52,0.1,Crustal,U,0,141,89,-6.20E+01,simulps,-42.154,172.0428,-42.7169,170.964,5894340.85,2430893.22,5830234,2343245,1.7,1.7,108.43,109.09,107.99,108.64,-99999,-99999,0,10.46,9.85,nu,HMCS,D,278,Q3,0.76,Q3,60,Q3,0,-99999,-99999,1,0.35,42,0.595,42,Ristau2013,40.995,4.62,3.965,4.28,10.93,10.3,10.61,4.405,3.58,3.97
2812053,2007-10-24T01:12:29.817000Z,20071024_011231_IFPS,4.52,0.1,Crustal,U,0,141,89,-6.20E+01,simulps,-42.154,172.0428,-42.7267,171.4728,5894340.85,2430893.22,5830030,2384941,1.7,1.7,79.02,79.75,78.49,79.21,-99999,-99999,0,10.46,9.85,nu,IFPS,D,210,Q3,1.5,Q3,150,Q3,0,-99999,-99999,0,0.45,50,0.765,50,Ristau2013,39.995,10.14,11.655,10.87,16.555,17.39,16.97,5.14,5.995,5.55
2812053,2007-10-24T01:12:29.817000Z,20071024_011231_INGS,4.52,0.1,Crustal,U,0,141,89,-6.20E+01,simulps,-42.154,172.0428,-41.8571,171.9525,5894340.85,2430893.22,5927223,2423020,1.7,1.7,33.84,35.41,33.09,34.73,-99999,-99999,0,10.46,9.85,nu,INGS,C,270,Q3,0.33,Q2,40,Q3,0,-99999,-99999,0,0.25,48,0.425,48,Ristau2013,32.995,8.01,6.91,7.44,11.315,11.465,11.39,7.05,6.525,6.78
2812053,2007-10-24T01:12:29.817000Z,20071024_011231_KARS,4.52,0.1,Crustal,U,0,141,89,-6.20E+01,simulps,-42.154,172.0428,-41.2494,172.1165,5894340.85,2430893.22,5994874,2435929,1.7,1.7,100.77,101.2,100.07,100.52,-99999,-99999,0,10.46,9.85,nu,KARS,D,210,Q3,0.87,Q2,70,Q3,0,-99999,-99999,1,0.28,30,0.476,30,Ristau2013,37.995,7.65,6.205,6.89,15.31,12.865,14.03,6.75,5.625,6.16
2812053,2007-10-24T01:12:29.817000Z,20071024_011231_MCAS,4.52,0.1,Crustal,U,0,141,89,-6.20E+01,simulps,-42.154,172.0428,-41.7999,172.328,5894340.85,2430893.22,5933893,2454147,1.7,1.7,45.89,47.1,45.33,46.54,-99999,-99999,0,10.46,9.85,nu,MCAS,D,501,Q3,1.6,Q3,200,Q3,0,-99999,-99999,0,0.27,52,0.459,52,Ristau2013,48.995,7.75,7.15,7.44,17.19,17.625,17.41,8.715,7.825,8.26
2812053,2007-10-24T01:12:29.817000Z,20071024_011231_RDCS,4.52,0.1,Crustal,U,0,141,89,-6.20E+01,simulps,-42.154,172.0428,-42.1197,171.8644,5894340.85,2430893.22,5897965,2416092,1.7,1.7,15.2,18.6,14.48,18,-99999,-99999,0,10.46,9.85,nu,RDCS,C,270,Q3,0.22,Q2,20,Q3,0,-99999,-99999,0,0.1,55,0.17,55,Ristau2013,43.995,0.335,0.76,0.5,1.28,1.28,1.28,0.46,0.82,0.61
2812053,2007-10-24T01:12:29.817000Z,20071024_011231_SJFS,4.52,0.1,Crustal,U,0,141,89,-6.20E+01,simulps,-42.154,172.0428,-42.3346,172.1803,5894340.85,2430893.22,5874402,2442447,1.7,1.7,23.05,25.49,22.27,24.66,-99999,-99999,0,10.46,9.85,nu,SJFS,C,465,Q3,0.23,Q3,20,Q3,0,-99999,-99999,0,0.18,43,0.306,43,Ristau2013,46.995,2.225,1.995,2.11,8.265,8.245,8.25,2.85,2.86,2.85
2812053,2007-10-24T01:12:29.817000Z,20071024_011231_WBCS,4.52,0.1,Crustal,U,0,141,89,-6.20E+01,simulps,-42.154,172.0428,-41.7557,171.5998,5894340.85,2430893.22,5938069,2393545,1.7,1.7,57.48,58.45,56.69,57.71,-99999,-99999,0,10.46,9.85,nu,WBCS,D,300,Q3,1.2,Q2,105,Q3,0,-99999,-99999,0,0.22,60,0.374,60,Ristau2013,45.995,9.74,10.23,9.98,21.34,19.145,20.21,10.75,11.15,10.95
2812053,2007-10-24T01:12:29.817000Z,20071024_011231_WVAS,4.52,0.1,Crustal,U,0,141,89,-6.20E+01,simulps,-42.154,172.0428,-43.0716,170.7372,5894340.85,2430893.22,5790373,2325738,1.7,1.7,147.73,148.25,147.27,147.79,-99999,-99999,0,10.46,9.85,nu,WVAS,D,270,Q3,0.6,Q3,60,Q3,0,-99999,-99999,1,0.5,23,0.85,23,Ristau2013,42.995,4.545,5.49,5,10.605,11.23,10.91,4.975,4.97,4.97
2818146,2007-11-06T22:17:37.536999Z,20071106_221738_DSZ,4.86,0.1,Slab,N,0,131,61,-4.10E+01,nlloc,-42.0877,172.882,-41.745,171.8046,5902151.43,2500235.8,5939515,2410609,2.5,2.5,96.95,113.36,95.87,112.48,-99999,-99999,0,57.85,56.8,nu,DSZ,C,450,Q3,0.33,Q2,40,Q2,0,-99999,-99999,0,0.15,40,0.255,40,Ristau2013,90.155,9.63,7.94,8.74,20.765,19.52,20.13,6.735,6.765,6.75
2818146,2007-11-06T22:17:37.536999Z,20071106_221738_GLWS,4.86,0.1,Slab,N,0,131,61,-4.10E+01,nlloc,-42.0877,172.882,-42.5942,172.511,5902151.43,2500235.8,5845781,2469876,2.5,2.5,64.04,86.59,63.18,85.8,-99999,-99999,0,57.85,56.8,nu,GLWS,D,270,Q3,1,Q1,100,Q3,0,-99999,-99999,0,0.18,55,0.306,55,Ristau2013,54.995,9.49,7.55,8.46,13.54,12.355,12.93,3.085,3.125,3.1
2818146,2007-11-06T22:17:37.536999Z,20071106_221738_HSES,4.86,0.1,Slab,N,0,131,61,-4.10E+01,nlloc,-42.0877,172.882,-42.5232,172.8305,5902151.43,2500235.8,5853765,2496076,2.5,2.5,48.61,75.82,47.74,74.86,-99999,-99999,0,57.85,56.8,nu,HSES,D,280,Q3,0.9,Q1,85,Q3,0,-99999,-99999,0,0.18,29,0.306,29,Ristau2013,51.995,8.38,9.78,9.05,14.985,17.685,16.28,2.975,3.165,3.07
2818146,2007-11-06T22:17:37.536999Z,20071106_221738_INGS,4.86,0.1,Slab,N,0,131,61,-4.10E+01,nlloc,-42.0877,172.882,-41.8571,171.9525,5902151.43,2500235.8,5927223,2423020,2.5,2.5,81,99.73,79.92,98.85,-99999,-99999,0,57.85,56.8,nu,INGS,C,270,Q3,0.33,Q2,40,Q3,0,-99999,-99999,0,0.18,32,0.306,32,Ristau2013,48.995,4.455,9.48,6.5,9.755,15.075,12.13,3.27,4.56,3.86
2818146,2007-11-06T22:17:37.536999Z,20071106_221738_KARS,4.86,0.1,Slab,N,0,131,61,-4.10E+01,nlloc,-42.0877,172.882,-41.2494,172.1165,5902151.43,2500235.8,5994874,2435929,2.5,2.5,112.84,126.81,111.87,126.08,-99999,-99999,0,57.85,56.8,nu,KARS,D,210,Q3,0.87,Q2,70,Q3,0,-99999,-99999,1,0.23,31,0.391,31,Ristau2013,48.995,10.215,7.34,8.66,20.215,17.9,19.02,9.425,7.005,8.13
2818146,2007-11-06T22:17:37.536999Z,20071106_221738_KHZ,4.86,0.1,Slab,N,0,131,61,-4.10E+01,nlloc,-42.0877,172.882,-42.416,173.539,5902151.43,2500235.8,5865555,2554409,2.5,2.5,65.24,87.34,64.2,86.13,-99999,-99999,0,57.85,56.8,nu,KHZ,C,600,Q3,0.1,Q2,5,Q3,0,-99999,-99999,0,0.18,45,0.306,45,Ristau2013,85.035,9.045,10.275,9.64,15.525,18.465,16.93,2.145,2.6,2.36
2818146,2007-11-06T22:17:37.536999Z,20071106_221738_LTZ,4.86,0.1,Slab,N,0,131,61,-4.10E+01,nlloc,-42.0877,172.882,-42.7817,172.271,5902151.43,2500235.8,5824806,2450407,2.5,2.5,92.03,109.03,91.16,108.33,-99999,-99999,0,57.85,56.8,nu,LTZ,B,1000,Q3,0.6,Q3,0,Q2,0,-99999,-99999,0,0.11,40,0.187,40,Ristau2013,89.515,9.27,9.285,9.28,13.11,12.205,12.65,2.17,2.385,2.27
2818146,2007-11-06T22:17:37.536999Z,20071106_221738_MCAS,4.86,0.1,Slab,N,0,131,61,-4.10E+01,nlloc,-42.0877,172.882,-41.7999,172.328,5902151.43,2500235.8,5933893,2454147,2.5,2.5,55.88,80.61,54.84,79.8,-99999,-99999,0,57.85,56.8,nu,MCAS,D,501,Q3,1.6,Q3,200,Q3,0,-99999,-99999,0,0.22,38,0.374,38,Ristau2013,70.995,3.05,9.66,5.43,12.575,20.115,15.9,3.45,6.12,4.59
2818146,2007-11-06T22:17:37.536999Z,20071106_221738_MOLS,4.86,0.1,Slab,N,0,131,61,-4.10E+01,nlloc,-42.0877,172.882,-42.088,173.2574,5902151.43,2500235.8,5902093,2531292,2.5,2.5,30.98,66.44,29.9,65.25,-99999,-99999,0,57.85,56.8,nu,MOLS,C,700,Q3,0.2,Q2,5,Q3,0,-99999,-99999,0,0.31,31,0.527,31,Ristau2013,45.995,5.555,3.945,4.68,11.655,8.47,9.94,3.245,3.01,3.13
2818146,2007-11-06T22:17:37.536999Z,20071106_221738_MOTS,4.86,0.1,Slab,N,0,131,61,-4.10E+01,nlloc,-42.0877,172.882,-41.1247,173.0095,5902151.43,2500235.8,6009109,2510784,2.5,2.5,107.61,122.06,106.73,121.21,-99999,-99999,0,57.85,56.8,nu,MOTS,D,300,Q3,1.27,Q3,300,Q3,0,-99999,-99999,1,0.4,26,0.68,26,Ristau2013,38.995,10.24,12.7,11.4,16.635,18.235,17.42,5.455,6.19,5.81
2818146,2007-11-06T22:17:37.536999Z,20071106_221738_QCCS,4.86,0.1,Slab,N,0,131,61,-4.10E+01,nlloc,-42.0877,172.882,-41.2796,174.0231,5902151.43,2500235.8,5991403,2595696,2.5,2.5,130.59,142.93,129.69,141.88,-99999,-99999,0,57.85,56.8,nu,QCCS,D,270,Q3,0.28,Q1,20,Q3,0,-99999,-99999,0,0.29,30,0.493,30,Ristau2013,53.995,12.805,13.755,13.27,18.03,19.565,18.78,2.66,2.215,2.43
2818146,2007-11-06T22:17:37.536999Z,20071106_221738_RDCS,4.86,0.1,Slab,N,0,131,61,-4.10E+01,nlloc,-42.0877,172.882,-42.1197,171.8644,5902151.43,2500235.8,5897965,2416092,2.5,2.5,84.03,102.31,82.95,101.43,-99999,-99999,0,57.85,56.8,nu,RDCS,C,270,Q3,0.22,Q2,20,Q3,0,-99999,-99999,0,0.25,53,0.425,53,Ristau2013,48.995,6.315,4.655,5.42,11.755,9.98,10.83,3.61,3.015,3.3
2818146,2007-11-06T22:17:37.536999Z,20071106_221738_SJFS,4.86,0.1,Slab,N,0,131,61,-4.10E+01,nlloc,-42.0877,172.882,-42.3346,172.1803,5902151.43,2500235.8,5874402,2442447,2.5,2.5,63.98,86.64,63,85.83,-99999,-99999,0,57.85,56.8,nu,SJFS,C,465,Q3,0.23,Q3,20,Q3,0,-99999,-99999,0,0.25,40,0.425,40,Ristau2013,52.995,5.785,6.39,6.08,12.215,13.49,12.84,3.225,4.84,3.95
2818146,2007-11-06T22:17:37.536999Z,20071106_221738_SNZO,4.86,0.1,Slab,N,0,131,61,-4.10E+01,nlloc,-42.0877,172.882,-41.3087,174.7042,5902151.43,2500235.8,5987272,2652730,2.5,2.5,174.32,184.01,173.36,182.93,-99999,-99999,0,57.85,56.8,nu,SNZO,B,1000,Q3,-1,Q3,0,Q3,0,-99999,-99999,0,0.28,22,0.476,22,Ristau2013,145.188,25.35,25.5,25.42,42.162,41.937,42.05,21.612,16.3,18.77
2818146,2007-11-06T22:17:37.536999Z,20071106_221738_THZ,4.86,0.1,Slab,N,0,131,61,-4.10E+01,nlloc,-42.0877,172.882,-41.7625,172.9052,5902151.43,2500235.8,5938269,2502159,2.5,2.5,36.21,68.86,35.34,67.94,-99999,-99999,0,57.85,56.8,nu,THZ,B,1000,Q3,-1,Q1,0,Q3,0,-99999,-99999,0,0.13,55,0.221,55,Ristau2013,88.235,2.835,1.885,2.31,9.185,7.655,8.39,2.13,1.85,1.99
2818146,2007-11-06T22:17:37.536999Z,20071106_221738_WVFS,4.86,0.1,Slab,N,0,131,61,-4.10E+01,nlloc,-42.0877,172.882,-41.6202,173.3509,5902151.43,2500235.8,5954020,2539233,2.5,2.5,64.89,87.11,64.01,86.07,-99999,-99999,0,57.85,56.8,nu,WVFS,D,270,Q3,0.7,Q2,100,Q3,0,-99999,-99999,0,0.2,35,0.34,35,Ristau2013,46.995,11.57,13.355,12.43,18.5,19.58,19.03,6.255,8.735,7.39
2818146,2007-11-06T22:17:37.536999Z,20071106_221738_WEL,4.86,0.1,Slab,N,0,131,61,-4.10E+01,nlloc,-42.0877,172.882,-41.284,174.7682,5902151.43,2500235.8,5989908,2658140,2.5,2.5,180.33,189.73,179.36,188.65,-99999,-99999,0,57.85,56.8,nu,WEL,B,1000,Q3,0.3,Q1,0,Q2,0,-99999,-99999,0,0.25,25,0.425,25,Ristau2013,159.99,24.85,24.99,24.92,40.03,42.72,41.35,10.58,16.98,13.4
2818174,2007-11-06T23:38:17.975000Z,20071106_233818_MOLS,4.05,0.1,Slab,U,0,249,68,-1.39E+02,simulps,-42.0945,172.8815,-42.088,173.2574,5901396.1,2500195.58,5902093,2531292,1,1,31.03,64.6,30.61,64.13,-99999,-99999,0,55.73,55.32,nu,MOLS,C,700,Q3,0.2,Q2,5,Q3,0,-99999,-99999,0,0.45,26,0.765,26,Ristau2013,31.995,2.985,2.53,2.75,6.27,7.23,6.73,2.25,2.21,2.23
2818174,2007-11-06T23:38:17.975000Z,20071106_233818_SJFS,4.05,0.1,Slab,U,0,249,68,-1.39E+02,simulps,-42.0945,172.8815,-42.3346,172.1803,5901396.1,2500195.58,5874402,2442447,1,1,63.62,84.96,63.22,84.67,-99999,-99999,0,55.73,55.32,nu,SJFS,C,465,Q3,0.23,Q3,20,Q3,0,-99999,-99999,0,0.45,40,0.765,40,Ristau2013,30.995,7.085,6.59,6.83,11.72,11.5,11.61,3.335,3.795,3.56
