CuspID,Origin_time,Record,Mw,MwUncert,TectClass,Mech,PreferredFaultPlane,Strike,Dip,Rake,Location,HypLat,HypLon,StationLat,StationLon,HypN,HypE,StationN,StationE,LENGTH_km,WIDTH_km,Repi_km,Rhyp_km,Rjb_km,Rrup_km,Rx_km,Ry_km,Rvol_km,HypDepth_km,ZTOR_km,HWFW,SiteCode,SiteClass1170,Vs30,Vs30Uncert,Tsite,TsiteUncert,Z1,Z1Uncertainty,Directivity,Pulse_or,Pulse_T,S_Trigger_Flag,fcButterHP,f_iniLP,fmin,fmax,References,f100.0000SA_RotD50,f50.0000SA_RotD50,f33.3333SA_RotD50,f25.0000SA_RotD50,f20.0000SA_RotD50,f13.3333SA_RotD50,f10.0000SA_RotD50,f6.6667SA_RotD50,f5.0000SA_RotD50,f4.0000SA_RotD50,f3.3333SA_RotD50,f2.5000SA_RotD50,f2.0000SA_RotD50,f1.3333SA_RotD50,f1.0000SA_RotD50,f0.6667SA_RotD50,f0.5000SA_RotD50,f0.3333SA_RotD50,f0.2500SA_RotD50,f0.2000SA_RotD50,f0.1333SA_RotD50,f0.1000SA_RotD50,f100.0000SA_RotD100,f50.0000SA_RotD100,f33.3333SA_RotD100,f25.0000SA_RotD100,f20.0000SA_RotD100,f13.3333SA_RotD100,f10.0000SA_RotD100,f6.6667SA_RotD100,f5.0000SA_RotD100,f4.0000SA_RotD100,f3.3333SA_RotD100,f2.5000SA_RotD100,f2.0000SA_RotD100,f1.3333SA_RotD100,f1.0000SA_RotD100,f0.6667SA_RotD100,f0.5000SA_RotD100,f0.3333SA_RotD100,f0.2500SA_RotD100,f0.2000SA_RotD100,f0.1333SA_RotD100,f0.1000SA_RotD100,PGA_RotD50,PGA_RotD100,PGV_RotD50,PGV_RotD100
1553782,1971-08-13T14:42:41.636000Z,A71053A1,5.7,0.15,Crustal,S,1,242,83,207,special,-42.13,172.1,-42.3786,172.3329,5897058.69,2435589.3,5869623,2455066,6.51,6.51,33.64,34.99,33.13,33.79,-32.97,-4.32,0,9,5.77,fw,053A,C,391,Q3,0.27,Q3,20,Q3,0,-99999,-99999,1,0.4,18,0.68,18,Anderson_etal_1993&Dowrick_Rhoades_1998,0.056208077,0.056678802,0.057912819,0.060064658,0.063324444,0.080351242,0.083854581,0.112274447,0.122271685,0.129605208,0.115447296,0.091569368,0.057701324,0.068081963,0.037866408,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.070739458,0.071170912,0.071867502,0.072870918,0.075002093,0.097363615,0.103460745,0.127434374,0.148423626,0.153487774,0.139800164,0.11492748,0.0755322,0.089049342,0.044947787,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.056127,0.07071,0.042573,0.053299
1556608,1975-06-10T10:11:17.094000Z,K75301A2,5.62,0.15,Slab,N,1,250,56,257,special,-40.34,175.93,-40.3553,175.6152,6092087.55,2758882.27,6091232,2732094,5.9,5.9,26.73,46.53,23.88,44.21,10.02,25.47,0,38,35.54,nu,301A,D,341,Q3,0.7,Q2,60,Q3,0,-99999,-99999,1,0.4,19,0.68,19,Webb_Anderson_1998&Dowrick_Rhoades1998,0.03789272,0.038549436,0.039785808,0.041654965,0.044324417,0.058499954,0.075792776,0.080147596,0.083757984,0.059165592,0.059499072,0.049804713,0.044934543,0.028973207,0.020648802,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.043979161,0.044306307,0.044888003,0.045895729,0.048104086,0.066664859,0.085735277,0.084778338,0.095708887,0.073415669,0.074115507,0.068387969,0.061187507,0.040539015,0.026216761,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.037864,0.043987,0.023645,0.030684
1556608,1975-06-10T10:11:17.094000Z,K75340A1,5.62,0.15,Slab,N,1,250,56,257,special,-40.34,175.93,-40.3863,175.6165,6092087.55,2758882.27,6087788,2732102,5.9,5.9,27.06,46.71,24.14,44.26,6.78,26.64,0,38,35.54,nu,340A,D,283,Q3,0.96,Q3,90,Q3,0,-99999,-99999,1,0.65,18,1.105,18,Webb_Anderson_1998&Dowrick_Rhoades1998,0.049388979,0.049764878,0.050390682,0.051343155,0.053159447,0.072190355,0.084571691,0.097976497,0.12667425,0.113306388,0.114892901,0.058783134,0.051851328,0.024318117,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.063095273,0.06372552,0.064775062,0.06610023,0.06743753,0.083519664,0.103426733,0.129967445,0.16666981,0.128333274,0.16153889,0.06840726,0.06466685,0.031632528,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.049392,0.063153,0.024416,0.028186
1557438,1976-05-04T13:56:29.201000Z,A76080B1,6.51,0.15,Interface,O,1,48,47,130,special,-44.67,167.45,-44.6729,167.9264,5600506.59,2070223.23,5602634,2107939,22.44,22.44,37.67,39.08,27.88,31.04,31.31,29.45,0,10,1.79,nu,080B,C,210,Q3,0.57,Q3,30,Q3,0,-99999,-99999,1,0.2,29,0.34,29,Anderson_etal_1993&Dowrick_Rhoades_1998,0.088276948,0.088978816,0.091465947,0.093145907,0.095895198,0.100076546,0.110082412,0.14707617,0.126239131,0.14225891,0.169335296,0.18449895,0.235722409,0.100045844,0.082670888,0.030138629,0.017919276,-99999,-99999,-99999,-99999,-99999,0.098433403,0.098951031,0.100648614,0.106365525,0.11042798,0.116705521,0.126800396,0.177785461,0.164283685,0.168379346,0.211208392,0.236619131,0.29378774,0.135814086,0.116805932,0.042190427,0.023360272,-99999,-99999,-99999,-99999,-99999,0.087882,0.098438,0.089847,0.115009
1557438,1976-05-04T13:56:29.201000Z,K76070A1,6.51,0.15,Interface,O,1,48,47,130,special,-44.67,167.45,-45.4167,167.7191,5600506.59,2070223.23,5519112,2096857,22.44,22.44,85.68,86.25,77.38,79.21,85.96,-34.67,0,10,1.79,nu,TAFS,D,298,Q3,1.4,Q3,200,Q3,0,-99999,-99999,1,0.28,11,0.476,11,Anderson_etal_1993&Dowrick_Rhoades_1998,0.02441122,0.024509565,0.024631652,0.024821232,0.025126428,0.027586159,0.042904072,0.04117977,0.039127331,0.043159806,0.051472231,0.043416388,0.039020537,0.041003373,0.03051421,0.031782047,0.020835909,-99999,-99999,-99999,-99999,-99999,0.029520483,0.029606907,0.029759483,0.029992027,0.030319082,0.03284906,0.050315624,0.057367781,0.04935643,0.048499472,0.063851885,0.049897182,0.043159319,0.052875923,0.04094438,0.036401135,0.027391001,-99999,-99999,-99999,-99999,-99999,0.024409,0.029457,0.031912,0.037482
1557438,1976-05-04T13:56:29.201000Z,K76089A1,6.51,0.15,Interface,O,1,48,47,130,special,-44.67,167.45,-44.6946,169.143,5600506.59,2070223.23,5605452,2204373,22.44,22.44,133.87,134.63,124.04,125.19,93.74,103,0,10,1.79,nu,WNPS,D,330,Q3,2.1,Q3,300,Q3,0,-99999,-99999,1,0.25,15,0.425,15,Anderson_etal_1993&Dowrick_Rhoades_1998,0.031043834,0.031150266,0.031252121,0.031441289,0.031939646,0.035664098,0.040104429,0.047106935,0.052907668,0.072934517,0.058032041,0.050702864,0.054859873,0.062962958,0.05244733,0.045381281,0.022639837,-99999,-99999,-99999,-99999,-99999,0.039762617,0.039896244,0.040127182,0.040442303,0.040940574,0.047360761,0.051438584,0.062032176,0.057931344,0.080111303,0.065239095,0.062927905,0.058481609,0.069221445,0.072293176,0.052115134,0.025576735,-99999,-99999,-99999,-99999,-99999,0.031017,0.039762,0.04426,0.048661
1558224,1977-01-18T05:41:48.207000Z,A77048C1,6.02,0.15,Slab,R,1,213,68,251,special,-41.73,174.3,-41.5138,173.9572,5941084.19,2618142.66,5965463,2589883,9.4,9.4,37.28,50.49,35.45,48.97,38.74,-5.05,0,34,29.64,nu,048C,D,235,Q3,0.9,Q3,64,Q3,0,-99999,-99999,1,0.4,13,0.68,13,Webb_Anderson_1998&Dowrick_Rhoades1998,0.037000865,0.037129666,0.037329787,0.037648309,0.038183998,0.041635239,0.04608222,0.049390501,0.076591393,0.104831432,0.116668571,0.058037321,0.047482931,0.039474134,0.032656474,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.041504908,0.041707872,0.042044708,0.042523758,0.043190438,0.045871976,0.051402293,0.054189217,0.082059188,0.112777665,0.143512474,0.078282479,0.066405703,0.045924951,0.042651701,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.036924,0.041508,0.022251,0.027174
1558224,1977-01-18T05:41:48.207000Z,A77601A1,6.02,0.15,Slab,R,1,213,68,251,special,-41.73,174.3,-41.2263,174.8719,5941084.19,2618142.66,5996147,2666912,9.4,9.4,73.53,81.03,68.88,76.33,-9.15,-72.74,0,34,29.64,nu,601A,D,161,Q3,2.3,Q3,297,Q3,0,-99999,-99999,1,0.4,20,0.68,20,Webb_Anderson_1998&Dowrick_Rhoades1998,0.043801655,0.04408025,0.044564958,0.0451818,0.045163126,0.046585366,0.060082044,0.065843109,0.095395779,0.103906014,0.068382414,0.05911698,0.065883415,0.055462893,0.027105745,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.05577126,0.056159629,0.056868832,0.058037218,0.059471376,0.065129263,0.084958434,0.088282011,0.124047423,0.119101986,0.08723055,0.063116425,0.089396488,0.062939295,0.031686819,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.043685,0.055421,0.023094,0.026097
1558224,1977-01-18T05:41:48.207000Z,A77902A1,6.02,0.15,Slab,R,1,213,68,251,special,-41.73,174.3,-41.2776,174.7793,5941084.19,2618142.66,5990617,2659034,9.4,9.4,64.22,72.68,59.54,67.99,-5.56,-63.81,0,34,29.64,nu,902A,D,275,Q2,1.25,Q2,1.32E+02,Q2,0,-99999,-99999,1,0.5,20,0.85,20,Webb_Anderson_1998&Dowrick_Rhoades1998,0.08192983,0.082424477,0.083136918,0.084446887,0.087087845,0.091668594,0.130381943,0.19234516,0.173326543,0.2009331,0.191200168,0.139161747,0.111500621,0.068754112,0.029824303,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.112038574,0.112510586,0.113365062,0.115364724,0.120553157,0.120274063,0.158393962,0.217087318,0.202821958,0.259992492,0.264696607,0.191813061,0.151982108,0.096547641,0.033671982,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.081898,0.112007,0.047444,0.060139
1558224,1977-01-18T05:41:48.207000Z,A77907A1,6.02,0.15,Slab,R,1,213,68,251,special,-41.73,174.3,-41.2788,174.7785,5941084.19,2618142.66,5990481,2658964,9.4,9.4,64.07,72.55,59.39,67.86,-5.57,-63.66,0,34,29.64,nu,907A,D,250,Q2,1.2,Q2,116,Q2,0,-99999,-99999,1,0.47,18,0.799,18,Webb_Anderson_1998&Dowrick_Rhoades1998,0.079752581,0.080001316,0.080383675,0.080862629,0.081513078,0.094544697,0.121121932,0.131135146,0.153664117,0.194634324,0.187021214,0.180822633,0.128364412,0.062465204,0.027524019,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.088844342,0.089088666,0.089517122,0.09019375,0.091233329,0.098944843,0.142471642,0.152399515,0.214368292,0.211612212,0.220238996,0.201106259,0.149509215,0.069498907,0.038340182,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.079581,0.088573,0.052515,0.058943
