CuspID,Origin_time,Record,Mw,MwUncert,TectClass,Mech,PreferredFaultPlane,Strike,Dip,Rake,Location,HypLat,HypLon,StationLat,StationLon,HypN,HypE,StationN,StationE,LENGTH_km,WIDTH_km,Repi_km,Rhyp_km,Rjb_km,Rrup_km,Rx_km,Ry_km,Rvol_km,HypDepth_km,ZTOR_km,HWFW,SiteCode,SiteClass1170,Vs30,Vs30Uncert,Tsite,TsiteUncert,Z1,Z1Uncertainty,Directivity,Pulse_or,Pulse_T,S_Trigger_Flag,fcButterHP,f_iniLP,fmin,fmax,References,f100.0000SA_RotD50,f50.0000SA_RotD50,f33.3333SA_RotD50,f25.0000SA_RotD50,f20.0000SA_RotD50,f13.3333SA_RotD50,f10.0000SA_RotD50,f6.6667SA_RotD50,f5.0000SA_RotD50,f4.0000SA_RotD50,f3.3333SA_RotD50,f2.5000SA_RotD50,f2.0000SA_RotD50,f1.3333SA_RotD50,f1.0000SA_RotD50,f0.6667SA_RotD50,f0.5000SA_RotD50,f0.3333SA_RotD50,f0.2500SA_RotD50,f0.2000SA_RotD50,f0.1333SA_RotD50,f0.1000SA_RotD50,f100.0000SA_RotD100,f50.0000SA_RotD100,f33.3333SA_RotD100,f25.0000SA_RotD100,f20.0000SA_RotD100,f13.3333SA_RotD100,f10.0000SA_RotD100,f6.6667SA_RotD100,f5.0000SA_RotD100,f4.0000SA_RotD100,f3.3333SA_RotD100,f2.5000SA_RotD100,f2.0000SA_RotD100,f1.3333SA_RotD100,f1.0000SA_RotD100,f0.6667SA_RotD100,f0.5000SA_RotD100,f0.3333SA_RotD100,f0.2500SA_RotD100,f0.2000SA_RotD100,f0.1333SA_RotD100,f0.1000SA_RotD100,PGA_RotD50,PGA_RotD100,PGV_RotD50,PGV_RotD100
1553782,1971-08-13T14:42:41.636000Z,A71053A1,5.7,0.15,Crustal,S,1,242,83,207,special,-42.13,172.1,-42.3786,172.3329,5897058.69,2435589.3,5869623,2455066,6.51,6.51,33.64,34.99,33.13,33.79,-32.97,-4.32,0,9,5.77,fw,053A,C,391,Q3,0.27,Q3,20,Q3,0,-99999,-99999,1,0.4,18,0.68,18,Anderson_etal_1993&Dowrick_Rhoades_1998,0.056234808,0.056797181,0.058027897,0.06014918,0.064248861,0.127572972,0.124760583,0.171503407,0.211561442,0.246177062,0.208147905,0.143319607,0.073088665,0.124239683,0.054149903,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.070711356,0.071130771,0.071872237,0.07290989,0.073216382,0.140895157,0.171603808,0.237148043,0.242864156,0.291200353,0.262244388,0.184486341,0.081805255,0.16402529,0.070534255,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.056127,0.07071,0.042573,0.053299
1556608,1975-06-10T10:11:17.094000Z,K75301A2,5.62,0.15,Slab,N,1,250,56,257,special,-40.34,175.93,-40.3553,175.6152,6092087.55,2758882.27,6091232,2732094,5.9,5.9,26.73,46.53,23.88,44.21,10.02,25.47,0,38,35.54,nu,301A,D,341,Q3,0.7,Q2,60,Q3,0,-99999,-99999,1,0.4,19,0.68,19,Webb_Anderson_1998&Dowrick_Rhoades1998,0.037871139,0.038529381,0.039758965,0.04176309,0.044971414,0.081253394,0.124291065,0.134898427,0.170889021,0.089283911,0.085057339,0.083745997,0.070358989,0.037502979,0.04302327,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.043985939,0.044331736,0.044904501,0.045952494,0.050136489,0.088163911,0.148354384,0.1689815,0.188350004,0.101451639,0.106021837,0.112121479,0.089464232,0.050431805,0.0589362,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.037864,0.043987,0.023645,0.030684
1556608,1975-06-10T10:11:17.094000Z,K75340A1,5.62,0.15,Slab,N,1,250,56,257,special,-40.34,175.93,-40.3863,175.6165,6092087.55,2758882.27,6087788,2732102,5.9,5.9,27.06,46.71,24.14,44.26,6.78,26.64,0,38,35.54,nu,340A,D,283,Q3,0.96,Q3,90,Q3,0,-99999,-99999,1,0.65,18,1.105,18,Webb_Anderson_1998&Dowrick_Rhoades1998,0.049391835,0.049792926,0.050480861,0.051619684,0.054212516,0.110949501,0.138434187,0.13419118,0.251368785,0.197960659,0.266342487,0.090455618,0.087946294,0.029841978,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.063142197,0.063709022,0.064732018,0.0662058,0.066875322,0.138769484,0.149447818,0.174016412,0.341387335,0.22807929,0.332396869,0.104475368,0.099604911,0.039356957,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.049392,0.063153,0.024416,0.028186
1557438,1976-05-04T13:56:29.201000Z,A76080B1,6.51,0.15,Interface,O,1,48,47,130,special,-44.67,167.45,-44.6729,167.9264,5600506.59,2070223.23,5602634,2107939,22.44,22.44,37.67,39.08,27.88,31.04,31.31,29.45,0,10,1.79,nu,080B,C,210,Q3,0.57,Q3,30,Q3,0,-99999,-99999,1,0.2,29,0.34,29,Anderson_etal_1993&Dowrick_Rhoades_1998,0.088292434,0.089056995,0.091558751,0.103025875,0.119204195,0.124036763,0.184499593,0.20130854,0.149162664,0.206053911,0.280960749,0.342599944,0.424929948,0.147945481,0.138462342,0.047277755,0.024632315,-99999,-99999,-99999,-99999,-99999,0.098438233,0.098917439,0.100902557,0.116352967,0.135288391,0.152922006,0.248864547,0.226644539,0.208281577,0.260353284,0.317609505,0.421267123,0.58898495,0.202328395,0.179032622,0.051977167,0.032970502,-99999,-99999,-99999,-99999,-99999,0.087882,0.098438,0.089847,0.115009
1557438,1976-05-04T13:56:29.201000Z,K76070A1,6.51,0.15,Interface,O,1,48,47,130,special,-44.67,167.45,-45.4167,167.7191,5600506.59,2070223.23,5519112,2096857,22.44,22.44,85.68,86.25,77.38,79.21,85.96,-34.67,0,10,1.79,nu,TAFS,D,298,Q3,1.4,Q3,200,Q3,0,-99999,-99999,1,0.28,11,0.476,11,Anderson_etal_1993&Dowrick_Rhoades_1998,0.024410153,0.024516222,0.024624149,0.024815243,0.025112152,0.027629988,0.078512248,0.081358222,0.072033195,0.063453496,0.098455069,0.060481906,0.059565977,0.075317282,0.051129146,0.066759558,0.037000237,-99999,-99999,-99999,-99999,-99999,0.029524244,0.029612376,0.029757837,0.029979267,0.030230274,0.032246115,0.087973505,0.103609066,0.084925124,0.084297188,0.12767072,0.074312238,0.066516221,0.096858693,0.058765526,0.070195886,0.048380382,-99999,-99999,-99999,-99999,-99999,0.024409,0.029457,0.031912,0.037482
1557438,1976-05-04T13:56:29.201000Z,K76089A1,6.51,0.15,Interface,O,1,48,47,130,special,-44.67,167.45,-44.6946,169.143,5600506.59,2070223.23,5605452,2204373,22.44,22.44,133.87,134.63,124.04,125.19,93.74,103,0,10,1.79,nu,WNPS,D,330,Q3,2.1,Q3,300,Q3,0,-99999,-99999,1,0.25,15,0.425,15,Anderson_etal_1993&Dowrick_Rhoades_1998,0.031049398,0.031165719,0.031258786,0.031449837,0.03193941,0.042704018,0.056632601,0.071402027,0.088985843,0.121860768,0.078150328,0.066388514,0.092541131,0.116621322,0.094672459,0.076663821,0.040061471,-99999,-99999,-99999,-99999,-99999,0.0397624,0.03989237,0.040148047,0.040523891,0.041032064,0.052447502,0.06897361,0.08989496,0.110863591,0.135052338,0.101986857,0.092457929,0.112660209,0.127728979,0.120860045,0.089524492,0.046494359,-99999,-99999,-99999,-99999,-99999,0.031017,0.039762,0.04426,0.048661
1558224,1977-01-18T05:41:48.207000Z,A77048C1,6.02,0.15,Slab,R,1,213,68,251,special,-41.73,174.3,-41.5138,173.9572,5941084.19,2618142.66,5965463,2589883,9.4,9.4,37.28,50.49,35.45,48.97,38.74,-5.05,0,34,29.64,nu,048C,D,235,Q3,0.9,Q3,64,Q3,0,-99999,-99999,1,0.4,13,0.68,13,Webb_Anderson_1998&Dowrick_Rhoades1998,0.036997181,0.037129791,0.0373153,0.037662433,0.038172023,0.043603614,0.056846305,0.058236491,0.123746825,0.180831339,0.241002509,0.090558713,0.104836828,0.063723133,0.060901773,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.041507811,0.041712182,0.042084999,0.042580067,0.043283963,0.045640855,0.062059132,0.064980207,0.144560315,0.219639489,0.321534484,0.106209608,0.14791738,0.086012485,0.082648868,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.036924,0.041508,0.022251,0.027174
1558224,1977-01-18T05:41:48.207000Z,A77601A1,6.02,0.15,Slab,R,1,213,68,251,special,-41.73,174.3,-41.2263,174.8719,5941084.19,2618142.66,5996147,2666912,9.4,9.4,73.53,81.03,68.88,76.33,-9.15,-72.74,0,34,29.64,nu,601A,D,161,Q3,2.3,Q3,297,Q3,0,-99999,-99999,1,0.4,20,0.68,20,Webb_Anderson_1998&Dowrick_Rhoades1998,0.043812467,0.0441136,0.044629319,0.04535488,0.04553296,0.054501235,0.085475294,0.088527313,0.121345646,0.187274545,0.09512906,0.083276989,0.134664016,0.087363319,0.042260483,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.055784496,0.05617597,0.056920161,0.058125791,0.059379561,0.067700764,0.104206669,0.097646278,0.163664581,0.238260474,0.123118493,0.092678656,0.177382974,0.116372648,0.052776098,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.043685,0.055421,0.023094,0.026097
1558224,1977-01-18T05:41:48.207000Z,A77902A1,6.02,0.15,Slab,R,1,213,68,251,special,-41.73,174.3,-41.2776,174.7793,5941084.19,2618142.66,5990617,2659034,9.4,9.4,64.22,72.68,59.54,67.99,-5.56,-63.81,0,34,29.64,nu,902A,D,275,Q2,1.25,Q2,1.32E+02,Q2,0,-99999,-99999,1,0.5,20,0.85,20,Webb_Anderson_1998&Dowrick_Rhoades1998,0.081950863,0.082479202,0.083163869,0.084588395,0.09457838,0.099473131,0.216820491,0.27717919,0.322271369,0.409954056,0.263761434,0.207434864,0.201003002,0.102802957,0.049282968,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.112013837,0.112445776,0.113383168,0.115317523,0.129751897,0.120380385,0.252015829,0.300898341,0.346856828,0.502958878,0.355889605,0.289400172,0.245011103,0.144297667,0.054293194,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.081898,0.112007,0.047444,0.060139
1558224,1977-01-18T05:41:48.207000Z,A77907A1,6.02,0.15,Slab,R,1,213,68,251,special,-41.73,174.3,-41.2788,174.7785,5941084.19,2618142.66,5990481,2658964,9.4,9.4,64.07,72.55,59.39,67.86,-5.57,-63.66,0,34,29.64,nu,907A,D,250,Q2,1.2,Q2,116,Q2,0,-99999,-99999,1,0.47,18,0.799,18,Webb_Anderson_1998&Dowrick_Rhoades1998,0.079748752,0.080001963,0.080368805,0.08087768,0.081993347,0.109467442,0.225866286,0.174552345,0.286775795,0.315526252,0.270009688,0.299779944,0.196818633,0.091995763,0.037474788,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.088848003,0.08908593,0.089513925,0.090136697,0.091286216,0.120981147,0.261981238,0.235286491,0.390945562,0.354101109,0.301798694,0.333440403,0.231220466,0.106194766,0.048957151,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.079581,0.088573,0.052515,0.058943
