CuspID,Origin_time,Record,Mw,MwUncert,TectClass,Mech,PreferredFaultPlane,Strike,Dip,Rake,Location,HypLat,HypLon,StationLat,StationLon,HypN,HypE,StationN,StationE,LENGTH_km,WIDTH_km,Repi_km,Rhyp_km,Rjb_km,Rrup_km,Rx_km,Ry_km,Rvol_km,HypDepth_km,ZTOR_km,HWFW,SiteCode,SiteClass1170,Vs30,Vs30Uncert,Tsite,TsiteUncert,Z1,Z1Uncertainty,Directivity,Pulse_or,Pulse_T,S_Trigger_Flag,fcButterHP,f_iniLP,fmin,fmax,References,f100.0000SA_GeoMean,f50.0000SA_GeoMean,f33.3333SA_GeoMean,f25.0000SA_GeoMean,f20.0000SA_GeoMean,f13.3333SA_GeoMean,f10.0000SA_GeoMean,f6.6667SA_GeoMean,f5.0000SA_GeoMean,f4.0000SA_GeoMean,f3.3333SA_GeoMean,f2.5000SA_GeoMean,f2.0000SA_GeoMean,f1.3333SA_GeoMean,f1.0000SA_GeoMean,f0.6667SA_GeoMean,f0.5000SA_GeoMean,f0.3333SA_GeoMean,f0.2500SA_GeoMean,f0.2000SA_GeoMean,f0.1333SA_GeoMean,f0.1000SA_GeoMean,PGA_Geomean,PGV_Geomean
2165572,2004-01-02T03:49:58.439000Z,20040102_034959_MANS,4.52,0.1,Slab,U,0,248,73,126,simulps,-44.9823,166.8692,-45.5212,167.2781,5562610.16,2026877.26,5505204,2063228,1.7,1.7,67.94,72.68,67.4,72.08,-99999,-99999,0,25.53,24.87,nu,MANS,A,1500,Q3,-1,Q3,0,Q3,0,-99999,-99999,0,0.4,32,0.68,32,Ristau2013,0.002484075,0.002518175,0.002750344,0.002825503,0.003739267,0.004713789,0.005617128,0.006635845,0.007868435,0.007036784,0.00574695,0.002998953,0.00227298,0.00092154,0.000467366,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.002474,0.000887
2165572,2004-01-02T03:49:58.439000Z,20040102_034959_TAFS,4.52,0.1,Slab,U,0,248,73,126,simulps,-44.9823,166.8692,-45.4167,167.7191,5562610.16,2026877.26,5519112,2096857,1.7,1.7,82.26,86.33,81.65,85.73,-99999,-99999,0,25.53,24.87,nu,TAFS,D,298,Q3,1.4,Q3,200,Q3,0,-99999,-99999,0,0.32,32,0.544,32,Ristau2013,0.009611613,0.009720838,0.009943212,0.010110317,0.010169002,0.012506432,0.016138912,0.022356462,0.031034648,0.020726385,0.017804679,0.012750585,0.007478166,0.003097354,0.002088127,0.000776941,-99999,-99999,-99999,-99999,-99999,-99999,0.009568,0.003667
2192455,2004-02-28T14:46:37.853999Z,20040228_144636_MANS,4.25,0.1,Interface,O,1,28,54,58,simulps,-45.2383,166.8417,-45.5212,167.2781,5534076.81,2026855.89,5505204,2063228,1.66,1.66,46.38,53.16,45.88,53.01,46.16,-8.42,0,25.62,24.95,nu,MANS,A,1500,Q3,-1,Q3,0,Q3,0,-99999,-99999,0,0.5,45,0.85,45,Ristau2013,0.00354724,0.003742238,0.004275612,0.004918194,0.006083853,0.009099085,0.007660484,0.007752052,0.007675998,0.00836547,0.00660125,0.004766473,0.002620645,0.000982679,0.000465531,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.00348,0.001492
2192455,2004-02-28T14:46:37.853999Z,20040228_144636_MLZ,4.25,0.1,Interface,O,1,28,54,58,simulps,-45.2383,166.8417,-45.3665,168.1184,5534076.81,2026855.89,5526603,2127761,1.66,1.66,100.86,104.52,100.31,104.11,93.09,40.77,0,25.62,24.95,nu,MLZ,B,1200,Q3,-1,Q1,0,Q1,0,-99999,-99999,0,0.3,24.5,0.51,24.5,Ristau2013,0.002061285,0.002100633,0.002174856,0.002316146,0.002509961,0.00375699,0.005476189,0.005798595,0.005935216,0.00283814,0.002570735,0.001427864,0.001102761,0.000341141,0.000215496,0.000072968,-99999,-99999,-99999,-99999,-99999,-99999,0.002048,0.000554
2192455,2004-02-28T14:46:37.853999Z,20040228_144636_TAFS,4.25,0.1,Interface,O,1,28,54,58,simulps,-45.2383,166.8417,-45.4167,167.7191,5534076.81,2026855.89,5519112,2096857,1.66,1.66,71.4,76.1,70.88,75.81,69.32,19.65,0,25.62,24.95,nu,TAFS,D,298,Q3,1.4,Q3,200,Q3,0,-99999,-99999,0,0.32,26,0.544,26,Ristau2013,0.007129067,0.007286022,0.007574571,0.008590222,0.008827513,0.014403542,0.019500528,0.025331272,0.020936889,0.014906831,0.008875385,0.005309631,0.00399015,0.002241181,0.002177653,0.000605812,-99999,-99999,-99999,-99999,-99999,-99999,0.007089,0.002159
2207959,2004-04-01T15:13:28.768000Z,20040401_151329_DVHS,4.34,0.1,Slab,N,0,216,55,-9.20E+01,simulps,-39.9732,176.6545,-40.2017,176.1014,6130497.64,2822078.32,6106936,2773970,1.4,1.4,53.48,69.94,52.84,69.37,-99999,-99999,0,44.74,44.27,nu,DVHS,C,360,Q3,0.58,Q3,55,Q3,0,-99999,-99999,0,0.4,32,0.68,32,Ristau2013,0.005952172,0.00610288,0.006406639,0.007059282,0.007178139,0.012795767,0.016790975,0.016040807,0.008831388,0.005459652,0.005526069,0.004442397,0.002836631,0.001195022,0.000606926,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.00591,0.001338
2207959,2004-04-01T15:13:28.768000Z,20040401_151329_PGFS,4.34,0.1,Slab,N,0,216,55,-9.20E+01,simulps,-39.9732,176.6545,-40.3022,176.6118,6130497.64,2822078.32,6094139,2816941,1.4,1.4,36.77,57.89,36.13,57.37,-99999,-99999,0,44.74,44.27,nu,PGFS,D,210,Q3,0.67,Q1,50,Q3,0,-99999,-99999,0,0.3,20,0.51,20,Ristau2013,0.014741459,0.014870868,0.015059418,0.015347708,0.015643509,0.018915345,0.031010493,0.042462166,0.052396845,0.048095727,0.035680426,0.017955974,0.015256508,0.005289556,0.00213489,0.000721872,-99999,-99999,-99999,-99999,-99999,-99999,0.01468,0.005559
2207959,2004-04-01T15:13:28.768000Z,20040401_151329_PWZ,4.34,0.1,Slab,N,0,216,55,-9.20E+01,simulps,-39.9732,176.6545,-40.0297,176.862,6130497.64,2822078.32,6123470,2839564,1.4,1.4,18.76,48.61,18.27,48.19,-99999,-99999,0,44.74,44.27,nu,PWZ,B,1000,Q3,0.5,Q3,0,Q3,0,-99999,-99999,0,0.1,43,0.17,43,Ristau2013,0.003163594,0.003185967,0.003239694,0.003367174,0.003550725,0.003873079,0.005011276,0.006388714,0.007004902,0.009610303,0.012099581,0.006056489,0.005041306,0.00211745,0.00105563,0.000440661,0.000245319,0.000085892,0.000042013,0.000026092,-99999,-99999,0.003159,0.001964
2207959,2004-04-01T15:13:28.768000Z,20040401_151329_TSZ,4.34,0.1,Slab,N,0,216,55,-9.20E+01,simulps,-39.9732,176.6545,-40.0586,175.9611,6130497.64,2822078.32,6123223,2762619,1.4,1.4,59.81,75.09,59.23,74.56,-99999,-99999,0,44.74,44.27,nu,TSZ,B,800,Q3,0.4,Q1,0,Q3,0,-99999,-99999,0,0.35,40,0.595,40,Ristau2013,0.004996082,0.00505447,0.005188978,0.005303398,0.005634893,0.007360047,0.008894839,0.012771746,0.014218109,0.00739452,0.005019666,0.004166126,0.002231364,0.000983795,0.00058732,0.00022496,-99999,-99999,-99999,-99999,-99999,-99999,0.004968,0.001498
2207959,2004-04-01T15:13:28.768000Z,20040401_151329_WAKS,4.34,0.1,Slab,N,0,216,55,-9.20E+01,simulps,-39.9732,176.6545,-39.7727,176.2517,6130497.64,2822078.32,6154073,2788506,1.4,1.4,40.97,61.03,40.5,60.62,-99999,-99999,0,44.74,44.27,nu,WAKS,C,555,Q3,0.1,Q3,6,Q3,0,-99999,-99999,0,0.3,32,0.51,32,Ristau2013,0.018198889,0.018698978,0.019543381,0.021353684,0.025127968,0.069565451,0.04125829,0.029408878,0.019886628,0.022744521,0.019219892,0.009278886,0.006080538,0.003305902,0.001873674,0.000649701,-99999,-99999,-99999,-99999,-99999,-99999,0.017956,0.004298
2207959,2004-04-01T15:13:28.768000Z,20040401_151329_WBFS,4.34,0.1,Slab,N,0,216,55,-9.20E+01,simulps,-39.9732,176.6545,-40.4009,176.3111,6130497.64,2822078.32,6084187,2790992,1.4,1.4,55.79,71.58,55.11,70.98,-99999,-99999,0,44.74,44.27,nu,WBFS,B,800,Q3,<0.1,Q3,3,Q3,0,-99999,-99999,0,0.7,30,1.19,30,Ristau2013,0.005849322,0.005979043,0.006227105,0.006215736,0.007789996,0.009726624,0.012173547,0.014416518,0.011171738,0.008687416,0.005958537,0.003428952,0.002292961,0.000742833,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.005798,0.001498
2207959,2004-04-01T15:13:28.768000Z,20040401_151329_WPWS,4.34,0.1,Slab,N,0,216,55,-9.20E+01,simulps,-39.9732,176.6545,-39.9439,176.5843,6130497.64,2822078.32,6133991,2816218,1.4,1.4,6.81,45.4,6.34,44.92,-99999,-99999,0,44.74,44.27,nu,WPWS,C,270,Q3,0.4,Q3,20,Q3,0,-99999,-99999,0,0.5,35,0.85,35,Ristau2013,0.006956812,0.007093857,0.007320365,0.007777016,0.00900602,0.012658092,0.01253831,0.01533173,0.010954682,0.012487022,0.011911588,0.007548079,0.005035271,0.001906868,0.000930425,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.006923,0.002594
2215591,2004-04-17T00:18:41.664000Z,20040417_001841_NAMS,4.7,0.1,Slab,R,0,43,67,93,simulps,-37.9482,176.6452,-39.4884,176.9189,6355125.4,2830454.88,6183307,2847012,2.1,2.1,172.91,223.65,172.03,222.85,-99999,-99999,0,142.19,141.52,nu,NAMS,C,268,Q3,0.4,Q3,20,Q3,0,-99999,-99999,1,0.55,40,0.935,40,Ristau2013,0.002728968,0.002762832,0.002865005,0.002809622,0.002888738,0.003595521,0.004119189,0.00825633,0.007529282,0.006114319,0.004064214,0.003672244,0.002085366,0.000570696,0.000332212,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.002721,0.000963
2215591,2004-04-17T00:18:41.664000Z,20040417_001841_NCDS,4.7,0.1,Slab,R,0,43,67,93,simulps,-37.9482,176.6452,-39.4984,176.8761,6355125.4,2830454.88,6182359,2843283,2.1,2.1,173.54,224.12,172.66,223.33,-99999,-99999,0,142.19,141.52,nu,NCDS,E,162,Q3,1.25,Q2,110,Q3,0,-99999,-99999,1,0.55,31,0.935,31,Ristau2013,0.003620177,0.003674144,0.003759304,0.003859422,0.004264377,0.006286147,0.00984542,0.012312622,0.009593378,0.003888511,0.003664601,0.002646269,0.001455698,0.000929927,0.000373423,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.003594,0.000889
2215591,2004-04-17T00:18:41.664000Z,20040417_001841_NCHS,4.7,0.1,Slab,R,0,43,67,93,simulps,-37.9482,176.6452,-39.5066,176.8968,6355125.4,2830454.88,6181368,2845019,2.1,2.1,174.66,225,173.79,224.2,-99999,-99999,0,142.19,141.52,nu,NCHS,E,200,Q3,2.2,Q3,200,Q3,0,-99999,-99999,1,0.6,24,1.02,24,Ristau2013,0.002627758,0.00266711,0.002735817,0.002849375,0.003046679,0.004017316,0.00558663,0.015172746,0.008273292,0.007708027,0.004134753,0.002063033,0.001209278,0.000629176,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.002617,0.000813
2215591,2004-04-17T00:18:41.664000Z,20040417_001841_NSPS,4.7,0.1,Slab,R,0,43,67,93,simulps,-37.9482,176.6452,-39.4896,176.9159,6355125.4,2830454.88,6183187,2846745,2.1,2.1,173,223.71,172.13,222.92,-99999,-99999,0,142.19,141.52,nu,NSPS,B,900,Q3,1,Q2,2,Q3,0,-99999,-99999,1,0.45,40,0.765,40,Ristau2013,0.003069661,0.003157725,0.003420515,0.003944456,0.003772428,0.006077619,0.009271656,0.013395376,0.008670333,0.006488004,0.003487475,0.002531337,0.001268517,0.000382312,0.000241195,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.003044,0.000813
2227755,2004-05-09T20:31:19.530999Z,20040509_203119_PUZ,4.29,0.1,Slab,U,0,0,69,113,simulps,-38.2483,178.2915,-38.0715,178.2572,6314691.57,2973029.67,6334449,2971222,1.3,1.3,19.89,25.15,19.27,24.52,-99999,-99999,0,15.02,14.56,nu,PUZ,B,1000,Q3,0.4,Q3,0,Q3,0,-99999,-99999,0,0.18,32,0.306,32,Ristau2013,0.002770509,0.002793711,0.002834963,0.002888142,0.003007211,0.003653974,0.004211382,0.006534222,0.009416281,0.007217819,0.004626781,0.002507458,0.002777144,0.001357925,0.000856744,0.000296646,0.000176305,0.000067886,-99999,-99999,-99999,-99999,0.002765,0.001308
2227755,2004-05-09T20:31:19.530999Z,20040509_203119_TBAS,4.29,0.1,Slab,U,0,0,69,113,simulps,-38.2483,178.2915,-38.3728,178.3008,6314691.57,2973029.67,6300850,2973031,1.3,1.3,13.86,20.43,13.25,19.98,-99999,-99999,0,15.02,14.56,nu,TBAS,D,210,Q3,1.1,Q1,80,Q3,0,-99999,-99999,0,0.32,20,0.544,20,Ristau2013,0.010955377,0.011019989,0.011129132,0.011310851,0.011622003,0.013095886,0.014815231,0.027095691,0.046484739,0.032953362,0.028347413,0.024378295,0.022233157,0.01821431,0.012632435,0.002380833,-99999,-99999,-99999,-99999,-99999,-99999,0.010935,0.006695
2228901,2004-05-11T23:22:02.507000Z,20040511_232203_PUZ,4.82,0.1,Crustal,N,0,6,63,-9.80E+01,simulps,-38.0355,178.2003,-38.0715,178.2572,6338741.93,2966420.13,6334449,2971222,2.4,2.4,6.39,12.33,5.47,11.47,-99999,-99999,0,10.08,9.28,nu,PUZ,B,1000,Q3,0.4,Q3,0,Q3,0,-99999,-99999,0,0.07,55,0.119,55,Ristau2013,0.012333278,0.012568158,0.012995738,0.014078183,0.016011956,0.019738743,0.028382912,0.037078016,0.037314396,0.024064837,0.027545077,0.028605268,0.02480035,0.011237111,0.005284489,0.002094814,0.001399002,0.000934231,0.000562284,0.000422406,0.000172181,-99999,0.012277,0.006853
2228901,2004-05-11T23:22:02.507000Z,20040511_232203_TDHS,4.82,0.1,Crustal,N,0,6,63,-9.80E+01,simulps,-38.0355,178.2003,-37.6333,178.3654,6338741.93,2966420.13,6382465,2983530,2.4,2.4,47.01,48.02,45.84,46.89,-99999,-99999,0,10.08,9.28,nu,TDHS,D,210,Q3,0.8,Q3,50,Q3,0,-99999,-99999,0,0.2,20,0.34,20,Ristau2013,0.004215037,0.004234718,0.004268369,0.004317766,0.004400423,0.004760028,0.005345761,0.009477854,0.011384361,0.013262947,0.010999691,0.011408937,0.008885458,0.00995057,0.004006635,0.001893368,0.000855856,-99999,-99999,-99999,-99999,-99999,0.004205,0.003145
2228945,2004-05-12T01:21:08.919999Z,20040512_012109_GISS,4.57,0.1,Crustal,N,0,4,63,-1.06E+02,simulps,-38.028,178.222,-38.6665,178.0227,6339463.57,2968367.35,6269685,2946952,1.8,1.8,73.09,73.8,72.22,72.92,-99999,-99999,0,10.89,10.27,nu,GISS,D,138,Q2,1,Q1,40,Q3,0,-99999,-99999,1,0.5,10,0.85,10,Ristau2013,0.002959259,0.002968248,0.002983452,0.003005252,0.003034092,0.003142913,0.003405233,0.004700751,0.007052327,0.007937912,0.011644089,0.007188232,0.00897331,0.004061428,0.002372814,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.002957,0.002023
2228945,2004-05-12T01:21:08.919999Z,20040512_012109_GWTS,4.57,0.1,Crustal,N,0,4,63,-1.06E+02,simulps,-38.028,178.222,-38.6257,177.9216,6339463.57,2968367.35,6274694,2938413,1.8,1.8,71.44,72.19,70.58,71.32,-99999,-99999,0,10.89,10.27,nu,GWTS,D,245,Q3,1.5,Q3,125,Q3,0,-99999,-99999,1,0.45,10,0.765,10,Ristau2013,0.003094633,0.003101105,0.003111853,0.003127145,0.003147026,0.003219074,0.003359221,0.003976307,0.005538595,0.006219503,0.008310955,0.00975653,0.006947966,0.005281013,0.004256352,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.003091,0.002842
2228945,2004-05-12T01:21:08.919999Z,20040512_012109_PUZ,4.57,0.1,Crustal,N,0,4,63,-1.06E+02,simulps,-38.028,178.222,-38.0715,178.2572,6339463.57,2968367.35,6334449,2971222,1.8,1.8,5.74,12.71,4.97,12,-99999,-99999,0,10.89,10.27,nu,PUZ,B,1000,Q3,0.4,Q3,0,Q3,0,-99999,-99999,0,0.06,36,0.102,36,Ristau2013,0.014564774,0.014770439,0.01518803,0.01627559,0.017190949,0.023252784,0.031196532,0.039621501,0.047202698,0.029392447,0.034629435,0.03080717,0.025709275,0.015904792,0.01217759,0.005894485,0.002796578,0.001221248,0.00077235,0.000480026,0.000175977,-99999,0.014511,0.010204
2228945,2004-05-12T01:21:08.919999Z,20040512_012109_TBAS,4.57,0.1,Crustal,N,0,4,63,-1.06E+02,simulps,-38.028,178.222,-38.3728,178.3008,6339463.57,2968367.35,6300850,2973031,1.8,1.8,38.95,40.39,38.1,39.53,-99999,-99999,0,10.89,10.27,nu,TBAS,D,210,Q3,1.1,Q1,80,Q3,0,-99999,-99999,1,0.3,13,0.51,13,Ristau2013,0.00621651,0.006237552,0.006272999,0.006323841,0.006391623,0.006665337,0.006932553,0.010533149,0.011921279,0.014634595,0.017818403,0.018728918,0.016492752,0.013033042,0.007268835,0.001749026,-99999,-99999,-99999,-99999,-99999,-99999,0.006211,0.004552
2229114,2004-05-12T09:52:57.378999Z,20040512_095257_ARKS,4.54,0.1,Slab,U,0,212,85,-1.25E+02,simulps,-40.6182,175.7817,-41.2421,174.9441,6061623,2745311.52,5994261,2672928,1.7,1.7,98.81,103.45,98.04,102.77,-99999,-99999,0,30.33,29.65,nu,ARKS,C,270,Q3,0.33,Q1,20,Q2,0,-99999,-99999,1,0.6,28,1.02,28,Ristau2013,0.00377148,0.003842514,0.003962188,0.004260321,0.005046314,0.006743248,0.014116513,0.01183166,0.00905767,0.008794156,0.006523901,0.005048624,0.0026462,0.000769549,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.003753,0.001079
2229114,2004-05-12T09:52:57.378999Z,20040512_095257_CPFS,4.54,0.1,Slab,U,0,212,85,-1.25E+02,simulps,-40.6182,175.7817,-40.8988,176.221,6061623,2745311.52,6029214,2781323,1.7,1.7,48.4,57.16,47.9,56.55,-99999,-99999,0,30.33,29.65,nu,CPFS,C,350,Q3,0.33,Q1,10,Q2,0,-99999,-99999,0,0.23,18,0.391,18,Ristau2013,0.00835326,0.008413441,0.008543356,0.008720239,0.008998493,0.010636836,0.014572278,0.017215991,0.023809648,0.021894604,0.016238363,0.020506725,0.009236612,0.004267103,0.002770772,0.000935492,0.000460607,-99999,-99999,-99999,-99999,-99999,0.008337,0.003552
2229114,2004-05-12T09:52:57.378999Z,20040512_095257_DVHS,4.54,0.1,Slab,U,0,212,85,-1.25E+02,simulps,-40.6182,175.7817,-40.2017,176.1014,6061623,2745311.52,6106936,2773970,1.7,1.7,53.64,61.71,52.87,60.86,-99999,-99999,0,30.33,29.65,nu,DVHS,C,360,Q3,0.58,Q3,55,Q3,0,-99999,-99999,0,0.5,27,0.85,27,Ristau2013,0.003458495,0.003510551,0.003635715,0.004017654,0.004449415,0.009302619,0.01296675,0.009380513,0.007935633,0.00583381,0.00582514,0.007409642,0.004019868,0.002654076,0.001316579,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.003446,0.001821
2229114,2004-05-12T09:52:57.378999Z,20040512_095257_EKTS,4.54,0.1,Slab,U,0,212,85,-1.25E+02,simulps,-40.6182,175.7817,-40.6495,175.7088,6061623,2745311.52,6058336,2739041,1.7,1.7,7.06,31.38,6.33,30.78,-99999,-99999,0,30.33,29.65,nu,EKTS,C,800,Q3,0.1,Q1,6,Q3,0,-99999,-99999,0,0.27,50,0.459,50,Ristau2013,0.219656818,0.233467279,0.272390784,0.343233849,0.629775097,0.553796626,0.401671774,0.285800177,0.185687311,0.123244695,0.078482308,0.03660781,0.018779024,0.009485571,0.005174862,0.00241546,0.001315437,-99999,-99999,-99999,-99999,-99999,0.215658,0.033313
2229114,2004-05-12T09:52:57.378999Z,20040512_095257_FAHS,4.54,0.1,Slab,U,0,212,85,-1.25E+02,simulps,-40.6182,175.7817,-40.2135,175.573,6061623,2745311.52,6107067,2728976,1.7,1.7,48.34,57.07,47.68,56.35,-99999,-99999,0,30.33,29.65,nu,FAHS,D,270,Q3,0.67,Q1,60,Q3,0,-99999,-99999,0,0.22,45,0.374,45,Ristau2013,0.008099486,0.0082138,0.008460673,0.009215273,0.010218337,0.016698196,0.021792883,0.018359643,0.008767287,0.010096198,0.010974658,0.010715627,0.009329039,0.004789819,0.002314485,0.000793038,0.000515449,-99999,-99999,-99999,-99999,-99999,0.008052,0.003318
2229114,2004-05-12T09:52:57.378999Z,20040512_095257_HOCS,4.54,0.1,Slab,U,0,212,85,-1.25E+02,simulps,-40.6182,175.7817,-40.6216,175.2794,6061623,2745311.52,6062458,2702819,1.7,1.7,42.39,52.23,41.76,51.63,-99999,-99999,0,30.33,29.65,nu,HOCS,D,600,Q3,1.8,Q3,300,Q3,0,-99999,-99999,0,0.24,43,0.408,43,Ristau2013,0.004148536,0.004195837,0.00431799,0.004396955,0.004745487,0.00544623,0.007576663,0.009042253,0.012504775,0.006870209,0.00541629,0.006299674,0.004158495,0.002580626,0.001499878,0.000676267,0.00023854,-99999,-99999,-99999,-99999,-99999,0.004123,0.001847
2229114,2004-05-12T09:52:57.378999Z,20040512_095257_LHES,4.54,0.1,Slab,U,0,212,85,-1.25E+02,simulps,-40.6182,175.7817,-41.2117,174.9033,6061623,2745311.52,5997711,2669586,1.7,1.7,99.01,103.63,98.24,102.95,-99999,-99999,0,30.33,29.65,nu,LHES,D,240,Q3,1.16,Q3,280,Q3,0,-99999,-99999,1,0.33,22,0.561,22,Ristau2013,0.002053124,0.002066842,0.002094055,0.0021447,0.002210981,0.002990609,0.003613945,0.004985051,0.007643478,0.008275153,0.00634289,0.005712518,0.004615121,0.002722362,0.001140751,0.000320351,-99999,-99999,-99999,-99999,-99999,-99999,0.00205,0.001347
2229114,2004-05-12T09:52:57.378999Z,20040512_095257_MNGS,4.54,0.1,Slab,U,0,212,85,-1.25E+02,simulps,-40.6182,175.7817,-39.8079,175.7909,6061623,2745311.52,6151518,2748932,1.7,1.7,90.1,95.05,89.37,94.26,-99999,-99999,0,30.33,29.65,nu,MNGS,D,270,Q3,0.8,Q2,80,Q3,0,-99999,-99999,1,0.3,31,0.51,31,Ristau2013,0.002598007,0.002665106,0.002795571,0.003010371,0.003797117,0.005559429,0.005850345,0.005783726,0.005246628,0.004825207,0.00492272,0.004865408,0.002447533,0.001082264,0.001164676,0.000367469,-99999,-99999,-99999,-99999,-99999,-99999,0.002581,0.00107
2229114,2004-05-12T09:52:57.378999Z,20040512_095257_OTKS,4.54,0.1,Slab,U,0,212,85,-1.25E+02,simulps,-40.6182,175.7817,-40.7549,175.1438,6061623,2745311.52,6047957,2690990,1.7,1.7,55.89,63.7,55.19,63.08,-99999,-99999,0,30.33,29.65,nu,OTKS,D,210,Q3,2,Q1,180,Q3,0,-99999,-99999,0,0.34,30,0.578,30,Ristau2013,0.008721195,0.008806538,0.008935053,0.009053925,0.009376199,0.010422563,0.015953258,0.025352837,0.016260812,0.012163023,0.012872751,0.016883695,0.009893901,0.005185918,0.002372068,0.000862007,-99999,-99999,-99999,-99999,-99999,-99999,0.008684,0.003878
2229114,2004-05-12T09:52:57.378999Z,20040512_095257_PGFS,4.54,0.1,Slab,U,0,212,85,-1.25E+02,simulps,-40.6182,175.7817,-40.3022,176.6118,6061623,2745311.52,6094139,2816941,1.7,1.7,78.53,84.31,77.79,83.52,-99999,-99999,0,30.33,29.65,nu,PGFS,D,210,Q3,0.67,Q1,50,Q3,0,-99999,-99999,1,0.5,22,0.85,22,Ristau2013,0.003129243,0.003140507,0.003159781,0.003189856,0.003199224,0.003472341,0.004677369,0.006253973,0.006427681,0.006875273,0.007709513,0.006596476,0.010215018,0.006965945,0.001902436,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.003126,0.002432
2229114,2004-05-12T09:52:57.378999Z,20040512_095257_PGMS,4.54,0.1,Slab,U,0,212,85,-1.25E+02,simulps,-40.6182,175.7817,-41.2245,174.8794,6061623,2745311.52,5996331,2667551,1.7,1.7,101.45,105.97,100.68,105.28,-99999,-99999,0,30.33,29.65,nu,PGMS,D,200,Q2,2,Q2,250,Q3,0,-99999,-99999,1,0.4,20,0.68,20,Ristau2013,0.002192931,0.002197384,0.002205008,0.00221539,0.002233187,0.002487607,0.003169545,0.004719761,0.005610186,0.005000322,0.004709738,0.007085573,0.007248299,0.004315255,0.001461547,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.002192,0.001824
2229114,2004-05-12T09:52:57.378999Z,20040512_095257_PNBS,4.54,0.1,Slab,U,0,212,85,-1.25E+02,simulps,-40.6182,175.7817,-40.3489,175.6076,6061623,2745311.52,6091952,2731469,1.7,1.7,33.36,45.1,32.73,44.37,-99999,-99999,0,30.33,29.65,nu,PNBS,D,270,Q3,0.7,Q3,60,Q3,0,-99999,-99999,0,0.23,50,0.391,50,Ristau2013,0.015806036,0.016132527,0.016112602,0.017537043,0.021035674,0.030627243,0.039300534,0.042175346,0.032983178,0.025502121,0.020036998,0.012043313,0.008048964,0.0052008,0.002481048,0.000866171,0.000515738,-99999,-99999,-99999,-99999,-99999,0.015734,0.006114
2229114,2004-05-12T09:52:57.378999Z,20040512_095257_SOCS,4.54,0.1,Slab,U,0,212,85,-1.25E+02,simulps,-40.6182,175.7817,-41.2043,174.9159,6061623,2745311.52,5998505,2670660,1.7,1.7,97.68,102.36,96.91,101.67,-99999,-99999,0,30.33,29.65,nu,SOCS,D,300,Q3,1.2,Q3,140,Q3,0,-99999,-99999,1,0.32,25,0.544,25,Ristau2013,0.003227386,0.003255967,0.003310165,0.003418718,0.003717973,0.004326739,0.007356584,0.006423433,0.007094987,0.010019653,0.009073059,0.00714801,0.00684191,0.00296267,0.001171901,0.000342252,-99999,-99999,-99999,-99999,-99999,-99999,0.003215,0.002042
2229114,2004-05-12T09:52:57.378999Z,20040512_095257_THPS,4.54,0.1,Slab,U,0,212,85,-1.25E+02,simulps,-40.6182,175.7817,-39.6768,175.8014,6061623,2745311.52,6166038,2750292,1.7,1.7,104.69,108.97,103.96,108.19,-99999,-99999,0,30.33,29.65,nu,THPS,D,270,Q3,1,Q3,80,Q3,0,-99999,-99999,1,0.4,30,0.68,30,Ristau2013,0.003786446,0.003853459,0.003972075,0.004115218,0.004417486,0.006236849,0.011492845,0.011352093,0.007472201,0.005279746,0.004498625,0.00277183,0.002735088,0.001386917,0.000870667,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.003757,0.00098
2229114,2004-05-12T09:52:57.378999Z,20040512_095257_UHCS,4.54,0.1,Slab,U,0,212,85,-1.25E+02,simulps,-40.6182,175.7817,-41.1268,175.0409,6061623,2745311.52,6006873,2681342,1.7,1.7,84.13,89.51,83.36,88.84,-99999,-99999,0,30.33,29.65,nu,UHCS,D,210,Q3,2,Q2,120,Q3,0,-99999,-99999,0,0.35,35,0.595,35,Ristau2013,0.002311876,0.002337995,0.002384826,0.002554014,0.002837819,0.003909414,0.006523536,0.006145377,0.004438493,0.003684446,0.003713524,0.006242891,0.003687003,0.00147889,0.001189688,0.000415377,-99999,-99999,-99999,-99999,-99999,-99999,0.002305,0.001318
