CuspID,Origin_time,Record,Mw,MwUncert,TectClass,Mech,PreferredFaultPlane,Strike,Dip,Rake,Location,HypLat,HypLon,StationLat,StationLon,HypN,HypE,StationN,StationE,LENGTH_km,WIDTH_km,Repi_km,Rhyp_km,Rjb_km,Rrup_km,Rx_km,Ry_km,Rvol_km,HypDepth_km,ZTOR_km,HWFW,SiteCode,SiteClass1170,Vs30,Vs30Uncert,Tsite,TsiteUncert,Z1,Z1Uncertainty,Directivity,Pulse_or,Pulse_T,S_Trigger_Flag,fcButterHP,f_iniLP,fmin,fmax,References,f100.0000SA_GeoMean,f50.0000SA_GeoMean,f33.3333SA_GeoMean,f25.0000SA_GeoMean,f20.0000SA_GeoMean,f13.3333SA_GeoMean,f10.0000SA_GeoMean,f6.6667SA_GeoMean,f5.0000SA_GeoMean,f4.0000SA_GeoMean,f3.3333SA_GeoMean,f2.5000SA_GeoMean,f2.0000SA_GeoMean,f1.3333SA_GeoMean,f1.0000SA_GeoMean,f0.6667SA_GeoMean,f0.5000SA_GeoMean,f0.3333SA_GeoMean,f0.2500SA_GeoMean,f0.2000SA_GeoMean,f0.1333SA_GeoMean,f0.1000SA_GeoMean,PGA_Geomean,PGV_Geomean
2013p565386,2013-07-29T04:37:49.060000Z,20130729_043809_RCBS_20,4.5,0.1,Crustal,U,0,250,88,-1.30E+02,geonet,-42.667,172.6473,-43.5579,172.7327,5837750.3,2481093.63,5738800,2488410,1.6,1.6,99.31,99.62,98.8,99.11,-99999,-99999,0,8.9,8.23,nu,RCBS,B,800,Q3,0.5,Q3,8,Q2,0,-99999,-99999,0,0.38,26,0.646,26,Ristau2013,0.000797207,0.000800954,0.000807115,0.000821351,0.000858703,0.000988317,0.001297599,0.001870425,0.001788567,0.002076725,0.001584008,0.002267354,0.002587681,0.001558095,0.000620147,0.000153335,-99999,-99999,-99999,-99999,-99999,-99999,0.000796,0.000609
2013p565386,2013-07-29T04:37:49.060000Z,20130729_043809_HUNS_20,4.5,0.1,Crustal,U,0,250,88,-1.30E+02,geonet,-42.667,172.6473,-43.5794,172.6572,5837750.3,2481093.63,5736396,2482326,1.6,1.6,101.45,101.77,100.92,101.24,-99999,-99999,0,8.9,8.23,nu,HUNS,B,1000,Q3,-1,Q2,0,Q3,0,-99999,-99999,0,0.16,18,0.272,18,Ristau2013,0.000785858,0.000791058,0.000799952,0.000812804,0.00082483,0.000908987,0.001047552,0.001792549,0.002101723,0.002194806,0.001628371,0.001651146,0.001315589,0.000820461,0.000427754,0.000176967,0.000080245,0.000039643,-99999,-99999,-99999,-99999,0.000784,0.000417
2013p565386,2013-07-29T04:37:49.060000Z,20130729_043810_DHSS_20,4.5,0.1,Crustal,U,0,250,88,-1.30E+02,geonet,-42.667,172.6473,-43.6303,172.7272,5837750.3,2481093.63,5730763,2488000,1.6,1.6,107.31,107.59,106.79,107.07,-99999,-99999,0,8.9,8.23,nu,DHSS,C,690,Q3,0.1,Q3,8,Q3,0,-99999,-99999,0,0.23,24,0.391,24,Ristau2013,0.00177363,0.001796175,0.001837518,0.001924321,0.001989097,0.002516164,0.004051451,0.00381967,0.003350379,0.004857777,0.003741336,0.001778136,0.001693192,0.000748252,0.000289844,0.000109097,0.000065792,-99999,-99999,-99999,-99999,-99999,0.001766,0.000676
2013p565386,2013-07-29T04:37:49.060000Z,20130729_043810_GOVS_20,4.5,0.1,Crustal,U,0,250,88,-1.30E+02,geonet,-42.667,172.6473,-43.6324,172.6357,5837750.3,2481093.63,5730495,2480615,1.6,1.6,107.35,107.64,106.82,107.1,-99999,-99999,0,8.9,8.23,nu,GOVS,C,690,Q3,0.28,Q1,10,Q3,0,-99999,-99999,0,0.21,29,0.357,29,Ristau2013,0.002113425,0.002135708,0.002172091,0.002251879,0.002366175,0.00267406,0.003520481,0.007587999,0.007375787,0.005880246,0.0058941,0.003554202,0.001983865,0.000677369,0.000315837,0.000128551,0.000072626,-99999,-99999,-99999,-99999,-99999,0.002105,0.000803
2013p565386,2013-07-29T04:37:49.060000Z,20130729_043813_RCS1_20,4.5,0.1,Crustal,U,0,250,88,-1.30E+02,geonet,-42.667,172.6473,-41.5397,173.6293,5837750.3,2481093.63,5962828,2562543,1.6,1.6,149.25,149.53,148.58,148.85,-99999,-99999,0,8.9,8.23,nu,RCS1,D,270,Q3,1.1,Q3,100,Q3,0,-99999,-99999,0,0.25,20,0.425,20,Ristau2013,0.000249219,0.000249624,0.000250291,0.000251241,0.000254961,0.000288031,0.000319528,0.000332798,0.000558648,0.000697715,0.000567621,0.000548283,0.000657156,0.00058846,0.00037008,0.000158265,0.000078084,-99999,-99999,-99999,-99999,-99999,0.000249,0.000224
2013p565386,2013-07-29T04:37:49.060000Z,20130729_043817_RCS2_20,4.5,0.1,Crustal,U,0,250,88,-1.30E+02,geonet,-42.667,172.6473,-41.6723,174.0764,5837750.3,2481093.63,5947740,2599671,1.6,1.6,161.57,161.98,160.87,161.27,-99999,-99999,0,8.9,8.23,nu,SEDS,D,270,Q3,1,Q3,50,Q3,0,-99999,-99999,0,0.2,11,0.34,11,Ristau2013,0.000352542,0.000353347,0.000354356,0.000356011,0.000358383,0.000368198,0.000464702,0.000551173,0.000832823,0.001059599,0.00104313,0.001144456,0.001413373,0.000692827,0.000449777,0.000165674,0.000093472,-99999,-99999,-99999,-99999,-99999,0.000352,0.000319
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035139_RCS2_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.6723,174.0764,5945097.58,2607729.68,5947740,2599671,3.58,3.58,8.51,21.21,7.55,19.43,-6.87,-3.83,0,19.36,17.71,fw,SEDS,D,270,Q3,1,Q3,50,Q3,0,-99999,-99999,0,0.06,24.5,0.102,24.5,Ristau2013,0.18416279,0.194313859,0.216085822,0.259584572,0.392015914,0.414437567,0.453207514,0.303622004,0.272325737,0.244301873,0.249497661,0.095091388,0.053817998,0.040061135,0.01980342,0.007636522,0.003989857,0.00157145,0.000916572,0.000585976,0.000250127,-99999,0.180498,0.044219
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035136_WDFS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.8274,174.1384,5945097.58,2607729.68,5930455,2604558,3.58,3.58,15,24.5,13.47,23.12,8.81,-12.6,0,19.36,17.71,nu,WDFS,D,270,Q3,70,Q3,60,Q3,0,-99999,-99999,0,0.07,47,0.119,47,Ristau2013,0.050615335,0.052359333,0.055478813,0.066460566,0.079267131,0.158311858,0.168128284,0.107548466,0.093242415,0.077645019,0.060393845,0.026094046,0.019611849,0.009500284,0.005714972,0.002809177,0.001308277,0.000807249,0.000493818,0.000298708,0.000126899,-99999,0.050198,0.012826
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035142_MGCS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.5077,173.9444,5945097.58,2607729.68,5966153,2588825,3.58,3.58,28.28,34.29,27.58,32.8,-27.56,1.52,0,19.36,17.71,fw,MGCS,E,150,Q3,1,Q3,70,Q3,0,-99999,-99999,0,0.11,26,0.187,26,Ristau2013,0.022455393,0.022641229,0.022995339,0.024601661,0.026398939,0.039746593,0.05769958,0.058180894,0.065020843,0.070962024,0.046194375,0.032279728,0.027208007,0.016902975,0.007260692,0.005507888,0.003521325,0.001203717,0.000614464,0.000385171,-99999,-99999,0.022385,0.013215
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035143_KEKS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.9557,173.9814,5945097.58,2607729.68,5916366,2591355,3.58,3.58,33.08,38.49,31.35,36.87,9.44,-31.89,0,19.36,17.71,nu,KEKS,B,1000,Q3,<0.1,Q3,0,Q3,0,-99999,-99999,0,0.05,25,0.085,25,Ristau2013,0.005227122,0.005286116,0.00539088,0.005565008,0.005770187,0.007124851,0.010399251,0.013924713,0.009385172,0.013198505,0.010603926,0.009874866,0.005362984,0.003737996,0.002085698,0.001164814,0.000484495,0.000222259,0.000172797,0.000133477,0.000075913,0.000038301,0.005212,0.002379
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035145_QCCS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.2796,174.0231,5945097.58,2607729.68,5991403,2595696,3.58,3.58,47.89,51.62,46.81,50.19,-40.55,24.23,0,19.36,17.71,nu,QCCS,D,270,Q3,0.28,Q1,20,Q3,0,-99999,-99999,0,0.16,31,0.272,31,Ristau2013,0.016047673,0.016286191,0.016769283,0.017962676,0.021124737,0.026915339,0.037698073,0.049144058,0.042542,0.047059709,0.044540235,0.021640048,0.009688515,0.003342028,0.002545613,0.001113956,0.000592878,0.000274955,-99999,-99999,-99999,-99999,0.015962,0.005947
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035122_RCS1_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.5397,173.6293,5945097.58,2607729.68,5962828,2562543,3.58,3.58,48.49,52.3,47.54,50.94,-43.79,-19.41,0,19.36,17.71,nu,RCS1,D,270,Q3,1.1,Q3,100,Q3,0,-99999,-99999,0,0.05,38,0.085,38,Ristau2013,0.005490885,0.005562977,0.00579268,0.005885667,0.006305575,0.010133999,0.013216019,0.016743911,0.013964756,0.009513236,0.008692619,0.006418312,0.005619392,0.005877027,0.004321947,0.001403645,0.000698241,0.000252065,0.000158915,0.000097434,0.00004148,0.000022694,0.00547,0.003269
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035148_MKVS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.2654,174.7055,5945097.58,2607729.68,5992087,2652884,3.58,3.58,65.14,68.01,63.35,66.23,-0.6,65.16,0,19.36,17.71,nu,MKVS,C,480,Q3,0.17,Q3,12,Q3,0,-99999,-99999,0,0.33,22,0.561,22,Ristau2013,0.022813909,0.02302253,0.023417655,0.024041866,0.024623089,0.029057795,0.037156048,0.071950793,0.071477806,0.056687047,0.046849198,0.030156103,0.019870082,0.00962373,0.004360809,0.001569584,-99999,-99999,-99999,-99999,-99999,-99999,0.022752,0.008391
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035148_WNKS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.2848,174.7421,5945097.58,2607729.68,5989873,2655901,3.58,3.58,65.72,68.61,63.94,66.84,3.1,65.72,0,19.36,17.71,nu,WNKS,C,270,Q3,0.38,Q1,50,Q3,0,-99999,-99999,0,0.12,22,0.204,22,Ristau2013,0.020825468,0.020916254,0.021085065,0.021321899,0.021697946,0.022826505,0.030407787,0.049541491,0.046397735,0.054127495,0.07259056,0.077062174,0.030902056,0.011101282,0.006017057,0.002161367,0.001279205,0.000442104,0.000298306,-99999,-99999,-99999,0.020781,0.010306
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035148_WNHS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.3008,174.7755,5945097.58,2607729.68,5988044,2658668,3.58,3.58,66.57,69.39,64.79,67.64,6.35,66.39,0,19.36,17.71,nu,WNHS,B,1000,Q3,<0.1,Q3,3,Q3,0,-99999,-99999,0,0.12,24,0.204,24,Ristau2013,0.018108763,0.018178665,0.018309986,0.018478857,0.019136863,0.021604345,0.025479027,0.024747802,0.047006571,0.068129859,0.068763051,0.034539251,0.030975084,0.012581697,0.007267977,0.00294834,0.001285537,0.000483586,0.000251495,-99999,-99999,-99999,0.018085,0.009705
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035150_TRTS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.2987,174.7739,5945097.58,2607729.68,5988278,2658537,3.58,3.58,66.62,69.44,64.84,67.68,6.09,66.46,0,19.36,17.71,nu,TRTS,C,400,Q3,0.2,Q3,10,Q2,0,-99999,-99999,0,0.18,22,0.306,22,Ristau2013,0.026622733,0.026755664,0.026997566,0.027362893,0.028298489,0.029701236,0.033060908,0.052659101,0.073598913,0.101933849,0.101908465,0.053131216,0.034195887,0.014778196,0.006488049,0.00328931,0.001370641,0.000462191,-99999,-99999,-99999,-99999,0.026576,0.011669
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035148_WNAS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.3264,174.809,5945097.58,2607729.68,5985141,2661416,3.58,3.58,66.9,69.72,65.13,67.98,10.35,66.28,0,19.36,17.71,nu,WNAS,D,239,Q2,0.78,Q2,64,Q2,0,-99999,-99999,0,0.24,24,0.408,24,Ristau2013,0.014366227,0.014419149,0.014500689,0.014588455,0.014838965,0.016615382,0.021852249,0.033059834,0.038443367,0.037612184,0.039317527,0.039812354,0.036481345,0.029223496,0.013763184,0.003799572,0.001850452,-99999,-99999,-99999,-99999,-99999,0.014358,0.011785
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035148_TEPS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.2906,174.7811,5945097.58,2607729.68,5989166,2659155,3.58,3.58,67.67,70.47,65.89,68.71,5.9,67.52,0,19.36,17.71,nu,TEPS,D,267,Q1,1.2,Q1,120,Q2,0,-99999,-99999,0,0.13,15,0.221,15,Ristau2013,0.014408421,0.01442739,0.014462322,0.014508353,0.01457097,0.015536913,0.016757938,0.020136858,0.02460162,0.035488473,0.038369861,0.040815338,0.031239938,0.043544379,0.025139621,0.007547816,0.003046314,0.001041173,0.000515563,-99999,-99999,-99999,0.014403,0.013385
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035148_FKPS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.2879,174.7788,5945097.58,2607729.68,5989464,2658969,3.58,3.58,67.72,70.49,65.94,68.73,5.56,67.6,0,19.36,17.71,nu,FKPS,D,250,Q3,0.9,Q2,60,Q2,0,-99999,-99999,0,0.14,15,0.238,15,Ristau2013,0.02710239,0.027189364,0.027312286,0.027503795,0.027748265,0.028091024,0.031169869,0.036752042,0.05764178,0.083456679,0.069165603,0.082730845,0.040869547,0.022575441,0.014503798,0.005147318,0.002227735,0.000749227,0.00038827,-99999,-99999,-99999,0.027073,0.015536
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035148_MKBS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.2259,174.6981,5945097.58,2607729.68,5996487,2652347,3.58,3.58,68.04,70.82,66.25,69.03,-4.09,67.89,0,19.36,17.71,nu,MKBS,B,1000,Q3,0,Q2,0,Q3,0,-99999,-99999,0,0.12,31,0.204,31,Ristau2013,0.011867062,0.011927359,0.012037074,0.012234076,0.012494985,0.013386294,0.014099379,0.020692923,0.044444717,0.038263208,0.033427047,0.015486587,0.015551221,0.008582578,0.002671946,0.001053289,0.000566334,0.000280268,0.000169418,-99999,-99999,-99999,0.011836,0.005424
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035149_MISS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.3149,174.8184,5945097.58,2607729.68,5986404,2662229,3.58,3.58,68.31,71.07,66.54,69.33,10.03,67.74,0,19.36,17.71,nu,MISS,D,200,Q1,1,Q1,60,Q1,0,-99999,-99999,0,0.13,20,0.221,20,Ristau2013,0.013779109,0.013834596,0.013951792,0.014133881,0.014562137,0.015209138,0.018139027,0.024777742,0.026662716,0.043155534,0.051432365,0.029267997,0.037364318,0.023952673,0.014327914,0.003139699,0.001289367,0.000502214,0.000249813,-99999,-99999,-99999,0.013751,0.010646
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035137_VUWS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.2799,174.7784,5945097.58,2607729.68,5990363,2658957,3.58,3.58,68.31,71.05,66.52,69.29,4.91,68.23,0,19.36,17.71,nu,VUWS,D,250,Q2,0.8,Q2,80,Q3,0,-99999,-99999,0,0.14,18,0.238,18,Ristau2013,0.032999822,0.033097788,0.033264037,0.033516758,0.033899166,0.035269383,0.037124836,0.048565764,0.067512266,0.079423349,0.098419864,0.090601309,0.091851341,0.030735821,0.019285104,0.006321451,0.002962048,0.001201711,0.000626158,-99999,-99999,-99999,0.032944,0.020823
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035149_POTS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.2722,174.7746,5945097.58,2607729.68,5991217,2658659,3.58,3.58,68.66,71.39,66.87,69.63,4.1,68.62,0,19.36,17.71,nu,POTS,B,1000,Q3,-1,Q1,0,Q2,0,-99999,-99999,0,0.14,20,0.238,20,Ristau2013,0.007055665,0.007079049,0.007121402,0.007187559,0.007368824,0.008507214,0.010386704,0.013756193,0.020859219,0.021172536,0.017359776,0.025322994,0.021401835,0.007270926,0.004451155,0.001921367,0.00109753,0.000327736,0.000218477,-99999,-99999,-99999,0.007045,0.004584
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035149_WEMS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.2743,174.7793,5945097.58,2607729.68,5990979,2659042,3.58,3.58,68.78,71.51,67,69.75,4.54,68.73,0,19.36,17.71,nu,WEMS,D,265,Q1,0.8,Q2,80,Q2,0,-99999,-99999,0,0.1,18,0.17,18,Ristau2013,0.01414377,0.014183392,0.014251013,0.01434987,0.014496038,0.015026295,0.016558761,0.025523599,0.034340944,0.058170002,0.057068847,0.042267983,0.037865581,0.020417276,0.012218955,0.004806395,0.002326033,0.000695195,0.000368634,0.000230735,-99999,-99999,0.014123,0.009955
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035149_TFSS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.2754,174.7831,5945097.58,2607729.68,5990846,2659356,3.58,3.58,68.93,71.65,67.14,69.88,4.85,68.85,0,19.36,17.71,nu,TFSS,D,274,Q1,1.3,Q2,110,Q2,0,-99999,-99999,0,0.13,24.5,0.221,24.5,Ristau2013,0.021672747,0.02174194,0.02186355,0.022018667,0.022275748,0.023513503,0.026627171,0.046051228,0.056589998,0.053171486,0.07266138,0.051147432,0.053337734,0.037485909,0.021920702,0.008006393,0.004437549,0.00125687,0.000630582,-99999,-99999,-99999,0.021652,0.014692
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035149_SEAS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.3264,174.8376,5945097.58,2607729.68,5985087,2663809,3.58,3.58,68.8,71.55,67.03,69.82,12.08,67.93,0,19.36,17.71,nu,SEAS,C,210,Q3,0.3,Q3,30,Q3,0,-99999,-99999,0,0.18,26,0.306,26,Ristau2013,0.009365919,0.009428601,0.009540187,0.009728435,0.009674344,0.011513294,0.013274456,0.020651021,0.025696516,0.035967337,0.032759651,0.022762609,0.018608371,0.007701447,0.003202358,0.001681931,0.000642418,0.000228389,-99999,-99999,-99999,-99999,0.009346,0.004349
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035149_PIPS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.2675,174.7861,5945097.58,2607729.68,5991723,2659627,3.58,3.58,69.71,72.4,67.93,70.64,4.43,69.67,0,19.36,17.71,nu,PIPS,E,210,Q3,>2,Q3,250,Q3,0,-99999,-99999,0,0.29,14,0.493,14,Ristau2013,0.022937294,0.023006122,0.023110552,0.02325402,0.023460445,0.024239919,0.025349148,0.0379357,0.054570637,0.052747904,0.05570995,0.076959738,0.080986614,0.045277411,0.022775181,0.007847989,0.004219475,-99999,-99999,-99999,-99999,-99999,0.022914,0.01916
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035149_NEWS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.232,174.8218,5945097.58,2607729.68,5995597,2662701,3.58,3.58,74.59,77.17,72.81,75.4,3.86,74.58,0,19.36,17.71,nu,NEWS,B,1000,Q3,0,Q2,0,Q3,0,-99999,-99999,0,0.16,32,0.272,32,Ristau2013,0.006787884,0.006818732,0.00688497,0.006946651,0.007033678,0.007993314,0.010314596,0.018389573,0.024392631,0.019756532,0.020446188,0.021747396,0.013936398,0.00810141,0.003789868,0.002038705,0.001073942,0.000333824,-99999,-99999,-99999,-99999,0.006775,0.003902
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035150_PVCS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.2247,174.8739,5945097.58,2607729.68,5996314,2667088,3.58,3.58,78.33,80.75,76.55,78.99,6.46,78.19,0,19.36,17.71,nu,PVCS,D,190,Q2,2,Q3,280,Q3,0,-99999,-99999,0,0.14,14,0.238,14,Ristau2013,0.0179541,0.01799953,0.018063564,0.018170292,0.018293294,0.018860677,0.020615079,0.028433165,0.034022746,0.037829157,0.044044922,0.046986071,0.07320647,0.035297138,0.015885473,0.00662456,0.004106897,0.001058427,0.000488195,-99999,-99999,-99999,0.017939,0.015455
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035151_PGMS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.2245,174.8794,5945097.58,2607729.68,5996331,2667551,3.58,3.58,78.7,81.11,76.91,79.34,6.77,78.53,0,19.36,17.71,nu,PGMS,D,200,Q2,2,Q2,250,Q3,0,-99999,-99999,0,0.12,19,0.204,19,Ristau2013,0.011763455,0.011792471,0.011856126,0.01195083,0.012061262,0.012872577,0.013337049,0.017073876,0.025212153,0.02793085,0.026194146,0.042702818,0.037818554,0.036249663,0.01763488,0.006373641,0.00411971,0.000985136,0.000506018,-99999,-99999,-99999,0.011751,0.01023
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035150_PRKS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.249,174.9341,5945097.58,2607729.68,5993509,2672076,3.58,3.58,80.44,82.83,78.67,81.09,11.97,79.73,0,19.36,17.71,nu,PRKS,D,190,Q2,0.9,Q1,70,Q2,0,-99999,-99999,0,0.34,22,0.578,22,Ristau2013,0.023060845,0.023133227,0.023265469,0.023502268,0.02351238,0.026651587,0.025732802,0.047571264,0.054151204,0.065522574,0.062461036,0.084415693,0.050877388,0.028185086,0.011257746,0.00391328,-99999,-99999,-99999,-99999,-99999,-99999,0.023037,0.01594
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035150_ARKS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.2421,174.9441,5945097.58,2607729.68,5994261,2672928,3.58,3.58,81.57,83.94,79.8,82.2,12.04,80.87,0,19.36,17.71,nu,ARKS,C,270,Q3,0.33,Q1,20,Q2,0,-99999,-99999,0,0.12,25,0.204,25,Ristau2013,0.042824644,0.042980325,0.043208352,0.043611303,0.043739217,0.045840261,0.048576843,0.073830879,0.068078268,0.103420156,0.126306197,0.148055968,0.071563016,0.016186791,0.008660629,0.003950373,0.001675172,0.000863379,0.000451461,-99999,-99999,-99999,0.042789,0.023724
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035150_WANS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.2312,174.931,5945097.58,2607729.68,5995492,2671859,3.58,3.58,81.48,83.91,79.7,82.16,10.41,80.98,0,19.36,17.71,nu,WANS,B,1000,Q3,0.2,Q2,0,Q3,0,-99999,-99999,0,0.13,22,0.221,22,Ristau2013,0.01451564,0.014598739,0.014738839,0.014957664,0.01545841,0.016896232,0.020531318,0.030689341,0.039825284,0.03419379,0.038628693,0.050792012,0.025312499,0.007157564,0.004054329,0.001826468,0.000855207,0.000343655,0.00014499,-99999,-99999,-99999,0.014481,0.007996
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035150_PWES_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.1275,174.8259,5945097.58,2607729.68,6007201,2663285,3.58,3.58,83.3,85.55,81.51,83.76,-3.93,83.2,0,19.36,17.71,nu,PWES,B,1000,Q3,<0.1,Q3,5,Q3,0,-99999,-99999,0,0.11,25,0.187,25,Ristau2013,0.011817231,0.011864465,0.011937796,0.012067637,0.012301024,0.013005512,0.012904237,0.020743712,0.027961239,0.032104213,0.045116106,0.027000671,0.028523732,0.010069269,0.004943562,0.001797929,0.000892257,0.000388675,0.000171889,0.000109288,-99999,-99999,0.011803,0.006336
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035141_FAIS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.2074,174.9401,5945097.58,2607729.68,5998119,2672679,3.58,3.58,83.76,86.06,81.99,84.3,9.13,83.42,0,19.36,17.71,nu,FAIS,B,760,Q3,0.27,Q1,0,Q2,0,-99999,-99999,0,0.22,25,0.374,25,Ristau2013,0.009379025,0.009451057,0.009569096,0.009800204,0.010038255,0.01134549,0.013302222,0.021855616,0.027195753,0.034549584,0.029849017,0.028554118,0.017612099,0.007481974,0.002483421,0.001352803,0.000667188,-99999,-99999,-99999,-99999,-99999,0.009353,0.005214
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035151_BMTS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.1914,174.926,5945097.58,2607729.68,5999924,2671538,3.58,3.58,84.06,86.34,82.28,84.58,7.05,83.89,0,19.36,17.71,nu,BMTS,B,1000,Q3,-1,Q2,0,Q2,0,-99999,-99999,0,0.1,30,0.17,30,Ristau2013,0.009624649,0.009638797,0.009675367,0.009783943,0.009760104,0.010389616,0.010709599,0.014012676,0.018443346,0.027240145,0.025088262,0.026299707,0.021670568,0.013052859,0.007064959,0.002394765,0.000985796,0.000396905,0.000199125,0.000117015,-99999,-99999,0.00961,0.00699
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035151_NNZ_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.2171,173.3795,5945097.58,2607729.68,5998774,2541856,3.58,3.58,84.92,87.18,84.21,86.13,-83.84,-8.62,0,19.36,17.71,nu,NNZ,B,1200,Q3,-1,Q1,0,Q3,0,-99999,-99999,0,0.13,26,0.221,26,Ristau2013,0.001020822,0.00102987,0.001046913,0.001092915,0.001196863,0.001644317,0.002066728,0.002305587,0.002563871,0.003320749,0.003631622,0.00275025,0.001702718,0.00127274,0.000520289,0.000515066,0.000263899,0.000141122,0.000096076,-99999,-99999,-99999,0.001017,0.000722
2013p613947,2013-08-16T03:51:35.774999Z,20130816_035153_TOTS_20,5.18,0.1,Crustal,S,1,45,67,-1.66E+02,geonet,-41.6952,174.1742,-41.1049,175.0854,5945097.58,2607729.68,6009216,2685132,3.58,3.58,100.42,102.37,98.64,100.6,10.09,100.07,0,19.36,17.71,nu,TOTS,D,210,Q3,1,Q3,100,Q3,0,-99999,-99999,0,0.17,30,0.289,30,Ristau2013,0.008668015,0.008711995,0.008812649,0.008874875,0.009051882,0.00972213,0.010910734,0.016219378,0.022714411,0.022744381,0.024638186,0.022979603,0.024646252,0.012447592,0.00753607,0.003174169,0.001388543,0.000410749,-99999,-99999,-99999,-99999,0.008657,0.005844
