CuspID,Origin_time,Record,Mw,MwUncert,TectClass,Mech,PreferredFaultPlane,Strike,Dip,Rake,Location,HypLat,HypLon,StationLat,StationLon,HypN,HypE,StationN,StationE,LENGTH_km,WIDTH_km,Repi_km,Rhyp_km,Rjb_km,Rrup_km,Rx_km,Ry_km,Rvol_km,HypDepth_km,ZTOR_km,HWFW,SiteCode,SiteClass1170,Vs30,Vs30Uncert,Tsite,TsiteUncert,Z1,Z1Uncertainty,Directivity,Pulse_or,Pulse_T,S_Trigger_Flag,fcButterHP,f_iniLP,fmin,fmax,References,f100.0000SA_LHC,f50.0000SA_LHC,f33.3333SA_LHC,f25.0000SA_LHC,f20.0000SA_LHC,f13.3333SA_LHC,f10.0000SA_LHC,f6.6667SA_LHC,f5.0000SA_LHC,f4.0000SA_LHC,f3.3333SA_LHC,f2.5000SA_LHC,f2.0000SA_LHC,f1.3333SA_LHC,f1.0000SA_LHC,f0.6667SA_LHC,f0.5000SA_LHC,f0.3333SA_LHC,f0.2500SA_LHC,f0.2000SA_LHC,f0.1333SA_LHC,f0.1000SA_LHC,PGA_LHC,PGV_LHC
2359081,2005-01-31T17:31:53.470999Z,20050131_173153_MAVS,5.1,0.06,Interface,R,1,267,38,164,nlloc,-41.4249,175.709,-41.2109,175.4615,5972260.68,2736400.47,5996635,2716383,4.43,4.43,31.52,34.25,29.61,32.87,27.13,18.71,0,13.32,11.96,nu,MAVS,D,390,Q3,1,Q3,450,Q3,0,-99999,-99999,0,0.13,22,0.221,22,Ristau2013&HarvardCMT,0.006865799,0.00690566,0.006972519,0.00706364,0.007077313,0.009271812,0.010942958,0.018706746,0.017661762,0.026008403,0.022705953,0.019632057,0.013656127,0.011390475,0.023189166,0.007093723,0.002885132,0.001908308,0.00053239,-99999,-99999,-99999,0.006849,0.007157
2359081,2005-01-31T17:31:53.470999Z,20050131_173153_MISS,5.1,0.06,Interface,R,1,267,38,164,nlloc,-41.4249,175.709,-41.3149,174.8184,5972260.68,2736400.47,5986404,2662229,4.43,4.43,75.31,76.68,73.13,74.56,19.75,73.33,0,13.32,11.96,nu,MISS,D,200,Q1,1,Q1,60,Q1,0,-99999,-99999,0,0.18,24.5,0.306,24.5,Ristau2013&HarvardCMT,0.012697598,0.012858815,0.013136885,0.013648459,0.014012534,0.016800415,0.021179141,0.036428201,0.032052783,0.030166586,0.030438854,0.016271206,0.012771411,0.011937527,0.009820935,0.001938256,0.000711189,0.000482321,-99999,-99999,-99999,-99999,0.01262,0.005229
2359081,2005-01-31T17:31:53.470999Z,20050131_173153_NMPS,5.1,0.06,Interface,R,1,267,38,164,nlloc,-41.4249,175.709,-41.5745,175.2279,5972260.68,2736400.47,5956790,2695768,4.43,4.43,43.38,45.48,41.21,43.27,-11.58,41.39,0,13.32,11.96,nu,NMPS,B,900,Q3,-1,Q2,7,Q3,0,-99999,-99999,0,0.25,35,0.425,35,Ristau2013&HarvardCMT,0.005907057,0.005975575,0.006148524,0.006214837,0.006581584,0.007972613,0.014356649,0.010713939,0.012724261,0.011117007,0.007677925,0.00738662,0.005287827,0.003844757,0.004245099,0.001129238,0.00082175,-99999,-99999,-99999,-99999,-99999,0.00589,0.002488
2359081,2005-01-31T17:31:53.470999Z,20050131_173153_OTKS,5.1,0.06,Interface,R,1,267,38,164,nlloc,-41.4249,175.709,-40.7549,175.1438,5972260.68,2736400.47,6047957,2690990,4.43,4.43,88.28,89.27,86.43,87.61,79.71,41.39,0,13.32,11.96,nu,OTKS,D,210,Q3,2,Q1,180,Q3,0,-99999,-99999,0,0.3,23,0.51,23,Ristau2013&HarvardCMT,0.010884252,0.010951008,0.011046581,0.011211511,0.011630528,0.012370292,0.014275657,0.032203544,0.03186034,0.022474858,0.022096922,0.025137568,0.020852382,0.010487133,0.008843377,0.003420621,-99999,-99999,-99999,-99999,-99999,-99999,0.010866,0.005686
2359081,2005-01-31T17:31:53.470999Z,20050131_173153_PFAS,5.1,0.06,Interface,R,1,267,38,164,nlloc,-41.4249,175.709,-41.1385,174.8461,5972260.68,2736400.47,6005940,2664958,4.43,4.43,78.82,80.1,76.71,78.1,39.12,69.58,0,13.32,11.96,nu,PFAS,B,1000,Q3,0.13,Q1,0,Q2,0,-99999,-99999,1,0.2,20,0.34,20,Ristau2013&HarvardCMT,0.005267778,0.005373525,0.005563486,0.005867114,0.006347097,0.011484285,0.017667715,0.013343895,0.011715364,0.015500013,0.0176946,0.00817821,0.006481133,0.004356121,0.003268884,0.001100236,0.000472465,-99999,-99999,-99999,-99999,-99999,0.00524,0.002783
2359081,2005-01-31T17:31:53.470999Z,20050131_173153_PGMS,5.1,0.06,Interface,R,1,267,38,164,nlloc,-41.4249,175.709,-41.2245,174.8794,5972260.68,2736400.47,5996331,2667551,4.43,4.43,72.77,74.14,70.62,72.09,29.38,67.5,0,13.32,11.96,nu,PGMS,D,200,Q2,2,Q2,250,Q3,0,-99999,-99999,0,0.22,24,0.374,24,Ristau2013&HarvardCMT,0.013863434,0.013934215,0.014037184,0.01423627,0.014649074,0.014883251,0.018302848,0.022470018,0.041030732,0.049642821,0.039524207,0.022489379,0.015037845,0.022711507,0.016661579,0.005728031,0.002695072,-99999,-99999,-99999,-99999,-99999,0.013843,0.01067
2359081,2005-01-31T17:31:53.470999Z,20050131_173153_PHFS,5.1,0.06,Interface,R,1,267,38,164,nlloc,-41.4249,175.709,-41.2526,174.9045,5972260.68,2736400.47,5993161,2669588,4.43,4.43,69.84,71.27,67.68,69.2,26.11,65.63,0,13.32,11.96,nu,PHFS,B,1000,Q3,0.25,Q3,0,Q3,0,-99999,-99999,0,0.2,33,0.34,33,Ristau2013&HarvardCMT,0.017278913,0.017440145,0.017791363,0.017547285,0.018193286,0.020815521,0.031258442,0.067997606,0.049862101,0.044999616,0.045612888,0.014831324,0.007272113,0.007817038,0.004847811,0.001280013,0.000677423,-99999,-99999,-99999,-99999,-99999,0.017248,0.006117
2359081,2005-01-31T17:31:53.470999Z,20050131_173153_POLS,5.1,0.06,Interface,R,1,267,38,164,nlloc,-41.4249,175.709,-41.1314,174.8391,5972260.68,2736400.47,6006740,2664387,4.43,4.43,79.68,80.95,77.57,78.94,39.94,70.11,0,13.32,11.96,nu,POLS,C,250,Q2,0.4,Q1,25,Q2,0,-99999,-99999,0,0.22,19,0.374,19,Ristau2013&HarvardCMT,0.017857287,0.017900694,0.017982634,0.018120775,0.018242474,0.019178053,0.021582058,0.027440544,0.038340208,0.048195817,0.084663045,0.075738399,0.025517689,0.009231589,0.005134992,0.002431554,0.00094114,-99999,-99999,-99999,-99999,-99999,0.017849,0.01039
2359081,2005-01-31T17:31:53.470999Z,20050131_173153_POTS,5.1,0.06,Interface,R,1,267,38,164,nlloc,-41.4249,175.709,-41.2722,174.7746,5972260.68,2736400.47,5991217,2658659,4.43,4.43,79.82,81.13,77.65,79.02,24.74,76.64,0,13.32,11.96,nu,POTS,B,1000,Q3,-1,Q1,0,Q2,0,-99999,-99999,1,0.2,20,0.34,20,Ristau2013&HarvardCMT,0.004784551,0.00481433,0.004867278,0.00494146,0.005035147,0.005408998,0.007988678,0.013029462,0.019077345,0.021868768,0.017182635,0.010028954,0.005051838,0.002441162,0.00234755,0.000937167,0.000397588,-99999,-99999,-99999,-99999,-99999,0.004773,0.002251
2359081,2005-01-31T17:31:53.470999Z,20050131_173153_RQGS,5.1,0.06,Interface,R,1,267,38,164,nlloc,-41.4249,175.709,-41.2965,174.7812,5972260.68,2736400.47,5988507,2659150,4.43,4.43,78.74,80.06,76.56,77.94,22.01,76.29,0,13.32,11.96,nu,RQGS,D,246,Q1,0.6,Q1,46,Q1,0,-99999,-99999,0,0.18,25,0.306,25,Ristau2013&HarvardCMT,0.018388405,0.018554929,0.01884636,0.01937442,0.019513006,0.024546183,0.031954663,0.052944117,0.075189674,0.074379197,0.036909445,0.037948636,0.015815194,0.014696457,0.006771491,0.002148176,0.000925417,0.000519566,-99999,-99999,-99999,-99999,0.018338,0.007409
2359081,2005-01-31T17:31:53.470999Z,20050131_173153_SOCS,5.1,0.06,Interface,R,1,267,38,164,nlloc,-41.4249,175.709,-41.2043,174.9159,5972260.68,2736400.47,5998505,2670660,4.43,4.43,70.63,72.03,68.5,70.01,31.39,64.28,0,13.32,11.96,nu,SOCS,D,300,Q3,1.2,Q3,140,Q3,0,-99999,-99999,0,0.25,26,0.425,26,Ristau2013&HarvardCMT,0.032362164,0.032482982,0.032740918,0.033301834,0.034250655,0.034381984,0.039437393,0.072872277,0.070380295,0.08440045,0.134691297,0.072242736,0.02593596,0.019535117,0.00779058,0.003972002,0.001433542,-99999,-99999,-99999,-99999,-99999,0.032314,0.01565
2359081,2005-01-31T17:31:53.470999Z,20050131_173153_TFSS,5.1,0.06,Interface,R,1,267,38,164,nlloc,-41.4249,175.709,-41.2754,174.7831,5972260.68,2736400.47,5990846,2659356,4.43,4.43,79.06,80.37,76.89,78.26,24.34,75.97,0,13.32,11.96,nu,TFSS,D,274,Q1,1.3,Q2,110,Q2,0,-99999,-99999,0,0.18,45,0.306,45,Ristau2013&HarvardCMT,0.008551526,0.008615054,0.008695418,0.009230319,0.009367321,0.011552512,0.015042253,0.025061975,0.030794884,0.022271805,0.025657987,0.01619594,0.009669215,0.010171258,0.007632765,0.003438284,0.001901982,0.00070745,-99999,-99999,-99999,-99999,0.008531,0.005136
2359081,2005-01-31T17:31:53.470999Z,20050131_173153_UHCS,5.1,0.06,Interface,R,1,267,38,164,nlloc,-41.4249,175.709,-41.1268,175.0409,5972260.68,2736400.47,6006873,2681342,4.43,4.43,64.93,66.39,62.86,64.5,39.19,53.17,0,13.32,11.96,nu,UHCS,D,210,Q3,2,Q2,120,Q3,0,-99999,-99999,0,0.25,26,0.425,26,Ristau2013&HarvardCMT,0.0132886,0.013359786,0.013529723,0.013670225,0.013917401,0.015833649,0.026334976,0.032885129,0.031830444,0.031088081,0.032236265,0.032312963,0.015253855,0.010288477,0.006631904,0.001486077,0.000848453,-99999,-99999,-99999,-99999,-99999,0.013231,0.005637
2359081,2005-01-31T17:31:53.470999Z,20050131_173153_WEL,5.1,0.06,Interface,R,1,267,38,164,nlloc,-41.4249,175.709,-41.284,174.7682,5972260.68,2736400.47,5989908,2658140,4.43,4.43,80.07,81.35,77.9,79.23,23.46,77.23,0,13.32,11.96,nu,WEL,B,1000,Q3,0.3,Q1,0,Q2,0,-99999,-99999,0,0.09,26,0.153,26,Ristau2013&HarvardCMT,0.008398274,0.008475864,0.008605328,0.008815883,0.009127988,0.009514743,0.014320797,0.024006603,0.028175913,0.025519977,0.021095805,0.01126028,0.00670464,0.006570567,0.003684069,0.001177541,0.000568673,0.000520422,0.000219958,0.0001304,-99999,-99999,0.00828,0.004135
2359081,2005-01-31T17:31:53.470999Z,20050131_173153_WNAS,5.1,0.06,Interface,R,1,267,38,164,nlloc,-41.4249,175.709,-41.3264,174.809,5972260.68,2736400.47,5985141,2661416,4.43,4.43,75.89,77.24,73.7,75.11,18.53,74.21,0,13.32,11.96,nu,WNAS,D,239,Q2,0.78,Q2,64,Q2,0,-99999,-99999,0,0.3,26,0.51,26,Ristau2013&HarvardCMT,0.010061263,0.010109895,0.010192947,0.010329565,0.010459904,0.012499232,0.017955326,0.0250222,0.019696204,0.028854794,0.020122576,0.017472677,0.017895832,0.018239098,0.008108868,0.002610754,-99999,-99999,-99999,-99999,-99999,-99999,0.010037,0.005596
2359081,2005-01-31T17:31:53.470999Z,20050131_173153_WNHS,5.1,0.06,Interface,R,1,267,38,164,nlloc,-41.4249,175.709,-41.3008,174.7755,5972260.68,2736400.47,5988044,2658668,4.43,4.43,79.12,80.44,76.94,78.32,21.57,76.8,0,13.32,11.96,nu,WNHS,B,1000,Q3,<0.1,Q3,3,Q3,0,-99999,-99999,0,0.2,24,0.34,24,Ristau2013&HarvardCMT,0.009867477,0.009917352,0.010001548,0.010108487,0.010150901,0.012098068,0.010952623,0.016581554,0.030332441,0.031405245,0.032484567,0.016071003,0.007777268,0.004786562,0.00260079,0.000952576,0.000483137,-99999,-99999,-99999,-99999,-99999,0.009852,0.005042
2359081,2005-01-31T17:31:53.470999Z,20050131_173153_WNKS,5.1,0.06,Interface,R,1,267,38,164,nlloc,-41.4249,175.709,-41.2848,174.7421,5972260.68,2736400.47,5989873,2655901,4.43,4.43,82.2,83.5,80.02,81.39,23.55,79.47,0,13.32,11.96,nu,WNKS,C,270,Q3,0.38,Q1,50,Q3,0,-99999,-99999,0,0.22,23,0.374,23,Ristau2013&HarvardCMT,0.015318684,0.015435233,0.015624476,0.015910188,0.016533242,0.01883577,0.026406251,0.032623713,0.024141302,0.027453605,0.055771132,0.03431234,0.014117627,0.005591384,0.004139535,0.001361435,0.000666966,-99999,-99999,-99999,-99999,-99999,0.01526,0.008994
2359081,2005-01-31T17:31:53.470999Z,20050131_173153_WRCS,5.1,0.06,Interface,R,1,267,38,164,nlloc,-41.4249,175.709,-40.9504,175.6478,5972260.68,2736400.47,6025098,2732878,4.43,4.43,53.02,54.63,51.27,53.31,54.69,0.75,0,13.32,11.96,nu,WRCS,D,390,Q2,0.9,Q1,100,Q3,0,-99999,-99999,0,0.3,22,0.51,22,Ristau2013&HarvardCMT,0.004055642,0.004082464,0.004129674,0.004200728,0.00427325,0.005128992,0.006922973,0.012251118,0.012789611,0.012839159,0.011232902,0.012012343,0.006926363,0.004846832,0.005729925,0.001889604,-99999,-99999,-99999,-99999,-99999,-99999,0.004045,0.002703
2364350,2005-02-13T06:55:31.853999Z,20050213_065531_MANS,4.55,0.1,Interface,R,1,35,33,116,simulps,-45.2628,166.8307,-45.5212,167.2781,5531296.58,2026200.01,5505204,2063228,2.35,2.35,45.23,55.2,44.25,54.76,46.28,-0.14,0,31.28,30.64,nu,MANS,A,1500,Q3,-1,Q3,0,Q3,0,-99999,-99999,0,0.35,46,0.595,46,Ristau2013,0.017324208,0.018107065,0.019745116,0.019872818,0.023991283,0.035155671,0.045442984,0.035596028,0.023368997,0.014252398,0.008731822,0.003183493,0.002017175,0.002050721,0.001018987,0.00030742,-99999,-99999,-99999,-99999,-99999,-99999,0.017115,0.002958
2364350,2005-02-13T06:55:31.853999Z,20050213_065531_MLZ,4.55,0.1,Interface,R,1,35,33,116,simulps,-45.2628,166.8307,-45.3665,168.1184,5531296.58,2026200.01,5526603,2127761,2.35,2.35,101.35,106.55,100.31,105.7,86.87,54.41,0,31.28,30.64,nu,MLZ,B,1200,Q3,-1,Q1,0,Q1,0,-99999,-99999,0,0.15,37,0.255,37,Ristau2013,0.002455713,0.002481279,0.002501808,0.002606496,0.00347804,0.006624618,0.00690733,0.00824817,0.004075106,0.003210373,0.002766422,0.002375971,0.001885195,0.000762585,0.000380785,0.000136729,0.000071005,0.00002573,-99999,-99999,-99999,-99999,0.002449,0.000696
2364350,2005-02-13T06:55:31.853999Z,20050213_065531_TAFS,4.55,0.1,Interface,R,1,35,33,116,simulps,-45.2628,166.8307,-45.4167,167.7191,5531296.58,2026200.01,5519112,2096857,2.35,2.35,71.52,78.31,70.5,77.6,65.85,30.55,0,31.28,30.64,nu,TAFS,D,298,Q3,1.4,Q3,200,Q3,0,-99999,-99999,0,0.2,36,0.34,36,Ristau2013,0.005312532,0.005476174,0.005810376,0.007081998,0.009146348,0.012611862,0.014135629,0.014665454,0.00931991,0.007002951,0.006581955,0.006101072,0.00533526,0.003689568,0.00390239,0.001113663,0.000639196,-99999,-99999,-99999,-99999,-99999,0.005272,0.002184
2366369,2005-02-17T21:31:09.762000Z,20050217_213110_ARKS,4.62,0.1,Crustal,R,0,43,70,77,simulps,-39.894,174.6308,-41.2421,174.9441,6144453.04,2649466.16,5994261,2672928,1.9,1.9,152.22,155.31,151.47,154.57,-99999,-99999,0,31.75,31.12,nu,ARKS,C,270,Q3,0.33,Q1,20,Q2,0,-99999,-99999,1,0.5,23,0.85,23,Ristau2013,0.002762525,0.00277149,0.002785134,0.002803265,0.003138724,0.003512872,0.005913839,0.007357379,0.006404505,0.010962806,0.012073119,0.004478507,0.00217455,0.000782171,0.000373553,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.002757,0.001321
2366369,2005-02-17T21:31:09.762000Z,20050217_213110_FAHS,4.62,0.1,Crustal,R,0,43,70,77,simulps,-39.894,174.6308,-40.2135,175.573,6144453.04,2649466.16,6107067,2728976,1.9,1.9,87.71,93.45,87.05,92.85,-99999,-99999,0,31.75,31.12,nu,FAHS,D,270,Q3,0.67,Q1,60,Q3,0,-99999,-99999,0,0.2,40,0.34,40,Ristau2013,0.017771587,0.017926552,0.018287514,0.018885951,0.019647723,0.023481597,0.024845819,0.034550581,0.042723794,0.037917165,0.035497608,0.013968348,0.010742805,0.007212725,0.003376065,0.001116897,0.000762332,-99999,-99999,-99999,-99999,-99999,0.017727,0.008002
2366369,2005-02-17T21:31:09.762000Z,20050217_213110_FXBS,4.62,0.1,Crustal,R,0,43,70,77,simulps,-39.894,174.6308,-40.4614,175.226,6144453.04,2649466.16,6080365,2698754,1.9,1.9,80.85,86.86,80.24,86.32,-99999,-99999,0,31.75,31.12,nu,FXBS,D,210,Q3,1.5,Q3,500,Q3,0,-99999,-99999,0,0.2,40,0.34,40,Ristau2013,0.007179734,0.007404696,0.007534785,0.009129801,0.009239406,0.015327228,0.018658157,0.012943455,0.018431247,0.016285563,0.011794002,0.006979191,0.006197161,0.004082587,0.00195214,0.000933083,0.000399904,-99999,-99999,-99999,-99999,-99999,0.007129,0.002809
2366369,2005-02-17T21:31:09.762000Z,20050217_213110_HUKS,4.62,0.1,Crustal,R,0,43,70,77,simulps,-39.894,174.6308,-39.2609,174.5681,6144453.04,2649466.16,6214819,2645361,1.9,1.9,70.6,77.38,69.83,76.65,-99999,-99999,0,31.75,31.12,nu,HUKS,D,350,Q3,0.7,Q1,60,Q3,0,-99999,-99999,0,0.4,50,0.68,50,Ristau2013,0.006618808,0.006692917,0.007207593,0.008021306,0.010509275,0.013672233,0.012673586,0.016326293,0.025381813,0.021988401,0.020933188,0.013386636,0.013755248,0.008189283,0.003237504,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.006598,0.003713
2366369,2005-02-17T21:31:09.762000Z,20050217_213110_HWHS,4.62,0.1,Crustal,R,0,43,70,77,simulps,-39.894,174.6308,-39.5851,174.2742,6144453.04,2649466.16,6179245,2619477,1.9,1.9,45.93,55.9,45.32,55.25,-99999,-99999,0,31.75,31.12,nu,HWHS,C,210,Q2,0.6,Q2,12,Q2,0,-99999,-99999,0,0.38,22,0.646,22,Ristau2013,0.004781019,0.004807272,0.00485377,0.004923738,0.00494522,0.005898924,0.006813471,0.015153884,0.010293515,0.009216072,0.013268763,0.020974465,0.018059961,0.008305854,0.003201565,0.00099421,-99999,-99999,-99999,-99999,-99999,-99999,0.004774,0.00298
2366369,2005-02-17T21:31:09.762000Z,20050217_213110_MNGS,4.62,0.1,Crustal,R,0,43,70,77,simulps,-39.894,174.6308,-39.8079,175.7909,6144453.04,2649466.16,6151518,2748932,1.9,1.9,99.49,104.75,98.66,103.96,-99999,-99999,0,31.75,31.12,nu,MNGS,D,270,Q3,0.8,Q2,80,Q3,0,-99999,-99999,1,0.2,29,0.34,29,Ristau2013,0.026434878,0.026833529,0.027436819,0.030555477,0.030474935,0.051926431,0.087100337,0.065519371,0.037374956,0.035362141,0.03504519,0.019220143,0.014024329,0.004597826,0.002672774,0.000943901,0.000465767,-99999,-99999,-99999,-99999,-99999,0.026269,0.006787
2366369,2005-02-17T21:31:09.762000Z,20050217_213110_NPCS,4.62,0.1,Crustal,R,0,43,70,77,simulps,-39.894,174.6308,-39.0624,174.0734,6144453.04,2649466.16,6237501,2602951,1.9,1.9,104.11,108.78,103.46,108.11,-99999,-99999,0,31.75,31.12,nu,NPCS,D,350,Q3,1.3,Q3,200,Q3,0,-99999,-99999,1,0.45,43,0.765,43,Ristau2013,0.006965356,0.007091555,0.007412169,0.008107069,0.009587789,0.016907633,0.021079986,0.014382626,0.020292876,0.021219554,0.0183935,0.017417159,0.008820435,0.003524567,0.001876092,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.006938,0.003103
2366369,2005-02-17T21:31:09.762000Z,20050217_213110_ORCS,4.62,0.1,Crustal,R,0,43,70,77,simulps,-39.894,174.6308,-39.4174,175.4126,6144453.04,2649466.16,6195797,2717742,1.9,1.9,85.36,91.35,84.44,90.49,-99999,-99999,4,31.75,31.12,nu,ORCS,D,350,Q3,1,Q1,100,Q3,0,-99999,-99999,0,0.4,50,0.68,50,Ristau2013,0.018642422,0.019718073,0.02376338,0.027879084,0.049651157,0.063964916,0.052674659,0.036872956,0.0286974,0.01615922,0.012775634,0.009189452,0.006584716,0.002357472,0.001118092,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.01841,0.003542
2366369,2005-02-17T21:31:09.762000Z,20050217_213110_PNBS,4.62,0.1,Crustal,R,0,43,70,77,simulps,-39.894,174.6308,-40.3489,175.6076,6144453.04,2649466.16,6091952,2731469,1.9,1.9,97.24,102.43,96.62,101.88,-99999,-99999,0,31.75,31.12,nu,PNBS,D,270,Q3,0.7,Q3,60,Q3,0,-99999,-99999,0,0.35,20,0.595,20,Ristau2013,0.008142366,0.008208138,0.008334077,0.008501386,0.008981768,0.011009355,0.019058514,0.023991071,0.019067732,0.018565868,0.019589018,0.018426317,0.011402073,0.004434203,0.002025211,0.000948225,-99999,-99999,-99999,-99999,-99999,-99999,0.008126,0.004847
2366369,2005-02-17T21:31:09.762000Z,20050217_213110_TSZ,4.62,0.1,Crustal,R,0,43,70,77,simulps,-39.894,174.6308,-40.0586,175.9611,6144453.04,2649466.16,6123223,2762619,1.9,1.9,114.82,119.57,114.07,118.86,-99999,-99999,0,31.75,31.12,nu,TSZ,B,800,Q3,0.4,Q1,0,Q3,0,-99999,-99999,0,0.26,23,0.442,23,Ristau2013,0.006922095,0.006986411,0.007098782,0.007252897,0.007566085,0.007193656,0.008654011,0.018445946,0.011754563,0.01912724,0.011878827,0.009224932,0.006446302,0.001479931,0.000808369,0.000324854,0.000169137,-99999,-99999,-99999,-99999,-99999,0.006905,0.002537
2366369,2005-02-17T21:31:09.762000Z,20050217_213110_TUHS,4.62,0.1,Crustal,R,0,43,70,77,simulps,-39.894,174.6308,-38.8641,175.2483,6144453.04,2649466.16,6257568,2705168,1.9,1.9,126.22,130.07,125.32,129.22,-99999,-99999,0,31.75,31.12,nu,TUHS,B,1000,Q3,0.6,Q3,0,Q3,0,-99999,-99999,0,0.6,25,1.02,25,Ristau2013,0.013199284,0.013308714,0.013567842,0.014086842,0.014783622,0.017061869,0.020441843,0.034822621,0.038629148,0.040571729,0.030719707,0.02526277,0.039027336,0.011347572,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.01314,0.007
2366369,2005-02-17T21:31:09.762000Z,20050217_213110_VRZ,4.62,0.1,Crustal,R,0,43,70,77,simulps,-39.894,174.6308,-39.1243,174.7585,6144453.04,2649466.16,6229653,2662141,1.9,1.9,86.28,91.86,85.46,91.08,-99999,-99999,0,31.75,31.12,nu,VRZ,B,1000,Q3,-1,Q1,0,Q3,0,-99999,-99999,0,0.15,52,0.255,52,Ristau2013,0.005896604,0.006003097,0.006076773,0.007233038,0.008216772,0.013179575,0.01768023,0.018100614,0.013358938,0.015302086,0.010708334,0.007878518,0.005094395,0.003487421,0.001077897,0.000426555,0.000210532,0.000095711,-99999,-99999,-99999,-99999,0.005869,0.002097
2366369,2005-02-17T21:31:09.762000Z,20050217_213110_WAKS,4.62,0.1,Crustal,R,0,43,70,77,simulps,-39.894,174.6308,-39.7727,176.2517,6144453.04,2649466.16,6154073,2788506,1.9,1.9,139.05,143.04,138.23,142.25,-99999,-99999,0,31.75,31.12,nu,WAKS,C,555,Q3,0.1,Q3,6,Q3,0,-99999,-99999,1,0.4,25,0.68,25,Ristau2013,0.005999983,0.006170586,0.006504924,0.007177029,0.009212023,0.014411661,0.0176957,0.01358558,0.012951118,0.009268188,0.00882676,0.007589377,0.00432105,0.001587623,0.001062592,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.00596,0.001544
2366369,2005-02-17T21:31:09.762000Z,20050217_213110_WAZ,4.62,0.1,Crustal,R,0,43,70,77,simulps,-39.894,174.6308,-39.7546,174.9855,6144453.04,2649466.16,6159286,2680188,1.9,1.9,34.02,46.86,33.12,46.12,-99999,-99999,0,31.75,31.12,nu,WAZ,C,690,Q3,0.1,Q3,6,Q3,0,-99999,-99999,0,0.1,35,0.17,35,Ristau2013,0.022278958,0.022587979,0.023468445,0.028689166,0.030517905,0.034189333,0.081008763,0.077744121,0.089156874,0.059976053,0.038673051,0.02643612,0.025497976,0.008356063,0.004207763,0.00159095,0.000858385,0.000393152,0.00023106,0.000145867,-99999,-99999,0.022202,0.009247
2366369,2005-02-17T21:31:09.762000Z,20050217_213110_WCDS,4.62,0.1,Crustal,R,0,43,70,77,simulps,-39.894,174.6308,-39.9336,175.048,6144453.04,2649466.16,6139305,2685024,1.9,1.9,35.85,47.95,35.09,47.27,-99999,-99999,0,31.75,31.12,nu,WCDS,D,250,Q3,1,Q1,100,Q3,0,-99999,-99999,0,0.18,60,0.306,60,Ristau2013,0.035883095,0.037966535,0.039996331,0.053248278,0.064901272,0.064594974,0.057281938,0.060283209,0.146543502,0.075250061,0.044289033,0.048281106,0.034467989,0.015145166,0.007907644,0.003006404,0.00133706,0.000528383,-99999,-99999,-99999,-99999,0.035688,0.01382
2366369,2005-02-17T21:31:09.762000Z,20050217_213110_WVHS,4.62,0.1,Crustal,R,0,43,70,77,simulps,-39.894,174.6308,-39.7571,174.63,6144453.04,2649466.16,6159648,2649673,1.9,1.9,15.22,35.29,14.43,34.78,-99999,-99999,0,31.75,31.12,nu,WVHS,C,330,Q3,0.3,Q3,12,Q3,0,-99999,-99999,0,0.12,43,0.204,43,Ristau2013,0.044269151,0.045004011,0.048065639,0.050458561,0.051583005,0.049887887,0.060514949,0.122392903,0.095907372,0.15351381,0.107611375,0.048706801,0.026254797,0.01515111,0.008374373,0.003298298,0.001702344,0.000756068,0.000420775,-99999,-99999,-99999,0.044077,0.01915
2376455,2005-03-13T15:08:13.134000Z,20050313_150813_ARKS,5.36,0.06,Slab,U,0,317,86,-6.70E+01,simulps,-40.1015,173.5983,-41.2421,174.9441,6122550.1,2561016.88,5994261,2672928,4.4,4.4,170.19,227.5,168.08,225.93,-99999,-99999,0,150.82,149.29,nu,ARKS,C,270,Q3,0.33,Q1,20,Q2,0,-99999,-99999,1,0.35,25,0.595,25,Ristau2013&HarvardCMT,0.023662921,0.023836556,0.024179164,0.024654805,0.024603972,0.032085652,0.038411903,0.07407612,0.072552206,0.054122857,0.076332206,0.055183945,0.037985101,0.006366741,0.002970455,0.001432222,-99999,-99999,-99999,-99999,-99999,-99999,0.023547,0.009717
2376455,2005-03-13T15:08:13.134000Z,20050313_150813_BTWS,5.36,0.06,Slab,U,0,317,86,-6.70E+01,simulps,-40.1015,173.5983,-41.3892,173.1285,6122550.1,2561016.88,5979723,2520736,4.4,4.4,148.56,211.62,146.92,210.1,-99999,-99999,0,150.82,149.29,nu,BTWS,D,210,Q3,0.7,Q3,40,Q3,0,-99999,-99999,0,0.25,24.5,0.425,24.5,Ristau2013&HarvardCMT,0.00456708,0.004630502,0.004731272,0.00517292,0.006670608,0.008185891,0.008892928,0.012721723,0.022474867,0.008438721,0.010240982,0.00964164,0.00567778,0.001221406,0.000952857,0.000717112,0.000263684,-99999,-99999,-99999,-99999,-99999,0.00455,0.001447
