SEGMENT,LAT,LON,DEPTH,SLIP,STRIKE,DIP,RAKE,WIDTH,LENGTH
1, -45.8585, 166.1990, 16625.7292, 4.84736, 23.50, 29.45, 130.81, 5000.000, 5000.000
1, -45.8740, 166.2500, 19227.8781, 4.92840, 23.50, 31.36, 133.47, 5000.000, 5000.000
1, -45.8892, 166.3000, 21963.4445, 4.59936, 23.50, 33.17, 137.31, 5000.000, 5000.000
1, -45.9040, 166.3490, 24828.0856, 3.91918, 23.50, 34.95, 142.30, 5000.000, 5000.000
1, -45.9186, 166.3970, 27822.0260, 3.03590, 23.50, 36.77, 147.21, 5000.000, 5000.000
1, -45.9327, 166.4440, 30947.8406, 2.11666, 23.50, 38.67, 148.18, 5000.000, 5000.000
1, -45.9466, 166.4900, 34206.8576, 1.32302, 23.50, 40.65, 137.24, 5000.000, 5000.000
1, -45.9599, 166.5340, 37600.6372, 0.88589, 23.50, 42.72, 104.88, 5000.000, 5000.000
1, -45.9729, 166.5770, 41129.8659, 0.82438, 23.50, 44.85, 68.91, 5000.000, 5000.000
1, -45.9854, 166.6180, 44791.1578, 0.73448, 23.50, 47.03, 45.32, 5000.000, 5000.000
1, -45.9973, 166.6580, 48578.5848, 0.46327, 23.50, 49.20, 26.36, 5000.000, 5000.000
1, -46.0088, 166.6960, 52485.7186, 0.10642, 23.50, 51.34, 56.81, 5000.000, 5000.000
1, -45.7349, 165.9520, 6350.7757, 0.64045, 23.50, 13.37, 125.76, 5000.000, 5000.000
1, -45.7521, 166.0090, 7906.5447, 1.53869, 23.50, 18.13, 125.22, 5000.000, 5000.000
1, -45.7690, 166.0650, 9769.2467, 2.54895, 23.50, 21.87, 124.81, 5000.000, 5000.000
1, -45.7854, 166.1200, 11871.7091, 3.50453, 23.50, 24.86, 125.39, 5000.000, 5000.000
1, -45.8015, 166.1730, 14167.4869, 4.26583, 23.50, 27.33, 126.66, 5000.000, 5000.000
1, -45.8173, 166.2250, 16625.7292, 4.72208, 23.50, 29.45, 128.47, 5000.000, 5000.000
1, -45.8328, 166.2760, 19227.8781, 4.78961, 23.50, 31.36, 130.99, 5000.000, 5000.000
1, -45.8479, 166.3260, 21963.4445, 4.43101, 23.50, 33.17, 134.64, 5000.000, 5000.000
1, -45.8628, 166.3750, 24828.0856, 3.71066, 23.50, 34.95, 139.78, 5000.000, 5000.000
1, -45.8773, 166.4230, 27822.0260, 2.81310, 23.50, 36.77, 145.56, 5000.000, 5000.000
1, -45.8915, 166.4700, 30947.8406, 1.93695, 23.50, 38.67, 148.20, 5000.000, 5000.000
1, -45.9053, 166.5160, 34206.8576, 1.21867, 23.50, 40.65, 139.43, 5000.000, 5000.000
1, -45.9187, 166.5600, 37600.6372, 0.81865, 23.50, 42.72, 110.20, 5000.000, 5000.000
1, -45.9317, 166.6030, 41129.8659, 0.73340, 23.50, 44.85, 75.94, 5000.000, 5000.000
