MeasurementNumber,NZTM-mE,NZTM-mN,CO2
206,1902360,5761046,1.47
207,1902409,5761012,10.28
208,1902470,5760963,5.29
209,1902525,5760988,4.26
210,1902594,5760990,35.11
211,1902606,5760920,42.16
212,1902630,5760830,7.05
213,1902639,5760745,7.78
214,1902591,5760693,3.97
215,1902562,5760647,13.81
216,1902550,5760593,12.19
217,1902563,5760548,40.83
218,1902536,5760526,3.81
