MeasurementNumber,NZTM-mE,NZTM-mN,CO2
56,1829245,5665248,0.13
57,1829261,5665241,0.09
58,1829247,5665239,0
59,1829228,5665239,0.27
60,1829208,5665244,6.31
61,1829197,5665256,0
