MeasurementNumber,NZTM-mE,NZTM-mN,CO2,GroundTemperature
27022004034,1877819,5720392,4.6,18.3
27022004035,1877774,5720395,70.3,19.1
27022004036,1877791,5720444,20.8,19.5
27022004037,1877759,5720435,19.9,19.9
27022004038,1877749,5720459,30.5,21.0
27022004039,1877719,5720416,268.8,59.6
27022004040,1877719,5720421,1.2,30.0
27022004041,1877705,5720467,5.5,17.2
27022004042,1877734,5720441,13.1,20.9
27022004043,1877749,5720406,3.4,19.5
27022004044,1877762,5720382,12.5,18.6
27022004045,1877727,5720377,9.2,19.4
27022004046,1877677,5720387,40.9,21.8
27022004047,1877757,5720368,1.2,19.6
27022004048,1877781,5720319,6.1,17.9
27022004049,1877758,5720312,7.6,19.9
27022004050,1877725,5720329,3.4,19.1
27022004051,1877728,5720343,7.3,21.0
27022004052,1877847,5720461,12.2,19.7
27022004053,1877873,5720520,45.8,20.7
27022004054,1877934,5720558,20.5,20.5
27022004055,1878000,5720572,1.2,22.1
1032004001,1878188,5720345,17.1,18.0
1032004002,1878119,5720423,11.3,18.3
1032004003,1878069,5720476,15.9,19.8
1032004004,1878027,5720540,10.1,18.1
1032004005,1877998,5720530,2984.2,29.7
1032004006,1877967,5720507,19.3,21.3
1032004007,1877916,5720489,33.6,21.2
1032004008,1877892,5720466,15.3,24.4
1032004009,1877908,5720417,1703.1,90.1
1032004010,1877875,5720422,110.1,21.7
1032004011,1877935,5720435,27.8,20.7
1032004012,1877964,5720460,64.2,17.8
1032004013,1877975,5720421,18.7,19.4
1032004014,1877945,5720417,79.5,19.9
1032004015,1877913,5720412,366.9,24.1
1032004016,1877878,5720416,67.3,20.4
1032004017,1877875,5720373,17.1,19.2
1032004018,1877904,5720371,18.3,19.0
1032004019,1877932,5720388,5.2,20.1
1032004020,1877966,5720404,339.4,19.3
1032004021,1877895,5720364,12.2,19.8
1032004022,1877841,5720375,39.7,18.7
1032004023,1877923,5720354,15.3,20.8
1032004024,1877960,5720379,339.4,19.3
1032004025,1877922,5720376,10.1,20.2
1032004026,1877957,5720350,5.2,19.2
1032004027,1877917,5720323,42.8,19.5
1032004028,1877865,5720306,20.5,19.0
1032004029,1878023,5720290,20.5,18.0
1032004030,1877996,5720326,12.8,19.7
1032004031,1878046,5720214,5.2,19.2
1032004032,1878082,5720204,20.2,20.0
1032004033,1878126,5720233,9.2,21.6
1032004034,1878096,5720285,11.6,18.3
1032004035,1878146,5720305,12.2,18.7
1032004036,1878125,5720351,18.7,19.2
1032004037,1878063,5720349,12.8,19.4
1032004038,1878021,5720334,35.5,19.6
1032004039,1877992,5720366,97.8,19.1
1032004040,1878057,5720382,30.0,19.9
1032004041,1878098,5720397,11.9,19.8
1032004042,1878059,5720432,8.3,18.1
1032004043,1878004,5720417,14.4,18.9
1032004044,1878027,5720474,21.4,22.0
1032004045,1877988,5720473,74.6,26.0
1032004046,1878017,5720515,231.2,20.8
1032004047,1878046,5720572,30.4,21.3
1032004048,1878069,5720533,33.5,20.7
1032004049,1878101,5720477,9.7,19.5
1032004050,1878097,5720506,54.8,20.6
1032004051,1878138,5720468,25.6,20.1
1032004052,1878158,5720415,4.0,19.4
1032004053,1878160,5720396,94.4,18.4
1032004054,1878196,5720373,33.5,18.4
1032004055,1878196,5720345,82.2,19.1
1032004056,1878232,5720333,1123.3,24.9
1032004057,1878256,5720340,2551.1,49.6
1032004058,1878240,5720291,63.9,21.6
1032004059,1878293,5720212,6.4,20.0
1032004060,1878360,5720237,12.5,19.5
1032004061,1878382,5720289,57.8,19.0
1032004062,1878361,5720337,27.4,20.1
1032004063,1878342,5720290,121.8,19.4
1032004064,1878280,5720283,70.0,19.2
1032004065,1878296,5720313,54.5,23.0
1032004066,1878222,5720397,44.4,19.0
1032004067,1878216,5720437,10.0,22.1
1032004068,1878188,5720480,15.8,20.1
1032004069,1878150,5720513,46.0,19.1
1032004070,1878107,5720466,73.1,20.2
1032004071,1878077,5720492,68.5,22.4
1032004072,1878047,5720525,62.4,21.5
1032004073,1878030,5720553,90.1,19.9
8032004001,1877593,5720108,15.0,31.6
8032004002,1877640,5720094,1502.5,49.5
8032004003,1877640,5720079,80.7,21.9
8032004004,1877628,5720041,4.2,23.3
8032004005,1877663,5720054,2019.2,40.9
8032004006,1877667,5720071,888.1,52.0
8032004007,1877678,5720045,6.6,26.0
8032004008,1877658,5720030,17.4,24.7
8032004009,1877703,5720016,3.6,30.5
8032004010,1877701,5720054,6.6,30.8
8032004011,1877689,5720081,2.7,21.7
8032004012,1877718,5720090,7.2,18.9
8032004013,1877722,5720047,255.6,22.4
8032004014,1877767,5720032,183.3,20.5
8032004015,1877773,5720077,300.0,23.4
8032004016,1877753,5720100,1.2,19.2
8032004017,1877794,5720086,5.4,21.6
8032004018,1877789,5720060,2.4,25.0
8032004019,1877786,5720050,4.2,26.1
8032004020,1877750,5720009,9.0,27.2
8032004021,1877722,5720003,3.6,25.4
8032004022,1877704,5720001,14.1,28.9
8032004023,1877682,5720001,9.9,26.3
8032004024,1877674,5719978,11.1,26.1
8032004025,1877651,5719970,5.7,26.2
8032004026,1877651,5719933,16.2,24.2
8032004027,1877738,5719992,6.0,25.0
8032004028,1877662,5719934,5.1,22.9
8032004029,1877628,5719930,3.6,25.0
8032004030,1877597,5719946,5.4,23.6
8032004031,1877613,5719998,3.9,27.8
8032004032,1877652,5720016,6.9,25.1
8032004033,1877618,5720041,3.3,27.3
8032004034,1877590,5720073,9.6,23.9
8032004035,1877592,5720098,6.6,38.4
8032004036,1877589,5720113,515.6,85.5
8032004037,1877540,5720113,38.8,36.2
8032004038,1877528,5720085,9.0,28.9
8032004039,1877575,5720079,179.2,26.5
8032004040,1877551,5720061,1.2,20.6
8032004041,1877532,5720001,6.6,26.5
8032004042,1877570,5719998,7.5,24.8
8032004043,1877575,5719962,7.5,24.2
8032004044,1877546,5720010,9.9,23.8
8032004045,1877519,5719970,299.3,21.4
8032004046,1877555,5719928,80.1,23.0
8032004047,1877552,5719887,1.8,20.9
11032004001,1879077,5720466,15.6,18.5
11032004002,1879054,5720476,19.3,23.1
11032004003,1879032,5720477,534.0,25.7
11032004004,1879005,5720477,31.3,43.2
11032004005,1878997,5720483,22.1,25.9
11032004006,1879051,5720496,1119.2,22.6
11032004007,1879053,5720525,882.8,37.7
11032004008,1879080,5720510,19.0,51.5
11032004009,1879102,5720527,44.1,44.8
11032004010,1879070,5720558,64.4,91.4
11032004011,1879089,5720574,37.7,44.3
11032004012,1879069,5720588,6.7,72.5
11032004013,1879075,5720608,1600.1,20.3
11032004014,1879070,5720645,4.9,19.5
11032004015,1879171,5720515,29.4,19.1
11032004016,1879124,5720680,1.2,19.6
11032004017,1879125,5720793,15.6,20.2
11032004018,1879130,5720852,16.9,18.2
11032004019,1879134,5720952,1.8,19.6
11032004020,1879112,5721044,18.7,18.1
11032004021,1879170,5720567,21.2,21.2
11032004022,1878966,5720389,71.1,16.6
11032004023,1878884,5720292,9.5,17.2
11032004024,1878776,5720214,287.2,16.5
11032004025,1878751,5720217,509.5,32.6
11032004026,1878739,5720186,182.7,43.0
11032004027,1878757,5720178,604.2,23.4
11032004028,1878900,5720286,2.5,25.1
11032004029,1878718,5720074,10.4,29.2
11032004030,1878618,5720035,4.3,16.5
11032004031,1878565,5719998,8.0,20.3
11032004032,1878551,5720025,809.3,38.8
11032004033,1878519,5720010,163.1,32.6
11032004034,1878495,5720012,5.8,20.3
11032004035,1878490,5720027,59.5,20.8
11032004036,1878507,5720029,561.0,19.0
11032004037,1878499,5720393,1.2,18.8
11032004038,1878602,5720473,8.3,22.6
11032004039,1878682,5720538,30.7,20.1
11032004040,1878746,5720587,51.8,22.3
11032004041,1878721,5720629,303.5,19.6
11032004042,1878753,5720597,1.2,22.0
11032004043,1878864,5720637,1.2,23.7
11032004044,1878895,5720772,28.5,19.4
11032004045,1878888,5720829,29.4,26.9
11032004046,1878896,5720919,14.1,21.3
11032004047,1878916,5721021,12.9,21.7
11032004048,1878934,5721117,28.8,22.7
11032004049,1878969,5721195,2.8,22.0
11032004050,1878961,5721282,8.0,22.7
11032004051,1879077,5721210,1.2,22.7
11032004052,1879083,5721118,13.5,20.2
11032004053,1878878,5721097,17.2,21.1
11032004054,1878808,5721123,25.7,22.5
11032004055,1878951,5720766,13.5,22.5
11032004056,1878979,5720883,18.4,26.4
11032004057,1878798,5720524,3.1,23.2
11032004058,1878718,5720489,17.5,21.9
11032004059,1878672,5720480,14.1,24.6
11032004060,1878223,5720450,228.3,24.6
11032004061,1878257,5720463,62.5,25.5
11032004062,1878290,5720476,59.5,25.5
11032004063,1878322,5720515,5.1,18.7
11032004064,1878302,5720562,110.7,18.7
11032004065,1878270,5720520,1360.4,31.4
11032004066,1878247,5720501,65.5,26.6
11032004067,1878223,5720488,189.0,22.4
11032004068,1878205,5720506,11.3,21.5
11032004069,1878169,5720510,21.4,21.6
11032004070,1878126,5720565,24.4,17.6
11032004071,1878093,5720591,20.2,19.8
11032004072,1877980,5720600,4.5,27.4
11032004073,1877935,5720635,53.6,22.1
11032004074,1877885,5720675,7.7,24.8
11032004075,1877857,5720700,28.0,24.6
11032004076,1877827,5720724,37.5,24.6
11032004077,1877788,5720758,26.2,24.3
11032004078,1877747,5720786,13.1,24.2
11032004079,1877698,5720821,128.0,21.8
11032004080,1877667,5720846,1.2,22.0
11032004081,1877626,5720899,32.7,21.7
12032004001,1878027,5720601,15.4,18.1
12032004002,1877988,5720628,8.5,15.0
12032004003,1877945,5720657,9.1,17.3
12032004004,1877909,5720687,15.4,17.6
12032004005,1877874,5720716,13.2,17.0
12032004006,1877837,5720748,10.0,14.4
12032004007,1877800,5720784,22.9,20.3
12032004008,1877746,5720818,20.7,16.7
12032004009,1877727,5720829,38.6,18.7
12032004010,1877710,5720840,20.1,16.2
12032004011,1877674,5720891,9.1,22.6
12032004012,1877843,5720819,34.8,16.5
12032004013,1877849,5720803,18.2,20.3
12032004014,1877887,5720769,85.0,21.7
12032004015,1877923,5720736,15.7,16.3
12032004016,1877958,5720704,9.7,17.0
12032004017,1877995,5720671,4.7,19.4
12032004018,1878029,5720637,25.7,16.9
12032004019,1878062,5720609,28.9,16.7
12032004020,1877910,5720578,25.7,17.4
12032004021,1877885,5720551,19.5,19.1
12032004022,1877898,5720611,7.5,17.5
12032004023,1877841,5720584,8.2,18.7
12032004024,1877809,5720615,6.0,16.8
12032004025,1877864,5720646,12.2,18.2
12032004026,1877786,5720714,9.7,15.1
12032004027,1877784,5720661,6.6,16.0
12032004028,1877824,5720653,14.1,15.5
12032004029,1877753,5720681,5.2,15.0
12032004030,1877705,5720716,16.3,13.3
12032004031,1877665,5720723,10.4,13.8
12032004032,1877619,5720729,8.9,17.2
12032004033,1877663,5720700,9.2,16.6
12032004034,1877684,5720741,12.3,20.6
12032004035,1877694,5720723,283.6,43.0
12032004036,1877701,5720744,140.9,26.3
12032004037,1877758,5720730,19.0,16.0
12032004038,1877740,5720646,13.8,17.1
12032004039,1877735,5720621,18.7,23.6
12032004040,1877737,5720639,23.6,25.7
12032004041,1877761,5720632,12.6,25.7
12032004042,1877782,5720585,12.3,25.7
12032004043,1877794,5720523,12.9,18.9
12032004044,1877799,5720487,460.8,51.8
12032004045,1877790,5720469,26.1,17.6
12032004046,1877775,5720495,1.2,19.9
12032004047,1877766,5720466,146.1,22.1
12032004048,1877735,5720488,27.3,25.3
12032004049,1877752,5720527,1.8,17.1
12032004050,1877740,5720548,11.4,22.6
12032004051,1877765,5720548,60.5,25.0
12032004052,1877745,5720573,27.6,18.4
12032004053,1877729,5720589,9.5,20.8
12032004054,1877740,5720596,5114.1,72.3
12032004055,1877739,5720590,18.4,30.1
12032004056,1877711,5720566,22.7,17.3
12032004057,1877704,5720521,19.0,23.3
12032004058,1877684,5720500,33.8,28.5
12032004059,1877642,5720519,34.8,23.8
12032004060,1877601,5720563,4.2,22.1
12032004061,1877594,5720608,1.2,19.7
12032004062,1877582,5720671,1.2,18.8
12032004063,1877614,5720726,14.9,20.6
12032004064,1877543,5720706,6.5,19.6
12032004065,1877511,5720688,6.3,24.1
12032004066,1877463,5720666,3.3,25.7
12032004067,1877476,5720645,12.8,19.2
12032004068,1877484,5720631,226.2,25.0
12032004069,1877513,5720654,19.6,17.1
12032004070,1877462,5720631,50.9,22.3
12032004071,1877450,5720604,6.3,23.3
12032004072,1877470,5720611,45.2,29.6
12032004073,1877485,5720598,42.3,60.3
12032004074,1877510,5720595,583.4,61.7
12032004075,1877585,5720758,8.9,20.6
12032004076,1877504,5720589,300.6,76.5
12032004077,1877489,5720586,89.3,53.0
12032004078,1877491,5720564,19.6,57.1
12032004079,1877519,5720569,53.6,35.4
12032004080,1877534,5720556,1836.5,71.0
12032004081,1877548,5720562,223.2,46.0
12032004082,1877553,5720541,68.5,40.0
12032004083,1877516,5720539,0.0,
12032004084,1877518,5720540,68.5,54.4
12032004085,1877540,5720514,11.6,32.7
12032004086,1877558,5720505,32.7,53.0
12032004087,1877523,5720501,35.7,32.7
12032004088,1877521,5720478,53.6,67.3
12032004089,1877522,5720471,535.8,88.7
12032004090,1877539,5720467,92.3,36.6
12032004091,1877547,5720458,14.9,36.2
12032004092,1877558,5720476,50.0,73.5
12032004093,1877560,5720495,77.4,54.7
12032004094,1877597,5720513,11.9,26.0
12032004095,1877575,5720609,17.0,21.4
12032004096,1877602,5720665,13.4,20.8
12032004097,1877419,5720644,1.2,22.5
12032004098,1877450,5720672,9.6,24.4
12032004099,1877491,5720710,39.0,22.5
12032004100,1877519,5720740,9.6,22.3
12032004101,1877559,5720779,24.0,25.0
12032004102,1877578,5720797,45.0,21.1
12032004103,1877620,5720827,16.2,23.3
12032004104,1877495,5720695,9.0,20.6
12032004105,1877371,5720601,38.7,22.6
12032004106,1877337,5720565,8.1,24.6
12032004107,1877301,5720533,15.0,25.8
12032004108,1877281,5720508,5.4,25.7
12032004109,1877244,5720475,11.4,25.7
12032004110,1877212,5720445,13.2,30.0
12032004111,1877179,5720414,17.7,23.9
12032004112,1877135,5720361,1.2,21.8
12032004113,1877110,5720340,1.5,23.8
12032004114,1877077,5720304,1.2,23.7
12032004115,1877037,5720264,9.0,23.6
12032004116,1876986,5720221,7.8,20.2
17032004001,1877500,5719895,7.4,18.4
17032004002,1877450,5719952,14.5,17.4
17032004003,1877415,5720013,4.9,17.3
17032004004,1877408,5720057,6.8,17.8
17032004005,1877404,5720117,8.3,17.4
17032004006,1877413,5720154,1.5,16.4
17032004007,1877456,5720134,2.5,18.6
17032004008,1877499,5720125,2.2,16.9
17032004009,1877538,5720119,69.0,37.5
17032004010,1877387,5720197,46.2,18.2
17032004011,1877415,5720249,19.7,20.7
17032004012,1877436,5720278,252.6,20.1
17032004013,1877434,5720293,141.7,40.0
17032004014,1877414,5720309,40.1,41.2
17032004015,1877393,5720310,30.2,18.7
17032004016,1877382,5720274,141.7,27.6
17032004017,1877409,5720279,35.7,24.0
17032004018,1877456,5720298,55.5,30.5
17032004019,1877481,5720299,77.0,23.1
17032004020,1877495,5720313,20.0,20.6
17032004021,1877484,5720334,20.6,20.0
17032004022,1877483,5720364,18.5,40.7
17032004023,1877462,5720373,86.3,80.2
17032004024,1877465,5720360,80.1,35.0
17032004025,1877465,5720330,46.2,28.0
17032004026,1877375,5720193,7.7,18.3
17032004027,1877339,5720255,22.8,19.8
17032004028,1877325,5720267,26.2,21.6
17032004029,1877314,5720243,9.2,17.1
17032004030,1877304,5720285,4.6,17.5
17032004031,1877301,5720332,400.5,22.2
17032004032,1877287,5720365,677.8,18.4
17032004033,1877346,5720350,4.0,21.8
17032004034,1877333,5720396,77.0,22.3
17032004035,1877350,5720461,212.6,51.1
17032004036,1877365,5720458,175.6,74.8
17032004037,1877385,5720485,8.9,18.5
17032004038,1877344,5720447,594.6,36.2
17032004039,1877307,5720431,4.6,35.4
17032004040,1877274,5720410,4.9,18.3
17032004041,1877253,5720348,8.3,17.4
17032004042,1877248,5720304,40.1,18.1
17032004043,1877238,5720245,17.3,17.7
17032004044,1877223,5720192,6.5,16.4
17032004045,1877213,5720176,5.5,17.4
17032004046,1877148,5720142,1.2,17.4
17032004047,1877126,5720123,6.2,18.1
17032004048,1877082,5720151,2.2,17.0
17032004049,1877068,5720152,5.9,16.8
17032004050,1877033,5720126,2.8,18.4
17032004051,1877034,5720184,9.9,18.4
17032004052,1877040,5720212,6.2,16.6
17032004053,1876985,5720199,20.3,19.3
17032004054,1876993,5720102,10.2,17.7
17032004055,1876998,5720054,28.3,20.0
17032004056,1877005,5719989,19.7,19.7
17032004057,1877016,5719908,27.4,17.7
17032004058,1877434,5720591,9.2,19.8
17032004059,1877439,5720540,1.8,19.4
17032004060,1877461,5720474,5.2,18.1
17032004061,1877502,5720436,10.8,19.2
17032004062,1877520,5720410,8.9,18.2
17032004063,1877555,5720387,6.8,20.3
17032004064,1877611,5720396,3.1,19.3
17032004065,1877581,5720431,4.9,19.2
17032004066,1877563,5720428,9.2,21.4
17032004067,1877413,5720478,20.0,17.6
17032004068,1877339,5720474,29.9,19.9
17032004069,1877301,5720452,3.7,21.2
17032004070,1877272,5720441,3204.2,18.1
17032004071,1877265,5720424,9.9,18.4
17032004072,1877312,5720501,3.1,19.5
17032004073,1877317,5720195,1.2,19.6
17032004074,1877329,5720124,1.2,18.9
17032004075,1877350,5720111,1.2,18.7
17032004076,1877322,5720074,9.9,18.9
17032004077,1877301,5720049,1.5,18.8
17032004078,1877252,5720061,1.2,18.6
17032004079,1877288,5720095,1.2,18.7
17032004080,1877306,5720140,3.3,18.8
19032004001,1877582,5719847,7.3,18.5
19032004002,1877439,5720117,19.1,17.6
19032004003,1877477,5720098,4.2,18.5
19032004004,1877511,5720058,3.3,20.8
19032004005,1877506,5720055,14.5,29.7
19032004006,1877512,5720017,3.0,21.8
19032004007,1877554,5720012,7.0,20.5
19032004008,1877524,5719947,633.0,36.3
19032004009,1877514,5719922,218.1,25.3
19032004010,1877494,5719922,1393.1,23.6
19032004011,1877513,5719892,484.6,22.8
19032004012,1877439,5719881,13.9,19.3
19032004013,1877405,5719923,75.7,20.4
19032004014,1877348,5719959,2.1,17.4
19032004015,1877348,5720004,1.5,16.0
19032004016,1877391,5720088,4.5,20.1
19032004017,1877444,5720074,3.9,18.6
19032004018,1877434,5720128,8.8,18.0
19032004019,1877481,5719982,5.1,20.8
19032004020,1877453,5720181,1.2,18.5
19032004021,1877507,5720198,14.9,22.0
19032004022,1877538,5720150,4.2,26.3
19032004023,1877525,5720203,2.7,17.1
19032004024,1877576,5720228,83.6,25.0
19032004025,1877597,5720201,325.5,65.2
19032004026,1877608,5720194,29.9,30.2
19032004027,1877615,5720177,13.1,34.1
19032004028,1877626,5720135,122.4,30.6
19032004029,1877687,5720125,185.1,22.8
19032004030,1877672,5720150,146.3,78.8
19032004031,1877660,5720200,25.7,27.5
19032004032,1877651,5720215,206.0,94.0
22032004001,1877463,5720214,4.3,21.1
22032004002,1877497,5720218,3.9,18.9
22032004003,1877503,5720255,7.6,27.3
22032004004,1877523,5720280,622.5,67.9
22032004005,1877505,5720287,485.8,35.3
22032004006,1877523,5720306,1.2,16.6
22032004007,1877506,5720328,34.6,54.6
22032004008,1877505,5720350,944.3,61.0
22032004009,1877526,5720353,2016.1,84.2
22032004010,1877540,5720356,716.6,81.6
22032004011,1877554,5720363,170.0,45.9
22032004012,1877549,5720334,215.6,58.1
22032004013,1877554,5720320,5.2,34.2
22032004014,1877565,5720301,8.5,24.0
22032004015,1877578,5720327,1062.7,93.0
22032004016,1877594,5720344,0.0,
22032004017,1877609,5720355,859.3,55.2
22032004018,1877629,5720352,94.1,52.5
22032004019,1877646,5720354,3139.6,88.5
22032004020,1877612,5720321,85.0,24.3
22032004021,1877663,5720348,1694.3,68.2
22032004022,1877678,5720359,39.5,24.5
22032004023,1877676,5720340,221.7,22.4
22032004024,1877668,5720299,25.8,37.0
22032004025,1877627,5720275,2125.4,28.4
22032004026,1877574,5720248,191.3,26.8
22032004027,1877541,5720229,3.6,21.1
22032004028,1877657,5720222,303.6,97.9
22032004029,1877683,5720225,33.4,23.9
22032004030,1877707,5720207,425.1,82.6
22032004031,1877741,5720219,16.7,21.1
22032004032,1877740,5720164,1002.0,28.7
22032004033,1877744,5720126,1.5,24.3
22032004034,1877816,5720124,6.4,17.3
22032004035,1877793,5720207,971.6,51.8
22032004036,1877791,5720227,29.8,24.1
22032004037,1877790,5720270,57.7,19.6
22032004038,1877766,5720261,27.3,19.8
22032004039,1877727,5720268,15.8,27.3
22032004040,1877691,5720268,39.5,24.3
22032004041,1877371,5718974,48.7,18.0
22032004042,1877432,5718970,19.8,14.8
22032004043,1877478,5718977,11.6,16.3
22032004044,1877536,5718975,3.3,17.1
22032004045,1877597,5718963,9.1,19.2
22032004046,1877628,5718961,11.0,20.4
22032004047,1877669,5718961,11.0,23.1
22032004048,1877714,5718973,4.0,20.4
22032004049,1877762,5718996,9.1,17.7
22032004050,1877806,5719011,12.2,20.5
22032004051,1877827,5719050,11.0,19.0
22032004052,1877870,5719118,12.2,18.9
22032004053,1877927,5719127,18.6,18.9
22032004054,1877965,5719173,30.4,15.4
22032004055,1878009,5719218,7.6,22.8
22032004056,1878053,5719253,18.3,18.8
22032004057,1878099,5719241,22.8,17.3
22032004058,1878145,5719222,21.3,18.0
5042004001,1877340,5720528,1.3,15.0
5042004002,1877369,5720542,3.4,15.0
5042004003,1877403,5720544,10.3,17.0
5042004004,1877468,5720576,3.1,18.7
5042004005,1877448,5720569,4.1,19.3
5042004006,1877471,5720539,1.3,18.0
5042004007,1877444,5720499,6.9,15.8
5042004008,1877475,5720480,10.3,17.1
5042004009,1877476,5720428,7.5,17.2
5042004010,1877487,5720417,5.3,16.6
5042004011,1877495,5720413,16.6,18.5
5042004012,1877515,5720376,1.3,18.9
5042004013,1877421,5720449,57.6,71.5
5042004014,1877407,5720460,296.6,93.8
5042004015,1877394,5720528,1.3,16.3
5042004016,1877389,5720441,11.9,22.0
5042004017,1877394,5720422,31.3,25.0
5042004018,1877410,5720410,23.2,24.7
5042004019,1877437,5720417,644.5,90.8
5042004020,1877450,5720364,1.3,22.4
5042004021,1877453,5720325,12.2,21.7
5042004022,1877389,5720313,31.3,23.7
5042004023,1877348,5720300,30.3,18.9
5042004024,1877276,5720283,17.8,13.4
5042004025,1877273,5720137,2.5,16.8
5042004026,1877234,5720148,4.4,19.9
5042004027,1877219,5720227,11.3,12.9
5042004028,1877255,5720243,1.3,12.6
5042004029,1877219,5720288,12.2,13.4
5042004030,1877279,5720293,11.3,15.0
5042004031,1877247,5720405,16.3,16.0
5042004032,1877238,5720441,1.6,16.7
5042004033,1877242,5720420,14.1,15.3
6042004001,1877030,5720139,4.1,9.5
6042004002,1877067,5720215,5.9,11.9
6042004003,1877108,5720308,5.6,9.7
6042004004,1877131,5720325,27.5,11.5
6042004005,1877183,5720387,5.3,10.4
6042004006,1877216,5720412,11.2,10.5
6042004007,1877247,5720445,11.2,10.7
6042004008,1877222,5720296,13.1,11.3
6042004009,1877206,5720207,19.4,11.6
6042004010,1877122,5720141,19.4,11.2
6042004011,1877110,5720184,19.7,11.8
6042004012,1877068,5720114,8.9,13.5
6042004013,1877053,5720081,1.8,13.0
6042004014,1877048,5720037,6.7,12.3
6042004015,1877052,5719996,6.4,11.8
6042004016,1877072,5719967,16.6,12.1
6042004017,1877095,5719949,9.2,11.3
6042004018,1877114,5719946,1.8,11.0
6042004019,1877116,5720010,1.2,14.7
6042004020,1877169,5720054,3.1,11.2
6042004021,1877174,5720086,1.5,12.8
6042004022,1877197,5720130,1.2,10.2
6042004023,1877198,5720070,4.6,14.9
6042004024,1877177,5720042,4.3,11.4
6042004025,1877122,5720061,1.2,12.6
6042004026,1877110,5720123,2.5,13.7
6042004027,1877129,5720080,1.2,11.4
6042004028,1877158,5719920,5.2,11.4
6042004029,1877181,5719938,1.8,10.9
6042004030,1877188,5719892,3.1,13.0
6042004031,1877106,5719860,3.7,13.1
6042004032,1877134,5719812,18.1,11.4
6042004033,1877211,5719756,1.5,15.4
6042004034,1877240,5720091,1.2,14.2
6042004035,1877355,5720076,5.5,14.7
6042004036,1877333,5720037,5.5,16.1
6042004037,1877328,5719978,4.0,14.8
6042004038,1877270,5719997,2.4,14.3
6042004039,1877224,5720011,3.7,11.4
6042004040,1877278,5719965,3.7,15.4
6042004041,1877246,5719934,8.2,14.0
6042004042,1877258,5719906,17.7,16.9
6042004043,1877300,5719896,1.8,15.2
6042004044,1877263,5719844,13.1,15.4
6042004045,1877253,5719797,18.3,14.0
6042004046,1877293,5719802,15.3,16.3
6042004047,1877360,5719807,6.7,15.1
6042004048,1877338,5719818,11.6,16.4
6042004049,1877393,5719826,16.5,17.2
6042004050,1877426,5719862,38.5,16.4
6042004051,1877354,5719881,17.7,18.6
6042004052,1877314,5719933,9.5,15.4
6042004053,1878253,5719398,6.1,15.5
6042004054,1878221,5719350,2.4,14.5
6042004055,1878186,5719304,6.1,14.5
6042004056,1878121,5719295,6.7,15.1
6042004057,1878144,5719262,4.3,17.7
6042004058,1878148,5719236,4.9,14.1
