MeasurementNumber,NZTM-mE,NZTM-mN,CO2,GroundTemperature
17032011015,1877309,5720286,4.9,18.1
17032011016,1877308,5720295,3.0,19.2
17032011017,1877296,5720301,29.0,18.3
17032011018,1877296,5720315,7.9,18.2
17032011019,1877288,5720320,30.5,19.0
17032011020,1877284,5720335,18.0,19.5
17032011021,1877279,5720345,13.3,18.0
17032011022,1877294,5720351,16.0,32.0
17032011023,1877288,5720352,1174.2,19.5
17032011024,1877287,5720362,826.4,19.8
17032011025,1877281,5720369,243.1,21.1
17032011026,1877279,5720366,8.8,18.1
17032011027,1877274,5720365,26.9,17.6
17032011028,1877287,5720375,656.9,38.5
17032011029,1877302,5720381,623.6,28.6
17032011030,1877301,5720367,2390.1,38.4
17032011031,1877308,5720363,10.6,31.3
17032011032,1877310,5720353,87.2,25.4
17032011033,1877315,5720336,45.4,24.4
17032011034,1877325,5720326,45.1,21.6
17032011035,1877322,5720353,61.4,26.9
17032011036,1877332,5720344,32.4,26.0
17032011037,1877344,5720337,28.8,21.9
17032011038,1877331,5720365,25.7,23.8
17032011039,1877318,5720377,508.5,32.8
17032011040,1877330,5720375,39.7,23.7
17032011041,1877334,5720391,26.3,22.3
17032011042,1877319,5720392,111.7,29.4
17032011043,1877303,5720395,231.0,34.6
17032011044,1877292,5720390,132.0,43.5
17032011045,1877304,5720407,122.1,29.6
17032011046,1877315,5720404,966.8,32.8
17032011047,1877325,5720404,2565.8,38.4
17032011048,1877336,5720405,29.3,27.2
17032011049,1877328,5720417,28.1,30.8
17032011050,1877316,5720422,416.1,34.8
17032011051,1877304,5720418,15.6,22.2
17032011052,1877319,5720411,101.2,28.2
17032011053,1877339,5720420,1378.4,58.6
17032011054,1877345,5720415,19.8,26.0
17032011055,1877343,5720403,45.5,26.4
17032011056,1877332,5720431,113.4,42.7
17032011057,1877342,5720434,5064.5,100.3
17032011058,1877350,5720432,88.6,28.3
17032011059,1877357,5720438,26.0,31.2
17032011060,1877362,5720428,16.2,26.9
17032011061,1877362,5720426,3903.6,100.0
17032011062,1877362,5720417,10.5,29.0
17032011063,1877356,5720422,19.5,24.1
17032011064,1877368,5720425,17044.7,100.0
17032011065,1877373,5720415,17.1,30.1
17032011066,1877375,5720423,72.7,31.8
17032011067,1877380,5720421,77.8,31.3
17032011068,1877378,5720435,194.6,35.8
17032011069,1877388,5720439,41.9,28.6
17032011070,1877397,5720434,56.8,32.6
17032011071,1877392,5720424,62.1,36.3
17032011072,1877388,5720424,7432.5,100.0
17032011073,1877387,5720420,56.2,39.8
17032011074,1877408,5720426,115.3,40.0
17032011075,1877415,5720430,24.5,38.3
17032011076,1877420,5720441,10422.3,100.0
17032011077,1877427,5720440,3.8,25.4
17032011078,1877423,5720430,43.7,71.7
17032011079,1877428,5720424,7194.5,100.0
17032011080,1877436,5720422,901.5,100.0
17032011081,1877434,5720424,11.5,32.0
17032011082,1877443,5720427,32.2,37.0
17032011083,1877440,5720437,32.5,28.3
17032011084,1877449,5720422,44.0,26.5
17032011085,1877447,5720413,22.5,26.5
17032011086,1877434,5720410,26.0,39.4
17032011087,1877428,5720416,23.4,42.9
17032011088,1877437,5720420,1365.6,100.0
17032011089,1877432,5720420,1640.5,100.0
17032011090,1877422,5720422,5.9,25.2
17032011091,1877410,5720442,29.3,33.0
17032011092,1877413,5720458,166.1,28.1
17032011093,1877418,5720460,15.1,28.2
17032011094,1877424,5720454,407.9,76.8
17032011095,1877429,5720463,8.9,20.1
17032011096,1877432,5720453,5.9,24.6
17032011097,1877410,5720452,1564.0,100.0
17032011098,1877409,5720463,13.9,26.4
17032011099,1877373,5720446,744.9,54.4
17032011100,1877376,5720456,442.2,95.8
17032011101,1877384,5720449,5.0,31.3
18032011001,1877345,5720448,1075.5,43.1
18032011002,1877351,5720456,599.8,56.7
18032011003,1877363,5720462,588.8,44.6
18032011004,1877371,5720469,269.6,57.4
18032011005,1877374,5720481,6.7,18.1
18032011006,1877351,5720478,4.3,17.4
18032011007,1877337,5720477,10.4,18.1
18032011008,1877345,5720470,12.2,19.7
18032011009,1877358,5720470,3.4,19.0
18032011010,1877400,5720478,21.3,17.4
18032011011,1877413,5720477,11.0,18.2
18032011012,1877400,5720467,3.7,57.7
18032011013,1877405,5720471,189.4,40.7
18032011014,1877413,5720467,9.8,19.4
18032011015,1877403,5720464,24.1,33.3
18032011016,1877398,5720454,38.2,35.0
18032011017,1877397,5720444,147.3,34.6
18032011018,1877385,5720455,43.8,49.2
18032011019,1877389,5720468,47.8,42.7
18032011020,1877377,5720470,39.8,62.2
18032011021,1877370,5720458,40.3,39.2
18032011022,1877364,5720453,15175.5,100.0
18032011023,1877360,5720449,47.2,31.2
18032011024,1877350,5720441,20.6,29.0
18032011025,1877350,5720427,34.7,25.1
18032011026,1877369,5720442,23.0,38.1
18032011027,1877370,5720433,116.8,32.4
18032011028,1877334,5720442,45.2,30.8
18032011029,1877319,5720438,590.9,51.0
18032011030,1877322,5720445,3799.0,98.5
18032011031,1877328,5720449,10.3,28.3
18032011032,1877333,5720457,11.8,19.8
18032011033,1877345,5720463,28.4,19.7
18032011034,1877336,5720469,4.5,18.5
18032011035,1877320,5720467,17.8,19.2
18032011036,1877312,5720461,15.1,20.2
18032011037,1877313,5720449,247.9,42.0
18032011038,1877309,5720441,2091.9,51.5
18032011039,1877315,5720442,724.4,92.0
18032011040,1877304,5720441,14944.5,100.0
18032011041,1877317,5720432,28.4,29.3
18032011042,1877308,5720435,261.2,29.4
18032011043,1877302,5720428,32.2,21.1
18032011044,1877301,5720436,61.9,19.7
18032011045,1877301,5720445,95.4,20.3
18032011046,1877307,5720446,312.0,39.2
18032011047,1877304,5720458,24.1,22.2
18032011048,1877299,5720453,102.1,25.0
18032011049,1877318,5720456,62.1,37.6
18032011050,1877292,5720451,168.1,18.5
18032011051,1877293,5720461,28.9,18.6
18032011052,1877285,5720454,15.6,18.7
18032011053,1877281,5720444,30.1,18.7
18032011054,1877286,5720439,4.5,18.4
18032011055,1877285,5720428,5.1,19.9
18032011056,1877295,5720437,24.1,19.4
18032011057,1877275,5720437,7.8,20.2
18032011058,1877275,5720446,8932.0,18.3
18032011059,1877272,5720453,32.8,20.8
18032011060,1877269,5720441,15.3,17.3
18032011061,1877281,5720412,9.3,19.6
18032011062,1877277,5720402,7.5,18.2
18032011063,1877266,5720378,7.8,18.6
18032011064,1877255,5720359,7.2,18.8
18032011065,1877255,5720334,34.4,18.5
18032011066,1877282,5720383,6.9,17.2
18032011067,1877290,5720406,19.0,17.1
18032011068,1877294,5720415,39.9,19.5
25032011001,1877493,5720310,12.4,18.4
25032011002,1877491,5720327,12.4,17.2
25032011003,1877469,5720349,30.9,22.8
25032011004,1877459,5720362,21.6,26.2
25032011005,1877444,5720373,9.3,24.6
25032011006,1877428,5720388,24.7,26.9
25032011007,1877422,5720403,18.6,23.5
25032011008,1877434,5720399,30.9,44.2
25032011009,1877445,5720403,30.9,39.4
25032011010,1877451,5720400,18.6,27.5
25032011011,1877446,5720391,9.3,24.2
25032011012,1877436,5720389,30.9,33.6
25032011013,1877437,5720397,8039.2,98.7
25032011014,1877440,5720396,309.2,98.0
25032011015,1877454,5720385,6.2,35.5
25032011016,1877440,5720383,46.4,52.6
25032011017,1877452,5720382,30.5,75.0
25032011018,1877460,5720372,243.8,98.1
25032011019,1877468,5720379,18.3,48.1
25032011020,1877474,5720371,18.3,39.4
25032011021,1877467,5720360,914.1,97.2
25032011022,1877464,5720365,158.4,87.0
25032011023,1877464,5720358,167.6,25.9
25032011024,1877462,5720352,30.5,20.1
25032011025,1877474,5720358,115.8,40.6
25032011026,1877480,5720367,21.3,21.0
25032011027,1877479,5720373,2742.2,91.3
25032011028,1877477,5720377,18.3,28.1
25032011029,1877484,5720381,18.3,24.6
25032011030,1877483,5720373,82.3,41.4
25032011031,1877497,5720370,51.8,38.2
25032011032,1877504,5720368,12.2,30.6
25032011033,1877506,5720365,12.2,22.4
25032011034,1877518,5720364,9.1,26.4
25032011035,1877522,5720363,15.2,22.5
25032011036,1877534,5720363,109.7,24.6
25032011037,1877531,5720357,16148.8,90.0
25032011038,1877534,5720353,152.3,45.8
25032011039,1877539,5720352,646.0,100.0
25032011040,1877537,5720347,76.2,33.0
25032011041,1877533,5720344,24.4,26.0
25032011042,1877519,5720342,12.2,25.0
25032011043,1877528,5720348,163.2,95.0
25032011044,1877528,5720354,205.5,79.8
25032011045,1877540,5720356,332.4,68.7
25032011046,1877545,5720352,22059.1,100.0
25032011047,1877547,5720359,48.3,54.0
25032011048,1877549,5720359,12.1,62.0
25032011049,1877543,5720365,6043.6,100.0
25032011050,1877549,5720362,15.1,39.2
25032011051,1877520,5720352,992.6,88.0
25032011052,1877517,5720356,249.6,53.5
25032011053,1877514,5720355,2225.8,95.4
25032011054,1877513,5720354,902.3,98.2
25032011055,1877518,5720352,872.3,99.3
25032011056,1877521,5720346,57.1,29.0
25032011057,1877511,5720345,162.4,43.9
25032011058,1877505,5720349,1624.2,48.0
25032011059,1877509,5720353,21.1,39.2
25032011060,1877508,5720357,1143.0,100.0
25032011061,1877504,5720358,19641.0,98.7
25032011062,1877500,5720353,3007.8,59.6
25032011063,1877500,5720345,9.0,36.5
25032011064,1877490,5720349,21.1,39.0
25032011065,1877486,5720352,8542.2,77.8
25032011066,1877493,5720352,932.4,100.0
25032011067,1877497,5720352,1353.5,100.0
25032011068,1877499,5720359,30.1,41.9
25032011069,1877504,5720361,39.4,49.3
25032011070,1877497,5720366,1120.0,87.0
25032011071,1877493,5720368,272.4,70.5
25032011072,1877493,5720367,121.1,80.7
25032011073,1877484,5720363,136.2,47.6
25032011074,1877483,5720368,354.2,101.0
25032011075,1877483,5720354,15.1,27.8
25032011076,1877481,5720339,45.4,22.9
25032011077,1877490,5720342,81.7,39.0
25032011078,1877493,5720335,36.3,24.4
25032011079,1877504,5720336,72.7,28.4
25032011080,1877511,5720334,99.9,29.0
25032011081,1877521,5720332,12.1,20.1
25032011082,1877533,5720331,9.1,30.1
25032011083,1877537,5720322,21.2,19.4
25032011084,1877525,5720311,18.2,18.9
25032011085,1877523,5720324,6.1,18.5
25032011086,1877516,5720328,3.0,20.0
25032011087,1877511,5720328,1059.5,97.8
25032011088,1877507,5720330,3.0,28.7
25032011089,1877505,5720328,6.1,20.3
25032011090,1877502,5720332,454.1,69.2
25032011091,1877498,5720320,202.8,59.5
25032011092,1877496,5720330,505.5,91.4
25032011093,1877500,5720335,74831.1,97.8
25032011094,1877504,5720335,45588.9,82.5
25032011095,1877502,5720321,42.6,25.4
25032011096,1877494,5720322,45.6,23.3
25032011097,1877500,5720316,24.3,42.6
25032011098,1877509,5720311,88.2,26.8
25032011099,1877512,5720320,15.2,18.7
25032011100,1877522,5720318,15.2,16.7
25032011101,1877523,5720303,6.1,17.7
25032011102,1877516,5720300,191.7,30.6
25032011103,1877512,5720297,356.0,34.0
25032011104,1877504,5720303,505.1,32.8
25032011105,1877501,5720307,261.7,31.2
25032011106,1877492,5720301,273.9,22.5
25032011107,1877482,5720303,3.0,24.8
25032011108,1877488,5720294,76.1,24.8
25032011109,1877488,5720287,54.8,23.1
25032011110,1877497,5720292,63.9,26.3
25032011111,1877499,5720297,319.5,24.2
25032011112,1877506,5720292,289.1,38.4
25032011113,1877515,5720291,167.4,38.7
25032011114,1877523,5720292,24.3,24.7
25032011115,1877525,5720281,3468.8,100.0
25032011116,1877529,5720285,3.0,26.4
25032011117,1877531,5720279,289.1,45.0
25032011118,1877537,5720278,3.0,20.4
25032011119,1877524,5720275,12.2,19.3
25032011120,1877522,5720275,70.0,57.5
25032011121,1877519,5720279,256.2,91.2
25032011122,1877518,5720275,274.5,78.2
25032011123,1877517,5720271,6.1,74.0
25032011124,1877524,5720269,97.6,31.3
25032011125,1877515,5720261,18.3,31.6
25032011126,1877506,5720269,1006.3,45.5
25032011127,1877507,5720257,3.0,19.2
25032011128,1877498,5720268,24.4,30.5
25032011129,1877489,5720279,134.2,29.8
25032011130,1877487,5720270,54.9,31.1
25032011131,1877480,5720281,39.6,32.0
25032011132,1877496,5720276,491.0,32.0
25032011133,1877502,5720275,198.2,28.5
25032011134,1877514,5720269,152.5,28.7
25032011135,1877513,5720279,195.2,26.3
25032011136,1877505,5720284,149.4,48.3
25032011137,1877493,5720284,57.9,21.5
25032011138,1877477,5720295,27.4,17.8
25032011139,1877526,5720286,222.6,89.0
25032011140,1877519,5720284,155.5,92.4
1042011001,1877551,5720326,167.2,95.6
1042011002,1877548,5720340,33.4,24.5
1042011003,1877552,5720350,115.5,48.2
1042011004,1877552,5720358,196.1,98.2
1042011005,1877553,5720367,13.1,21.6
1042011006,1877561,5720368,17.3,23.5
1042011007,1877569,5720361,6.1,21.4
1042011008,1877577,5720347,30.4,19.7
1042011009,1877589,5720350,8.2,18.8
1042011010,1877597,5720359,7.6,18.4
1042011011,1877599,5720352,13209.1,98.7
1042011012,1877599,5720347,57.8,35.8
1042011013,1877596,5720347,112.6,35.7
1042011014,1877598,5720353,27.4,38.3
1042011015,1877590,5720351,6391.5,86.7
1042011016,1877586,5720344,33.5,31.0
1042011017,1877585,5720334,12.2,30.0
1042011018,1877588,5720323,24.3,28.4
1042011019,1877596,5720333,51.7,35.6
1042011020,1877595,5720316,118.7,27.6
1042011021,1877595,5720308,137.0,69.6
1042011022,1877605,5720316,12.2,18.5
1042011023,1877601,5720305,395.7,42.7
1042011024,1877604,5720302,15.2,21.7
1042011025,1877593,5720300,15.2,21.2
1042011026,1877582,5720305,161.3,48.2
1042011027,1877577,5720300,6.1,19.6
1042011028,1877575,5720307,9.1,18.8
1042011029,1877587,5720305,94.4,86.0
1042011030,1877584,5720313,3.0,18.0
1042011031,1877582,5720322,359.2,90.4
1042011032,1877578,5720319,8321.6,69.8
1042011033,1877574,5720314,15.0,49.0
1042011034,1877579,5720311,12.0,41.6
1042011035,1877565,5720311,80.8,28.6
1042011036,1877563,5720305,3.0,16.3
1042011037,1877570,5720305,18.0,17.2
1042011038,1877555,5720308,6.0,18.1
1042011039,1877549,5720316,15.0,18.5
1042011040,1877557,5720319,18.0,49.1
1042011041,1877565,5720318,0.3,29.3
1042011042,1877572,5720322,339.0,69.5
1042011043,1877576,5720324,16671.8,96.5
1042011044,1877581,5720327,86.2,71.1
1042011045,1877578,5720333,243.5,50.7
1042011046,1877579,5720339,20.8,36.3
1042011047,1877582,5720342,20242.9,99.1
1042011048,1877581,5720348,218.5,52.4
1042011049,1877577,5720342,588.7,98.8
1042011050,1877571,5720339,6.8,35.6
1042011051,1877570,5720345,73.1,98.3
1042011052,1877574,5720347,2175.0,71.3
1042011053,1877569,5720350,1244.7,99.5
1042011054,1877566,5720355,878.9,99.1
1042011055,1877559,5720359,125.8,52.3
1042011056,1877558,5720353,128.3,92.8
1042011057,1877552,5720342,331.1,76.4
1042011058,1877561,5720346,104.4,70.9
1042011059,1877565,5720340,531.0,73.4
1042011060,1877571,5720333,20.9,30.8
1042011061,1877562,5720332,118.1,51.7
1042011062,1877554,5720334,23.3,58.5
1042011063,1877545,5720330,9.8,24.4
1042011064,1877539,5720337,7.5,28.1
1042011065,1877556,5720330,3.0,82.3
1042011066,1877564,5720325,283.4,74.6
1042011067,1877572,5720327,12.2,51.9
1042011068,1877613,5720326,74.6,21.5
1042011069,1877612,5720337,23.9,34.5
1042011070,1877608,5720347,86.5,54.8
1042011071,1877614,5720350,66.5,53.3
1042011072,1877615,5720356,10846.4,98.7
1042011073,1877608,5720365,41.8,28.6
1042011074,1877610,5720373,9.2,20.2
1042011075,1877623,5720371,11.3,24.2
1042011076,1877633,5720373,8.7,19.0
1042011077,1877643,5720367,7.8,21.9
1042011078,1877659,5720366,100.2,25.0
1042011079,1877659,5720371,11.3,24.1
1042011080,1877666,5720367,122.3,25.8
1042011081,1877665,5720372,12.8,21.5
1042011082,1877677,5720367,9.8,20.0
1042011083,1877682,5720369,26.2,30.6
1042011084,1877697,5720359,318.5,52.4
1042011085,1877702,5720362,19.3,20.5
1042011086,1877694,5720364,253.0,27.7
1042011087,1877694,5720370,12.2,19.1
1042011088,1877688,5720368,464.4,29.2
1042011089,1877689,5720373,8.9,20.3
1042011090,1877683,5720365,2664.3,81.3
1042011091,1877676,5720363,95.3,70.1
1042011092,1877678,5720366,28223.7,97.7
1042011093,1877679,5720358,71.4,37.0
1042011094,1877673,5720362,312.6,39.2
1042011095,1877672,5720365,192.0,29.8
1042011096,1877672,5720373,12.8,21.2
1042011097,1877670,5720358,149.1,37.4
1042011098,1877675,5720354,32971.8,98.5
1042011099,1877676,5720357,186.6,38.6
1042011100,1877677,5720352,552.8,43.6
1042011101,1877681,5720350,12327.2,98.9
1042011102,1877683,5720351,46212.9,92.6
1042011103,1877680,5720355,33.6,41.3
1042011104,1877684,5720359,334.6,37.6
1042011105,1877692,5720361,253.0,86.6
1042011106,1877689,5720357,330.8,33.7
1042011107,1877695,5720349,37.8,39.3
1042011108,1877694,5720339,32.8,24.7
1042011109,1877700,5720345,23.8,24.0
1042011110,1877692,5720332,8.9,22.5
1042011111,1877685,5720334,348.7,52.2
1042011112,1877686,5720325,47.7,27.3
1042011113,1877675,5720330,23.8,39.1
1042011114,1877678,5720337,312.9,39.9
1042011115,1877670,5720336,42.6,33.2
1042011116,1877671,5720342,113.3,29.7
1042011117,1877682,5720342,220.5,76.6
1042011118,1877688,5720345,2718.0,91.5
1042011119,1877670,5720352,175.8,51.5
1042011120,1877672,5720347,23.8,42.4
3042011001,1877627,5720336,42.4,44.0
3042011002,1877632,5720329,548.6,42.5
3042011003,1877629,5720317,63.6,70.5
3042011004,1877625,5720312,18.2,37.4
3042011005,1877617,5720319,3.0,18.1
3042011006,1877615,5720304,9.1,29.8
3042011007,1877604,5720298,42.4,24.3
3042011008,1877623,5720309,215.2,84.0
3042011009,1877616,5720292,9.1,32.8
3042011010,1877626,5720292,52.1,78.4
3042011011,1877636,5720289,337.3,40.7
3042011012,1877628,5720285,15.3,23.9
3042011013,1877634,5720284,3.1,21.3
3042011014,1877641,5720289,9.2,23.0
3042011015,1877637,5720299,18.4,24.5
3042011016,1877626,5720303,6.1,27.4
3042011017,1877633,5720296,6.1,28.0
3042011018,1877634,5720308,18.4,40.7
3042011019,1877638,5720316,21.5,32.4
3042011020,1877644,5720326,168.6,29.5
3042011021,1877651,5720321,159.4,34.1
3042011022,1877641,5720312,18.4,36.2
3042011023,1877645,5720303,6.1,23.8
3042011024,1877649,5720293,36.8,47.1
3042011025,1877652,5720285,27.6,26.2
3042011026,1877664,5720289,184.0,30.6
3042011027,1877662,5720280,551.9,30.5
3042011028,1877654,5720279,61.3,24.2
3042011029,1877646,5720273,12.3,23.0
3042011030,1877645,5720281,30.7,24.5
3042011031,1877657,5720269,12.3,26.7
3042011032,1877662,5720273,92.0,40.1
3042011033,1877665,5720268,346.5,34.6
3042011034,1877657,5720265,33.7,28.5
3042011035,1877668,5720261,33.7,35.8
3042011036,1877671,5720267,71.2,34.8
3042011037,1877677,5720262,77.3,23.2
3042011038,1877674,5720255,3.1,27.4
3042011039,1877687,5720259,9.3,34.3
3042011040,1877688,5720270,27.8,21.3
3042011041,1877687,5720282,315.6,22.5
3042011042,1877697,5720276,157.8,21.2
3042011043,1877704,5720272,15.5,22.5
3042011044,1877694,5720266,6.2,20.9
3042011045,1877671,5720272,12.4,59.8
3042011046,1877678,5720276,71.2,24.3
3042011047,1877692,5720283,24.8,19.3
3042011048,1877671,5720288,52.6,25.5
3042011049,1877670,5720303,30.9,30.0
3042011050,1877662,5720314,55.7,27.1
3042011051,1877673,5720316,15.5,34.1
3042011052,1877667,5720330,114.5,41.2
3042011053,1877665,5720318,10612.1,98.1
3042011054,1877660,5720304,680.7,99.0
3042011055,1877659,5720294,83.5,38.5
3042011056,1877655,5720302,27.8,27.2
3042011057,1877655,5720308,15.5,53.9
3042011058,1877649,5720311,37.1,48.4
3042011059,1877659,5720319,52.6,27.0
3042011060,1877663,5720326,27.8,22.7
3042011061,1877658,5720339,77.3,24.2
3042011062,1877651,5720332,18.4,23.1
3042011063,1877643,5720335,92.1,41.0
3042011064,1877638,5720331,5157.5,96.8
3042011065,1877638,5720337,706.1,87.9
3042011066,1877631,5720334,76.7,51.2
3042011067,1877634,5720333,36.8,48.2
3042011068,1877625,5720325,30.7,22.1
3042011069,1877622,5720342,39.9,35.7
3042011070,1877629,5720344,6.1,35.7
3042011071,1877638,5720342,178.1,51.6
3042011072,1877645,5720341,9.2,33.9
3042011073,1877638,5720350,113.6,34.6
3042011074,1877645,5720351,86.0,56.9
3042011075,1877649,5720346,399.1,99.0
3042011076,1877651,5720339,18.4,27.2
3042011077,1877655,5720344,86.0,25.2
3042011078,1877663,5720339,46.0,24.2
3042011079,1877664,5720348,6.1,26.4
3042011080,1877666,5720354,552.6,46.8
3042011081,1877665,5720360,92099.0,98.4
3042011082,1877668,5720363,147.4,39.2
3042011083,1877661,5720361,33.8,34.8
3042011084,1877657,5720361,24559.7,76.5
3042011085,1877657,5720355,144.3,39.4
3042011086,1877652,5720352,156.6,67.5
3042011087,1877653,5720358,4605.0,94.4
3042011088,1877652,5720364,45.6,37.1
3042011089,1877649,5720362,146.1,38.0
3042011090,1877649,5720356,228.2,66.7
3042011091,1877643,5720356,15823.9,99.7
3042011092,1877641,5720360,97.4,29.1
3042011093,1877636,5720361,5477.5,73.2
3042011094,1877637,5720366,27.4,26.2
3042011095,1877639,5720355,803.4,99.4
3042011096,1877631,5720351,203.9,77.8
3042011097,1877632,5720356,356.0,69.3
3042011098,1877631,5720367,70.0,32.4
3042011099,1877624,5720358,261.7,41.3
3042011100,1877630,5720359,127808.4,98.7
3042011101,1877628,5720355,30.4,27.4
3042011102,1877625,5720348,79.1,47.3
3042011103,1877621,5720350,27387.5,98.7
3042011104,1877621,5720353,82162.6,94.8
3042011105,1877619,5720360,7607.6,95.5
3042011106,1877617,5720361,3.0,28.7
3042011107,1877611,5720360,42.6,31.1
3042011108,1877606,5720357,167.4,78.6
3042011109,1877604,5720362,27.4,20.6
3042011110,1877600,5720356,6.1,23.6
3042011111,1877603,5720344,51.7,41.6
3042011112,1877593,5720339,18.3,33.8
3042011113,1877602,5720325,18.3,28.1
3042011114,1877541,5720312,18.1,16.2
3042011115,1877524,5720300,9.1,17.8
3042011116,1877509,5720302,1122.3,72.9
3042011117,1877504,5720301,150.9,36.4
3042011118,1877512,5720295,2051.6,42.4
3042011119,1877514,5720289,117.7,55.7
3042011120,1877521,5720291,6.0,24.2
3042011121,1877518,5720301,187.1,28.0
3042011122,1877516,5720308,33.2,22.5
3042011123,1877500,5720307,138.8,31.0
3042011124,1877498,5720299,48.3,25.2
3042011125,1877504,5720294,9.1,24.0
3042011126,1877497,5720291,995.6,25.6
3042011127,1877490,5720294,633.6,31.2
3042011128,1877493,5720299,573.2,23.5
3042011129,1877495,5720305,78.4,23.0
3042011130,1877483,5720305,54.3,19.6
3042011131,1877487,5720299,220.2,25.1
3042011132,1877482,5720298,39.2,23.8
3042011133,1877486,5720291,208.2,26.0
3042011134,1877480,5720289,9.1,25.0
3042011135,1877492,5720288,66.4,24.4
3042011136,1877498,5720284,1209.8,29.1
