SEGMENT,lat,lon,NORTHING,EASTING,DEPTH,SLIP,STRIKE,DIP,RAKE,WIDTH,LENGTH,RUPTURE TIME
1,-43.545,172.69,-4725.40088,-8243.70996,539.747559,0,59,67,135.787,1000,1000,5.194
1,-43.545,172.69,-4210.36279,-7386.54248,539.747559,0,59,67,135.787,1000,1000,4.931
1,-43.545,172.69,-3695.32471,-6529.37549,539.747559,0,59,67,135.787,1000,1000,4.681
1,-43.545,172.69,-3180.28662,-5672.20801,539.747559,0,59,67,135.787,1000,1000,4.445
1,-43.545,172.69,-2665.24854,-4815.04102,539.747559,0,59,67,135.787,1000,1000,4.226
1,-43.545,172.69,-2150.21045,-3957.87354,539.747559,0,59,67,135.787,1000,1000,4.027
1,-43.545,172.69,-1635.17236,-3100.70605,539.747559,0,59,67,135.787,1000,1000,3.85
1,-43.545,172.69,-1120.13428,-2243.53906,539.747559,0.05,59,67,135.787,1000,1000,3.7
1,-43.545,172.69,-605.096191,-1386.37158,539.747559,0.16,59,67,135.787,1000,1000,3.579
1,-43.545,172.69,-90.058105,-529.204102,539.747559,0.43,59,67,135.787,1000,1000,3.491
1,-43.545,172.69,424.97998,327.962891,539.747559,0.87,59,67,135.787,1000,1000,3.437
1,-43.545,172.69,940.018066,1185.12988,539.747559,1.39,59,67,135.787,1000,1000,3.42
1,-43.545,172.69,1455.05615,2042.29785,539.747559,1.71,59,67,135.787,1000,1000,3.44
1,-43.545,172.69,1970.09424,2899.46484,539.747559,1.64,59,67,135.787,1000,1000,3.496
1,-43.545,172.69,2485.13232,3756.63184,539.747559,1.22,59,67,135.787,1000,1000,3.587
1,-43.545,172.69,3000.17041,4613.7998,539.747559,0.71,59,67,135.787,1000,1000,3.71
1,-43.545,172.69,3515.2085,5470.9668,539.747559,0.32,59,67,135.787,1000,1000,3.863
1,-43.545,172.69,4030.24658,6328.13379,539.747559,0.11,59,67,135.787,1000,1000,4.041
1,-43.545,172.69,4545.28467,7185.30176,539.747559,0,59,67,135.787,1000,1000,4.241
1,-43.545,172.69,5060.32275,8042.46875,539.747559,0,59,67,135.787,1000,1000,4.462
1,-43.545,172.69,-5060.32275,-8042.46875,1460.25244,0,59,67,135.787,1000,1000,4.966
1,-43.545,172.69,-4545.28467,-7185.30127,1460.25244,0,59,67,135.787,1000,1000,4.691
1,-43.545,172.69,-4030.24658,-6328.13428,1460.25244,0,59,67,135.787,1000,1000,4.427
1,-43.545,172.69,-3515.2085,-5470.9668,1460.25244,0,59,67,135.787,1000,1000,4.177
1,-43.545,172.69,-3000.17041,-4613.7998,1460.25244,0,59,67,135.787,1000,1000,3.943
1,-43.545,172.69,-2485.13232,-3756.63208,1460.25244,0,59,67,135.787,1000,1000,3.729
1,-43.545,172.69,-1970.09424,-2899.4646,1460.25244,0,59,67,135.787,1000,1000,3.538
1,-43.545,172.69,-1455.05615,-2042.29773,1460.25244,0.07,59,67,135.787,1000,1000,3.373
1,-43.545,172.69,-940.018066,-1185.13025,1460.25244,0.24,59,67,135.787,1000,1000,3.24
1,-43.545,172.69,-424.980011,-327.962708,1460.25244,0.63,59,67,135.787,1000,1000,3.142
1,-43.545,172.69,90.058075,529.204285,1460.25244,1.3,59,67,135.787,1000,1000,3.082
1,-43.545,172.69,605.096191,1386.37122,1460.25244,2.06,59,67,135.787,1000,1000,3.063
1,-43.545,172.69,1120.13428,2243.53931,1460.25244,2.55,59,67,135.787,1000,1000,3.085
1,-43.545,172.69,1635.17236,3100.7063,1460.25244,2.44,59,67,135.787,1000,1000,3.148
1,-43.545,172.69,2150.21045,3957.87329,1460.25244,1.82,59,67,135.787,1000,1000,3.249
1,-43.545,172.69,2665.24854,4815.04102,1460.25244,1.05,59,67,135.787,1000,1000,3.384
1,-43.545,172.69,3180.28662,5672.20801,1460.25244,0.47,59,67,135.787,1000,1000,3.551
1,-43.545,172.69,3695.32471,6529.375,1460.25244,0.16,59,67,135.787,1000,1000,3.744
1,-43.545,172.69,4210.36279,7386.54297,1460.25244,0.04,59,67,135.787,1000,1000,3.96
1,-43.545,172.69,4725.40088,8243.70996,1460.25244,0,59,67,135.787,1000,1000,4.195
1,-43.545,172.69,-5395.24463,-7841.22705,2380.75732,0,59,67,135.787,1000,1000,4.755
1,-43.545,172.69,-4880.20654,-6984.05957,2380.75732,0,59,67,135.787,1000,1000,4.466
1,-43.545,172.69,-4365.16846,-6126.89258,2380.75732,0,59,67,135.787,1000,1000,4.188
1,-43.545,172.69,-3850.13037,-5269.7251,2380.75732,0,59,67,135.787,1000,1000,3.923
1,-43.545,172.69,-3335.09229,-4412.55811,2380.75732,0,59,67,135.787,1000,1000,3.673
1,-43.545,172.69,-2820.0542,-3555.39087,2380.75732,0,59,67,135.787,1000,1000,3.442
1,-43.545,172.69,-2305.01611,-2698.22339,2380.75732,0,59,67,135.787,1000,1000,3.234
1,-43.545,172.69,-1789.97803,-1841.05627,2380.75732,0.09,59,67,135.787,1000,1000,3.053
1,-43.545,172.69,-1274.93994,-983.888794,2380.75732,0.32,59,67,135.787,1000,1000,2.905
1,-43.545,172.69,-759.901917,-126.721344,2380.75732,0.84,59,67,135.787,1000,1000,2.795
1,-43.545,172.69,-244.863831,730.445679,2380.75732,1.72,59,67,135.787,1000,1000,2.728
1,-43.545,172.69,270.174255,1587.61267,2380.75732,2.73,59,67,135.787,1000,1000,2.706
1,-43.545,172.69,785.212341,2444.78052,2380.75732,3.37,59,67,135.787,1000,1000,2.732
1,-43.545,172.69,1300.25049,3301.94751,2380.75732,3.23,59,67,135.787,1000,1000,2.802
1,-43.545,172.69,1815.28857,4159.11475,2380.75732,2.41,59,67,135.787,1000,1000,2.915
1,-43.545,172.69,2330.32666,5016.28271,2380.75732,1.39,59,67,135.787,1000,1000,3.065
1,-43.545,172.69,2845.36475,5873.44971,2380.75732,0.62,59,67,135.787,1000,1000,3.248
1,-43.545,172.69,3360.40283,6730.6167,2380.75732,0.22,59,67,135.787,1000,1000,3.458
1,-43.545,172.69,3875.44092,7587.78467,2380.75732,0.06,59,67,135.787,1000,1000,3.691
1,-43.545,172.69,4390.479,8444.95117,2380.75732,0,59,67,135.787,1000,1000,3.942
1,-43.545,172.69,-5730.1665,-7639.98584,3301.26221,0,59,67,135.787,1000,1000,4.561
1,-43.545,172.69,-5215.12842,-6782.81836,3301.26221,0,59,67,135.787,1000,1000,4.26
1,-43.545,172.69,-4700.09033,-5925.65137,3301.26221,0,59,67,135.787,1000,1000,3.967
1,-43.545,172.69,-4185.05225,-5068.48389,3301.26221,0,59,67,135.787,1000,1000,3.686
1,-43.545,172.69,-3670.01416,-4211.31689,3301.26221,0,59,67,135.787,1000,1000,3.419
1,-43.545,172.69,-3154.97607,-3354.14941,3301.26221,0,59,67,135.787,1000,1000,3.169
1,-43.545,172.69,-2639.93799,-2496.98193,3301.26221,0,59,67,135.787,1000,1000,2.942
1,-43.545,172.69,-2124.8999,-1639.81494,3301.26221,0.11,59,67,135.787,1000,1000,2.742
1,-43.545,172.69,-1609.86194,-782.647461,3301.26221,0.37,59,67,135.787,1000,1000,2.576
1,-43.545,172.69,-1094.82385,74.52002,3301.26221,0.98,59,67,135.787,1000,1000,2.452
1,-43.545,172.69,-579.785767,931.687012,3301.26221,2.02,59,67,135.787,1000,1000,2.375
1,-43.545,172.69,-64.747681,1788.854,3301.26221,3.21,59,67,135.787,1000,1000,2.35
1,-43.545,172.69,450.290405,2646.02197,3301.26221,3.97,59,67,135.787,1000,1000,2.379
1,-43.545,172.69,965.328491,3503.18896,3301.26221,3.8,59,67,135.787,1000,1000,2.459
1,-43.545,172.69,1480.36658,4360.35596,3301.26221,2.83,59,67,135.787,1000,1000,2.587
1,-43.545,172.69,1995.40466,5217.52393,3301.26221,1.63,59,67,135.787,1000,1000,2.756
1,-43.545,172.69,2510.44287,6074.69092,3301.26221,0.73,59,67,135.787,1000,1000,2.958
1,-43.545,172.69,3025.48096,6931.85791,3301.26221,0.25,59,67,135.787,1000,1000,3.187
1,-43.545,172.69,3540.51904,7789.02588,3301.26221,0.07,59,67,135.787,1000,1000,3.438
1,-43.545,172.69,4055.55713,8646.19336,3301.26221,0,59,67,135.787,1000,1000,3.706
1,-43.545,172.69,-6065.08838,-7438.74463,4221.76709,0,59,67,135.787,1000,1000,4.388
