This corresponds to Model B of Holden et al. (2017), Geophysical Research Letters, http://dx.doi.org/10.1002/2017GL075301.
    segment           lat             lon          depth(km)       slip(m)     risetime(s)    rupturetime(s)       strike           dip             rake         patchlength(m)     patchwidth(m)   
               2       -42.58638       173.04696         47.6748               0               2               9.251             230              65         116.886                  3000                3000
               2       -42.60376       173.01894         47.6748               0               2               9.942             230              65         116.886                  3000                3000
               2      -42.621134       172.99103         47.6748               0               2              10.887             230              65         116.886                  3000                3000
               2       -42.63841       172.96298         47.6748               0               2              11.982             230              65         116.886                  3000                3000
               2       -42.65577       172.93492         47.6748               0               2              13.165             230              65         116.886                  3000                3000
               2      -42.673123       172.90684         47.6748               0               2              14.402             230              65         116.886                  3000                3000
               2      -42.071113       173.84217         50.3938               0               2              43.965             230              65         116.886                  3000                3000
               2      -42.088685        173.8146         50.3938               0               2              42.598             230              65         116.886                  3000                3000
               2      -42.106251       173.78713         50.3938               0               2              41.232             230              65         116.886                  3000                3000
               2       -42.12381       173.75953         50.3938               0               2              39.867             230              65         116.886                  3000                3000
               2      -42.141363       173.73191         50.3938               0               2              38.504             230              65         116.886                  3000                3000
               2      -42.158909       173.70428         50.3938               0               2              37.141             230              65         116.886                  3000                3000
               2      -42.176359       173.67663         50.3938               0               2              35.781             230              65         116.886                  3000                3000
               2      -42.193892       173.64908         50.3938               0               2              34.422             230              65         116.886                  3000                3000
               2      -42.211418        173.6214         50.3938               0               2              33.065             230              65         116.886                  3000                3000
               2      -42.228938       173.59371         50.3938               0               2              31.711             230              65         116.886                  3000                3000
               2      -42.246451         173.566         50.3938               0               2              30.359             230              65         116.886                  3000                3000
               2      -42.263957       173.53828         50.3938               0               2               29.01             230              65         116.886                  3000                3000
               2      -42.281457       173.51054         50.3938               0               2              27.666             230              65         116.886                  3000                3000
               2       -42.29886        173.4829         50.3938            0.05               2              26.325             230              65         116.886                  3000                3000
               2      -42.316346       173.45513         50.3938            0.08               2              24.991             230              65         116.886                  3000                3000
               2      -42.333826       173.42734         50.3938             0.1               2              23.662             230              65         116.886                  3000                3000
               2      -42.351299       173.39954         50.3938            0.12               2              22.342             230              65         116.886                  3000                3000
               2      -42.368765       173.37173         50.3938            0.12               2              21.032             230              65         116.886                  3000                3000
               2      -42.386224       173.34401         50.3938            0.11               2              19.735             230              65         116.886                  3000                3000
               2      -42.403587       173.31617         50.3938            0.09               2              18.454             230              65         116.886                  3000                3000
               2      -42.421033        173.2883         50.3938            0.06               2              17.196             230              65         116.886                  3000                3000
               2      -42.438472       173.26043         50.3938               0               2              15.967             230              65         116.886                  3000                3000
               2      -42.455904       173.23253         50.3938               0               2              14.778             230              65         116.886                  3000                3000
               2       -42.47333       173.20475         50.3938               0               2              13.648             230              65         116.886                  3000                3000
               2      -42.490749       173.17682         50.3938               0               2              12.602             230              65         116.886                  3000                3000
               2      -42.508071       173.14888         50.3938               0               2              11.681             230              65         116.886                  3000                3000
               2      -42.525476       173.12093         50.3938               0               2              10.946             230              65         116.886                  3000                3000
               2      -42.542875       173.09295         50.3938               0               2              10.472             230              65         116.886                  3000                3000
               2      -42.560266       173.06497         50.3938               0               2              10.333             230              65         116.886                  3000                3000
               2      -42.577651       173.03709         50.3938               0               2              10.554             230              65         116.886                  3000                3000
               2      -42.595029       173.00907         50.3938               0               2              11.096             230              65         116.886                  3000                3000
               2       -42.61231       172.98104         50.3938               0               2              11.881             230              65         116.886                  3000                3000
               2      -42.629674       172.95299         50.3938               0               2              12.835             230              65         116.886                  3000                3000
               2      -42.647032       172.92493         50.3938               0               2              13.904             230              65         116.886                  3000                3000
               2      -42.664382       172.89697         50.3938               0               2               15.05             230              65         116.886                  3000                3000
               2      -42.062451       173.83227         53.1127               0               2              44.173             230              65         116.886                  3000                3000
               2      -42.080021        173.8047         53.1127               0               2              42.814             230              65         116.886                  3000                3000
               2      -42.097585       173.77711         53.1127               0               2              41.456             230              65         116.886                  3000                3000
               2      -42.115142       173.74951         53.1127               0               2                40.1             230              65         116.886                  3000                3000
               2      -42.132693       173.72189         53.1127               0               2              38.746             230              65         116.886                  3000                3000
               2      -42.150236       173.69438         53.1127               0               2              37.394             230              65         116.886                  3000                3000
               2      -42.167683       173.66673         53.1127               0               2              36.044             230              65         116.886                  3000                3000
               2      -42.185214       173.63907         53.1127               0               2              34.698             230              65         116.886                  3000                3000
               2      -42.202738       173.61139         53.1127               0               2              33.354             230              65         116.886                  3000                3000
               2      -42.220256        173.5837         53.1127               0               2              32.014             230              65         116.886                  3000                3000
               2      -42.237766       173.55611         53.1127               0               2              30.678             230              65         116.886                  3000                3000
               2       -42.25527       173.52839         53.1127               0               2              29.348             230              65         116.886                  3000                3000
               2      -42.272677       173.50065         53.1127               0               2              28.023             230              65         116.886                  3000                3000
               2      -42.290168       173.47289         53.1127               0               2              26.705             230              65         116.886                  3000                3000
               2      -42.307652       173.44512         53.1127               0               2              25.395             230              65         116.886                  3000                3000
               2      -42.325129       173.41746         53.1127            0.05               2              24.095             230              65         116.886                  3000                3000
               2      -42.342599       173.38966         53.1127            0.06               2              22.807             230              65         116.886                  3000                3000
               2      -42.360063       173.36184         53.1127            0.06               2              21.534             230              65         116.886                  3000                3000
               2       -42.37743       173.33401         53.1127            0.06               2               20.28             230              65         116.886                  3000                3000
               2      -42.394881       173.30617         53.1127               0               2               19.05             230              65         116.886                  3000                3000
               2      -42.412324        173.2783         53.1127               0               2              17.851             230              65         116.886                  3000                3000
               2      -42.429761       173.25055         53.1127               0               2              16.691             230              65         116.886                  3000                3000
               2      -42.447191       173.22266         53.1127               0               2              15.586             230              65         116.886                  3000                3000
               2      -42.464614       173.19475         53.1127               0               2              14.553             230              65         116.886                  3000                3000
               2      -42.481941       173.16682         53.1127               0               2               13.62             230              65         116.886                  3000                3000
               2       -42.49935       173.13889         53.1127               0               2              12.822             230              65         116.886                  3000                3000
               2      -42.516753       173.11105         53.1127               0               2              12.206             230              65         116.886                  3000                3000
               2      -42.534149       173.08308         53.1127               0               2              11.822             230              65         116.886                  3000                3000
               2      -42.551539        173.0551         53.1127               0               2              11.712             230              65         116.886                  3000                3000
               2      -42.568921        173.0271         53.1127               0               2              11.888             230              65         116.886                  3000                3000
               2      -42.586207       172.99908         53.1127               0               2               12.33             230              65         116.886                  3000                3000
               2      -42.603575       172.97117         53.1127               0               2              12.993             230              65         116.886                  3000                3000
               2      -42.620937       172.94312         53.1127               0               2              13.826             230              65         116.886                  3000                3000
               2      -42.638292       172.91506         53.1127               0               2              14.785             230              65         116.886                  3000                3000
               2       -42.65564       172.88698         53.1127               0               2              15.837             230              65         116.886                  3000                3000
               3      -42.304731       174.02315               1               0               2              45.223             240              35         131.482                  2000                2000
               3      -42.313915       174.00231               1               0               2                44.5             240              35         131.482                  2000                2000
               3      -42.323096       173.98147               1               0               2               43.79             240              35         131.482                  2000                2000
               3      -42.332272       173.96062               1               0               2              43.095             240              35         131.482                  2000                2000
               3      -42.341446       173.93964               1               0               2               42.42             240              35         131.482                  2000                2000
               3      -42.350615       173.91877               1               0               2              41.767             240              35         131.482                  2000                2000
               3      -42.359781        173.8979               1               0               2              41.143             240              35         131.482                  2000                2000
               3      -42.368942       173.87703               1               0               2              40.553             240              35         131.482                  2000                2000
               3        -42.3781       173.85615               1               0               2              40.006             240              35         131.482                  2000                2000
               3      -42.387255       173.83514               1            0.12               2              39.512             240              35         131.482                  2000                2000
               3      -42.396406       173.81424               1            0.36               2              39.083             240              35         131.482                  2000                2000
               3      -42.405552       173.79335               1            0.83               2              38.731             240              35         131.482                  2000                2000
               3      -42.414695       173.77244               1            1.41               2               38.47             240              35         131.482                  2000                2000
               3      -42.423834       173.75153               1            1.78               2              38.312             240              35         131.482                  2000                2000
               3       -42.43297       173.73049               1            1.66               2              38.267             240              35         131.482                  2000                2000
               3      -42.442102       173.70956               1            1.15               2              38.335             240              35         131.482                  2000                2000
               3      -42.451229       173.68863               1            0.59               2              38.514             240              35         131.482                  2000                2000
               3      -42.460353        173.6677               1            0.23               2              38.795             240              35         131.482                  2000                2000
               3      -42.469473       173.64676               1               0               2              39.163             240              35         131.482                  2000                2000
               3       -42.47859       173.62569               1               0               2              39.607             240              35         131.482                  2000                2000
               3      -42.487703       173.60473               1               0               2              40.113             240              35         131.482                  2000                2000
               3      -42.496812       173.58377               1               0               2              40.669             240              35         131.482                  2000                2000
               3      -42.505917        173.5628               1               0               2              41.266             240              35         131.482                  2000                2000
               3      -42.515018       173.54183               1               0               2              41.897             240              35         131.482                  2000                2000
               3      -42.524116       173.52073               1               0               2              42.554             240              35         131.482                  2000                2000
               3      -42.292036       174.01301         2.14715               0               2              44.871             240              35         131.482                  2000                2000
               3      -42.301218       173.99217         2.14715               0               2              44.126             240              35         131.482                  2000                2000
               3      -42.310397       173.97133         2.14715               0               2              43.391             240              35         131.482                  2000                2000
               3      -42.319571       173.95048         2.14715               0               2               42.67             240              35         131.482                  2000                2000
               3      -42.328742       173.92962         2.14715               0               2              41.964             240              35         131.482                  2000                2000
               3      -42.337911       173.90864         2.14715               0               2              41.278             240              35         131.482                  2000                2000
               3      -42.347074       173.88777         2.14715               0               2              40.617             240              35         131.482                  2000                2000
               3      -42.356234        173.8669         2.14715               0               2              39.986             240              35         131.482                  2000                2000
               3       -42.36539       173.84602         2.14715               0               2              39.395             240              35         131.482                  2000                2000
               3      -42.374542       173.82514         2.14715            0.23               2              38.854             240              35         131.482                  2000                2000
               3      -42.383692       173.80413         2.14715             0.7               2              38.377             240              35         131.482                  2000                2000
               3      -42.392837       173.78323         2.14715             1.6               2               37.98             240              35         131.482                  2000                2000
               3      -42.401978       173.76233         2.14715            2.71               2              37.682             240              35         131.482                  2000                2000
               3      -42.411115       173.74142         2.14715            3.41               2                37.5             240              35         131.482                  2000                2000
               3      -42.420248        173.7205         2.14715            3.19               2              37.447             240              35         131.482                  2000                2000
               3      -42.429379       173.69946         2.14715            2.21               2              37.527             240              35         131.482                  2000                2000
               3      -42.438505       173.67853         2.14715            1.14               2              37.733             240              35         131.482                  2000                2000
               3      -42.447627        173.6576         2.14715            0.44               2              38.053             240              35         131.482                  2000                2000
               3      -42.456745       173.63666         2.14715            0.12               2              38.467             240              35         131.482                  2000                2000
               3       -42.46586       173.61559         2.14715               0               2              38.958             240              35         131.482                  2000                2000
               3      -42.474971       173.59464         2.14715               0               2               39.51             240              35         131.482                  2000                2000
               3      -42.484078       173.57368         2.14715               0               2               40.11             240              35         131.482                  2000                2000
               3      -42.493181       173.55272         2.14715               0               2              40.747             240              35         131.482                  2000                2000
               3      -42.502281       173.53175         2.14715               0               2              41.414             240              35         131.482                  2000                2000
               3      -42.511377       173.51065         2.14715               0               2              42.105             240              35         131.482                  2000                2000
               3      -42.279339       174.00286         3.29431               0               2              44.563             240              35         131.482                  2000                2000
               3       -42.28852       173.98203         3.29431               0               2              43.798             240              35         131.482                  2000                2000
               3      -42.297696       173.96119         3.29431               0               2              43.041             240              35         131.482                  2000                2000
               3      -42.306869       173.94034         3.29431               0               2              42.294             240              35         131.482                  2000                2000
               3      -42.316039       173.91949         3.29431               0               2              41.559             240              35         131.482                  2000                2000
               3      -42.325205       173.89851         3.29431               0               2               40.84             240              35         131.482                  2000                2000
               3      -42.334367       173.87765         3.29431               0               2              40.141             240              35         131.482                  2000                2000
               3      -42.343525       173.85678         3.29431               0               2              39.468             240              35         131.482                  2000                2000
               3      -42.352679        173.8359         3.29431               0               2               38.83             240              35         131.482                  2000                2000
               3       -42.36183       173.81502         3.29431            0.37               2              38.236             240              35         131.482                  2000                2000
               3      -42.370977       173.79401         3.29431            1.14               2              37.704             240              35         131.482                  2000                2000
               3       -42.38012       173.77312         3.29431             2.6               2              37.252             240              35         131.482                  2000                2000
               3      -42.389259       173.75222         3.29431             4.4               2              36.906             240              35         131.482                  2000                2000
               3      -42.398395       173.73131         3.29431            5.54               2              36.691             240              35         131.482                  2000                2000
               3      -42.407526        173.7104         3.29431            5.18               2              36.628             240              35         131.482                  2000                2000
               3      -42.416655       173.68936         3.29431            3.59               2              36.723             240              35         131.482                  2000                2000
               3      -42.425779       173.66843         3.29431            1.85               2              36.966             240              35         131.482                  2000                2000
               3      -42.434899        173.6475         3.29431            0.71               2              37.335             240              35         131.482                  2000                2000
               3      -42.444016       173.62656         3.29431             0.2               2              37.805             240              35         131.482                  2000                2000
               3      -42.453129       173.60562         3.29431               0               2              38.351             240              35         131.482                  2000                2000
               3      -42.462238       173.58455         3.29431               0               2              38.955             240              35         131.482                  2000                2000
               3      -42.471343        173.5636         3.29431               0               2              39.601             240              35         131.482                  2000                2000
               3      -42.480445       173.54264         3.29431               0               2               40.28             240              35         131.482                  2000                2000
               3      -42.489542       173.52167         3.29431               0               2              40.984             240              35         131.482                  2000                2000
               3      -42.498636        173.5007         3.29431               0               2              41.706             240              35         131.482                  2000                2000
               3      -42.266641       173.99285         4.44146               0               2              44.304             240              35         131.482                  2000                2000
               3       -42.27582        173.9719         4.44146               0               2              43.521             240              35         131.482                  2000                2000
               3      -42.284995       173.95106         4.44146               0               2              42.744             240              35         131.482                  2000                2000
               3      -42.294167       173.93022         4.44146               0               2              41.974             240              35         131.482                  2000                2000
               3      -42.303334       173.90937         4.44146               0               2              41.212             240              35         131.482                  2000                2000
               3      -42.312498       173.88851         4.44146               0               2              40.462             240              35         131.482                  2000                2000
               3      -42.321659       173.86753         4.44146               0               2              39.727             240              35         131.482                  2000                2000
               3      -42.330815       173.84666         4.44146               0               2              39.012             240              35         131.482                  2000                2000
               3      -42.339967       173.82579         4.44146            0.12               2              38.324             240              35         131.482                  2000                2000
               3      -42.349116       173.80491         4.44146            0.51               2              37.674             240              35         131.482                  2000                2000
               3      -42.358262        173.7839         4.44146            1.56               2              37.078             240              35         131.482                  2000                2000
               3      -42.367403       173.76301         4.44146            3.56               2              36.559             240              35         131.482                  2000                2000
               3       -42.37654       173.74211         4.44146            6.03               2              36.149             240              35         131.482                  2000                2000
               3      -42.385674       173.72121         4.44146            7.59               2              35.887             240              35         131.482                  2000                2000
               3      -42.394804        173.7003         4.44146            7.09               2              35.809             240              35         131.482                  2000                2000
               3       -42.40393       173.67926         4.44146            4.92               2              35.926             240              35         131.482                  2000                2000
               3      -42.413053       173.65834         4.44146            2.54               2              36.221             240              35         131.482                  2000                2000
               3      -42.422171       173.63741         4.44146            0.97               2              36.655             240              35         131.482                  2000                2000
               3      -42.431286       173.61648         4.44146            0.28               2              37.193             240              35         131.482                  2000                2000
               3      -42.440397       173.59554         4.44146               0               2              37.801             240              35         131.482                  2000                2000
               3      -42.449505       173.57447         4.44146               0               2               38.46             240              35         131.482                  2000                2000
               3      -42.458608       173.55352         4.44146               0               2              39.154             240              35         131.482                  2000                2000
               3      -42.467707       173.53256         4.44146               0               2              39.874             240              35         131.482                  2000                2000
               3      -42.476803       173.51159         4.44146               0               2              40.612             240              35         131.482                  2000                2000
               3      -42.485895       173.49062         4.44146               0               2              41.365             240              35         131.482                  2000                2000
               3      -42.253942       173.98272         5.58861               0               2              44.097             240              35         131.482                  2000                2000
               3       -42.26312       173.96177         5.58861               0               2                43.3             240              35         131.482                  2000                2000
               3      -42.272293       173.94093         5.58861               0               2              42.505             240              35         131.482                  2000                2000
               3      -42.281463       173.92009         5.58861               0               2              41.715             240              35         131.482                  2000                2000
               3      -42.290628       173.89924         5.58861               0               2              40.931             240              35         131.482                  2000                2000
               3       -42.29979       173.87839         5.58861               0               2              40.153             240              35         131.482                  2000                2000
               3      -42.308949       173.85741         5.58861               0               2              39.386             240              35         131.482                  2000                2000
               3      -42.318104       173.83655         5.58861               0               2              38.631             240              35         131.482                  2000                2000
               3      -42.327254       173.81567         5.58861            0.14               2              37.896             240              35         131.482                  2000                2000
               3      -42.336401        173.7948         5.58861            0.59               2              37.187             240              35         131.482                  2000                2000
               3      -42.345544       173.77391         5.58861             1.8               2              36.521             240              35         131.482                  2000                2000
               3      -42.354684        173.7529         5.58861            4.11               2               35.92             240              35         131.482                  2000                2000
               3       -42.36382       173.73201         5.58861            6.97               2              35.424             240              35         131.482                  2000                2000
               3      -42.372952       173.71111         5.58861            8.77               2              35.092             240              35         131.482                  2000                2000
               3       -42.38208        173.6902         5.58861             8.2               2               34.99             240              35         131.482                  2000                2000
               3      -42.391204       173.66929         5.58861            5.69               2              35.143             240              35         131.482                  2000                2000
               3      -42.400325       173.64825         5.58861            2.93               2              35.513             240              35         131.482                  2000                2000
               3      -42.409442       173.62732         5.58861            1.12               2              36.034             240              35         131.482                  2000                2000
               3      -42.418555       173.60639         5.58861            0.32               2              36.651             240              35         131.482                  2000                2000
               3      -42.427664       173.58545         5.58861               0               2              37.327             240              35         131.482                  2000                2000
               3      -42.436769       173.56451         5.58861               0               2              38.042             240              35         131.482                  2000                2000
               3      -42.445871       173.54344         5.58861               0               2              38.782             240              35         131.482                  2000                2000
               3      -42.454969       173.52248         5.58861               0               2              39.539             240              35         131.482                  2000                2000
               3      -42.464063       173.50152         5.58861               0               2              40.309             240              35         131.482                  2000                2000
               3      -42.473153       173.48055         5.58861               0               2              41.088             240              35         131.482                  2000                2000
               3      -42.241243       173.97259         6.73577               0               2              43.945             240              35         131.482                  2000                2000
               3      -42.250418       173.95176         6.73577               0               2              43.136             240              35         131.482                  2000                2000
               3       -42.25959       173.93081         6.73577               0               2              42.328             240              35         131.482                  2000                2000
               3      -42.268758       173.90997         6.73577               0               2              41.523             240              35         131.482                  2000                2000
               3      -42.277922       173.88912         6.73577               0               2               40.72             240              35         131.482                  2000                2000
               3      -42.287082       173.86827         6.73577               0               2              39.921             240              35         131.482                  2000                2000
               3      -42.296239        173.8473         6.73577               0               2              39.127             240              35         131.482                  2000                2000
               3      -42.305392       173.82643         6.73577               0               2               38.34             240              35         131.482                  2000                2000
               3       -42.31454       173.80557         6.73577            0.14               2              37.563             240              35         131.482                  2000                2000
               3      -42.323685       173.78469         6.73577            0.57               2              36.801             240              35         131.482                  2000                2000
               3      -42.332827       173.76381         6.73577            1.76               2              36.064             240              35         131.482                  2000                2000
               3      -42.341965        173.7428         6.73577            4.01               2              35.372             240              35         131.482                  2000                2000
               3      -42.351099       173.72191         6.73577             6.8               2              34.762             240              35         131.482                  2000                2000
               3      -42.360229       173.70101         6.73577            8.56               2              34.318             240              35         131.482                  2000                2000
               3      -42.369355       173.68011         6.73577               8               2              34.171             240              35         131.482                  2000                2000
               3      -42.378478        173.6592         6.73577            5.55               2              34.388             240              35         131.482                  2000                2000
               3      -42.387597       173.63816         6.73577            2.86               2              34.875             240              35         131.482                  2000                2000
