This corresponds to Model B of Holden et al. (2017), Geophysical Research Letters, http://dx.doi.org/10.1002/2017GL075301.
    segment           lat             lon          depth(km)       slip(m)     risetime(s)    rupturetime(s)       strike           dip             rake         patchlength(m)     patchwidth(m)   
               5      -41.962314       173.64871         26.2828               0               2               49.29             226              49          195.18                  3000                3000
               5      -41.981273       173.62283         26.2828               0               2               49.41             226              49          195.18                  3000                3000
               5      -42.000135       173.59706         26.2828               0               2               49.61             226              49          195.18                  3000                3000
               5      -42.018992       173.57115         26.2828               0               2               49.91             226              49          195.18                  3000                3000
               5      -42.037933       173.54523         26.2828               0               2               50.27             226              49          195.18                  3000                3000
               5      -42.056778       173.51929         26.2828               0               2                50.7             226              49          195.18                  3000                3000
               5      -42.075707       173.49333         26.2828               0               2               51.17             226              49          195.18                  3000                3000
               5       -42.09454       173.46749         26.2828               0               2               51.69             226              49          195.18                  3000                3000
               5      -42.113368        173.4415         26.2828               0               2               52.24             226              49          195.18                  3000                3000
               5      -42.132279        173.4155         26.2828               0               2               52.81             226              49          195.18                  3000                3000
               5      -42.151095       173.38949         26.2828               0               2                53.4             226              49          195.18                  3000                3000
               5      -41.494322        174.2481         28.5469               0               2               61.66             226              49          195.18                  3000                3000
               5      -41.513415       174.22258         28.5469               0               2               60.96             226              49          195.18                  3000                3000
               5      -41.532412       174.19705         28.5469               0               2               60.27             226              49          195.18                  3000                3000
               5      -41.551404        174.1715         28.5469               0               2               59.58             226              49          195.18                  3000                3000
               5       -41.57048       174.14594         28.5469               0               2               58.89             226              49          195.18                  3000                3000
               5      -41.589459       174.12049         28.5469               0               2                58.2             226              49          195.18                  3000                3000
               5      -41.608523        174.0949         28.5469               0               2               57.52             226              49          195.18                  3000                3000
               5      -41.627492       174.06929         28.5469               0               2               56.84             226              49          195.18                  3000                3000
               5      -41.646455       174.04367         28.5469               0               2               56.17             226              49          195.18                  3000                3000
               5      -41.665503       174.01804         28.5469               0               2                55.5             226              49          195.18                  3000                3000
               5      -41.684453        173.9925         28.5469               0               2               54.84             226              49          195.18                  3000                3000
               5      -41.703489       173.96684         28.5469               0               2               54.19             226              49          195.18                  3000                3000
               5       -41.72243       173.94116         28.5469           0.044               2               53.54             226              49          195.18                  3000                3000
               5      -41.741364       173.91546         28.5469            0.12               2               52.91             226              49          195.18                  3000                3000
               5      -41.760383       173.88975         28.5469           0.248               2               52.29             226              49          195.18                  3000                3000
               5      -41.779305       173.86415         28.5469           0.404               2               51.69             226              49          195.18                  3000                3000
               5      -41.798312       173.83841         28.5469           0.504               2               51.12             226              49          195.18                  3000                3000
               5      -41.817224       173.81265         28.5469           0.492               2               50.57             226              49          195.18                  3000                3000
               5      -41.836129       173.78688         28.5469           0.372               2               50.06             226              49          195.18                  3000                3000
               5      -41.855119       173.76109         28.5469            0.22               2               49.61             226              49          195.18                  3000                3000
               5      -41.874012       173.73541         28.5469             0.1               2               49.21             226              49          195.18                  3000                3000
               5      -41.892991        173.7096         28.5469           0.036               2               48.89             226              49          195.18                  3000                3000
               5      -41.911873       173.68376         28.5469               0               2               48.67             226              49          195.18                  3000                3000
               5       -41.93075       173.65792         28.5469               0               2               48.57             226              49          195.18                  3000                3000
               5       -41.94971       173.63206         28.5469               0               2               48.58             226              49          195.18                  3000                3000
               5      -41.968575        173.6063         28.5469               0               2               48.71             226              49          195.18                  3000                3000
               5      -41.987434       173.58041         28.5469               0               2               48.95             226              49          195.18                  3000                3000
               5      -42.006377        173.5545         28.5469               0               2               49.28             226              49          195.18                  3000                3000
               5      -42.025224       173.52858         28.5469               0               2               49.69             226              49          195.18                  3000                3000
               5      -42.044156       173.50264         28.5469               0               2               50.16             226              49          195.18                  3000                3000
               5      -42.062991       173.47681         28.5469               0               2               50.67             226              49          195.18                  3000                3000
               5       -42.08182       173.45084         28.5469               0               2               51.23             226              49          195.18                  3000                3000
               5      -42.100734       173.42485         28.5469               0               2               51.81             226              49          195.18                  3000                3000
               5      -42.119552       173.39885         28.5469               0               2               52.41             226              49          195.18                  3000                3000
               5      -42.138454       173.37284         28.5469               0               2               53.03             226              49          195.18                  3000                3000
               5      -41.481803       174.23145          30.811               0               2                61.5             226              49          195.18                  3000                3000
               5      -41.500802       174.20594          30.811               0               2               60.79             226              49          195.18                  3000                3000
               5      -41.519796        174.1804          30.811               0               2               60.09             226              49          195.18                  3000                3000
               5      -41.538873       174.15498          30.811               0               2               59.39             226              49          195.18                  3000                3000
               5      -41.557855       174.12942          30.811               0               2                58.7             226              49          195.18                  3000                3000
               5      -41.576922       174.10384          30.811               0               2                  58             226              49          195.18                  3000                3000
               5      -41.595893       174.07825          30.811               0               2               57.31             226              49          195.18                  3000                3000
               5      -41.614858       174.05265          30.811               0               2               56.62             226              49          195.18                  3000                3000
               5      -41.633906       174.02715          30.811               0               2               55.93             226              49          195.18                  3000                3000
               5       -41.65286       174.00151          30.811               0               2               55.25             226              49          195.18                  3000                3000
               5      -41.671898       173.97586          30.811               0               2               54.57             226              49          195.18                  3000                3000
               5      -41.690841       173.95019          30.811               0               2                53.9             226              49          195.18                  3000                3000
               5      -41.709777       173.92451          30.811           0.032               2               53.23             226              49          195.18                  3000                3000
               5      -41.728797       173.89894          30.811            0.08               2               52.58             226              49          195.18                  3000                3000
               5      -41.747722       173.87323          30.811           0.168               2               51.94             226              49          195.18                  3000                3000
               5      -41.766732        173.8475          30.811           0.268               2               51.31             226              49          195.18                  3000                3000
               5      -41.785645       173.82176          30.811           0.336               2                50.7             226              49          195.18                  3000                3000
               5      -41.804553       173.79601          30.811           0.328               2               50.11             226              49          195.18                  3000                3000
               5      -41.823544       173.77036          30.811           0.248               2               49.56             226              49          195.18                  3000                3000
               5       -41.84244       173.74457          30.811           0.144               2               49.05             226              49          195.18                  3000                3000
               5      -41.861421       173.71877          30.811           0.068               2                48.6             226              49          195.18                  3000                3000
               5      -41.880305       173.69295          30.811           0.024               2               48.24             226              49          195.18                  3000                3000
               5      -41.899184       173.66712          30.811               0               2               47.98             226              49          195.18                  3000                3000
               5      -41.918146       173.64139          30.811               0               2               47.85             226              49          195.18                  3000                3000
               5      -41.937014       173.61553          30.811               0               2               47.86             226              49          195.18                  3000                3000
               5      -41.955965       173.58966          30.811               0               2               48.02             226              49          195.18                  3000                3000
               5       -41.97482       173.56376          30.811               0               2                48.3             226              49          195.18                  3000                3000
               5       -41.99367       173.53786          30.811               0               2               48.68             226              49          195.18                  3000                3000
               5      -42.012603       173.51193          30.811               0               2               49.14             226              49          195.18                  3000                3000
               5      -42.031441       173.48612          30.811               0               2               49.66             226              49          195.18                  3000                3000
               5      -42.050362       173.46016          30.811               0               2               50.22             226              49          195.18                  3000                3000
               5      -42.069188        173.4342          30.811               0               2               50.81             226              49          195.18                  3000                3000
               5      -42.088009       173.40821          30.811               0               2               51.43             226              49          195.18                  3000                3000
               5      -42.106913       173.38221          30.811               0               2               52.06             226              49          195.18                  3000                3000
               5      -42.125721       173.35632          30.811               0               2                52.7             226              49          195.18                  3000                3000
               5      -41.469191       174.21481         33.0752               0               2               61.36             226              49          195.18                  3000                3000
               5      -41.488187        174.1893         33.0752               0               2               60.66             226              49          195.18                  3000                3000
               5      -41.507266       174.16389         33.0752               0               2               59.95             226              49          195.18                  3000                3000
               5       -41.52625       174.13834         33.0752               0               2               59.24             226              49          195.18                  3000                3000
               5      -41.545319       174.11278         33.0752               0               2               58.54             226              49          195.18                  3000                3000
               5      -41.564292        174.0872         33.0752               0               2               57.83             226              49          195.18                  3000                3000
               5       -41.58326       174.06161         33.0752               0               2               57.13             226              49          195.18                  3000                3000
               5       -41.60231       174.03613         33.0752               0               2               56.43             226              49          195.18                  3000                3000
               5      -41.621266       174.01051         33.0752               0               2               55.73             226              49          195.18                  3000                3000
               5      -41.640306       173.98487         33.0752               0               2               55.04             226              49          195.18                  3000                3000
               5      -41.659251       173.95922         33.0752               0               2               54.35             226              49          195.18                  3000                3000
               5      -41.678189       173.93355         33.0752               0               2               53.66             226              49          195.18                  3000                3000
               5      -41.697211         173.908         33.0752               0               2               52.98             226              49          195.18                  3000                3000
               5      -41.716139        173.8823         33.0752           0.052               2                52.3             226              49          195.18                  3000                3000
               5       -41.73515       173.85659         33.0752           0.104               2               51.63             226              49          195.18                  3000                3000
               5      -41.754066       173.83086         33.0752           0.168               2               50.97             226              49          195.18                  3000                3000
               5      -41.772976       173.80512         33.0752           0.212               2               50.33             226              49          195.18                  3000                3000
               5      -41.791969       173.77949         33.0752           0.208               2                49.7             226              49          195.18                  3000                3000
               5      -41.810867       173.75372         33.0752           0.156               2                49.1             226              49          195.18                  3000                3000
               5       -41.82985       173.72793         33.0752           0.092               2               48.54             226              49          195.18                  3000                3000
               5      -41.848737       173.70213         33.0752            0.04               2               48.04             226              49          195.18                  3000                3000
               5      -41.867618       173.67631         33.0752               0               2               47.61             226              49          195.18                  3000                3000
               5      -41.886582        173.6506         33.0752               0               2                47.3             226              49          195.18                  3000                3000
               5      -41.905451       173.62476         33.0752               0               2               47.13             226              49          195.18                  3000                3000
               5      -41.924405        173.5989         33.0752               0               2               47.15             226              49          195.18                  3000                3000
               5      -41.943262       173.57302         33.0752               0               2               47.34             226              49          195.18                  3000                3000
               5      -41.962114       173.54713         33.0752               0               2               47.68             226              49          195.18                  3000                3000
               5      -41.981049       173.52134         33.0752               0               2               48.13             226              49          195.18                  3000                3000
               5      -41.999889       173.49542         33.0752               0               2               48.65             226              49          195.18                  3000                3000
               5      -42.018813       173.46948         33.0752               0               2               49.22             226              49          195.18                  3000                3000
               5      -42.037642       173.44353         33.0752               0               2               49.82             226              49          195.18                  3000                3000
               5      -42.056464       173.41756         33.0752               0               2               50.45             226              49          195.18                  3000                3000
               5       -42.07537        173.3917         33.0752               0               2                51.1             226              49          195.18                  3000                3000
               5       -42.09418        173.3657         33.0752               0               2               51.76             226              49          195.18                  3000                3000
               5      -42.113075       173.33968         33.0752               0               2               52.43             226              49          195.18                  3000                3000
               5      -41.456576        174.1983         35.3393               0               2               61.26             226              49          195.18                  3000                3000
               5      -41.475658       174.17278         35.3393               0               2               60.55             226              49          195.18                  3000                3000
               5      -41.494645       174.14725         35.3393               0               2               59.84             226              49          195.18                  3000                3000
               5      -41.513716       174.12171         35.3393               0               2               59.12             226              49          195.18                  3000                3000
               5      -41.532691       174.09615         35.3393               0               2               58.41             226              49          195.18                  3000                3000
               5      -41.551659       174.07069         35.3393               0               2                57.7             226              49          195.18                  3000                3000
               5      -41.570713        174.0451         35.3393               0               2               56.99             226              49          195.18                  3000                3000
               5      -41.589671       174.01949         35.3393               0               2               56.28             226              49          195.18                  3000                3000
               5      -41.608713       173.99387         35.3393               0               2               55.58             226              49          195.18                  3000                3000
               5       -41.62766       173.96824         35.3393               0               2               54.87             226              49          195.18                  3000                3000
               5      -41.646601       173.94259         35.3393               0               2               54.17             226              49          195.18                  3000                3000
               5      -41.665625       173.91704         35.3393               0               2               53.47             226              49          195.18                  3000                3000
               5      -41.684554       173.89136         35.3393               0               2               52.77             226              49          195.18                  3000                3000
               5      -41.703568       173.86567         35.3393           0.032               2               52.08             226              49          195.18                  3000                3000
               5      -41.722486       173.83996         35.3393           0.064               2               51.39             226              49          195.18                  3000                3000
               5      -41.741398       173.81423         35.3393           0.104               2                50.7             226              49          195.18                  3000                3000
               5      -41.760393       173.78861         35.3393           0.128               2               50.03             226              49          195.18                  3000                3000
               5      -41.779294       173.76286         35.3393           0.124               2               49.37             226              49          195.18                  3000                3000
               5      -41.798278       173.73709         35.3393           0.096               2               48.72             226              49          195.18                  3000                3000
               5      -41.817167        173.7113         35.3393           0.056               2                48.1             226              49          195.18                  3000                3000
               5       -41.83605        173.6855         35.3393           0.024               2               47.53             226              49          195.18                  3000                3000
               5      -41.855017        173.6598         35.3393               0               2               47.02             226              49          195.18                  3000                3000
               5      -41.873888       173.63397         35.3393               0               2               46.63             226              49          195.18                  3000                3000
               5      -41.892844       173.60813         35.3393               0               2               46.42             226              49          195.18                  3000                3000
               5      -41.911704       173.58227         35.3393               0               2               46.44             226              49          195.18                  3000                3000
               5      -41.930558       173.55639         35.3393               0               2                46.7             226              49          195.18                  3000                3000
               5      -41.949495       173.53062         35.3393               0               2               47.11             226              49          195.18                  3000                3000
               5      -41.968337       173.50471         35.3393               0               2               47.64             226              49          195.18                  3000                3000
               5      -41.987264       173.47879         35.3393               0               2               48.22             226              49          195.18                  3000                3000
               5      -42.006094       173.45285         35.3393               0               2               48.84             226              49          195.18                  3000                3000
               5      -42.024918        173.4269         35.3393               0               2               49.49             226              49          195.18                  3000                3000
               5      -42.043827       173.40105         35.3393               0               2               50.16             226              49          195.18                  3000                3000
               5      -42.062639       173.37507         35.3393               0               2               50.84             226              49          195.18                  3000                3000
               5      -42.081536       173.34907         35.3393               0               2               51.52             226              49          195.18                  3000                3000
               5      -42.100337       173.32306         35.3393               0               2               52.21             226              49          195.18                  3000                3000
               5       -41.44405       174.18167         37.6034               0               2               61.19             226              49          195.18                  3000                3000
               5      -41.463038       174.15616         37.6034               0               2               60.47             226              49          195.18                  3000                3000
               5      -41.482111       174.13063         37.6034               0               2               59.76             226              49          195.18                  3000                3000
               5      -41.501089       174.10508         37.6034               0               2               59.04             226              49          195.18                  3000                3000
               5      -41.520059       174.07964         37.6034               0               2               58.32             226              49          195.18                  3000                3000
               5      -41.539115       174.05406         37.6034               0               2               57.61             226              49          195.18                  3000                3000
               5      -41.558075       174.02847         37.6034               0               2                56.9             226              49          195.18                  3000                3000
               5      -41.577119       174.00287         37.6034               0               2               56.18             226              49          195.18                  3000                3000
               5      -41.596068       173.97725         37.6034               0               2               55.47             226              49          195.18                  3000                3000
               5       -41.61501       173.95173         37.6034               0               2               54.76             226              49          195.18                  3000                3000
               5      -41.634037       173.92608         37.6034               0               2               54.04             226              49          195.18                  3000                3000
               5      -41.652969       173.90042         37.6034               0               2               53.33             226              49          195.18                  3000                3000
               5      -41.671984       173.87474         37.6034               0               2               52.62             226              49          195.18                  3000                3000
               5      -41.690904       173.84904         37.6034               0               2               51.91             226              49          195.18                  3000                3000
               5      -41.709818       173.82345         37.6034           0.036               2               51.21             226              49          195.18                  3000                3000
               5      -41.728816       173.79773         37.6034           0.056               2               50.51             226              49          195.18                  3000                3000
               5      -41.747719       173.77199         37.6034           0.072               2               49.81             226              49          195.18                  3000                3000
               5      -41.766706       173.74623         37.6034           0.072               2               49.12             226              49          195.18                  3000                3000
               5      -41.785597       173.72046         37.6034           0.052               2               48.43             226              49          195.18                  3000                3000
               5      -41.804481        173.6948         37.6034           0.032               2               47.76             226              49          195.18                  3000                3000
               5      -41.823451         173.669         37.6034               0               2               47.12             226              49          195.18                  3000                3000
               5      -41.842324       173.64318         37.6034               0               2               46.52             226              49          195.18                  3000                3000
               5      -41.861282       173.61735         37.6034               0               2               46.01             226              49          195.18                  3000                3000
               5      -41.880144        173.5915         37.6034               0               2               45.71             226              49          195.18                  3000                3000
               5      -41.898999       173.56576         37.6034               0               2               45.75             226              49          195.18                  3000                3000
               5       -41.91794       173.53989         37.6034               0               2                46.1             226              49          195.18                  3000                3000
               5      -41.936784       173.51399         37.6034               0               2               46.63             226              49          195.18                  3000                3000
               5      -41.955713       173.48809         37.6034               0               2               47.24             226              49          195.18                  3000                3000
               5      -41.974545       173.46217         37.6034               0               2               47.89             226              49          195.18                  3000                3000
               5      -41.993371       173.43635         37.6034               0               2               48.56             226              49          195.18                  3000                3000
               5      -42.012282        173.4104         37.6034               0               2               49.25             226              49          195.18                  3000                3000
               5      -42.031097       173.38443         37.6034               0               2               49.94             226              49          195.18                  3000                3000
               5      -42.049996       173.35845         37.6034               0               2               50.64             226              49          195.18                  3000                3000
               5      -42.068799       173.33245         37.6034               0               2               51.34             226              49          195.18                  3000                3000
               5      -42.087596       173.30655         37.6034               0               2               52.05             226              49          195.18                  3000                3000
               5      -41.431431       174.16505         39.8675               0               2               61.14             226              49          195.18                  3000                3000
               5      -41.450506       174.13954         39.8675               0               2               60.43             226              49          195.18                  3000                3000
               5      -41.469485       174.11401         39.8675               0               2               59.71             226              49          195.18                  3000                3000
               5      -41.488458       174.08858         39.8675               0               2               58.99             226              49          195.18                  3000                3000
               5      -41.507516       174.06302         39.8675               0               2               58.27             226              49          195.18                  3000                3000
               5      -41.526478       174.03744         39.8675               0               2               57.55             226              49          195.18                  3000                3000
               5      -41.545524       174.01185         39.8675               0               2               56.84             226              49          195.18                  3000                3000
               5      -41.564475       173.98625         39.8675               0               2               56.12             226              49          195.18                  3000                3000
               5      -41.583419       173.96075         39.8675               0               2                55.4             226              49          195.18                  3000                3000
               5      -41.602449       173.93511         39.8675               0               2               54.69             226              49          195.18                  3000                3000
               5      -41.621382       173.90946         39.8675               0               2               53.97             226              49          195.18                  3000                3000
               5        -41.6404        173.8838         39.8675               0               2               53.25             226              49          195.18                  3000                3000
               5      -41.659322       173.85812         39.8675               0               2               52.53             226              49          195.18                  3000                3000
               5      -41.678238       173.83254         39.8675               0               2               51.82             226              49          195.18                  3000                3000
               5      -41.697238       173.80683         39.8675               0               2                51.1             226              49          195.18                  3000                3000
               5      -41.716143       173.78111         39.8675           0.032               2               50.39             226              49          195.18                  3000                3000
               5      -41.735132       173.75537         39.8675            0.04               2               49.67             226              49          195.18                  3000                3000
               5      -41.754025       173.72961         39.8675            0.04               2               48.96             226              49          195.18                  3000                3000
               5      -41.772912       173.70396         39.8675           0.028               2               48.25             226              49          195.18                  3000                3000
               5      -41.791884       173.67818         39.8675               0               2               47.55             226              49          195.18                  3000                3000
               5      -41.810759       173.65238         39.8675               0               2               46.85             226              49          195.18                  3000                3000
               5      -41.829719       173.62656         39.8675               0               2               46.16             226              49          195.18                  3000                3000
               5      -41.848583       173.60073         39.8675               0               2               45.52             226              49          195.18                  3000                3000
               5      -41.867441       173.57501         39.8675               0               2               45.03             226              49          195.18                  3000                3000
               5      -41.886383       173.54915         39.8675               0               2               45.09             226              49          195.18                  3000                3000
               5       -41.90523       173.52327         39.8675               0               2               45.63             226              49          195.18                  3000                3000
               5      -41.924161       173.49738         39.8675               0               2               46.29             226              49          195.18                  3000                3000
               5      -41.942996       173.47147         39.8675               0               2               46.98             226              49          195.18                  3000                3000
               5      -41.961824       173.44567         39.8675               0               2               47.68             226              49          195.18                  3000                3000
               5      -41.980737       173.41973         39.8675               0               2               48.39             226              49          195.18                  3000                3000
               5      -41.999554       173.39378         39.8675               0               2                49.1             226              49          195.18                  3000                3000
               5      -42.018455       173.36781         39.8675               0               2               49.81             226              49          195.18                  3000                3000
