segment,lon (deg),lat (deg),depth (m),slip (m),strike (deg),dip (deg),rake (deg),rupture time (s),length (m),width (m)
1,165.592,-46.3122,6350.7757,0.04827,23.5,13.37,161.95, ,5000.0,5000.0
1,165.649,-46.3294,7906.5447,0.09934,23.5,18.13,158.09, ,5000.0,5000.0
1,165.704,-46.3463,9769.2467,0.14802,23.5,21.87,157.89, ,5000.0,5000.0
1,165.759,-46.3627,11871.7091,0.18697,23.5,24.86,159.44, ,5000.0,5000.0
1,165.812,-46.3788,14167.4869,0.21082,23.5,27.33,162.18, ,5000.0,5000.0
1,165.864,-46.3946,16625.7292,0.21689,23.5,29.45,166.17, ,5000.0,5000.0
1,165.915,-46.4101,19227.8781,0.20554,23.5,31.36,171.91, ,5000.0,5000.0
1,165.965,-46.4252,21963.4445,0.18043,23.5,33.17,180.54, ,5000.0,5000.0
1,166.014,-46.4401,24828.0856,0.1491,23.5,34.95,194.23, ,5000.0,5000.0
1,166.062,-46.4546,27822.026,0.12369,23.5,36.77,215.64, ,5000.0,5000.0
1,166.109,-46.4688,30947.8406,0.1172,23.5,38.67,242.53, ,5000.0,5000.0
1,166.155,-46.4826,34206.8576,0.1289,23.5,40.65,265.13, ,5000.0,5000.0
1,166.199,-46.496,37600.6372,0.14353,23.5,42.72,279.38, ,5000.0,5000.0
1,166.242,-46.5089,41129.8659,0.1469,23.5,44.85,287.51, ,5000.0,5000.0
1,166.283,-46.5214,44791.1578,0.13012,23.5,47.03,291.18, ,5000.0,5000.0
1,166.323,-46.5334,48578.5848,0.08894,23.5,49.2,287.72, ,5000.0,5000.0
1,166.361,-46.5449,52485.7186,0.03979,23.5,51.34,235.59, ,5000.0,5000.0
1,165.617,-46.271,6350.7757,0.11713,23.5,13.37,165.66, ,5000.0,5000.0
1,165.674,-46.2882,7906.5447,0.23819,23.5,18.13,157.94, ,5000.0,5000.0
1,165.73,-46.305,9769.2467,0.35408,23.5,21.87,157.27, ,5000.0,5000.0
1,165.784,-46.3215,11871.7091,0.44621,23.5,24.86,158.65, ,5000.0,5000.0
1,165.838,-46.3376,14167.4869,0.50223,23.5,27.33,161.21, ,5000.0,5000.0
1,165.89,-46.3534,16625.7292,0.51603,23.5,29.45,164.95, ,5000.0,5000.0
1,165.941,-46.3688,19227.8781,0.48832,23.5,31.36,170.3, ,5000.0,5000.0
1,165.991,-46.384,21963.4445,0.42723,23.5,33.17,178.3, ,5000.0,5000.0
1,166.04,-46.3988,24828.0856,0.34938,23.5,34.95,191.03, ,5000.0,5000.0
1,166.088,-46.4134,27822.026,0.28182,23.5,36.77,211.53, ,5000.0,5000.0
1,166.135,-46.4276,30947.8406,0.25644,23.5,38.67,238.97, ,5000.0,5000.0
1,166.181,-46.4414,34206.8576,0.27689,23.5,40.65,263.25, ,5000.0,5000.0
1,166.225,-46.4548,37600.6372,0.30808,23.5,42.72,278.62, ,5000.0,5000.0
1,166.268,-46.4677,41129.8659,0.31529,23.5,44.85,287.22, ,5000.0,5000.0
1,166.309,-46.4802,44791.1578,0.27796,23.5,47.03,291.07, ,5000.0,5000.0
1,166.349,-46.4922,48578.5848,0.18804,23.5,49.2,288.04, ,5000.0,5000.0
1,166.387,-46.5036,52485.7186,0.07788,23.5,51.34,240.49, ,5000.0,5000.0
1,165.643,-46.2297,6350.7757,0.19935,23.5,13.37,165.49, ,5000.0,5000.0
1,165.7,-46.247,7906.5447,0.40584,23.5,18.13,156.94, ,5000.0,5000.0
1,165.756,-46.2638,9769.2467,0.60188,23.5,21.87,156.13, ,5000.0,5000.0
1,165.81,-46.2803,11871.7091,0.75678,23.5,24.86,157.39, ,5000.0,5000.0
1,165.863,-46.2964,14167.4869,0.85039,23.5,27.33,159.77, ,5000.0,5000.0
1,165.916,-46.3121,16625.7292,0.87259,23.5,29.45,163.22, ,5000.0,5000.0
1,165.967,-46.3276,19227.8781,0.82429,23.5,31.36,168.09, ,5000.0,5000.0
1,166.017,-46.3427,21963.4445,0.71817,23.5,33.17,175.32, ,5000.0,5000.0
1,166.066,-46.3576,24828.0856,0.57993,23.5,34.95,186.85, ,5000.0,5000.0
1,166.114,-46.3721,27822.026,0.45151,23.5,36.77,206.09, ,5000.0,5000.0
1,166.161,-46.3863,30947.8406,0.38822,23.5,38.67,234.15, ,5000.0,5000.0
1,166.207,-46.4001,34206.8576,0.40859,23.5,40.65,260.99, ,5000.0,5000.0
1,166.251,-46.4135,37600.6372,0.45654,23.5,42.72,278.07, ,5000.0,5000.0
1,166.294,-46.4265,41129.8659,0.46999,23.5,44.85,287.33, ,5000.0,5000.0
1,166.335,-46.439,44791.1578,0.41401,23.5,47.03,291.36, ,5000.0,5000.0
1,166.374,-46.4509,48578.5848,0.27652,23.5,49.2,288.33, ,5000.0,5000.0
1,166.412,-46.4624,52485.7186,0.10941,23.5,51.34,238.44, ,5000.0,5000.0
1,165.669,-46.1885,6350.7757,0.29409,23.5,13.37,163.26, ,5000.0,5000.0
1,165.726,-46.2057,7906.5447,0.59614,23.5,18.13,155.25, ,5000.0,5000.0
1,165.782,-46.2226,9769.2467,0.88095,23.5,21.87,154.54, ,5000.0,5000.0
1,165.836,-46.239,11871.7091,1.10521,23.5,24.86,155.73, ,5000.0,5000.0
1,165.889,-46.2551,14167.4869,1.24018,23.5,27.33,157.94, ,5000.0,5000.0
1,165.941,-46.2709,16625.7292,1.27119,23.5,29.45,161.09, ,5000.0,5000.0
1,165.992,-46.2864,19227.8781,1.19901,23.5,31.36,165.45, ,5000.0,5000.0
1,166.043,-46.3015,21963.4445,1.04062,23.5,33.17,171.81, ,5000.0,5000.0
1,166.092,-46.3164,24828.0856,0.82991,23.5,34.95,181.92, ,5000.0,5000.0
1,166.14,-46.3309,27822.026,0.62166,23.5,36.77,199.38, ,5000.0,5000.0
1,166.187,-46.3451,30947.8406,0.49572,23.5,38.67,227.74, ,5000.0,5000.0
1,166.232,-46.3589,34206.8576,0.50154,23.5,40.65,258.18, ,5000.0,5000.0
1,166.277,-46.3723,37600.6372,0.56633,23.5,42.72,277.78, ,5000.0,5000.0
1,166.319,-46.3852,41129.8659,0.59119,23.5,44.85,287.95, ,5000.0,5000.0
1,166.361,-46.3977,44791.1578,0.52284,23.5,47.03,292.17, ,5000.0,5000.0
1,166.4,-46.4097,48578.5848,0.34386,23.5,49.2,288.93, ,5000.0,5000.0
1,166.438,-46.4212,52485.7186,0.13009,23.5,51.34,232.0, ,5000.0,5000.0
1,165.695,-46.1472,6350.7757,0.40018,23.5,13.37,159.86, ,5000.0,5000.0
1,165.752,-46.1645,7906.5447,0.80424,23.5,18.13,153.07, ,5000.0,5000.0
1,165.807,-46.1813,9769.2467,1.18349,23.5,21.87,152.56, ,5000.0,5000.0
