This corresponds to Model A of Holden et al. (2017), Geophysical Research Letters, http://dx.doi.org/10.1002/2017GL075301.
     segment             lat                lon            depth (km)           slip (m)         rise_time (s)    rupture time (s)        strike              dip               rake         patch length (m)       patch width (m)    
               21          -42.47775          173.44890           24.06250              0.00000           3.00000           89.70767          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.73862          174.30460           10.93750              1.28187           3.00000           89.72582          223.34000          70.00000          90.00000           2000.00000             3325.55600
                7          -42.17657          174.01900            1.38889              0.00000           3.00000           89.74051          243.77800          70.00000         180.00000           1965.70600             2956.05000
               21          -41.93797          174.42590           20.31250              0.00000           3.00000           89.79112          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.77044          174.34430           24.06250              0.00000           3.00000           89.81713          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.33159          173.24240           29.06250              0.05148           3.00000           89.82194          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.59128          174.03610           30.93750              0.00000           3.00000           89.82353          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.90016          174.42460           20.93750              0.00000           3.00000           89.83636          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.70959          174.26610           23.43750              0.00000           3.00000           89.83918          223.34000          70.00000         180.00000           2000.00000             3325.55600
               21          -42.21942          173.18980           31.56250              0.00000           3.00000           89.84215          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.75239          174.31850           24.68750              0.00000           3.00000           89.85182          221.21940          12.00000          90.00000           3000.00000             3006.08400
               18          -41.77304          174.23490           17.18750              0.00000           3.00000           89.86035           22.31850          80.00000         180.00000           1747.86100             3173.20800
               21          -41.52031          173.88310           34.06250              0.00000           3.00000           89.87462          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.75858          174.29720            7.81250              1.32281           3.00000           89.96572          223.34000          70.00000         101.32560           2000.00000             3325.55600
               18          -41.76898          174.22290           10.93750              0.10989           3.00000           90.01204           22.31850          80.00000          90.00000           1747.86100             3173.20800
               21          -41.64398          174.16360           28.43750              0.00000           3.00000           90.02509          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.78849          174.37020           23.43750              0.00000           3.00000           90.06614          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.62589          174.13790           29.06250              0.00000           3.00000           90.06753          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.49600          173.47480           23.43750              0.00000           3.00000           90.06984          221.21940          12.00000          90.00000           3000.00000             3006.08400
               18          -41.77101          174.22890           14.06250              0.00857           3.00000           90.10782           22.31850          80.00000          90.00000           1747.86100             3173.20800
               21          -42.08777          173.16250           34.06250              0.00000           3.00000           90.13268          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.12555          173.16300           33.43750              0.00000           3.00000           90.18603          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.73434          174.29260           25.31250              0.00000           3.00000           90.19200          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.53114          173.57760           21.56250              0.00000           3.00000           90.19898          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.70415          174.29270           20.31250              0.05717           3.00000           90.20537          223.34000          70.00000          90.00000           2000.00000             3325.55600
               21          -42.25721          173.19040           30.93750              0.00000           3.00000           90.23067          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.71141          174.30240           17.18750              0.29720           3.00000           90.23468          223.34000          70.00000          90.00000           2000.00000             3325.55600
               21          -42.04998          173.16190           34.68750              0.00000           3.00000           90.25734          221.21940          12.00000          90.00000           3000.00000             3006.08400
               18          -41.76071          174.24960           20.31250              0.00000           3.00000           90.27098           22.31850          80.00000         180.00000           1747.86100             3173.20800
               21          -41.66206          174.18940           27.81250              0.00000           3.00000           90.27456          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.86236          174.42330           21.56250              0.00000           3.00000           90.27947          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.31329          173.21670           29.68750              0.00675           3.00000           90.34753          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.57317          174.01040           31.56250              0.00000           3.00000           90.36485          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.71866          174.31200           14.06250              0.58976           3.00000           90.39851          223.34000          70.00000          90.00000           2000.00000             3325.55600
               21          -42.16334          173.16360           32.81250              0.00000           3.00000           90.42331          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.40594          173.29460           27.18750              0.03764           3.00000           90.44172          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.69821          174.24100           26.56250              0.00000           3.00000           90.44524          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.51424          173.50070           22.81250              0.00000           3.00000           90.47252          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.79123          174.27280            4.68750              2.44315           3.00000           90.47420          223.34000          70.00000         160.89420           2000.00000             3325.55600
               18          -41.74838          174.26420           23.43750              0.00000           3.00000           90.47423           22.31850          80.00000         180.00000           1747.86100             3173.20800
               21          -42.42422          173.32040           26.56250              0.01857           3.00000           90.48316          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.53692          173.95910           32.81250              0.00000           3.00000           90.49048          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.80653          174.39610           22.81250              0.00000           3.00000           90.49567          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.71628          174.26680           25.93750              0.00000           3.00000           90.50750          221.21940          12.00000          90.00000           3000.00000             3006.08400
               18          -41.76694          174.21680            7.81250              0.22440           3.00000           90.50939           22.31850          80.00000          90.00000           1747.86100             3173.20800
               19          -41.87348          174.16330            4.68750              0.95585           3.00000           90.54701           13.13470          80.00000          90.00000           1886.82400             3173.20800
               21          -42.44250          173.34620           25.93750              0.00000           3.00000           90.56193          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.55505          173.98470           32.18750              0.00000           3.00000           90.57510          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.69689          174.28310           23.43750              0.00000           3.00000           90.61406          223.34000          70.00000         180.00000           2000.00000             3325.55600
               21          -41.51879          173.93340           33.43750              0.00000           3.00000           90.62738          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.68014          174.21520           27.18750              0.00000           3.00000           90.63354          221.21940          12.00000          90.00000           3000.00000             3006.08400
               18          -41.75868          174.24350           17.18750              0.00000           3.00000           90.65155           22.31850          80.00000         180.00000           1747.86100             3173.20800
               21          -41.60779          174.11220           29.68750              0.00000           3.00000           90.66335          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.38766          173.26880           27.81250              0.03858           3.00000           90.67149          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.50216          173.85750           34.68750              0.00000           3.00000           90.68289          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.46076          173.37200           25.31250              0.00000           3.00000           90.71511          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.36937          173.24300           28.43750              0.02042           3.00000           90.75770          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.20112          173.16410           32.18750              0.00000           3.00000           90.79682          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.54799          173.65470           20.31250              0.00000           3.00000           90.81493          221.21940          12.00000          90.00000           3000.00000             3006.08400
               18          -41.75462          174.23150           10.93750              0.17538           3.00000           90.85212           22.31850          80.00000          90.00000           1747.86100             3173.20800
               21          -42.29499          173.19090           30.31250              0.00000           3.00000           90.94733          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.47903          173.39790           24.68750              0.00000           3.00000           90.95325          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.73264          174.34310           24.68750              0.00000           3.00000           90.97634          221.21940          12.00000          90.00000           3000.00000             3006.08400
               18          -41.74635          174.25820           20.31250              0.00000           3.00000           90.99544           22.31850          80.00000         180.00000           1747.86100             3173.20800
               18          -41.75665          174.23750           14.06250              0.02434           3.00000           91.00936           22.31850          80.00000          90.00000           1747.86100             3173.20800
               21          -42.53247          173.52660           22.18750              0.00000           3.00000           91.01582          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.50065          173.90780           34.06250              0.00000           3.00000           91.01724          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.82387          174.24830            1.56250              3.38756           3.00000           91.03115          223.34000          70.00000         170.95340           2000.00000             3325.55600
               21          -41.82456          174.42200           22.18750              0.00000           3.00000           91.04530          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.35108          173.21730           29.06250              0.00000           3.00000           91.07351          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.91819          174.45050           20.31250              0.00000           3.00000           91.07964          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.75069          174.36890           24.06250              0.00000           3.00000           91.09838          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.54936          173.60360           20.93750              0.00000           3.00000           91.10980          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.23891          173.16470           31.56250              0.00000           3.00000           91.17087          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.10724          173.13740           34.06250              0.00000           3.00000           91.18494          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.58970          174.08640           30.31250              0.00000           3.00000           91.19133          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.06946          173.13680           34.68750              0.00000           3.00000           91.21102          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.62426          174.18820           28.43750              0.00000           3.00000           91.22636          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.69145          174.30980           20.31250              0.00476           3.00000           91.24890          223.34000          70.00000          90.00000           2000.00000             3325.55600
               21          -41.71459          174.31720           25.31250              0.00000           3.00000           91.28548          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.88039          174.44920           20.93750              0.00000           3.00000           91.31587          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.49728          173.42370           24.06250              0.00000           3.00000           91.33235          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.14503          173.13790           33.43750              0.00000           3.00000           91.34425          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.57159          174.06070           30.93750              0.00000           3.00000           91.35348          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.69871          174.31940           17.18750              0.10689           3.00000           91.37442          223.34000          70.00000          90.00000           2000.00000             3325.55600
               21          -41.64234          174.21400           27.81250              0.00000           3.00000           91.38160          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.72592          174.32170           10.93750              0.68315           3.00000           91.40624          223.34000          70.00000          90.00000           2000.00000             3325.55600
               18          -41.74433          174.25210           17.18750              0.00000           3.00000           91.41335           22.31850          80.00000         180.00000           1747.86100             3173.20800
               21          -41.60618          174.16250           29.06250              0.00000           3.00000           91.42386          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.33278          173.19150           29.68750              0.00000           3.00000           91.49176          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.76873          174.39480           23.43750              0.00000           3.00000           91.52853          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.68419          174.30010           23.43750              0.00000           3.00000           91.53817          223.34000          70.00000         180.00000           2000.00000             3325.55600
               21          -41.67847          174.26560           26.56250              0.00000           3.00000           91.55250          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.66041          174.23980           27.18750              0.00000           3.00000           91.58817          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.69654          174.29140           25.93750              0.00000           3.00000           91.59247          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.53537          174.00930           32.18750              0.00000           3.00000           91.62351          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.27669          173.16520           30.93750              0.00000           3.00000           91.63496          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.51554          173.44960           23.43750              0.00000           3.00000           91.66924          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.51725          173.98370           32.81250              0.00000           3.00000           91.67575          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.55070          173.55250           21.56250              0.00000           3.00000           91.69349          221.21940          12.00000          90.00000           3000.00000             3006.08400
               18          -41.74027          174.24010           10.93750              0.23238           3.00000           91.70217           22.31850          80.00000          90.00000           1747.86100             3173.20800
               21          -41.55348          174.03500           31.56250              0.00000           3.00000           91.71884          221.21940          12.00000          90.00000           3000.00000             3006.08400
               18          -41.75259          174.22540            7.81250              0.35437           3.00000           91.72256           22.31850          80.00000          93.31495           1747.86100             3173.20800
               21          -42.18281          173.13850           32.81250              0.00000           3.00000           91.73938          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.42545          173.26940           27.18750              0.00000           3.00000           91.78778          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.70596          174.32900           14.06250              0.24637           3.00000           91.78876          223.34000          70.00000          90.00000           2000.00000             3325.55600
               21          -41.48251          173.88210           34.68750              0.00000           3.00000           91.79751          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.74588          174.31430            7.81250              0.76795           3.00000           91.79888          223.34000          70.00000          90.00000           2000.00000             3325.55600
               21          -41.84259          174.44790           21.56250              0.00000           3.00000           91.80582          221.21940          12.00000          90.00000           3000.00000             3006.08400
                7          -42.16931          174.04070            1.38889              0.00000           3.00000           91.81348          243.77800          70.00000         180.00000           1965.70600             2956.05000
               19          -41.85708          174.16920            4.68750              1.15497           3.00000           91.88344           13.13470          80.00000          90.86560           1886.82400             3173.20800
               21          -41.49912          173.95800           33.43750              0.00000           3.00000           91.88849          221.21940          12.00000          90.00000           3000.00000             3006.08400
               18          -41.74230          174.24610           14.06250              0.04329           3.00000           91.90190           22.31850          80.00000          90.00000           1747.86100             3173.20800
               21          -42.38886          173.21780           28.43750              0.00000           3.00000           91.90238          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.40716          173.24360           27.81250              0.00000           3.00000           91.91367          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.44373          173.29520           26.56250              0.00000           3.00000           91.94753          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.78676          174.42070           22.81250              0.00000           3.00000           92.02096          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.58809          174.13670           29.68750              0.00000           3.00000           92.06052          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.53378          173.47550           22.81250              0.00000           3.00000           92.06823          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.22060          173.13900           32.18750              0.00000           3.00000           92.07181          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.31447          173.16580           30.31250              0.00000           3.00000           92.09423          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.46201          173.32100           25.93750              0.00000           3.00000           92.15257          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.56757          173.62950           20.31250              0.00000           3.00000           92.17192          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.37056          173.19210           29.06250              0.00000           3.00000           92.18810          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.08893          173.11170           34.68750              0.00000           3.00000           92.20381          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.12671          173.11230           34.06250              0.00000           3.00000           92.24645          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.48099          173.93240           34.06250              0.00000           3.00000           92.26546          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.77853          174.28980            4.68750              1.86594           3.00000           92.28944          223.34000          70.00000         157.27770           2000.00000             3325.55600
               21          -42.48028          173.34690           25.31250              0.00000           3.00000           92.40284          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.25838          173.13950           31.56250              0.00000           3.00000           92.44033          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.67875          174.32680           20.31250              0.00000           3.00000           92.48948          223.34000          70.00000         180.00000           2000.00000             3325.55600
               21          -42.35226          173.16630           29.68750              0.00000           3.00000           92.54618          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.80479          174.44660           22.18750              0.00000           3.00000           92.54672          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.56893          173.57840           20.93750              0.00000           3.00000           92.56582          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.16450          173.11280           33.43750              0.00000           3.00000           92.57522          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.55202          173.50140           22.18750              0.00000           3.00000           92.59009          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.49855          173.37270           24.68750              0.00000           3.00000           92.61335          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.89842          174.47520           20.31250              0.00000           3.00000           92.65095          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.68600          174.33640           17.18750              0.01486           3.00000           92.67647          223.34000          70.00000          90.00000           2000.00000             3325.55600
                1          -41.67149          174.31710           23.43750              0.00000           3.00000           92.67880          223.34000          70.00000         180.00000           2000.00000             3325.55600
               21          -41.71289          174.36760           24.68750              0.00000           3.00000           92.69159          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.49757          174.00830           32.81250              0.00000           3.00000           92.74462          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.29616          173.14010           30.93750              0.00000           3.00000           92.76930          221.21940          12.00000          90.00000           3000.00000             3006.08400
               19          -41.90500          174.14510            1.56250              1.26047           3.00000           92.85383           13.13470          80.00000         180.00000           1886.82400             3173.20800
               21          -41.56999          174.11100           30.31250              0.00000           3.00000           92.86494          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.60453          174.21280           28.43750              0.00000           3.00000           92.88640          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.81118          174.26540            1.56250              3.25197           3.00000           92.89213          223.34000          70.00000         168.75730           2000.00000             3325.55600
               21          -41.73092          174.39350           24.06250              0.00000           3.00000           92.89966          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.46285          173.90680           34.68750              0.00000           3.00000           92.91625          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.86061          174.47380           20.93750              0.00000           3.00000           92.92107          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.51568          174.03390           32.18750              0.00000           3.00000           92.92191          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.69326          174.34610           14.06250              0.05946           3.00000           92.92284          223.34000          70.00000          90.00000           2000.00000             3325.55600
               21          -42.51681          173.39860           24.06250              0.00000           3.00000           92.97167          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.20228          173.11330           32.81250              0.00000           3.00000           92.97984          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.42665          173.21840           27.81250              0.00000           3.00000           93.02336          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.69484          174.34180           25.31250              0.00000           3.00000           93.03764          221.21940          12.00000          90.00000           3000.00000             3006.08400
               18          -41.73824          174.23400            7.81250              0.45499           3.00000           93.04169           22.31850          80.00000          96.28678           1747.86100             3173.20800
               21          -42.40835          173.19260           28.43750              0.00000           3.00000           93.05069          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.71322          174.33870           10.93750              0.26060           3.00000           93.05395          223.34000          70.00000          90.00000           2000.00000             3325.55600
               21          -41.47945          173.98260           33.43750              0.00000           3.00000           93.06463          221.21940          12.00000          90.00000           3000.00000             3006.08400
               19          -41.84068          174.17510            4.68750              1.10076           3.00000           93.07977           13.13470          80.00000          97.78275           1886.82400             3173.20800
               21          -41.62261          174.23860           27.81250              0.00000           3.00000           93.08121          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.58646          174.18710           29.06250              0.00000           3.00000           93.08382          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.44494          173.24420           27.18750              0.00000           3.00000           93.10729          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.55190          174.08530           30.93750              0.00000           3.00000           93.13917          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.10840          173.08670           34.68750              0.00000           3.00000           93.15632          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.53379          174.05960           31.56250              0.00000           3.00000           93.16061          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.65873          174.29020           26.56250              0.00000           3.00000           93.16979          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.33395          173.14060           30.31250              0.00000           3.00000           93.21655          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.57026          173.52730           21.56250              0.00000           3.00000           93.22936          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.39004          173.16690           29.06250              0.00000           3.00000           93.23777          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.67679          174.31600           25.93750              0.00000           3.00000           93.24095          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.46323          173.27000           26.56250              0.00000           3.00000           93.27811          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.14618          173.08720           34.06250              0.00000           3.00000           93.28851          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.53507          173.42440           23.43750              0.00000           3.00000           93.28984          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.24006          173.11390           32.18750              0.00000           3.00000           93.33458          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.74896          174.41940           23.43750              0.00000           3.00000           93.39202          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.64067          174.26440           27.18750              0.00000           3.00000           93.42484          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.82281          174.47250           21.56250              0.00000           3.00000           93.48643          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.48152          173.29580           25.93750              0.00000           3.00000           93.50225          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.56837          174.16130           29.68750              0.00000           3.00000           93.51409          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -41.46132          173.95700           34.06250              0.00000           3.00000           93.57116          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.58715          173.60440           20.31250              0.00000           3.00000           93.58381          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.37173          173.14110           29.68750              0.00000           3.00000           93.59892          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.27785          173.11440           31.56250              0.00000           3.00000           93.67243          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.73317          174.33130            7.81250              0.33838           3.00000           93.67916          223.34000          70.00000         101.36210           2000.00000             3325.55600
               21          -42.55332          173.45030           22.81250              0.00000           3.00000           93.68891          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.67330          174.35340           17.18750              0.00000           3.00000           93.69884          223.34000          70.00000         180.00000           2000.00000             3325.55600
                1          -41.66604          174.34380           20.31250              0.00000           3.00000           93.76124          223.34000          70.00000         180.00000           2000.00000             3325.55600
               21          -42.18396          173.08770           33.43750              0.00000           3.00000           93.76293          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.49979          173.32170           25.31250              0.00000           3.00000           93.76704          221.21940          12.00000          90.00000           3000.00000             3006.08400
                1          -41.65879          174.33420           23.43750              0.00000           3.00000           93.81483          223.34000          70.00000         180.00000           2000.00000             3325.55600
               21          -41.76699          174.44520           22.81250              0.00000           3.00000           93.88326          221.21940          12.00000          90.00000           3000.00000             3006.08400
               21          -42.31563          173.11490           30.93750              0.00000           3.00000           93.92750          221.21940          12.00000          90.00000           3000.00000             3006.08400
