This corresponds to Model A of Holden et al. (2017), Geophysical Research Letters, http://dx.doi.org/10.1002/2017GL075301.
     segment             lat                lon            depth (km)           slip (m)         rise_time (s)    rupture time (s)        strike              dip               rake         patch length (m)       patch width (m)    
                9          -42.47802          173.00960           23.75000              0.00000           3.00000           12.64382          247.32550          55.00000         180.00000           2076.67700             3051.93600
                6          -42.45187          173.01620           20.83333              0.00000           3.00000           12.64794          241.38950          70.00000         180.00000           1929.23500             2956.05000
               16          -42.47970          173.18430            9.72222              1.61151           3.00000           12.65697          194.03620          60.00000          90.00000           1894.49800             3207.50200
               16          -42.55327          173.19530            4.16667              1.34569           3.00000           12.66200          194.03620          60.00000         101.61420           1894.49800             3207.50200
               10          -42.47702          173.16620           16.25000              1.67351           3.00000           12.67816          240.30500          55.00000          92.19218           1867.86700             3051.93600
                8          -42.48422          172.93780           23.75000              0.00000           3.00000           12.69427          267.98540          55.00000         180.00000           1975.09600             3051.93600
                6          -42.43785          173.11120           15.27778              0.00000           3.00000           12.80215          241.38950          70.00000         180.00000           1929.23500             2956.05000
               10          -42.55476          173.19450            3.75000              4.88110           3.53491           12.84070          240.30500          55.00000         117.56140           1867.86700             3051.93600
               10          -42.47066          173.13630           18.75000              0.55123           3.00000           12.86746          240.30500          55.00000          90.00000           1867.86700             3051.93600
                6          -42.45476          173.14840            6.94444              0.21673           3.00000           12.86873          241.38950          70.00000         180.00000           1929.23500             2956.04900
               10          -42.49740          173.20580           11.25000              4.32212           3.32635           12.88753          240.30500          55.00000          95.16366           1867.86700             3051.93600
               11          -42.48571          173.18320           16.25000              0.00000           3.00000           12.90781          205.34620          55.00000         180.00000           1932.01700             3051.93600
               11          -42.49309          173.20200           13.75000              0.08607           3.00000           12.95161          205.34620          55.00000          90.00000           1932.01700             3051.93600
               16          -42.50015          173.19640            6.94444              3.04099           3.00000           12.95340          194.03620          60.00000          92.37523           1894.49800             3207.50100
                9          -42.47163          173.03330           23.75000              0.00000           3.00000           12.96061          247.32550          55.00000         180.00000           2076.67700             3051.93600
               10          -42.51141          173.21550            8.75000              5.07325           3.60382           12.96148          240.30500          55.00000          98.67347           1867.86700             3051.93600
               16          -42.45512          173.15360           15.27778              0.05132           3.00000           12.98920          194.03620          60.00000          90.00000           1894.49800             3207.50200
                8          -42.48399          172.91380           23.75000              0.00000           3.00000           13.00021          267.98540          55.00000         180.00000           1975.09600             3051.93600
               10          -42.48338          173.19610           13.75000              3.01082           3.00000           13.04570          240.30500          55.00000          92.35829           1867.86700             3051.93600
                6          -42.47054          173.13280            4.16667              1.21922           3.00000           13.05630          241.38950          70.00000         180.00000           1929.23500             2956.05000
               16          -42.45925          173.17220           12.50000              0.39147           3.00000           13.06821          194.03620          60.00000          90.00000           1894.49800             3207.50200
                6          -42.43842          173.13770           12.50000              0.00000           3.00000           13.07050          241.38950          70.00000         180.00000           1929.23500             2956.05000
                6          -42.44428          173.03730           20.83333              0.00000           3.00000           13.09970          241.38950          70.00000         180.00000           1929.23500             2956.05000
                6          -42.43727          173.08480           18.05556              0.00000           3.00000           13.10335          241.38950          70.00000         180.00000           1929.23500             2956.04900
               16          -42.46318          173.10960           20.83333              0.00000           3.00000           13.26064          194.03620          60.00000         180.00000           1894.49800             3207.50200
               16          -42.47536          173.08440           23.61111              0.00000           3.00000           13.28333          194.03620          60.00000         180.00000           1894.49800             3207.50200
               10          -42.46429          173.10640           21.25000              0.03398           3.00000           13.29773          240.30500          55.00000          90.00000           1867.86700             3051.93600
               11          -42.47834          173.16440           18.75000              0.00000           3.00000           13.30422          205.34620          55.00000         180.00000           1932.01700             3051.93600
               10          -42.46554          173.05630           23.75000              0.00000           3.00000           13.37233          240.30500          55.00000         180.00000           1867.86700             3051.93600
                9          -42.46525          173.05700           23.75000              0.00000           3.00000           13.39078          247.32550          55.00000         180.00000           2076.67700             3051.93600
                8          -42.48375          172.88980           23.75000              0.00000           3.00000           13.41804          267.98540          55.00000         180.00000           1975.09600             3051.93600
               10          -42.57643          173.18390            1.25000              4.55869           3.41617           13.42220          240.30500          55.00000         111.69420           1867.86700             3051.93600
                6          -42.48632          173.11710            1.38889              3.07503           3.00000           13.44505          241.38950          70.00000         180.00000           1929.23500             2956.05000
               11          -42.50046          173.22080           11.25000              0.20764           3.00000           13.45594          205.34620          55.00000          90.00000           1932.01700             3051.93600
               16          -42.45099          173.13490           18.05556              0.00000           3.00000           13.45934          194.03620          60.00000         180.00000           1894.49800             3207.50100
               16          -42.53694          173.20190            4.16667              2.55059           3.00000           13.52782          194.03620          60.00000         102.44450           1894.49800             3207.50200
               16          -42.46337          173.19090            9.72222              1.01189           3.00000           13.61951          194.03620          60.00000          90.00000           1894.49800             3207.50200
               10          -42.46937          173.18640           16.25000              1.63760           3.00000           13.62588          240.30500          55.00000          90.42388           1867.86700             3051.93600
                6          -42.43898          173.16410            9.72222              0.00000           3.00000           13.64878          241.38950          70.00000         180.00000           1929.23500             2956.05000
                6          -42.43024          173.13230           15.27778              0.00000           3.00000           13.65395          241.38950          70.00000         180.00000           1929.23500             2956.05000
                6          -42.43669          173.05840           20.83333              0.00000           3.00000           13.65655          241.38950          70.00000         180.00000           1929.23500             2956.05000
               10          -42.46301          173.15650           18.75000              0.61628           3.00000           13.68764          240.30500          55.00000          90.00000           1867.86700             3051.93600
                6          -42.42967          173.10590           18.05556              0.00000           3.00000           13.84010          241.38950          70.00000         180.00000           1929.23500             2956.04900
               11          -42.47036          173.19420           16.25000              0.00000           3.00000           13.84843          205.34620          55.00000         180.00000           1932.01700             3051.93600
               10          -42.45790          173.07650           23.75000              0.00000           3.00000           13.89261          240.30500          55.00000         180.00000           1867.86700             3051.93600
               10          -42.52542          173.22520            6.25000              4.94899           3.55941           13.90162          240.30500          55.00000         102.95730           1867.86700             3051.93600
               11          -42.47096          173.14570           21.25000              0.00000           3.00000           13.90430          205.34620          55.00000         180.00000           1932.01700             3051.93600
               11          -42.47773          173.21300           13.75000              0.12113           3.00000           13.92764          205.34620          55.00000          90.00000           1932.01700             3051.93600
               16          -42.43879          173.16020           15.27778              0.00000           3.00000           13.93158          194.03620          60.00000         180.00000           1894.49800             3207.50200
               16          -42.48382          173.20300            6.94444              2.63609           3.00000           13.93581          194.03620          60.00000          90.00000           1894.49800             3207.50100
                6          -42.43081          173.15870           12.50000              0.00000           3.00000           13.97932          241.38950          70.00000         180.00000           1929.23500             2956.05000
               16          -42.45904          173.09100           23.61111              0.00000           3.00000           14.00045          194.03620          60.00000         180.00000           1894.49800             3207.50200
                6          -42.44369          173.01090           23.61111              0.00000           3.00000           14.01802          241.38950          70.00000         180.00000           1929.23500             2956.05000
               16          -42.44292          173.17880           12.50000              0.06569           3.00000           14.02241          194.03620          60.00000          90.00000           1894.49800             3207.50200
               10          -42.45664          173.12660           21.25000              0.06543           3.00000           14.03959          240.30500          55.00000          90.00000           1867.86700             3051.93600
               10          -42.48973          173.22600           11.25000              3.87060           3.14782           14.05707          240.30500          55.00000          91.57086           1867.86700             3051.93600
                6          -42.44715          173.16950            6.94444              0.10479           3.00000           14.09155          241.38950          70.00000         180.00000           1929.23500             2956.04900
               16          -42.44685          173.11620           20.83333              0.00000           3.00000           14.09482          194.03620          60.00000         180.00000           1894.49800             3207.50200
               10          -42.47572          173.21630           13.75000              2.68812           3.00000           14.13073          240.30500          55.00000          90.00000           1867.86700             3051.93600
               10          -42.50374          173.23570            8.75000              4.51149           3.39844           14.19944          240.30500          55.00000          94.37448           1867.86700             3051.93600
               11          -42.46298          173.17540           18.75000              0.00000           3.00000           14.20352          205.34620          55.00000         180.00000           1932.01700             3051.93600
               11          -42.50782          173.23960            8.75000              0.21710           3.00000           14.25441          205.34620          55.00000          90.00000           1932.01700             3051.93600
                6          -42.42910          173.07940           20.83333              0.00000           3.00000           14.27267          241.38950          70.00000         180.00000           1929.23500             2956.05000
               10          -42.54710          173.21470            3.75000              4.69261           3.46599           14.29555          240.30500          55.00000         112.44240           1867.86700             3051.93600
               16          -42.43466          173.14150           18.05556              0.00000           3.00000           14.35777          194.03620          60.00000         180.00000           1894.49800             3207.50100
                6          -42.43610          173.03190           23.61111              0.00000           3.00000           14.41376          241.38950          70.00000         180.00000           1929.23500             2956.05000
                6          -42.46293          173.15380            4.16667              0.87644           3.00000           14.44339          241.38950          70.00000         180.00000           1929.23500             2956.05000
               10          -42.45026          173.09670           23.75000              0.00000           3.00000           14.46135          240.30500          55.00000         180.00000           1867.86700             3051.93600
               11          -42.48510          173.23180           11.25000              0.29701           3.00000           14.48049          205.34620          55.00000          90.00000           1932.01700             3051.93600
               11          -42.46358          173.12690           23.75000              0.00000           3.00000           14.48359          205.34620          55.00000         180.00000           1932.01700             3051.93600
               16          -42.52061          173.20850            4.16667              3.38198           3.00000           14.49285          194.03620          60.00000         101.05810           1894.49800             3207.50200
               10          -42.45535          173.17670           18.75000              0.60249           3.00000           14.54070          240.30500          55.00000          90.00000           1867.86700             3051.93600
               16          -42.44704          173.19750            9.72222              0.22433           3.00000           14.54439          194.03620          60.00000          90.00000           1894.49800             3207.50200
                6          -42.42263          173.15340           15.27778              0.00000           3.00000           14.54878          241.38950          70.00000         180.00000           1929.23500             2956.05000
               10          -42.46171          173.20660           16.25000              1.44001           3.00000           14.59783          240.30500          55.00000          90.00000           1867.86700             3051.93600
                6          -42.42207          173.12690           18.05556              0.00000           3.00000           14.62296          241.38950          70.00000         180.00000           1929.23500             2956.04900
                6          -42.43136          173.18520            9.72222              0.00000           3.00000           14.72488          241.38950          70.00000         180.00000           1929.23500             2956.05000
               16          -42.44271          173.09760           23.61111              0.00000           3.00000           14.76341          194.03620          60.00000         180.00000           1894.49800             3207.50200
               11          -42.45561          173.15670           21.25000              0.00000           3.00000           14.79382          205.34620          55.00000         180.00000           1932.01700             3051.93600
               11          -42.45500          173.20520           16.25000              0.01287           3.00000           14.81401          205.34620          55.00000          90.00000           1932.01700             3051.93600
               10          -42.44899          173.14680           21.25000              0.08537           3.00000           14.82604          240.30500          55.00000          90.00000           1867.86700             3051.93600
                6          -42.42851          173.05300           23.61111              0.00000           3.00000           14.88775          241.38950          70.00000         180.00000           1929.23500             2956.05000
               10          -42.56877          173.20420            1.25000              4.54691           3.41176           14.90385          240.30500          55.00000         109.06330           1867.86700             3051.93600
               11          -42.46237          173.22400           13.75000              0.20461           3.00000           14.92397          205.34620          55.00000          90.00000           1932.01700             3051.93600
                6          -42.47872          173.13820            1.38889              3.06743           3.00000           14.93017          241.38950          70.00000         180.00000           1929.23500             2956.05000
                6          -42.42319          173.17980           12.50000              0.00000           3.00000           14.93871          241.38950          70.00000         180.00000           1929.23500             2956.05000
               16          -42.43053          173.12280           20.83333              0.00000           3.00000           14.96365          194.03620          60.00000         180.00000           1894.49800             3207.50200
               16          -42.46749          173.20960            6.94444              1.67824           3.00000           14.96588          194.03620          60.00000          90.00000           1894.49800             3207.50100
                6          -42.42150          173.10050           20.83333              0.00000           3.00000           14.97278          241.38950          70.00000         180.00000           1929.23500             2956.05000
               10          -42.44262          173.11690           23.75000              0.00000           3.00000           15.11791          240.30500          55.00000         180.00000           1867.86700             3051.93600
               11          -42.44763          173.18640           18.75000              0.00000           3.00000           15.12801          205.34620          55.00000         180.00000           1932.01700             3051.93600
               10          -42.51776          173.24540            6.25000              4.32137           3.32606           15.21709          240.30500          55.00000          99.26881           1867.86700             3051.93600
               10          -42.48207          173.24620           11.25000              3.16507           3.00000           15.22564          240.30500          55.00000          92.96631           1867.86700             3051.93600
               10          -42.46805          173.23650           13.75000              2.16485           3.00000           15.23135          240.30500          55.00000          90.33242           1867.86700             3051.93600
               11          -42.49246          173.25060            8.75000              0.32932           3.00000           15.29012          205.34620          55.00000          90.00000           1932.01700             3051.93600
               11          -42.44823          173.13790           23.75000              0.00000           3.00000           15.29606          205.34620          55.00000         180.00000           1932.01700             3051.93600
                6          -42.43953          173.19060            6.94444              0.02701           3.00000           15.35670          241.38950          70.00000         180.00000           1929.23500             2956.04900
               10          -42.49608          173.25590            8.75000              3.70507           3.07977           15.40382          240.30500          55.00000          97.27373           1867.86700             3051.93600
                6          -42.42092          173.07410           23.61111              0.00000           3.00000           15.43010          241.38950          70.00000         180.00000           1929.23500             2956.05000
               10          -42.44769          173.19690           18.75000              0.51035           3.00000           15.43449          240.30500          55.00000          90.00000           1867.86700             3051.93600
                6          -42.41446          173.14800           18.05556              0.00000           3.00000           15.45347          241.38950          70.00000         180.00000           1929.23500             2956.04900
                6          -42.41502          173.17440           15.27778              0.00000           3.00000           15.45450          241.38950          70.00000         180.00000           1929.23500             2956.05000
               11          -42.46974          173.24280           11.25000              0.44856           3.00000           15.51768          205.34620          55.00000          90.00000           1932.01700             3051.93600
               16          -42.50428          173.21510            4.16667              3.60099           3.03620           15.54842          194.03620          60.00000          96.53634           1894.49800             3207.50200
               16          -42.42639          173.10420           23.61111              0.00000           3.00000           15.56596          194.03620          60.00000         180.00000           1894.49800             3207.50200
               10          -42.45404          173.22680           16.25000              1.11698           3.00000           15.58163          240.30500          55.00000          90.00000           1867.86700             3051.93600
               10          -42.44134          173.16700           21.25000              0.08395           3.00000           15.65170          240.30500          55.00000          90.00000           1867.86700             3051.93600
               16          -42.55739          173.21400            1.38889              1.39976           3.00000           15.70511          194.03620          60.00000          90.00000           1894.49800             3207.50200
                6          -42.41389          173.12150           20.83333              0.00000           3.00000           15.71112          241.38950          70.00000         180.00000           1929.23500             2956.05000
               11          -42.44025          173.16760           21.25000              0.00000           3.00000           15.71350          205.34620          55.00000         180.00000           1932.01700             3051.93600
               10          -42.53943          173.23490            3.75000              4.19978           3.27894           15.74151          240.30500          55.00000         107.87890           1867.86700             3051.93600
               11          -42.43964          173.21620           16.25000              0.09330           3.00000           15.78989          205.34620          55.00000          90.00000           1932.01700             3051.93600
                6          -42.42374          173.20620            9.72222              0.00000           3.00000           15.81965          241.38950          70.00000         180.00000           1929.23500             2956.05000
               10          -42.43497          173.13710           23.75000              0.00000           3.00000           15.82221          240.30500          55.00000         180.00000           1867.86700             3051.93600
                6          -42.45532          173.17490            4.16667              0.45399           3.00000           15.88128          241.38950          70.00000         180.00000           1929.23500             2956.05000
               11          -42.44701          173.23500           13.75000              0.40402           3.00000           15.93271          205.34620          55.00000          90.00000           1932.01700             3051.93600
                6          -42.41557          173.20080           12.50000              0.00000           3.00000           15.99004          241.38950          70.00000         180.00000           1929.23500             2956.05000
               11          -42.51519          173.25850            6.25000              0.08351           3.00000           15.99132          205.34620          55.00000          90.00000           1932.01700             3051.93600
               16          -42.45116          173.21610            6.94444              0.39925           3.00000           16.03197          194.03620          60.00000          90.00000           1894.49800             3207.50100
                6          -42.41332          173.09510           23.61111              0.00000           3.00000           16.03726          241.38950          70.00000         180.00000           1929.23500             2956.05000
               11          -42.43227          173.19740           18.75000              0.00000           3.00000           16.08025          205.34620          55.00000         180.00000           1932.01700             3051.93600
               11          -42.43288          173.14890           23.75000              0.00000           3.00000           16.14144          205.34620          55.00000         180.00000           1932.01700             3051.93600
                6          -42.40685          173.16900           18.05556              0.00000           3.00000           16.32045          241.38950          70.00000         180.00000           1929.23500             2956.04900
               11          -42.47710          173.26160            8.75000              0.51972           3.00000           16.35303          205.34620          55.00000          90.00000           1932.01700             3051.93600
               10          -42.44003          173.21710           18.75000              0.36075           3.00000           16.36163          240.30500          55.00000          90.00000           1867.86700             3051.93600
                6          -42.40740          173.19540           15.27778              0.00000           3.00000           16.39254          241.38950          70.00000         180.00000           1929.23500             2956.05000
               10          -42.56111          173.22440            1.25000              4.10215           3.24060           16.41444          240.30500          55.00000         106.72500           1867.86700             3051.93600
                6          -42.47111          173.15920            1.38889              2.14208           3.00000           16.44985          241.38950          70.00000         180.00000           1929.23500             2956.05000
               10          -42.43368          173.18720           21.25000              0.06128           3.00000           16.47474          240.30500          55.00000          90.00000           1867.86700             3051.93600
                6          -42.40629          173.14260           20.83333              0.00000           3.00000           16.48086          241.38950          70.00000         180.00000           1929.23500             2956.05000
               10          -42.51009          173.26560            6.25000              3.56879           3.02260           16.53109          240.30500          55.00000         105.69210           1867.86700             3051.93600
               10          -42.42732          173.15730           23.75000              0.00000           3.00000           16.55439          240.30500          55.00000         180.00000           1867.86700             3051.93600
               11          -42.45437          173.25380           11.25000              0.75239           3.00000           16.56329          205.34620          55.00000          90.00000           1932.01700             3051.93600
               16          -42.54106          173.22060            1.38889              2.61161           3.00000           16.60839          194.03620          60.00000          95.33991           1894.49800             3207.50200
               11          -42.42490          173.17860           21.25000              0.00000           3.00000           16.62931          205.34620          55.00000         180.00000           1932.01700             3051.93600
                6          -42.43192          173.21160            6.94444              0.00000           3.00000           16.65854          241.38950          70.00000         180.00000           1929.23500             2956.04900
               16          -42.48794          173.22170            4.16667              3.10983           3.00000           16.66812          194.03620          60.00000          90.85904           1894.49800             3207.50200
                6          -42.40572          173.11620           23.61111              0.00000           3.00000           16.68570          241.38950          70.00000         180.00000           1929.23500             2956.05000
               11          -42.42428          173.22720           16.25000              0.28323           3.00000           16.78149          205.34620          55.00000          90.00000           1932.01700             3051.93600
               11          -42.43165          173.24600           13.75000              0.77374           3.00000           16.94755          205.34620          55.00000          90.89715           1932.01700             3051.93600
               11          -42.41752          173.15990           23.75000              0.00000           3.00000           17.01919          205.34620          55.00000         180.00000           1932.01700             3051.93600
               11          -42.41691          173.20840           18.75000              0.03118           3.00000           17.04505          205.34620          55.00000          90.00000           1932.01700             3051.93600
                6          -42.40795          173.22190           12.50000              0.00000           3.00000           17.08287          241.38950          70.00000         180.00000           1929.23500             2956.05000
               11          -42.49982          173.26940            6.25000              0.16153           3.00000           17.09467          205.34620          55.00000          90.00000           1932.01700             3051.93600
                6          -42.41612          173.22730            9.72222              0.00000           3.00000           17.14511          241.38950          70.00000         180.00000           1929.23500             2956.05000
               10          -42.53177          173.25510            3.75000              3.57944           3.02710           17.17166          240.30500          55.00000         109.34010           1867.86700             3051.93600
                6          -42.39923          173.19010           18.05556              0.00000           3.00000           17.19468          241.38950          70.00000         180.00000           1929.23500             2956.04900
                6          -42.39868          173.16360           20.83333              0.00000           3.00000           17.29067          241.38950          70.00000         180.00000           1929.23500             2956.05000
               10          -42.42602          173.20740           21.25000              0.02733           3.00000           17.31373          240.30500          55.00000          90.00000           1867.86700             3051.93600
               10          -42.41966          173.17750           23.75000              0.00000           3.00000           17.34579          240.30500          55.00000         180.00000           1867.86700             3051.93600
                6          -42.44771          173.19600            4.16667              0.13773           3.00000           17.35371          241.38950          70.00000         180.00000           1929.23500             2956.05000
                6          -42.39811          173.13720           23.61111              0.00000           3.00000           17.40394          241.38950          70.00000         180.00000           1929.23500             2956.05000
                6          -42.39978          173.21650           15.27778              0.00000           3.00000           17.41024          241.38950          70.00000         180.00000           1929.23500             2956.05000
               11          -42.46173          173.27260            8.75000              0.89687           3.00000           17.42928          205.34620          55.00000          90.00000           1932.01700             3051.93600
               11          -42.40954          173.18960           21.25000              0.00000           3.00000           17.55473          205.34620          55.00000         180.00000           1932.01700             3051.93600
               11          -42.43901          173.26480           11.25000              1.28659           3.00000           17.60026          205.34620          55.00000          96.60496           1932.01700             3051.93600
               16          -42.52473          173.22720            1.38889              3.40554           3.00000           17.60232          194.03620          60.00000          98.00376           1894.49800             3207.50200
               16          -42.47161          173.22820            4.16667              1.97874           3.00000           17.81534          194.03620          60.00000          90.00000           1894.49800             3207.50200
               11          -42.40217          173.17080           23.75000              0.00000           3.00000           17.93249          205.34620          55.00000         180.00000           1932.01700             3051.93600
                6          -42.42429          173.23270            6.94444              0.00108           3.00000           17.94147          241.38950          70.00000         180.00000           1929.23500             2956.04900
               10          -42.55345          173.24460            1.25000              3.42124           3.00000           17.95436          240.30500          55.00000         108.12800           1867.86700             3051.93600
               12          -42.56974          173.29340           11.25000              0.00081           3.00000           18.00000          213.05580          55.00000          90.00000           1725.37200             3051.93600
                6          -42.46349          173.18030            1.38889              0.82103           3.00000           18.01093          241.38950          70.00000         159.86450           1929.23500             2956.05000
                6          -42.39161          173.21110           18.05556              0.00000           3.00000           18.07970          241.38950          70.00000         180.00000           1929.23500             2956.04900
                6          -42.39106          173.18470           20.83333              0.00000           3.00000           18.11742          241.38950          70.00000         180.00000           1929.23500             2956.05000
               10          -42.41200          173.19770           23.75000              0.00000           3.00000           18.19675          240.30500          55.00000         180.00000           1867.86700             3051.93600
                6          -42.39050          173.15820           23.61111              0.00000           3.00000           18.20366          241.38950          70.00000         180.00000           1929.23500             2956.05000
               11          -42.48446          173.28040            6.25000              0.35480           3.00000           18.23235          205.34620          55.00000          90.00000           1932.01700             3051.93600
                6          -42.40033          173.24290           12.50000              0.00000           3.00000           18.31279          241.38950          70.00000         180.00000           1929.23500             2956.05000
                6          -42.40850          173.24830            9.72222              0.00000           3.00000           18.40040          241.38950          70.00000         180.00000           1929.23500             2956.05000
               11          -42.44637          173.28360            8.75000              1.56759           3.00000           18.46241          205.34620          55.00000         101.51120           1932.01700             3051.93600
                6          -42.39216          173.23750           15.27778              0.00000           3.00000           18.46497          241.38950          70.00000         180.00000           1929.23500             2956.05000
               10          -42.52409          173.27530            3.75000              3.13167           3.00000           18.61504          240.30500          55.00000         124.07340           1867.86700             3051.93600
               16          -42.50839          173.23380            1.38889              3.54789           3.01374           18.69279          194.03620          60.00000          95.51119           1894.49800             3207.50200
               11          -42.52255          173.27730            3.75000              0.00000           3.00000           18.78190          205.34620          55.00000         180.00000           1932.01700             3051.93600
               12          -42.55712          173.30560           11.25000              0.00976           3.00000           18.85028          213.05580          55.00000          90.00000           1725.37200             3051.93600
                6          -42.44009          173.21700            4.16667              0.00000           3.00000           18.85676          241.38950          70.00000         180.00000           1929.23500             2956.05000
                6          -42.38344          173.20570           20.83333              0.00000           3.00000           18.95373          241.38950          70.00000         180.00000           1929.23500             2956.05000
               16          -42.45528          173.23480            4.16667              0.46868           3.00000           19.00309          194.03620          60.00000          90.00000           1894.49800             3207.50200
                6          -42.38399          173.23210           18.05556              0.00000           3.00000           19.02752          241.38950          70.00000         180.00000           1929.23500             2956.04900
                6          -42.38289          173.17930           23.61111              0.00000           3.00000           19.07239          241.38950          70.00000         180.00000           1929.23500             2956.05000
                6          -42.41666          173.25370            6.94444              0.05788           3.00000           19.19366          241.38950          70.00000         180.00000           1929.23500             2956.04900
               11          -42.46909          173.29140            6.25000              0.77924           3.00000           19.37616          205.34620          55.00000          90.00000           1932.01700             3051.93600
                6          -42.40086          173.26930            9.72222              0.00471           3.00000           19.44154          241.38950          70.00000         180.00000           1929.23500             2956.05000
               12          -42.56058          173.27610           13.75000              0.00227           3.00000           19.46603          213.05580          55.00000          90.00000           1725.37200             3051.93600
                6          -42.39270          173.26390           12.50000              0.00000           3.00000           19.46639          241.38950          70.00000         180.00000           1929.23500             2956.05000
               12          -42.57890          173.31070            8.75000              0.00000           3.00000           19.50877          213.05580          55.00000         180.00000           1725.37200             3051.93600
               10          -42.54578          173.26480            1.25000              2.83905           3.00000           19.51418          240.30500          55.00000         121.91030           1867.86700             3051.93600
                6          -42.38453          173.25850           15.27778              0.00000           3.00000           19.52941          241.38950          70.00000         180.00000           1929.23500             2956.05000
                6          -42.45588          173.20130            1.38889              0.56265           3.00000           19.60017          241.38950          70.00000          90.00000           1929.23500             2956.05000
               12          -42.54796          173.28830           13.75000              0.00900           3.00000           19.68538          213.05580          55.00000          90.00000           1725.37200             3051.93600
               12          -42.54449          173.31780           11.25000              0.03235           3.00000           19.69796          213.05580          55.00000          90.00000           1725.37200             3051.93600
               12          -42.56627          173.32300            8.75000              0.00000           3.00000           19.72588          213.05580          55.00000         180.00000           1725.37200             3051.93600
                6          -42.37582          173.22670           20.83333              0.00000           3.00000           19.82132          241.38950          70.00000         180.00000           1929.23500             2956.05000
