SEGMENT,lat,lon,DEPTH,SLIP,STRIKE,DIP,RAKE,WIDTH,LENGTH,rise_time,RUPTURE TIME
2,-42.123152,173.90199,34080.2,0,230,65,116.886,3000,3000,2,43.741
2,-42.140739,173.87441,34080.2,0,230,65,116.886,3000,3000,2,42.366
2,-42.158318,173.84694,34080.2,0,230,65,116.886,3000,3000,2,40.991
2,-42.175892,173.81933,34080.2,0,230,65,116.886,3000,3000,2,39.617
2,-42.193459,173.79171,34080.2,0,230,65,116.886,3000,3000,2,38.243
2,-42.21093,173.76406,34080.2,0,230,65,116.886,3000,3000,2,36.87
2,-42.228483,173.73641,34080.2,0,230,65,116.886,3000,3000,2,35.497
2,-42.24603,173.70886,34080.2,0,230,65,116.886,3000,3000,2,34.125
2,-42.26357,173.68118,34080.2,0,230,65,116.886,3000,3000,2,32.753
2,-42.281104,173.65348,34080.2,0.06,230,65,116.886,3000,3000,2,31.383
2,-42.298631,173.62576,34080.2,0.14,230,65,116.886,3000,3000,2,30.013
2,-42.316062,173.59803,34080.2,0.28,230,65,116.886,3000,3000,2,28.645
2,-42.333576,173.57028,34080.2,0.52,230,65,116.886,3000,3000,2,27.278
2,-42.351083,173.54264,34080.2,0.85,230,65,116.886,3000,3000,2,25.913
2,-42.368583,173.51486,34080.2,1.24,230,65,116.886,3000,3000,2,24.55
2,-42.386077,173.48707,34080.2,1.61,230,65,116.886,3000,3000,2,23.189
2,-42.403564,173.45926,34080.2,1.85,230,65,116.886,3000,3000,2,21.831
2,-42.420955,173.43144,34080.2,1.89,230,65,116.886,3000,3000,2,20.478
2,-42.438428,173.40372,34080.2,1.72,230,65,116.886,3000,3000,2,19.129
2,-42.455895,173.37587,34080.2,1.39,230,65,116.886,3000,3000,2,17.787
2,-42.473355,173.348,34080.2,1,230,65,116.886,3000,3000,2,16.455
2,-42.490809,173.32012,34080.2,0.64,230,65,116.886,3000,3000,2,15.135
2,-42.508255,173.29222,34080.2,0.36,230,65,116.886,3000,3000,2,13.833
2,-42.525605,173.26442,34080.2,0.18,230,65,116.886,3000,3000,2,12.56
2,-42.543038,173.23649,34080.2,0.08,230,65,116.886,3000,3000,2,11.333
2,-42.560464,173.20855,34080.2,0,230,65,116.886,3000,3000,2,10.186
2,-42.577884,173.18058,34080.2,0,230,65,116.886,3000,3000,2,9.186
2,-42.595297,173.15261,34080.2,0,230,65,116.886,3000,3000,2,8.471
2,-42.612703,173.12461,34080.2,0,230,65,116.886,3000,3000,2,8.244
2,-42.630012,173.09673,34080.2,0,230,65,116.886,3000,3000,2,8.601
2,-42.647404,173.0687,34080.2,0,230,65,116.886,3000,3000,2,9.399
2,-42.66479,173.04066,34080.2,0,230,65,116.886,3000,3000,2,10.442
2,-42.682168,173.01261,34080.2,0,230,65,116.886,3000,3000,2,11.613
2,-42.69954,172.98454,34080.2,0,230,65,116.886,3000,3000,2,12.853
2,-42.716905,172.95657,34080.2,0,230,65,116.886,3000,3000,2,14.133
2,-42.114496,173.89207,36799.2,0,230,65,116.886,3000,3000,2,43.655
2,-42.13208,173.8645,36799.2,0,230,65,116.886,3000,3000,2,42.277
2,-42.149658,173.8369,36799.2,0,230,65,116.886,3000,3000,2,40.899
2,-42.167229,173.8093,36799.2,0,230,65,116.886,3000,3000,2,39.521
2,-42.184704,173.78167,36799.2,0,230,65,116.886,3000,3000,2,38.143
2,-42.202261,173.75415,36799.2,0,230,65,116.886,3000,3000,2,36.765
2,-42.219813,173.7265,36799.2,0,230,65,116.886,3000,3000,2,35.388
2,-42.237358,173.69883,36799.2,0,230,65,116.886,3000,3000,2,34.01
2,-42.254896,173.67115,36799.2,0,230,65,116.886,3000,3000,2,32.633
2,-42.272427,173.64345,36799.2,0,230,65,116.886,3000,3000,2,31.256
2,-42.289862,173.61585,36799.2,0.1,230,65,116.886,3000,3000,2,29.88
2,-42.30738,173.58812,36799.2,0.2,230,65,116.886,3000,3000,2,28.503
2,-42.324891,173.56038,36799.2,0.37,230,65,116.886,3000,3000,2,27.128
2,-42.342396,173.53262,36799.2,0.61,230,65,116.886,3000,3000,2,25.753
2,-42.359894,173.50484,36799.2,0.89,230,65,116.886,3000,3000,2,24.378
2,-42.377385,173.47717,36799.2,1.15,230,65,116.886,3000,3000,2,23.004
2,-42.39478,173.44936,36799.2,1.32,230,65,116.886,3000,3000,2,21.631
2,-42.412258,173.42154,36799.2,1.35,230,65,116.886,3000,3000,2,20.26
2,-42.42973,173.39371,36799.2,1.22,230,65,116.886,3000,3000,2,18.89
2,-42.447194,173.36585,36799.2,0.99,230,65,116.886,3000,3000,2,17.522
2,-42.464652,173.33798,36799.2,0.71,230,65,116.886,3000,3000,2,16.157
2,-42.482103,173.31022,36799.2,0.45,230,65,116.886,3000,3000,2,14.797
2,-42.499457,173.28232,36799.2,0.26,230,65,116.886,3000,3000,2,13.443
2,-42.516895,173.25441,36799.2,0.13,230,65,116.886,3000,3000,2,12.099
2,-42.534326,173.22648,36799.2,0.06,230,65,116.886,3000,3000,2,10.772
2,-42.55175,173.19853,36799.2,0,230,65,116.886,3000,3000,2,9.478
2,-42.569167,173.17069,36799.2,0,230,65,116.886,3000,3000,2,8.259
2,-42.586577,173.14272,36799.2,0,230,65,116.886,3000,3000,2,7.249
2,-42.60398,173.11473,36799.2,0,230,65,116.886,3000,3000,2,6.867
2,-42.621287,173.08672,36799.2,0,230,65,116.886,3000,3000,2,7.45
2,-42.638677,173.0587,36799.2,0,230,65,116.886,3000,3000,2,8.531
2,-42.65606,173.03066,36799.2,0,230,65,116.886,3000,3000,2,9.774
2,-42.673436,173.00273,36799.2,0,230,65,116.886,3000,3000,2,11.078
2,-42.690806,172.97466,36799.2,0,230,65,116.886,3000,3000,2,12.409
2,-42.708168,172.94657,36799.2,0,230,65,116.886,3000,3000,2,13.756
2,-42.105839,173.88204,39518.1,0,230,65,116.886,3000,3000,2,43.619
2,-42.123421,173.85446,39518.1,0,230,65,116.886,3000,3000,2,42.239
2,-42.140996,173.82699,39518.1,0,230,65,116.886,3000,3000,2,40.859
2,-42.158475,173.79938,39518.1,0,230,65,116.886,3000,3000,2,39.48
2,-42.176037,173.77176,39518.1,0,230,65,116.886,3000,3000,2,38.1
2,-42.193593,173.74412,39518.1,0,230,65,116.886,3000,3000,2,36.72
2,-42.211142,173.71647,39518.1,0,230,65,116.886,3000,3000,2,35.341
2,-42.228684,173.68893,39518.1,0,230,65,116.886,3000,3000,2,33.961
2,-42.24622,173.66124,39518.1,0,230,65,116.886,3000,3000,2,32.582
2,-42.263659,173.63354,39518.1,0,230,65,116.886,3000,3000,2,31.202
2,-42.281181,173.60583,39518.1,0.07,230,65,116.886,3000,3000,2,29.822
2,-42.298697,173.5781,39518.1,0.14,230,65,116.886,3000,3000,2,28.443
2,-42.316207,173.55036,39518.1,0.25,230,65,116.886,3000,3000,2,27.063
2,-42.333709,173.52272,39518.1,0.41,230,65,116.886,3000,3000,2,25.684
2,-42.351204,173.49494,39518.1,0.6,230,65,116.886,3000,3000,2,24.304
2,-42.368693,173.46715,39518.1,0.78,230,65,116.886,3000,3000,2,22.925
2,-42.386086,173.43935,39518.1,0.9,230,65,116.886,3000,3000,2,21.545
2,-42.403562,173.41152,39518.1,0.91,230,65,116.886,3000,3000,2,20.166
2,-42.42103,173.38381,39518.1,0.83,230,65,116.886,3000,3000,2,18.787
2,-42.438492,173.35596,39518.1,0.67,230,65,116.886,3000,3000,2,17.408
2,-42.455948,173.32809,39518.1,0.48,230,65,116.886,3000,3000,2,16.028
2,-42.473397,173.30021,39518.1,0.31,230,65,116.886,3000,3000,2,14.649
2,-42.490748,173.27231,39518.1,0.17,230,65,116.886,3000,3000,2,13.271
2,-42.508183,173.24452,39518.1,0.09,230,65,116.886,3000,3000,2,11.892
2,-42.525612,173.21659,39518.1,0,230,65,116.886,3000,3000,2,10.515
2,-42.543033,173.18865,39518.1,0,230,65,116.886,3000,3000,2,9.139
2,-42.560448,173.16069,39518.1,0,230,65,116.886,3000,3000,2,7.767
2,-42.577856,173.13271,39518.1,0,230,65,116.886,3000,3000,2,6.41
2,-42.595167,173.10472,39518.1,0,230,65,116.886,3000,3000,2,5.516
2,-42.612562,173.07684,39518.1,0,230,65,116.886,3000,3000,2,6.721
2,-42.629949,173.04881,39518.1,0,230,65,116.886,3000,3000,2,8.084
2,-42.64733,173.02078,39518.1,0,230,65,116.886,3000,3000,2,9.458
2,-42.664704,172.99272,39518.1,0,230,65,116.886,3000,3000,2,10.835
2,-42.682071,172.96466,39518.1,0,230,65,116.886,3000,3000,2,12.212
2,-42.699341,172.93669,39518.1,0,230,65,116.886,3000,3000,2,13.591
2,-42.097181,173.87213,42237,0,230,65,116.886,3000,3000,2,43.631
2,-42.114761,173.84455,42237,0,230,65,116.886,3000,3000,2,42.252
2,-42.132334,173.81696,42237,0,230,65,116.886,3000,3000,2,40.873
2,-42.149811,173.78936,42237,0,230,65,116.886,3000,3000,2,39.494
2,-42.167371,173.76173,42237,0,230,65,116.886,3000,3000,2,38.115
2,-42.184923,173.73422,42237,0,230,65,116.886,3000,3000,2,36.736
2,-42.20247,173.70657,42237,0,230,65,116.886,3000,3000,2,35.357
2,-42.22001,173.6789,42237,0,230,65,116.886,3000,3000,2,33.978
2,-42.237544,173.65122,42237,0,230,65,116.886,3000,3000,2,32.599
2,-42.25498,173.62352,42237,0,230,65,116.886,3000,3000,2,31.221
2,-42.2725,173.59593,42237,0,230,65,116.886,3000,3000,2,29.842
2,-42.290013,173.5682,42237,0.09,230,65,116.886,3000,3000,2,28.464
2,-42.30752,173.54046,42237,0.16,230,65,116.886,3000,3000,2,27.086
2,-42.32502,173.5127,42237,0.27,230,65,116.886,3000,3000,2,25.708
2,-42.342514,173.48492,42237,0.39,230,65,116.886,3000,3000,2,24.33
2,-42.35991,173.45726,42237,0.5,230,65,116.886,3000,3000,2,22.952
2,-42.37739,173.42945,42237,0.58,230,65,116.886,3000,3000,2,21.575
2,-42.394863,173.40163,42237,0.59,230,65,116.886,3000,3000,2,20.199
2,-42.41233,173.3738,42237,0.54,230,65,116.886,3000,3000,2,18.823
2,-42.42979,173.34595,42237,0.43,230,65,116.886,3000,3000,2,17.447
2,-42.447243,173.31808,42237,0.31,230,65,116.886,3000,3000,2,16.073
2,-42.464599,173.29032,42237,0.2,230,65,116.886,3000,3000,2,14.701
2,-42.482039,173.26242,42237,0.11,230,65,116.886,3000,3000,2,13.331
2,-42.499471,173.23451,42237,0.06,230,65,116.886,3000,3000,2,11.965
2,-42.516897,173.20658,42237,0,230,65,116.886,3000,3000,2,10.606
2,-42.534317,173.17864,42237,0,230,65,116.886,3000,3000,2,9.26
2,-42.551729,173.1508,42237,0,230,65,116.886,3000,3000,2,7.948
2,-42.569045,173.12283,42237,0,230,65,116.886,3000,3000,2,6.752
2,-42.586443,173.09484,42237,0,230,65,116.886,3000,3000,2,6.204
2,-42.603835,173.06683,42237,0,230,65,116.886,3000,3000,2,7.007
2,-42.62122,173.03881,42237,0,230,65,116.886,3000,3000,2,8.247
2,-42.638599,173.0109,42237,0,230,65,116.886,3000,3000,2,9.57
2,-42.65597,172.98285,42237,0,230,65,116.886,3000,3000,2,10.92
2,-42.673245,172.95478,42237,0,230,65,116.886,3000,3000,2,12.281
2,-42.690602,172.9267,42237,0,230,65,116.886,3000,3000,2,13.649
2,-42.088523,173.8621,44955.9,0,230,65,116.886,3000,3000,2,43.693
2,-42.1061,173.83453,44955.9,0,230,65,116.886,3000,3000,2,42.317
2,-42.12358,173.80706,44955.9,0,230,65,116.886,3000,3000,2,40.94
2,-42.141144,173.77945,44955.9,0,230,65,116.886,3000,3000,2,39.564
2,-42.158702,173.75183,44955.9,0,230,65,116.886,3000,3000,2,38.187
2,-42.176253,173.7242,44955.9,0,230,65,116.886,3000,3000,2,36.812
2,-42.193797,173.69654,44955.9,0,230,65,116.886,3000,3000,2,35.436
2,-42.211335,173.669,44955.9,0,230,65,116.886,3000,3000,2,34.061
2,-42.228776,173.64132,44955.9,0,230,65,116.886,3000,3000,2,32.687
2,-42.2463,173.61362,44955.9,0,230,65,116.886,3000,3000,2,31.313
2,-42.263818,173.58591,44955.9,0,230,65,116.886,3000,3000,2,29.939
2,-42.281329,173.55818,44955.9,0.05,230,65,116.886,3000,3000,2,28.566
2,-42.298834,173.53044,44955.9,0.1,230,65,116.886,3000,3000,2,27.195
2,-42.316331,173.5028,44955.9,0.17,230,65,116.886,3000,3000,2,25.824
2,-42.333732,173.47503,44955.9,0.24,230,65,116.886,3000,3000,2,24.454
2,-42.351216,173.44724,44955.9,0.31,230,65,116.886,3000,3000,2,23.086
2,-42.368694,173.41944,44955.9,0.36,230,65,116.886,3000,3000,2,21.72
2,-42.386165,173.39162,44955.9,0.37,230,65,116.886,3000,3000,2,20.357
2,-42.403629,173.36391,44955.9,0.33,230,65,116.886,3000,3000,2,18.997
2,-42.421086,173.33606,44955.9,0.27,230,65,116.886,3000,3000,2,17.641
2,-42.438447,173.30819,44955.9,0.19,230,65,116.886,3000,3000,2,16.29
2,-42.455891,173.28031,44955.9,0.12,230,65,116.886,3000,3000,2,14.948
2,-42.473328,173.25242,44955.9,0.07,230,65,116.886,3000,3000,2,13.618
2,-42.490758,173.22463,44955.9,0,230,65,116.886,3000,3000,2,12.307
2,-42.508182,173.1967,44955.9,0,230,65,116.886,3000,3000,2,11.028
2,-42.525599,173.16876,44955.9,0,230,65,116.886,3000,3000,2,9.806
2,-42.542919,173.1408,44955.9,0,230,65,116.886,3000,3000,2,8.701
2,-42.560322,173.11283,44955.9,0,230,65,116.886,3000,3000,2,7.86
2,-42.577719,173.08484,44955.9,0,230,65,116.886,3000,3000,2,7.576
2,-42.595108,173.05696,44955.9,0,230,65,116.886,3000,3000,2,8.019
2,-42.612491,173.02894,44955.9,0,230,65,116.886,3000,3000,2,8.941
2,-42.629867,173.0009,44955.9,0,230,65,116.886,3000,3000,2,10.082
2,-42.647146,172.97285,44955.9,0,230,65,116.886,3000,3000,2,11.321
2,-42.664508,172.94479,44955.9,0,230,65,116.886,3000,3000,2,12.609
2,-42.681863,172.91683,44955.9,0,230,65,116.886,3000,3000,2,13.926
2,-42.079863,173.8522,47674.8,0,230,65,116.886,3000,3000,2,43.805
2,-42.097348,173.82462,47674.8,0,230,65,116.886,3000,3000,2,42.432
2,-42.114916,173.79703,47674.8,0,230,65,116.886,3000,3000,2,41.06
2,-42.132478,173.76943,47674.8,0,230,65,116.886,3000,3000,2,39.688
2,-42.150033,173.74181,47674.8,0,230,65,116.886,3000,3000,2,38.317
2,-42.167581,173.7143,47674.8,0,230,65,116.886,3000,3000,2,36.947
2,-42.185123,173.68665,47674.8,0,230,65,116.886,3000,3000,2,35.578
2,-42.202569,173.65898,47674.8,0,230,65,116.886,3000,3000,2,34.209
2,-42.220098,173.6313,47674.8,0,230,65,116.886,3000,3000,2,32.842
2,-42.23762,173.6036,47674.8,0,230,65,116.886,3000,3000,2,31.476
2,-42.255135,173.57601,47674.8,0,230,65,116.886,3000,3000,2,30.112
2,-42.272643,173.54829,47674.8,0,230,65,116.886,3000,3000,2,28.749
2,-42.290145,173.52055,47674.8,0.06,230,65,116.886,3000,3000,2,27.389
2,-42.307551,173.49279,47674.8,0.1,230,65,116.886,3000,3000,2,26.031
2,-42.32504,173.46502,47674.8,0.14,230,65,116.886,3000,3000,2,24.676
2,-42.342521,173.43735,47674.8,0.18,230,65,116.886,3000,3000,2,23.324
2,-42.359997,173.40955,47674.8,0.21,230,65,116.886,3000,3000,2,21.978
2,-42.377465,173.38173,47674.8,0.21,230,65,116.886,3000,3000,2,20.637
2,-42.394927,173.3539,47674.8,0.2,230,65,116.886,3000,3000,2,19.304
2,-42.412292,173.32605,47674.8,0.16,230,65,116.886,3000,3000,2,17.98
2,-42.42974,173.29819,47674.8,0.11,230,65,116.886,3000,3000,2,16.67
2,-42.447182,173.27043,47674.8,0.07,230,65,116.886,3000,3000,2,15.377
2,-42.464617,173.24253,47674.8,0,230,65,116.886,3000,3000,2,14.111
2,-42.482045,173.21462,47674.8,0,230,65,116.886,3000,3000,2,12.884
2,-42.499466,173.1867,47674.8,0,230,65,116.886,3000,3000,2,11.718
2,-42.51688,173.15876,47674.8,0,230,65,116.886,3000,3000,2,10.651
2,-42.534198,173.13092,47674.8,0,230,65,116.886,3000,3000,2,9.754
2,-42.551599,173.10295,47674.8,0,230,65,116.886,3000,3000,2,9.141
2,-42.568993,173.07496,47674.8,0,230,65,116.886,3000,3000,2,8.954
2,-42.58638,173.04696,47674.8,0,230,65,116.886,3000,3000,2,9.251
2,-42.60376,173.01894,47674.8,0,230,65,116.886,3000,3000,2,9.942
2,-42.621134,172.99103,47674.8,0,230,65,116.886,3000,3000,2,10.887
2,-42.63841,172.96298,47674.8,0,230,65,116.886,3000,3000,2,11.982
2,-42.65577,172.93492,47674.8,0,230,65,116.886,3000,3000,2,13.165
2,-42.673123,172.90684,47674.8,0,230,65,116.886,3000,3000,2,14.402
2,-42.071113,173.84217,50393.8,0,230,65,116.886,3000,3000,2,43.965
2,-42.088685,173.8146,50393.8,0,230,65,116.886,3000,3000,2,42.598
2,-42.106251,173.78713,50393.8,0,230,65,116.886,3000,3000,2,41.232
2,-42.12381,173.75953,50393.8,0,230,65,116.886,3000,3000,2,39.867
2,-42.141363,173.73191,50393.8,0,230,65,116.886,3000,3000,2,38.504
2,-42.158909,173.70428,50393.8,0,230,65,116.886,3000,3000,2,37.141
2,-42.176359,173.67663,50393.8,0,230,65,116.886,3000,3000,2,35.781
2,-42.193892,173.64908,50393.8,0,230,65,116.886,3000,3000,2,34.422
2,-42.211418,173.6214,50393.8,0,230,65,116.886,3000,3000,2,33.065
2,-42.228938,173.59371,50393.8,0,230,65,116.886,3000,3000,2,31.711
2,-42.246451,173.566,50393.8,0,230,65,116.886,3000,3000,2,30.359
2,-42.263957,173.53828,50393.8,0,230,65,116.886,3000,3000,2,29.01
2,-42.281457,173.51054,50393.8,0,230,65,116.886,3000,3000,2,27.666
2,-42.29886,173.4829,50393.8,0.05,230,65,116.886,3000,3000,2,26.325
2,-42.316346,173.45513,50393.8,0.08,230,65,116.886,3000,3000,2,24.991
2,-42.333826,173.42734,50393.8,0.1,230,65,116.886,3000,3000,2,23.662
2,-42.351299,173.39954,50393.8,0.12,230,65,116.886,3000,3000,2,22.342
2,-42.368765,173.37173,50393.8,0.12,230,65,116.886,3000,3000,2,21.032
2,-42.386224,173.34401,50393.8,0.11,230,65,116.886,3000,3000,2,19.735
2,-42.403587,173.31617,50393.8,0.09,230,65,116.886,3000,3000,2,18.454
2,-42.421033,173.2883,50393.8,0.06,230,65,116.886,3000,3000,2,17.196
2,-42.438472,173.26043,50393.8,0,230,65,116.886,3000,3000,2,15.967
2,-42.455904,173.23253,50393.8,0,230,65,116.886,3000,3000,2,14.778
2,-42.47333,173.20475,50393.8,0,230,65,116.886,3000,3000,2,13.648
2,-42.490749,173.17682,50393.8,0,230,65,116.886,3000,3000,2,12.602
2,-42.508071,173.14888,50393.8,0,230,65,116.886,3000,3000,2,11.681
2,-42.525476,173.12093,50393.8,0,230,65,116.886,3000,3000,2,10.946
2,-42.542875,173.09295,50393.8,0,230,65,116.886,3000,3000,2,10.472
2,-42.560266,173.06497,50393.8,0,230,65,116.886,3000,3000,2,10.333
2,-42.577651,173.03709,50393.8,0,230,65,116.886,3000,3000,2,10.554
2,-42.595029,173.00907,50393.8,0,230,65,116.886,3000,3000,2,11.096
2,-42.61231,172.98104,50393.8,0,230,65,116.886,3000,3000,2,11.881
2,-42.629674,172.95299,50393.8,0,230,65,116.886,3000,3000,2,12.835
2,-42.647032,172.92493,50393.8,0,230,65,116.886,3000,3000,2,13.904
2,-42.664382,172.89697,50393.8,0,230,65,116.886,3000,3000,2,15.05
2,-42.062451,173.83227,53112.7,0,230,65,116.886,3000,3000,2,44.173
2,-42.080021,173.8047,53112.7,0,230,65,116.886,3000,3000,2,42.814
2,-42.097585,173.77711,53112.7,0,230,65,116.886,3000,3000,2,41.456
2,-42.115142,173.74951,53112.7,0,230,65,116.886,3000,3000,2,40.1
2,-42.132693,173.72189,53112.7,0,230,65,116.886,3000,3000,2,38.746
2,-42.150236,173.69438,53112.7,0,230,65,116.886,3000,3000,2,37.394
2,-42.167683,173.66673,53112.7,0,230,65,116.886,3000,3000,2,36.044
2,-42.185214,173.63907,53112.7,0,230,65,116.886,3000,3000,2,34.698
2,-42.202738,173.61139,53112.7,0,230,65,116.886,3000,3000,2,33.354
2,-42.220256,173.5837,53112.7,0,230,65,116.886,3000,3000,2,32.014
2,-42.237766,173.55611,53112.7,0,230,65,116.886,3000,3000,2,30.678
2,-42.25527,173.52839,53112.7,0,230,65,116.886,3000,3000,2,29.348
2,-42.272677,173.50065,53112.7,0,230,65,116.886,3000,3000,2,28.023
2,-42.290168,173.47289,53112.7,0,230,65,116.886,3000,3000,2,26.705
2,-42.307652,173.44512,53112.7,0,230,65,116.886,3000,3000,2,25.395
2,-42.325129,173.41746,53112.7,0.05,230,65,116.886,3000,3000,2,24.095
2,-42.342599,173.38966,53112.7,0.06,230,65,116.886,3000,3000,2,22.807
2,-42.360063,173.36184,53112.7,0.06,230,65,116.886,3000,3000,2,21.534
2,-42.37743,173.33401,53112.7,0.06,230,65,116.886,3000,3000,2,20.28
2,-42.394881,173.30617,53112.7,0,230,65,116.886,3000,3000,2,19.05
2,-42.412324,173.2783,53112.7,0,230,65,116.886,3000,3000,2,17.851
2,-42.429761,173.25055,53112.7,0,230,65,116.886,3000,3000,2,16.691
2,-42.447191,173.22266,53112.7,0,230,65,116.886,3000,3000,2,15.586
2,-42.464614,173.19475,53112.7,0,230,65,116.886,3000,3000,2,14.553
2,-42.481941,173.16682,53112.7,0,230,65,116.886,3000,3000,2,13.62
2,-42.49935,173.13889,53112.7,0,230,65,116.886,3000,3000,2,12.822
2,-42.516753,173.11105,53112.7,0,230,65,116.886,3000,3000,2,12.206
2,-42.534149,173.08308,53112.7,0,230,65,116.886,3000,3000,2,11.822
2,-42.551539,173.0551,53112.7,0,230,65,116.886,3000,3000,2,11.712
2,-42.568921,173.0271,53112.7,0,230,65,116.886,3000,3000,2,11.888
2,-42.586207,172.99908,53112.7,0,230,65,116.886,3000,3000,2,12.33
2,-42.603575,172.97117,53112.7,0,230,65,116.886,3000,3000,2,12.993
2,-42.620937,172.94312,53112.7,0,230,65,116.886,3000,3000,2,13.826
2,-42.638292,172.91506,53112.7,0,230,65,116.886,3000,3000,2,14.785
2,-42.65564,172.88698,53112.7,0,230,65,116.886,3000,3000,2,15.837
3,-42.304731,174.02315,1000,0,240,35,131.482,2000,2000,2,45.223
3,-42.313915,174.00231,1000,0,240,35,131.482,2000,2000,2,44.5
3,-42.323096,173.98147,1000,0,240,35,131.482,2000,2000,2,43.79
3,-42.332272,173.96062,1000,0,240,35,131.482,2000,2000,2,43.095
3,-42.341446,173.93964,1000,0,240,35,131.482,2000,2000,2,42.42
3,-42.350615,173.91877,1000,0,240,35,131.482,2000,2000,2,41.767
3,-42.359781,173.8979,1000,0,240,35,131.482,2000,2000,2,41.143
3,-42.368942,173.87703,1000,0,240,35,131.482,2000,2000,2,40.553
3,-42.3781,173.85615,1000,0,240,35,131.482,2000,2000,2,40.006
3,-42.387255,173.83514,1000,0.12,240,35,131.482,2000,2000,2,39.512
3,-42.396406,173.81424,1000,0.36,240,35,131.482,2000,2000,2,39.083
3,-42.405552,173.79335,1000,0.83,240,35,131.482,2000,2000,2,38.731
3,-42.414695,173.77244,1000,1.41,240,35,131.482,2000,2000,2,38.47
3,-42.423834,173.75153,1000,1.78,240,35,131.482,2000,2000,2,38.312
3,-42.43297,173.73049,1000,1.66,240,35,131.482,2000,2000,2,38.267
3,-42.442102,173.70956,1000,1.15,240,35,131.482,2000,2000,2,38.335
3,-42.451229,173.68863,1000,0.59,240,35,131.482,2000,2000,2,38.514
3,-42.460353,173.6677,1000,0.23,240,35,131.482,2000,2000,2,38.795
3,-42.469473,173.64676,1000,0,240,35,131.482,2000,2000,2,39.163
3,-42.47859,173.62569,1000,0,240,35,131.482,2000,2000,2,39.607
3,-42.487703,173.60473,1000,0,240,35,131.482,2000,2000,2,40.113
3,-42.496812,173.58377,1000,0,240,35,131.482,2000,2000,2,40.669
3,-42.505917,173.5628,1000,0,240,35,131.482,2000,2000,2,41.266
3,-42.515018,173.54183,1000,0,240,35,131.482,2000,2000,2,41.897
3,-42.524116,173.52073,1000,0,240,35,131.482,2000,2000,2,42.554
3,-42.292036,174.01301,2147.15,0,240,35,131.482,2000,2000,2,44.871
3,-42.301218,173.99217,2147.15,0,240,35,131.482,2000,2000,2,44.126
3,-42.310397,173.97133,2147.15,0,240,35,131.482,2000,2000,2,43.391
3,-42.319571,173.95048,2147.15,0,240,35,131.482,2000,2000,2,42.67
3,-42.328742,173.92962,2147.15,0,240,35,131.482,2000,2000,2,41.964
3,-42.337911,173.90864,2147.15,0,240,35,131.482,2000,2000,2,41.278
3,-42.347074,173.88777,2147.15,0,240,35,131.482,2000,2000,2,40.617
3,-42.356234,173.8669,2147.15,0,240,35,131.482,2000,2000,2,39.986
3,-42.36539,173.84602,2147.15,0,240,35,131.482,2000,2000,2,39.395
3,-42.374542,173.82514,2147.15,0.23,240,35,131.482,2000,2000,2,38.854
3,-42.383692,173.80413,2147.15,0.7,240,35,131.482,2000,2000,2,38.377
3,-42.392837,173.78323,2147.15,1.6,240,35,131.482,2000,2000,2,37.98
3,-42.401978,173.76233,2147.15,2.71,240,35,131.482,2000,2000,2,37.682
3,-42.411115,173.74142,2147.15,3.41,240,35,131.482,2000,2000,2,37.5
3,-42.420248,173.7205,2147.15,3.19,240,35,131.482,2000,2000,2,37.447
3,-42.429379,173.69946,2147.15,2.21,240,35,131.482,2000,2000,2,37.527
3,-42.438505,173.67853,2147.15,1.14,240,35,131.482,2000,2000,2,37.733
3,-42.447627,173.6576,2147.15,0.44,240,35,131.482,2000,2000,2,38.053
3,-42.456745,173.63666,2147.15,0.12,240,35,131.482,2000,2000,2,38.467
3,-42.46586,173.61559,2147.15,0,240,35,131.482,2000,2000,2,38.958
3,-42.474971,173.59464,2147.15,0,240,35,131.482,2000,2000,2,39.51
3,-42.484078,173.57368,2147.15,0,240,35,131.482,2000,2000,2,40.11
3,-42.493181,173.55272,2147.15,0,240,35,131.482,2000,2000,2,40.747
3,-42.502281,173.53175,2147.15,0,240,35,131.482,2000,2000,2,41.414
3,-42.511377,173.51065,2147.15,0,240,35,131.482,2000,2000,2,42.105
3,-42.279339,174.00286,3294.31,0,240,35,131.482,2000,2000,2,44.563
3,-42.28852,173.98203,3294.31,0,240,35,131.482,2000,2000,2,43.798
3,-42.297696,173.96119,3294.31,0,240,35,131.482,2000,2000,2,43.041
3,-42.306869,173.94034,3294.31,0,240,35,131.482,2000,2000,2,42.294
3,-42.316039,173.91949,3294.31,0,240,35,131.482,2000,2000,2,41.559
3,-42.325205,173.89851,3294.31,0,240,35,131.482,2000,2000,2,40.84
3,-42.334367,173.87765,3294.31,0,240,35,131.482,2000,2000,2,40.141
3,-42.343525,173.85678,3294.31,0,240,35,131.482,2000,2000,2,39.468
3,-42.352679,173.8359,3294.31,0,240,35,131.482,2000,2000,2,38.83
3,-42.36183,173.81502,3294.31,0.37,240,35,131.482,2000,2000,2,38.236
3,-42.370977,173.79401,3294.31,1.14,240,35,131.482,2000,2000,2,37.704
3,-42.38012,173.77312,3294.31,2.6,240,35,131.482,2000,2000,2,37.252
3,-42.389259,173.75222,3294.31,4.4,240,35,131.482,2000,2000,2,36.906
3,-42.398395,173.73131,3294.31,5.54,240,35,131.482,2000,2000,2,36.691
3,-42.407526,173.7104,3294.31,5.18,240,35,131.482,2000,2000,2,36.628
