segment,lon (deg),lat (deg),depth (m),slip (m),strike (deg),dip (deg),rake (deg),rupture time (s),length (m),width (m)
1,172.7144,-43.5041,1933.6802,0.18657,60.0,69.0,73.21, ,1000.0,1000.0
1,172.7166,-43.5069,2867.2602,0.06685,60.0,69.0,111.44, ,1000.0,1000.0
1,172.7188,-43.5097,3800.8402,0.06971,60.0,69.0,161.81, ,1000.0,1000.0
1,172.7211,-43.5125,4734.4202,0.05742,60.0,69.0,154.71, ,1000.0,1000.0
1,172.7233,-43.5153,5668.0002,0.01427,60.0,69.0,148.71, ,1000.0,1000.0
1,172.7255,-43.5181,6601.5802,0.04197,60.0,69.0,-56.41, ,1000.0,1000.0
1,172.7277,-43.5209,7535.1602,0.08543,60.0,69.0,-63.1, ,1000.0,1000.0
1,172.73,-43.5237,8468.7402,0.09336,60.0,69.0,-70.05, ,1000.0,1000.0
1,172.7322,-43.5264,9402.3202,0.05443,60.0,69.0,-79.82, ,1000.0,1000.0
1,172.7251,-43.4996,1933.6802,0.03118,60.0,69.0,131.42, ,1000.0,1000.0
1,172.7274,-43.5024,2867.2602,0.17017,60.0,69.0,-145.18, ,1000.0,1000.0
1,172.7296,-43.5052,3800.8402,0.21576,60.0,69.0,-156.6, ,1000.0,1000.0
1,172.7318,-43.508,4734.4202,0.1632,60.0,69.0,-169.28, ,1000.0,1000.0
1,172.734,-43.5108,5668.0002,0.07765,60.0,69.0,-155.95, ,1000.0,1000.0
1,172.7363,-43.5136,6601.5802,0.09466,60.0,69.0,-82.19, ,1000.0,1000.0
1,172.7385,-43.5164,7535.1602,0.17379,60.0,69.0,-72.2, ,1000.0,1000.0
1,172.7407,-43.5192,8468.7402,0.20039,60.0,69.0,-79.47, ,1000.0,1000.0
1,172.7429,-43.5219,9402.3202,0.18796,60.0,69.0,-100.33, ,1000.0,1000.0
1,172.7359,-43.4951,1933.6802,0.26595,60.0,69.0,-125.2, ,1000.0,1000.0
1,172.7381,-43.4979,2867.2602,0.39443,60.0,69.0,-136.08, ,1000.0,1000.0
1,172.7403,-43.5007,3800.8402,0.38467,60.0,69.0,-151.22, ,1000.0,1000.0
1,172.7426,-43.5035,4734.4202,0.2857,60.0,69.0,-164.17, ,1000.0,1000.0
1,172.7448,-43.5063,5668.0002,0.15649,60.0,69.0,-158.16, ,1000.0,1000.0
1,172.747,-43.5091,6601.5802,0.12558,60.0,69.0,-100.04, ,1000.0,1000.0
1,172.7492,-43.5119,7535.1602,0.20989,60.0,69.0,-79.14, ,1000.0,1000.0
