segment,lon (deg),lat (deg),depth (m),slip (m),strike (deg),dip (deg),rake (deg),rupture time (s),length (m),width (m)
1,165.859,-46.0989,9769.2467,2.18342,23.5,21.87,139.35, ,5000.0,5000.0
1,165.913,-46.1153,11871.7091,2.73079,23.5,24.86,140.92, ,5000.0,5000.0
1,165.967,-46.1314,14167.4869,3.06914,23.5,27.33,143.25, ,5000.0,5000.0
1,166.019,-46.1472,16625.7292,3.15253,23.5,29.45,146.15, ,5000.0,5000.0
1,166.07,-46.1627,19227.8781,2.97338,23.5,31.36,149.55, ,5000.0,5000.0
1,166.12,-46.1778,21963.4445,2.56409,23.5,33.17,153.51, ,5000.0,5000.0
1,166.169,-46.1927,24828.0856,1.99233,23.5,34.95,158.29, ,5000.0,5000.0
1,166.217,-46.2072,27822.026,1.3505,23.5,36.77,164.96, ,5000.0,5000.0
1,166.264,-46.2214,30947.8406,0.74653,23.5,38.67,177.99, ,5000.0,5000.0
1,166.31,-46.2352,34206.8576,0.34472,23.5,40.65,219.75, ,5000.0,5000.0
1,166.354,-46.2486,37600.6372,0.39556,23.5,42.72,280.82, ,5000.0,5000.0
1,166.397,-46.2615,41129.8659,0.53122,23.5,44.85,297.05, ,5000.0,5000.0
1,166.438,-46.274,44791.1578,0.50832,23.5,47.03,297.77, ,5000.0,5000.0
1,166.478,-46.286,48578.5848,0.28655,23.5,49.2,284.92, ,5000.0,5000.0
1,166.515,-46.2975,52485.7186,0.25527,23.5,51.34,161.22, ,5000.0,5000.0
1,165.772,-46.0235,6350.7757,0.95983,23.5,13.37,139.53, ,5000.0,5000.0
1,165.829,-46.0408,7906.5447,1.7907,23.5,18.13,137.29, ,5000.0,5000.0
1,165.885,-46.0576,9769.2467,2.5914,23.5,21.87,137.84, ,5000.0,5000.0
1,165.939,-46.0741,11871.7091,3.24093,23.5,24.86,139.55, ,5000.0,5000.0
1,165.992,-46.0902,14167.4869,3.64715,23.5,27.33,141.98, ,5000.0,5000.0
1,166.044,-46.106,16625.7292,3.7555,23.5,29.45,144.99, ,5000.0,5000.0
1,166.096,-46.1214,19227.8781,3.55619,23.5,31.36,148.5, ,5000.0,5000.0
1,166.146,-46.1366,21963.4445,3.08612,23.5,33.17,152.49, ,5000.0,5000.0
1,166.195,-46.1514,24828.0856,2.42295,23.5,34.95,157.04, ,5000.0,5000.0
1,166.243,-46.166,27822.026,1.67178,23.5,36.77,162.72, ,5000.0,5000.0
1,166.29,-46.1801,30947.8406,0.94933,23.5,38.67,172.07, ,5000.0,5000.0
1,166.335,-46.194,34206.8576,0.39426,23.5,40.65,200.63, ,5000.0,5000.0
1,166.38,-46.2074,37600.6372,0.32399,23.5,42.72,276.94, ,5000.0,5000.0
1,166.423,-46.2203,41129.8659,0.48772,23.5,44.85,300.47, ,5000.0,5000.0
1,166.464,-46.2328,44791.1578,0.48374,23.5,47.03,301.9, ,5000.0,5000.0
1,166.503,-46.2448,48578.5848,0.25371,23.5,49.2,288.88, ,5000.0,5000.0
1,166.541,-46.2562,52485.7186,0.30111,23.5,51.34,151.05, ,5000.0,5000.0
1,165.798,-45.9823,6350.7757,1.10426,23.5,13.37,136.57, ,5000.0,5000.0
1,165.855,-45.9996,7906.5447,2.04578,23.5,18.13,135.17, ,5000.0,5000.0
1,165.91,-46.0164,9769.2467,2.95742,23.5,21.87,135.98, ,5000.0,5000.0
1,165.965,-46.0328,11871.7091,3.70166,23.5,24.86,137.81, ,5000.0,5000.0
1,166.018,-46.0489,14167.4869,4.17344,23.5,27.33,140.34, ,5000.0,5000.0
1,166.07,-46.0647,16625.7292,4.31029,23.5,29.45,143.46, ,5000.0,5000.0
1,166.121,-46.0802,19227.8781,4.10026,23.5,31.36,147.07, ,5000.0,5000.0
1,166.171,-46.0953,21963.4445,3.58384,23.5,33.17,151.12, ,5000.0,5000.0
1,166.221,-46.1102,24828.0856,2.84678,23.5,34.95,155.51, ,5000.0,5000.0
1,166.269,-46.1247,27822.026,2.00423,23.5,36.77,160.34, ,5000.0,5000.0
1,166.316,-46.1389,30947.8406,1.18048,23.5,38.67,166.6, ,5000.0,5000.0
1,166.361,-46.1527,34206.8576,0.49578,23.5,40.65,181.45, ,5000.0,5000.0
1,166.405,-46.1661,37600.6372,0.20645,23.5,42.72,264.06, ,5000.0,5000.0
1,166.448,-46.1791,41129.8659,0.39404,23.5,44.85,305.73, ,5000.0,5000.0
1,166.49,-46.1915,44791.1578,0.42147,23.5,47.03,307.87, ,5000.0,5000.0
1,166.529,-46.2035,48578.5848,0.19867,23.5,49.2,295.65, ,5000.0,5000.0
1,166.567,-46.215,52485.7186,0.34944,23.5,51.34,141.69, ,5000.0,5000.0
1,165.824,-45.9411,6350.7757,1.22396,23.5,13.37,133.46, ,5000.0,5000.0
1,165.881,-45.9583,7906.5447,2.25307,23.5,18.13,132.82, ,5000.0,5000.0
1,165.936,-45.9752,9769.2467,3.25624,23.5,21.87,133.86, ,5000.0,5000.0
1,165.991,-45.9916,11871.7091,4.08153,23.5,24.86,135.8, ,5000.0,5000.0
1,166.044,-46.0077,14167.4869,4.61307,23.5,27.33,138.41, ,5000.0,5000.0
1,166.096,-46.0235,16625.7292,4.78184,23.5,29.45,141.61, ,5000.0,5000.0
1,166.147,-46.0389,19227.8781,4.57415,23.5,31.36,145.33, ,5000.0,5000.0
1,166.197,-46.0541,21963.4445,4.0329,23.5,33.17,149.46, ,5000.0,5000.0
1,166.246,-46.069,24828.0856,3.24901,23.5,34.95,153.76, ,5000.0,5000.0
1,166.294,-46.0835,27822.026,2.34372,23.5,36.77,157.94, ,5000.0,5000.0
1,166.341,-46.0977,30947.8406,1.44656,23.5,38.67,161.8, ,5000.0,5000.0
1,166.387,-46.1115,34206.8576,0.67389,23.5,40.65,166.53, ,5000.0,5000.0
1,166.431,-46.1249,37600.6372,0.12786,23.5,42.72,198.84, ,5000.0,5000.0
1,166.474,-46.1378,41129.8659,0.24693,23.5,44.85,315.55, ,5000.0,5000.0
1,166.515,-46.1503,44791.1578,0.31967,23.5,47.03,317.15, ,5000.0,5000.0
1,166.555,-46.1623,48578.5848,0.12377,23.5,49.2,308.64, ,5000.0,5000.0
1,166.593,-46.1738,52485.7186,0.40106,23.5,51.34,133.91, ,5000.0,5000.0
1,165.849,-45.8998,6350.7757,1.31215,23.5,13.37,130.43, ,5000.0,5000.0
1,165.906,-45.9171,7906.5447,2.39837,23.5,18.13,130.43, ,5000.0,5000.0
1,165.962,-45.9339,9769.2467,3.4667,23.5,21.87,131.65, ,5000.0,5000.0
1,166.016,-45.9504,11871.7091,4.3538,23.5,24.86,133.66, ,5000.0,5000.0
1,166.07,-45.9665,14167.4869,4.93586,23.5,27.33,136.31, ,5000.0,5000.0
1,166.122,-45.9823,16625.7292,5.13955,23.5,29.45,139.57, ,5000.0,5000.0
1,166.173,-45.9977,19227.8781,4.9499,23.5,31.36,143.37, ,5000.0,5000.0
1,166.223,-46.0129,21963.4445,4.41052,23.5,33.17,147.59, ,5000.0,5000.0
1,166.272,-46.0277,24828.0856,3.61368,23.5,34.95,151.88, ,5000.0,5000.0
1,166.32,-46.0423,27822.026,2.6818,23.5,36.77,155.64, ,5000.0,5000.0
1,166.367,-46.0564,30947.8406,1.74614,23.5,38.67,157.88, ,5000.0,5000.0
