segment,lon,lat,depth,slip,strike,dip,rake,rupturetime,length,width
1,174.19,-41.6802,13000000.0,1.20238,234.0,74.9,171.89, ,1000.0,1035.762
1,174.1882,-41.6782,14000000.0,1.03808,234.0,74.9,173.31, ,1000.0,1035.762
1,174.1864,-41.6762,15000000.0,0.87555,234.0,74.9,174.66, ,1000.0,1035.762
1,174.1846,-41.6742,16000000.0,0.72024,234.0,74.9,175.91, ,1000.0,1035.762
1,174.1828,-41.6721,17000000.0,0.57654,234.0,74.9,177.05, ,1000.0,1035.762
1,174.181,-41.6701,18000000.0,0.44769,234.0,74.9,178.05, ,1000.0,1035.762
1,174.1792,-41.6681,19000000.0,0.33584,234.0,74.9,178.88, ,1000.0,1035.762
1,174.1774,-41.6661,20000000.0,0.242,234.0,74.9,179.51, ,1000.0,1035.762
1,174.1755,-41.6641,21000000.0,0.1661,234.0,74.9,179.88, ,1000.0,1035.762
1,174.1737,-41.6621,22000000.0,0.10691,234.0,74.9,180.0, ,1000.0,1035.762
1,174.1719,-41.6601,23000000.0,0.06208,234.0,74.9,179.97, ,1000.0,1035.762
1,174.1701,-41.658,24000000.0,0.02803,234.0,74.9,179.84, ,1000.0,1035.762
1,174.2037,-41.7114,0.0,0.48705,234.0,74.9,146.47, ,1000.0,1035.762
1,174.2019,-41.7094,1000000.0,0.77254,234.0,74.9,154.1, ,1000.0,1035.762
1,174.2,-41.7074,2000000.0,1.07695,234.0,74.9,156.95, ,1000.0,1035.762
1,174.1982,-41.7054,3000000.0,1.36229,234.0,74.9,158.48, ,1000.0,1035.762
1,174.1964,-41.7033,4000000.0,1.60151,234.0,74.9,159.73, ,1000.0,1035.762
1,174.1946,-41.7013,5000000.0,1.77883,234.0,74.9,160.99, ,1000.0,1035.762
1,174.1928,-41.6993,6000000.0,1.88834,234.0,74.9,162.35, ,1000.0,1035.762
1,174.191,-41.6973,7000000.0,1.93152,234.0,74.9,163.82, ,1000.0,1035.762
1,174.1892,-41.6953,8000000.0,1.9147,234.0,74.9,165.36, ,1000.0,1035.762
1,174.1873,-41.6933,9000000.0,1.84687,234.0,74.9,166.94, ,1000.0,1035.762
1,174.1855,-41.6913,10000000.0,1.73824,234.0,74.9,168.52, ,1000.0,1035.762
1,174.1837,-41.6893,11000000.0,1.59913,234.0,74.9,170.08, ,1000.0,1035.762
1,174.1819,-41.6872,12000000.0,1.43933,234.0,74.9,171.6, ,1000.0,1035.762
1,174.1801,-41.6852,13000000.0,1.26778,234.0,74.9,173.05, ,1000.0,1035.762
1,174.1783,-41.6832,14000000.0,1.09237,234.0,74.9,174.41, ,1000.0,1035.762
1,174.1765,-41.6812,15000000.0,0.9198,234.0,74.9,175.68, ,1000.0,1035.762
1,174.1747,-41.6792,16000000.0,0.75565,234.0,74.9,176.83, ,1000.0,1035.762
1,174.1728,-41.6772,17000000.0,0.6043,234.0,74.9,177.85, ,1000.0,1035.762
1,174.171,-41.6752,18000000.0,0.46897,234.0,74.9,178.71, ,1000.0,1035.762
1,174.1692,-41.6731,19000000.0,0.35175,234.0,74.9,179.38, ,1000.0,1035.762
1,174.1674,-41.6711,20000000.0,0.25356,234.0,74.9,179.82, ,1000.0,1035.762
1,174.1656,-41.6691,21000000.0,0.1742,234.0,74.9,180.0, ,1000.0,1035.762
1,174.1638,-41.6671,22000000.0,0.11231,234.0,74.9,179.99, ,1000.0,1035.762
1,174.162,-41.6651,23000000.0,0.06535,234.0,74.9,179.83, ,1000.0,1035.762
1,174.1602,-41.6631,24000000.0,0.02957,234.0,74.9,179.59, ,1000.0,1035.762
1,174.1937,-41.7164,0.0,0.51327,234.0,74.9,149.22, ,1000.0,1035.762
1,174.1919,-41.7144,1000000.0,0.82192,234.0,74.9,155.63, ,1000.0,1035.762
1,174.1901,-41.7124,2000000.0,1.15364,234.0,74.9,158.04, ,1000.0,1035.762
1,174.1883,-41.7104,3000000.0,1.4603,234.0,74.9,159.49, ,1000.0,1035.762
1,174.1865,-41.7084,4000000.0,1.71206,234.0,74.9,160.77, ,1000.0,1035.762
1,174.1846,-41.7064,5000000.0,1.89366,234.0,74.9,162.11, ,1000.0,1035.762
1,174.1828,-41.7044,6000000.0,2.00096,234.0,74.9,163.54, ,1000.0,1035.762
1,174.181,-41.7023,7000000.0,2.03742,234.0,74.9,165.07, ,1000.0,1035.762
1,174.1792,-41.7003,8000000.0,2.01109,234.0,74.9,166.64, ,1000.0,1035.762
1,174.1774,-41.6983,9000000.0,1.93236,234.0,74.9,168.24, ,1000.0,1035.762
1,174.1756,-41.6963,10000000.0,1.81238,234.0,74.9,169.82, ,1000.0,1035.762
1,174.1738,-41.6943,11000000.0,1.66214,234.0,74.9,171.37, ,1000.0,1035.762
1,174.172,-41.6923,12000000.0,1.49188,234.0,74.9,172.84, ,1000.0,1035.762
1,174.1701,-41.6903,13000000.0,1.31076,234.0,74.9,174.23, ,1000.0,1035.762
1,174.1683,-41.6882,14000000.0,1.1268,234.0,74.9,175.52, ,1000.0,1035.762
1,174.1665,-41.6862,15000000.0,0.94679,234.0,74.9,176.68, ,1000.0,1035.762
1,174.1647,-41.6842,16000000.0,0.77628,234.0,74.9,177.72, ,1000.0,1035.762
1,174.1629,-41.6822,17000000.0,0.61963,234.0,74.9,178.59, ,1000.0,1035.762
1,174.1611,-41.6802,18000000.0,0.48,234.0,74.9,179.29, ,1000.0,1035.762
1,174.1593,-41.6782,19000000.0,0.3594,234.0,74.9,179.77, ,1000.0,1035.762
1,174.1575,-41.6762,20000000.0,0.25865,234.0,74.9,180.0, ,1000.0,1035.762
1,174.1556,-41.6742,21000000.0,0.17743,234.0,74.9,180.0, ,1000.0,1035.762
1,174.1538,-41.6721,22000000.0,0.11425,234.0,74.9,179.81, ,1000.0,1035.762
1,174.152,-41.6701,23000000.0,0.06641,234.0,74.9,179.45, ,1000.0,1035.762
1,174.1502,-41.6681,24000000.0,0.03003,234.0,74.9,179.04, ,1000.0,1035.762
1,174.1838,-41.7215,0.0,0.46697,234.0,74.9,155.09, ,1000.0,1035.762
1,174.1819,-41.7195,1000000.0,0.82319,234.0,74.9,158.39, ,1000.0,1035.762
1,174.1801,-41.7174,2000000.0,1.19147,234.0,74.9,159.79, ,1000.0,1035.762
1,174.1783,-41.7154,3000000.0,1.52138,234.0,74.9,160.91, ,1000.0,1035.762
1,174.1765,-41.7134,4000000.0,1.78466,234.0,74.9,162.1, ,1000.0,1035.762
1,174.1747,-41.7114,5000000.0,1.96898,234.0,74.9,163.43, ,1000.0,1035.762
1,174.1729,-41.7094,6000000.0,2.07311,234.0,74.9,164.89, ,1000.0,1035.762
1,174.1711,-41.7074,7000000.0,2.10289,234.0,74.9,166.44, ,1000.0,1035.762
1,174.1693,-41.7054,8000000.0,2.06811,234.0,74.9,168.03, ,1000.0,1035.762
1,174.1674,-41.7033,9000000.0,1.98036,234.0,74.9,169.62, ,1000.0,1035.762
1,174.1656,-41.7013,10000000.0,1.85155,234.0,74.9,171.19, ,1000.0,1035.762
1,174.1638,-41.6993,11000000.0,1.69312,234.0,74.9,172.69, ,1000.0,1035.762
1,174.162,-41.6973,12000000.0,1.51554,234.0,74.9,174.11, ,1000.0,1035.762
1,174.1602,-41.6953,13000000.0,1.32809,234.0,74.9,175.42, ,1000.0,1035.762
1,174.1584,-41.6933,14000000.0,1.1388,234.0,74.9,176.6, ,1000.0,1035.762
1,174.1566,-41.6913,15000000.0,0.95443,234.0,74.9,177.64, ,1000.0,1035.762
1,174.1548,-41.6893,16000000.0,0.78048,234.0,74.9,178.53, ,1000.0,1035.762
1,174.1529,-41.6872,17000000.0,0.62125,234.0,74.9,179.23, ,1000.0,1035.762
1,174.1511,-41.6852,18000000.0,0.47981,234.0,74.9,179.74, ,1000.0,1035.762
1,174.1493,-41.6832,19000000.0,0.35808,234.0,74.9,180.0, ,1000.0,1035.762
1,174.1475,-41.6812,20000000.0,0.25677,234.0,74.9,180.0, ,1000.0,1035.762
1,174.1457,-41.6792,21000000.0,0.17545,234.0,74.9,179.77, ,1000.0,1035.762
1,174.1439,-41.6772,22000000.0,0.11251,234.0,74.9,179.3, ,1000.0,1035.762
1,174.1421,-41.6752,23000000.0,0.06514,234.0,74.9,178.63, ,1000.0,1035.762
1,174.1403,-41.6731,24000000.0,0.02937,234.0,74.9,177.96, ,1000.0,1035.762
1,174.1738,-41.7265,0.0,0.33978,234.0,74.9,164.2, ,1000.0,1035.762
1,174.172,-41.7245,1000000.0,0.76857,234.0,74.9,161.88, ,1000.0,1035.762
1,174.1702,-41.7225,2000000.0,1.18154,234.0,74.9,161.94, ,1000.0,1035.762
1,174.1684,-41.7205,3000000.0,1.53562,234.0,74.9,162.6, ,1000.0,1035.762
1,174.1665,-41.7184,4000000.0,1.80919,234.0,74.9,163.62, ,1000.0,1035.762
1,174.1647,-41.7164,5000000.0,1.9952,234.0,74.9,164.9, ,1000.0,1035.762
1,174.1629,-41.7144,6000000.0,2.09616,234.0,74.9,166.35, ,1000.0,1035.762
1,174.1611,-41.7124,7000000.0,2.12044,234.0,74.9,167.89, ,1000.0,1035.762
1,174.1593,-41.7104,8000000.0,2.07944,234.0,74.9,169.47, ,1000.0,1035.762
1,174.1575,-41.7084,9000000.0,1.98565,234.0,74.9,171.04, ,1000.0,1035.762
1,174.1557,-41.7064,10000000.0,1.85152,234.0,74.9,172.57, ,1000.0,1035.762
1,174.1539,-41.7044,11000000.0,1.68867,234.0,74.9,174.02, ,1000.0,1035.762
1,174.152,-41.7023,12000000.0,1.50765,234.0,74.9,175.36, ,1000.0,1035.762
1,174.1502,-41.7003,13000000.0,1.3177,234.0,74.9,176.57, ,1000.0,1035.762
1,174.1484,-41.6983,14000000.0,1.12678,234.0,74.9,177.62, ,1000.0,1035.762
1,174.1466,-41.6963,15000000.0,0.94155,234.0,74.9,178.51, ,1000.0,1035.762
1,174.1448,-41.6943,16000000.0,0.76742,234.0,74.9,179.21, ,1000.0,1035.762
1,174.143,-41.6923,17000000.0,0.6086,234.0,74.9,179.72, ,1000.0,1035.762
1,174.1412,-41.6903,18000000.0,0.46805,234.0,74.9,179.99, ,1000.0,1035.762
1,174.1394,-41.6882,19000000.0,0.34759,234.0,74.9,180.0, ,1000.0,1035.762
1,174.1376,-41.6862,20000000.0,0.24784,234.0,74.9,179.74, ,1000.0,1035.762
1,174.1357,-41.6842,21000000.0,0.16825,234.0,74.9,179.16, ,1000.0,1035.762
1,174.1339,-41.6822,22000000.0,0.10712,234.0,74.9,178.25, ,1000.0,1035.762
1,174.1321,-41.6802,23000000.0,0.0616,234.0,74.9,177.09, ,1000.0,1035.762
1,174.1303,-41.6782,24000000.0,0.02762,234.0,74.9,175.99, ,1000.0,1035.762
1,174.1638,-41.7315,0.0,0.16198,234.0,74.9,171.25, ,1000.0,1035.762
1,174.162,-41.7295,1000000.0,0.67438,234.0,74.9,164.47, ,1000.0,1035.762
1,174.1602,-41.7275,2000000.0,1.12878,234.0,74.9,163.9, ,1000.0,1035.762
1,174.1584,-41.7255,3000000.0,1.50149,234.0,74.9,164.29, ,1000.0,1035.762
1,174.1566,-41.7235,4000000.0,1.7813,234.0,74.9,165.19, ,1000.0,1035.762
1,174.1548,-41.7215,5000000.0,1.96714,234.0,74.9,166.41, ,1000.0,1035.762
1,174.153,-41.7195,6000000.0,2.06515,234.0,74.9,167.82, ,1000.0,1035.762
1,174.1512,-41.7174,7000000.0,2.08578,234.0,74.9,169.35, ,1000.0,1035.762
1,174.1493,-41.7154,8000000.0,2.04155,234.0,74.9,170.91, ,1000.0,1035.762
1,174.1475,-41.7134,9000000.0,1.9455,234.0,74.9,172.45, ,1000.0,1035.762
1,174.1457,-41.7114,10000000.0,1.81021,234.0,74.9,173.92, ,1000.0,1035.762
1,174.1439,-41.7094,11000000.0,1.64731,234.0,74.9,175.3, ,1000.0,1035.762
1,174.1421,-41.7074,12000000.0,1.4672,234.0,74.9,176.55, ,1000.0,1035.762
1,174.1403,-41.7054,13000000.0,1.27896,234.0,74.9,177.64, ,1000.0,1035.762
1,174.1385,-41.7033,14000000.0,1.09041,234.0,74.9,178.53, ,1000.0,1035.762
1,174.1367,-41.7013,15000000.0,0.90805,234.0,74.9,179.23, ,1000.0,1035.762
1,174.1348,-41.6993,16000000.0,0.73719,234.0,74.9,179.73, ,1000.0,1035.762
1,174.133,-41.6973,17000000.0,0.58189,234.0,74.9,180.0, ,1000.0,1035.762
1,174.1312,-41.6953,18000000.0,0.44504,234.0,74.9,180.0, ,1000.0,1035.762
1,174.1294,-41.6933,19000000.0,0.32831,234.0,74.9,179.71, ,1000.0,1035.762
1,174.1276,-41.6913,20000000.0,0.23225,234.0,74.9,179.03, ,1000.0,1035.762
1,174.1258,-41.6893,21000000.0,0.15622,234.0,74.9,177.91, ,1000.0,1035.762
1,174.124,-41.6872,22000000.0,0.09846,234.0,74.9,176.29, ,1000.0,1035.762
1,174.1222,-41.6852,23000000.0,0.05606,234.0,74.9,174.34, ,1000.0,1035.762
1,174.1204,-41.6832,24000000.0,0.02495,234.0,74.9,172.54, ,1000.0,1035.762
1,174.1539,-41.7366,0.0,0.02696,234.0,74.9,180.0, ,1000.0,1035.762
1,174.1521,-41.7346,1000000.0,0.582,234.0,74.9,165.89, ,1000.0,1035.762
1,174.1503,-41.7325,2000000.0,1.05026,234.0,74.9,165.46, ,1000.0,1035.762
1,174.1484,-41.7305,3000000.0,1.42536,234.0,74.9,165.79, ,1000.0,1035.762
1,174.1466,-41.7285,4000000.0,1.70283,234.0,74.9,166.64, ,1000.0,1035.762
1,174.1448,-41.7265,5000000.0,1.88499,234.0,74.9,167.82, ,1000.0,1035.762
1,174.143,-41.7245,6000000.0,1.97982,234.0,74.9,169.21, ,1000.0,1035.762
1,174.1412,-41.7225,7000000.0,1.99871,234.0,74.9,170.72, ,1000.0,1035.762
1,174.1394,-41.7205,8000000.0,1.95453,234.0,74.9,172.25, ,1000.0,1035.762
1,174.1376,-41.7185,9000000.0,1.86026,234.0,74.9,173.76, ,1000.0,1035.762
1,174.1358,-41.7164,10000000.0,1.72826,234.0,74.9,175.18, ,1000.0,1035.762
1,174.1339,-41.7144,11000000.0,1.56986,234.0,74.9,176.48, ,1000.0,1035.762
1,174.1321,-41.7124,12000000.0,1.39514,234.0,74.9,177.62, ,1000.0,1035.762
1,174.1303,-41.7104,13000000.0,1.21292,234.0,74.9,178.57, ,1000.0,1035.762
1,174.1285,-41.7084,14000000.0,1.03079,234.0,74.9,179.28, ,1000.0,1035.762
1,174.1267,-41.7064,15000000.0,0.85506,234.0,74.9,179.75, ,1000.0,1035.762
1,174.1249,-41.7044,16000000.0,0.6909,234.0,74.9,180.0, ,1000.0,1035.762
1,174.1231,-41.7023,17000000.0,0.54223,234.0,74.9,180.0, ,1000.0,1035.762
1,174.1213,-41.7003,18000000.0,0.41181,234.0,74.9,179.67, ,1000.0,1035.762
1,174.1194,-41.6983,19000000.0,0.30122,234.0,74.9,178.91, ,1000.0,1035.762
1,174.1176,-41.6963,20000000.0,0.21091,234.0,74.9,177.6, ,1000.0,1035.762
1,174.1158,-41.6943,21000000.0,0.14019,234.0,74.9,175.59, ,1000.0,1035.762
1,174.114,-41.6923,22000000.0,0.08725,234.0,74.9,172.84, ,1000.0,1035.762
1,174.1122,-41.6903,23000000.0,0.04911,234.0,74.9,169.56, ,1000.0,1035.762
1,174.1104,-41.6882,24000000.0,0.02168,234.0,74.9,166.54, ,1000.0,1035.762
1,174.1439,-41.7416,0.0,0.0,234.0,74.9,180.0, ,1000.0,1035.762
1,174.1421,-41.7396,1000000.0,0.51248,234.0,74.9,167.27, ,1000.0,1035.762
1,174.1403,-41.7376,2000000.0,0.95666,234.0,74.9,166.88, ,1000.0,1035.762
1,174.1385,-41.7356,3000000.0,1.31442,234.0,74.9,167.11, ,1000.0,1035.762
1,174.1367,-41.7336,4000000.0,1.57943,234.0,74.9,167.87, ,1000.0,1035.762
1,174.1349,-41.7315,5000000.0,1.75358,234.0,74.9,169.02, ,1000.0,1035.762
1,174.133,-41.7295,6000000.0,1.84456,234.0,74.9,170.4, ,1000.0,1035.762
1,174.1312,-41.7275,7000000.0,1.86336,234.0,74.9,171.9, ,1000.0,1035.762
1,174.1294,-41.7255,8000000.0,1.82227,234.0,74.9,173.42, ,1000.0,1035.762
1,174.1276,-41.7235,9000000.0,1.73361,234.0,74.9,174.89, ,1000.0,1035.762
1,174.1258,-41.7215,10000000.0,1.60912,234.0,74.9,176.26, ,1000.0,1035.762
1,174.124,-41.7195,11000000.0,1.45953,234.0,74.9,177.48, ,1000.0,1035.762
1,174.1222,-41.7174,12000000.0,1.29446,234.0,74.9,178.5, ,1000.0,1035.762
1,174.1204,-41.7154,13000000.0,1.12235,234.0,74.9,179.29, ,1000.0,1035.762
1,174.1185,-41.7134,14000000.0,0.95046,234.0,74.9,179.8, ,1000.0,1035.762
1,174.1167,-41.7114,15000000.0,0.78492,234.0,74.9,180.0, ,1000.0,1035.762
1,174.1149,-41.7094,16000000.0,0.63069,234.0,74.9,179.98, ,1000.0,1035.762
1,174.1131,-41.7074,17000000.0,0.49155,234.0,74.9,179.61, ,1000.0,1035.762
1,174.1113,-41.7054,18000000.0,0.37014,234.0,74.9,178.77, ,1000.0,1035.762
1,174.1095,-41.7033,19000000.0,0.26793,234.0,74.9,177.29, ,1000.0,1035.762
1,174.1077,-41.7013,20000000.0,0.18532,234.0,74.9,174.96, ,1000.0,1035.762
1,174.1059,-41.6993,21000000.0,0.12156,234.0,74.9,171.53, ,1000.0,1035.762
1,174.1041,-41.6973,22000000.0,0.07475,234.0,74.9,166.89, ,1000.0,1035.762
1,174.1022,-41.6953,23000000.0,0.04176,234.0,74.9,161.38, ,1000.0,1035.762
1,174.1004,-41.6933,24000000.0,0.01842,234.0,74.9,156.36, ,1000.0,1035.762
1,174.134,-41.7466,0.0,0.0,234.0,74.9,180.0, ,1000.0,1035.762
1,174.1321,-41.7446,1000000.0,0.44869,234.0,74.9,169.54, ,1000.0,1035.762
1,174.1303,-41.7426,2000000.0,0.84753,234.0,74.9,168.39, ,1000.0,1035.762
1,174.1285,-41.7406,3000000.0,1.17432,234.0,74.9,168.22, ,1000.0,1035.762
1,174.1267,-41.7386,4000000.0,1.41913,234.0,74.9,168.8, ,1000.0,1035.762
1,174.1249,-41.7366,5000000.0,1.58165,234.0,74.9,169.89, ,1000.0,1035.762
1,174.1231,-41.7346,6000000.0,1.66804,234.0,74.9,171.26, ,1000.0,1035.762
1,174.1213,-41.7325,7000000.0,1.68792,234.0,74.9,172.76, ,1000.0,1035.762
1,174.1195,-41.7305,8000000.0,1.65231,234.0,74.9,174.28, ,1000.0,1035.762
1,174.1176,-41.7285,9000000.0,1.57242,234.0,74.9,175.73, ,1000.0,1035.762
1,174.1158,-41.7265,10000000.0,1.45896,234.0,74.9,177.05, ,1000.0,1035.762
1,174.114,-41.7245,11000000.0,1.32187,234.0,74.9,178.18, ,1000.0,1035.762
1,174.1122,-41.7225,12000000.0,1.1701,234.0,74.9,179.09, ,1000.0,1035.762
1,174.1104,-41.7205,13000000.0,1.01163,234.0,74.9,179.71, ,1000.0,1035.762
1,174.1086,-41.7184,14000000.0,0.85335,234.0,74.9,180.0, ,1000.0,1035.762
1,174.1068,-41.7164,15000000.0,0.70111,234.0,74.9,179.93, ,1000.0,1035.762
1,174.105,-41.7144,16000000.0,0.55966,234.0,74.9,179.5, ,1000.0,1035.762
1,174.1032,-41.7124,17000000.0,0.43262,234.0,74.9,178.57, ,1000.0,1035.762
1,174.1013,-41.7104,18000000.0,0.32251,234.0,74.9,176.93, ,1000.0,1035.762
1,174.0995,-41.7084,19000000.0,0.23075,234.0,74.9,174.31, ,1000.0,1035.762
1,174.0977,-41.7064,20000000.0,0.15766,234.0,74.9,170.34, ,1000.0,1035.762
1,174.0959,-41.7043,21000000.0,0.10243,234.0,74.9,164.6, ,1000.0,1035.762
1,174.0941,-41.7023,22000000.0,0.06292,234.0,74.9,156.92, ,1000.0,1035.762
1,174.0923,-41.7003,23000000.0,0.03566,234.0,74.9,148.09, ,1000.0,1035.762
1,174.0905,-41.6983,24000000.0,0.01612,234.0,74.9,140.45, ,1000.0,1035.762
1,174.124,-41.7517,0.0,0.00762,234.0,74.9,180.0, ,1000.0,1035.762
1,174.1222,-41.7497,1000000.0,0.3786,234.0,74.9,171.79, ,1000.0,1035.762
1,174.1204,-41.7476,2000000.0,0.72336,234.0,74.9,169.59, ,1000.0,1035.762
1,174.1186,-41.7456,3000000.0,1.01274,234.0,74.9,168.86, ,1000.0,1035.762
1,174.1167,-41.7436,4000000.0,1.23297,234.0,74.9,169.21, ,1000.0,1035.762
1,174.1149,-41.7416,5000000.0,1.38142,234.0,74.9,170.24, ,1000.0,1035.762
1,174.1131,-41.7396,6000000.0,1.46242,234.0,74.9,171.62, ,1000.0,1035.762
1,174.1113,-41.7376,7000000.0,1.48387,234.0,74.9,173.16, ,1000.0,1035.762
1,174.1095,-41.7356,8000000.0,1.4552,234.0,74.9,174.7, ,1000.0,1035.762
1,174.1077,-41.7335,9000000.0,1.38614,234.0,74.9,176.14, ,1000.0,1035.762
1,174.1059,-41.7315,10000000.0,1.2862,234.0,74.9,177.42, ,1000.0,1035.762
1,174.1041,-41.7295,11000000.0,1.16428,234.0,74.9,178.47, ,1000.0,1035.762
1,174.1022,-41.7275,12000000.0,1.02859,234.0,74.9,179.23, ,1000.0,1035.762
1,174.1004,-41.7255,13000000.0,0.8865,234.0,74.9,179.66, ,1000.0,1035.762
1,174.0986,-41.7235,14000000.0,0.74447,234.0,74.9,179.67, ,1000.0,1035.762
1,174.0968,-41.7215,15000000.0,0.60803,234.0,74.9,179.22, ,1000.0,1035.762
1,174.095,-41.7194,16000000.0,0.48169,234.0,74.9,178.19, ,1000.0,1035.762
1,174.0932,-41.7174,17000000.0,0.36892,234.0,74.9,176.4, ,1000.0,1035.762
1,174.0914,-41.7154,18000000.0,0.27216,234.0,74.9,173.53, ,1000.0,1035.762
1,174.0896,-41.7134,19000000.0,0.19277,234.0,74.9,169.11, ,1000.0,1035.762
1,174.0878,-41.7114,20000000.0,0.13103,234.0,74.9,162.54, ,1000.0,1035.762
1,174.0859,-41.7094,21000000.0,0.0859,234.0,74.9,153.31, ,1000.0,1035.762
1,174.0841,-41.7074,22000000.0,0.0547,234.0,74.9,141.71, ,1000.0,1035.762
1,174.0823,-41.7053,23000000.0,0.033,234.0,74.9,129.82, ,1000.0,1035.762
1,174.0805,-41.7033,24000000.0,0.01588,234.0,74.9,120.84, ,1000.0,1035.762
1,174.114,-41.7567,0.0,0.00291,234.0,74.9,180.0, ,1000.0,1035.762
1,174.1122,-41.7547,1000000.0,0.30561,234.0,74.9,172.38, ,1000.0,1035.762
1,174.1104,-41.7527,2000000.0,0.59419,234.0,74.9,169.68, ,1000.0,1035.762
1,174.1086,-41.7507,3000000.0,0.84268,234.0,74.9,168.62, ,1000.0,1035.762
1,174.1068,-41.7486,4000000.0,1.03543,234.0,74.9,168.84, ,1000.0,1035.762
1,174.105,-41.7466,5000000.0,1.16778,234.0,74.9,169.86, ,1000.0,1035.762
1,174.1031,-41.7446,6000000.0,1.2422,234.0,74.9,171.31, ,1000.0,1035.762
1,174.1013,-41.7426,7000000.0,1.26483,234.0,74.9,172.92, ,1000.0,1035.762
1,174.0995,-41.7406,8000000.0,1.24336,234.0,74.9,174.51, ,1000.0,1035.762
1,174.0977,-41.7386,9000000.0,1.18596,234.0,74.9,175.96, ,1000.0,1035.762
1,174.0959,-41.7366,10000000.0,1.10074,234.0,74.9,177.2, ,1000.0,1035.762
1,174.0941,-41.7345,11000000.0,0.9955,234.0,74.9,178.14, ,1000.0,1035.762
1,174.0923,-41.7325,12000000.0,0.87757,234.0,74.9,178.73, ,1000.0,1035.762
1,174.0905,-41.7305,13000000.0,0.75363,234.0,74.9,178.88, ,1000.0,1035.762
1,174.0887,-41.7285,14000000.0,0.62967,234.0,74.9,178.49, ,1000.0,1035.762
1,174.0868,-41.7265,15000000.0,0.51085,234.0,74.9,177.44, ,1000.0,1035.762
1,174.085,-41.7245,16000000.0,0.40143,234.0,74.9,175.53, ,1000.0,1035.762
1,174.0832,-41.7225,17000000.0,0.30475,234.0,74.9,172.42, ,1000.0,1035.762
1,174.0814,-41.7204,18000000.0,0.22321,234.0,74.9,167.62, ,1000.0,1035.762
1,174.0796,-41.7184,19000000.0,0.15815,234.0,74.9,160.42, ,1000.0,1035.762
1,174.0778,-41.7164,20000000.0,0.10968,234.0,74.9,150.19, ,1000.0,1035.762
1,174.076,-41.7144,21000000.0,0.07603,234.0,74.9,137.12, ,1000.0,1035.762
1,174.0742,-41.7124,22000000.0,0.05305,234.0,74.9,123.23, ,1000.0,1035.762
1,174.0724,-41.7104,23000000.0,0.03513,234.0,74.9,111.62, ,1000.0,1035.762
1,174.0706,-41.7084,24000000.0,0.01794,234.0,74.9,104.23, ,1000.0,1035.762
1,174.1041,-41.7617,0.0,0.00049,234.0,74.9,180.0, ,1000.0,1035.762
1,174.1022,-41.7597,1000000.0,0.2391,234.0,74.9,171.09, ,1000.0,1035.762
1,174.1004,-41.7577,2000000.0,0.4721,234.0,74.9,168.32, ,1000.0,1035.762
1,174.0986,-41.7557,3000000.0,0.67831,234.0,74.9,167.19, ,1000.0,1035.762
1,174.0968,-41.7537,4000000.0,0.84171,234.0,74.9,167.43, ,1000.0,1035.762
1,174.095,-41.7517,5000000.0,0.95611,234.0,74.9,168.55, ,1000.0,1035.762
1,174.0932,-41.7496,6000000.0,1.02234,234.0,74.9,170.13, ,1000.0,1035.762
1,174.0914,-41.7476,7000000.0,1.04488,234.0,74.9,171.85, ,1000.0,1035.762
1,174.0896,-41.7456,8000000.0,1.02976,234.0,74.9,173.52, ,1000.0,1035.762
1,174.0877,-41.7436,9000000.0,0.98357,234.0,74.9,174.99, ,1000.0,1035.762
1,174.0859,-41.7416,10000000.0,0.91304,234.0,74.9,176.16, ,1000.0,1035.762
1,174.0841,-41.7396,11000000.0,0.8248,234.0,74.9,176.96, ,1000.0,1035.762
1,174.0823,-41.7376,12000000.0,0.72522,234.0,74.9,177.28, ,1000.0,1035.762
1,174.0805,-41.7355,13000000.0,0.62026,234.0,74.9,177.01, ,1000.0,1035.762
1,174.0787,-41.7335,14000000.0,0.51537,234.0,74.9,176.0, ,1000.0,1035.762
1,174.0769,-41.7315,15000000.0,0.41534,234.0,74.9,174.01, ,1000.0,1035.762
1,174.0751,-41.7295,16000000.0,0.32423,234.0,74.9,170.71, ,1000.0,1035.762
1,174.0733,-41.7275,17000000.0,0.24529,234.0,74.9,165.56, ,1000.0,1035.762
1,174.0714,-41.7255,18000000.0,0.18091,234.0,74.9,157.87, ,1000.0,1035.762
1,174.0696,-41.7235,19000000.0,0.13225,234.0,74.9,147.06, ,1000.0,1035.762
1,174.0678,-41.7214,20000000.0,0.09846,234.0,74.9,133.47, ,1000.0,1035.762
1,174.066,-41.7194,21000000.0,0.07578,234.0,74.9,119.26, ,1000.0,1035.762
1,174.0642,-41.7174,22000000.0,0.0583,234.0,74.9,107.3, ,1000.0,1035.762
1,174.0624,-41.7154,23000000.0,0.04096,234.0,74.9,99.03, ,1000.0,1035.762
1,174.0606,-41.7134,24000000.0,0.02144,234.0,74.9,94.4, ,1000.0,1035.762
1,174.0941,-41.7668,0.0,0.0,234.0,74.9,180.0, ,1000.0,1035.762
1,174.0923,-41.7647,1000000.0,0.18189,234.0,74.9,168.64, ,1000.0,1035.762
1,174.0905,-41.7627,2000000.0,0.36438,234.0,74.9,165.72, ,1000.0,1035.762
1,174.0886,-41.7607,3000000.0,0.53011,234.0,74.9,164.59, ,1000.0,1035.762
1,174.0868,-41.7587,4000000.0,0.66402,234.0,74.9,164.93, ,1000.0,1035.762
